,TRMT112 (51504)
ACH-000004,-1.6863912554978224
ACH-000005,-2.0278636510898957
ACH-000007,-1.5704983245066164
ACH-000009,-1.4019753216924125
ACH-000011,-1.4495182570179133
ACH-000012,-1.2525894085838178
ACH-000013,-1.4807786044941624
ACH-000014,-1.5062210535799259
ACH-000015,-1.4881665317149724
ACH-000017,-1.1040834809665718
ACH-000018,-1.3920814290216232
ACH-000019,-0.9396687175102846
ACH-000021,-1.2886823717541225
ACH-000022,-1.461248794328058
ACH-000025,-1.4659327658313441
ACH-000028,-1.2602599692783036
ACH-000030,-1.3815996953311738
ACH-000035,-1.2643765742831288
ACH-000036,-1.268480415955565
ACH-000037,-1.6366878708986616
ACH-000039,-1.5278760742029824
ACH-000040,-1.4542576554664328
ACH-000041,-1.7873539949635453
ACH-000042,-1.4401454874572654
ACH-000045,-1.3955293540584357
ACH-000047,-1.1377970636543215
ACH-000052,-1.441167422537289
ACH-000053,-1.3084936451432794
ACH-000054,-1.3181047426704984
ACH-000055,-1.509123651885416
ACH-000060,-1.540275822274925
ACH-000067,-1.4415734792966015
ACH-000070,-1.3604365321226772
ACH-000075,-1.300494966004974
ACH-000078,-1.3268159282678067
ACH-000082,-1.2578937848028278
ACH-000085,-1.3265490072436628
ACH-000086,-1.3664399625040953
ACH-000087,-1.5166263037822307
ACH-000092,-1.4245940911121993
ACH-000095,-1.4683409140899906
ACH-000097,-1.451146162078684
ACH-000098,-1.5267430833292128
ACH-000099,-1.3455982870047598
ACH-000108,-1.2387085886130769
ACH-000113,-1.0643057861345622
ACH-000116,-1.4154547588198736
ACH-000118,-1.4033624957714494
ACH-000120,-1.3692146703789048
ACH-000123,-1.196374371984127
ACH-000127,-1.2408727792855316
ACH-000128,-1.4477754683381117
ACH-000132,-1.3508526653155901
ACH-000133,-1.4645327694353247
ACH-000137,-1.5061085404714714
ACH-000138,-1.5443475461069802
ACH-000142,-1.6510449502194466
ACH-000143,-1.2226329571177643
ACH-000146,-1.3364431442470863
ACH-000148,-1.5074022462541825
ACH-000150,-1.3303489538549582
ACH-000152,-1.2480918885797911
ACH-000153,-1.3641423791714775
ACH-000159,-1.3026732474481282
ACH-000160,-1.456661146241775
ACH-000163,-1.536995112651362
ACH-000167,-2.122438149352396
ACH-000168,-1.48425251282167
ACH-000169,-1.3962959394928882
ACH-000178,-1.3612943159996862
ACH-000183,-1.507704871208409
ACH-000188,-1.4609708789843907
ACH-000189,-1.2682675928662044
ACH-000190,-1.3961923659542257
ACH-000198,-1.1366814791531348
ACH-000203,-1.1701103742444126
ACH-000204,-1.3485188612195926
ACH-000206,-1.309224490248301
ACH-000207,-1.11119348432655
ACH-000208,-1.2235650795526305
ACH-000210,-1.3436952383949523
ACH-000211,-1.5335934223660297
ACH-000215,-1.4990688170801547
ACH-000221,-1.4626403017061194
ACH-000222,-1.511815870013593
ACH-000223,-1.1907394560923357
ACH-000226,-1.382774087904054
ACH-000227,-1.301538066268512
ACH-000228,-1.3092686346709683
ACH-000231,-1.5480295252324277
ACH-000232,-1.4205338792267352
ACH-000233,-1.4950979060551643
ACH-000234,-1.5817290386687148
ACH-000235,-1.4020501306154418
ACH-000237,-1.4794279807656652
ACH-000238,-1.4442937814353516
ACH-000242,-1.0248812383863248
ACH-000243,-1.4590386570793372
ACH-000244,-1.2915835988520474
ACH-000246,-1.3586424610910297
ACH-000248,-1.2975661942399568
ACH-000250,-1.3537551931281735
ACH-000251,-1.709224183631311
ACH-000252,-1.39205410156724
ACH-000253,-1.3000918357348232
ACH-000255,-1.3017284663960282
ACH-000256,-1.5706533120085868
ACH-000257,-1.4313137624107892
ACH-000258,-1.1783487918476256
ACH-000259,-1.4506390768801778
ACH-000260,-1.364806347945092
ACH-000261,-1.3854640167537018
ACH-000262,-1.2445512769363187
ACH-000263,-1.2817555236342295
ACH-000264,-1.233040942817988
ACH-000265,-1.3364855746104198
ACH-000266,-1.2186543773425755
ACH-000272,-1.4292667332555808
ACH-000274,-1.4259753119359029
ACH-000277,-1.0300129593971292
ACH-000278,-1.4952285069242603
ACH-000279,-1.534075415642125
ACH-000280,-1.4225827081353235
ACH-000281,-1.2736042853500762
ACH-000288,-1.5263347216387133
ACH-000291,-1.3072771947293729
ACH-000293,-1.3978177149195472
ACH-000294,-1.6463131675177185
ACH-000295,-1.3677926927876565
ACH-000296,-1.5758300781692922
ACH-000302,-1.3149405881104792
ACH-000304,-1.2968002143460733
ACH-000307,-1.5444530662248692
ACH-000308,-1.5526574950648282
ACH-000310,-1.353730759336086
ACH-000311,-1.3753473483835224
ACH-000312,-1.4897077611713827
ACH-000315,-1.323241748715864
ACH-000316,-1.6179043056982378
ACH-000317,-1.6783904360457242
ACH-000318,-1.6637622736219828
ACH-000319,-1.3273407951967693
ACH-000320,-1.6584559388234563
ACH-000322,-1.270244259562252
ACH-000323,-1.4001955208707022
ACH-000324,-1.448491737473964
ACH-000329,-1.2278975960406548
ACH-000330,-1.3397238621045724
ACH-000331,-1.3172398881174567
ACH-000332,-1.3137643427620511
ACH-000334,-1.4905147168231008
ACH-000335,-1.5098647385194632
ACH-000336,-1.3205221266543758
ACH-000337,-1.594309963112084
ACH-000338,-1.020294933270926
ACH-000339,-1.5100268923004496
ACH-000341,-1.2162040900363151
ACH-000348,-1.3168266695104525
ACH-000350,-1.4973414558989242
ACH-000352,-1.3644429075901332
ACH-000356,-1.513374844876089
ACH-000361,-1.4996720903117928
