,CLP1 (10978)
ACH-000004,-0.9650466431486996
ACH-000005,-0.8176148350328059
ACH-000007,-0.9221954470138386
ACH-000009,-0.892687166089127
ACH-000011,-0.8457066290366283
ACH-000012,-1.0067302653901578
ACH-000013,-0.7993511948907024
ACH-000014,-0.8786355365056872
ACH-000015,-0.9868048022425908
ACH-000017,-1.0021451405497799
ACH-000018,-0.8591200595477501
ACH-000019,-0.928831831450148
ACH-000021,-0.9148820622979186
ACH-000022,-0.7971359931714838
ACH-000025,-1.0482931509228537
ACH-000028,-0.9485692771494644
ACH-000030,-0.924662922262948
ACH-000035,-1.0926628650395296
ACH-000036,-1.0533937592213554
ACH-000037,-0.3936973029020774
ACH-000039,-0.8251003149280302
ACH-000040,-0.9733025894187568
ACH-000041,-0.7450398944899559
ACH-000042,-0.9090381425981492
ACH-000045,-0.8535375407886496
ACH-000047,-0.8550095185261612
ACH-000052,-1.0442031533410179
ACH-000053,-1.0227025483088883
ACH-000054,-1.0443092196839836
ACH-000055,-0.990012741580328
ACH-000060,-0.914203644022578
ACH-000067,-0.7749188620533252
ACH-000070,-0.9300944331206052
ACH-000075,-1.1732595063214817
ACH-000078,-0.9242557853370114
ACH-000082,-0.9213073688241672
ACH-000085,-1.1108272222137452
ACH-000086,-1.132298825173218
ACH-000087,-0.7995022723539758
ACH-000092,-0.9855245711730908
ACH-000095,-1.008633417853042
ACH-000097,-1.123477566616521
ACH-000098,-0.982895311947416
ACH-000099,-0.9911390004578176
ACH-000108,-0.9219365109562576
ACH-000113,-0.8702163828283834
ACH-000116,-1.0689674294194411
ACH-000118,-0.9089161808655328
ACH-000120,-1.0493837292681805
ACH-000123,-0.9065185656735184
ACH-000127,-0.9851544426186676
ACH-000128,-1.1054251073826245
ACH-000132,-0.9982894919681272
ACH-000133,-1.13097909311804
ACH-000137,-0.9172425706070876
ACH-000138,-0.8270844773826557
ACH-000142,-0.8154996760315906
ACH-000143,-0.8594617383499711
ACH-000146,-0.8433674168211329
ACH-000148,-0.8934099941866984
ACH-000150,-0.9440773832021944
ACH-000152,-1.0058960971161242
ACH-000153,-0.7740355708736216
ACH-000159,-0.8778068314377843
ACH-000160,-0.7934302139412673
ACH-000163,-0.9671566255009248
ACH-000167,-0.8782276188255402
ACH-000168,-0.8819519073384253
ACH-000169,-1.1543295754588745
ACH-000178,-0.7763289659103009
ACH-000183,-1.0853825866556717
ACH-000188,-0.7500434479062573
ACH-000189,-0.99167046024592
ACH-000190,-0.6650716182891219
ACH-000198,-1.0662436956435726
ACH-000203,-0.9570107395478096
ACH-000204,-0.9216013176545372
ACH-000206,-0.9133801727612268
ACH-000207,-0.8153968292103937
ACH-000208,-0.9693955011198668
ACH-000210,-1.2919658978443889
ACH-000211,-0.8908144859138029
ACH-000215,-0.990117990431457
ACH-000221,-1.1035396182362471
ACH-000222,-0.961888259363214
ACH-000223,-0.9807319053227358
ACH-000226,-0.9546524030813488
ACH-000227,-0.8120376896330416
ACH-000228,-1.0646281763256844
ACH-000231,-1.0504755093503162
ACH-000232,-1.0124742863187406
ACH-000233,-0.9410572054977824
ACH-000234,-1.0361895609361291
ACH-000235,-0.9592308497289253
ACH-000237,-0.7927995133243114
ACH-000238,-1.0419454298866273
ACH-000242,-1.2068472096047698
ACH-000243,-0.8838606870933453
ACH-000244,-0.9543637848344736
ACH-000246,-0.8682501047212269
ACH-000248,-0.8714651352981789
ACH-000250,-0.9528082964710026
ACH-000251,-0.6888953042381356
ACH-000252,-0.6635833526463695
ACH-000253,-0.9364951559626824
ACH-000255,-1.2295191085806916
ACH-000256,-0.7292134818445792
ACH-000257,-0.9535764800199391
ACH-000258,-1.1199306427184592
ACH-000259,-0.80147085801392
ACH-000260,-0.9662986186965492
ACH-000261,-0.9497331990409138
ACH-000262,-1.0400397780301476
ACH-000263,-1.0981552644006634
ACH-000264,-0.9279233963929088
ACH-000265,-0.9377046348370741
ACH-000266,-0.9456578550067164
ACH-000272,-0.8996745420140028
ACH-000274,-1.056066693382788
ACH-000277,-1.1104222708080715
ACH-000278,-0.8379083368439905
ACH-000279,-0.8745571948818649
ACH-000280,-1.1839890306912435
ACH-000281,-1.1706192903521946
ACH-000288,-0.965314222141594
ACH-000291,-0.9679197162727028
ACH-000293,-0.9833383363897152
ACH-000294,-0.7641107087612906
ACH-000295,-1.0708171221343539
ACH-000296,-1.1550161417289908
ACH-000302,-0.8013918734845281
ACH-000304,-0.8982490173358859
ACH-000307,-0.9982617877751068
ACH-000308,-0.9951236037135376
ACH-000310,-0.8449412641707433
ACH-000311,-0.8547436910790589
ACH-000312,-0.9951749242540854
ACH-000315,-1.4121894236887818
ACH-000316,-0.9533941046736071
ACH-000317,-0.9866627907258664
ACH-000318,-0.8778890341617044
ACH-000319,-0.8919410038719959
ACH-000320,-0.907991657051048
ACH-000322,-1.1371809686193723
ACH-000323,-0.9759032955153091
