,CCNL2 (81669)
ACH-000004,-0.2838430577022279
ACH-000005,-0.03304764375305665
ACH-000007,-0.31473336780899297
ACH-000009,-0.3797707064377681
ACH-000011,-0.3631473132851226
ACH-000012,-0.2144966584426035
ACH-000013,-0.20788498529663801
ACH-000014,-0.4108362223985928
ACH-000015,-0.11685218569422813
ACH-000017,-0.31868383256223565
ACH-000018,-0.2644211352411959
ACH-000019,-0.15201292215756115
ACH-000021,-0.2696179882573297
ACH-000022,-0.25536935851054865
ACH-000025,-0.3309682312390008
ACH-000028,-0.22796976312793224
ACH-000030,-0.14119834702307718
ACH-000035,-0.2139065482587687
ACH-000036,-0.2776661914324813
ACH-000037,-0.36322544246259136
ACH-000039,-0.4361219737168933
ACH-000040,-0.4159572774611923
ACH-000041,-0.3714410292565567
ACH-000042,-0.3051434266720384
ACH-000045,-0.40208903686927294
ACH-000047,-0.3905652305128296
ACH-000052,-0.42191027181226987
ACH-000053,-0.3549437050108476
ACH-000054,-0.31305574244279466
ACH-000055,-0.007477222184549447
ACH-000060,-0.3646077582047434
ACH-000067,-0.10451609835747544
ACH-000070,-0.2500655838415261
ACH-000075,-0.2076108463705719
ACH-000078,-0.2793565034000936
ACH-000082,-0.30007693190999823
ACH-000085,0.04329412269656329
ACH-000086,-0.3596870387389199
ACH-000087,-0.06509236903405499
ACH-000092,-0.3350298826646115
ACH-000095,-0.2308142510930247
ACH-000097,-0.2627310902805161
ACH-000098,-0.2895067333948861
ACH-000099,-0.3241552023148942
ACH-000108,-0.36302227750192106
ACH-000113,-0.08223018320287477
ACH-000116,-0.1206963614061698
ACH-000118,-0.2323319052599033
ACH-000120,-0.2685408832241015
ACH-000123,-0.1894475872487492
ACH-000127,-0.20102096434135697
ACH-000128,-0.2577602792705597
ACH-000132,-0.2656317230820073
ACH-000133,-0.27619241421355245
ACH-000137,0.004000597104741043
ACH-000138,-0.17240885507851222
ACH-000142,-0.12260331067928032
ACH-000143,-0.5158534612446491
ACH-000146,-0.3559817446932582
ACH-000148,-0.2539046758020101
ACH-000150,-0.6063801036021715
ACH-000152,-0.3562081803971979
ACH-000153,-0.2805332652554986
ACH-000159,-0.23961180594345244
ACH-000160,-0.17268455285741668
ACH-000163,-0.24550034228078116
ACH-000167,-0.9194398497434481
ACH-000168,-0.14722413528789946
ACH-000169,-0.1952039911366409
ACH-000178,-0.2484219351801267
ACH-000183,-0.1677383392542248
ACH-000188,-0.3230563431697338
ACH-000189,-0.3862945778838741
ACH-000190,-0.3835535513168312
ACH-000198,-0.3159478832576476
ACH-000203,-0.3580963576574853
ACH-000204,-0.23542615385094104
ACH-000206,-0.4287977449633945
ACH-000207,-0.09598647818350008
ACH-000208,-0.27966667885506225
ACH-000210,-0.36542972719924605
ACH-000211,-0.28835640883686275
ACH-000215,-0.3946897810989852
ACH-000221,-0.3176243970859925
ACH-000222,-0.21495107394995386
ACH-000223,-0.18532246536278812
ACH-000226,-0.2306866436977634
ACH-000227,-0.1162943618381546
ACH-000228,-0.14313177106828354
ACH-000231,-0.2702735821973853
ACH-000232,-0.4135093929488052
ACH-000233,-0.3053711724361274
ACH-000234,-0.3242593904219717
ACH-000235,-0.215545482359614
ACH-000237,-0.39005944794974734
ACH-000238,-0.3011980040609744
ACH-000242,-0.1466837457244871
ACH-000243,-0.16577170971127775
ACH-000244,-0.3045272838346748
ACH-000246,-0.17642492756457945
ACH-000248,-0.2266020851289812
ACH-000250,-0.3883161044687672
ACH-000251,-0.27433175421017164
ACH-000252,-0.3569543875764293
ACH-000253,-0.22349494720106125
ACH-000255,-0.13834509505689768
ACH-000256,-0.3991689674273358
ACH-000257,-0.3039074969448706
ACH-000258,-0.2141322270036872
ACH-000259,-0.3963112451530006
ACH-000260,-0.2616415108052985
ACH-000261,-0.22382803021485104
ACH-000262,-0.10517765576646453
ACH-000263,-0.2655318369915294
ACH-000264,-0.34524885282890205
ACH-000265,-0.21191741545283493
ACH-000266,-0.2306655355405299
ACH-000272,-0.3093376368330515
ACH-000274,-0.3056998568007981
ACH-000277,-0.429142896826104
ACH-000278,-0.3003999569414566
ACH-000279,-0.3405569489800381
ACH-000280,-0.1734133733550712
ACH-000281,-0.2540207498119985
ACH-000288,-0.4541334504708383
ACH-000291,-0.4695425753936858
ACH-000293,-0.2906973172521973
ACH-000294,-0.4694640560494054
ACH-000295,-0.2144159113390713
ACH-000296,-0.31202363614557266
ACH-000302,-0.30399092113612103
ACH-000304,-0.2351778980131013
ACH-000307,-0.3008627172484488
ACH-000308,-0.2565150065134508
ACH-000310,-0.2469171774199695
ACH-000311,-0.3253050527705715
ACH-000312,-0.3365121680004757
ACH-000315,-0.2687073411855769
ACH-000316,-0.230264068088026
ACH-000317,-0.1069625681010498
ACH-000318,-0.1981774631587752
ACH-000319,-0.17860691790573818
ACH-000320,-0.25738737289993496
ACH-000322,-0.3904355580849556
ACH-000323,-0.1432031350090146
ACH-000324,-0.3239575901837306
ACH-000329,-0.3917970789584584
ACH-000330,-0.13770160258504358
ACH-000331,-0.33195774231567565
ACH-000332,-0.20694932479338848
ACH-000334,-0.4465349844496783
ACH-000335,-0.18635413334408707
ACH-000336,-0.1654522057976027
ACH-000337,-0.32838910836432833
ACH-000338,-0.544902330959981
ACH-000339,-0.3902530342916242
ACH-000341,-0.3467327732145385
ACH-000348,-0.245046945624188
ACH-000350,-0.15605053807218175
ACH-000352,-0.5432722012655284
ACH-000356,-0.2016910956683629
ACH-000361,-0.1699604100364127
ACH-000362,-0.4333204649885643
ACH-000363,-0.2511731915080216
ACH-000364,-0.37141742990110777
ACH-000365,-0.2552879561414298
ACH-000366,-0.22918389723910235
ACH-000368,-0.4492830381211545
ACH-000374,-0.4132028297276111
ACH-000375,-0.39297467152839627
ACH-000376,-0.3573629698714363
ACH-000381,-0.2212527774389194
ACH-000383,-0.2434350280997468
ACH-000387,-0.1921866091372223
ACH-000389,-0.4564047096585761
ACH-000390,-0.33065007402042484
ACH-000393,-0.4029040358199538
ACH-000395,-0.21486957543051968
ACH-000396,-0.17490575669528785
ACH-000397,-0.20395016191922125
ACH-000401,-0.2450124430436052
ACH-000402,-0.5728565455008182
ACH-000403,-0.10856353579098152
ACH-000404,-0.4709611878293161
ACH-000406,-0.28235830789593025
ACH-000407,-0.4103667887523956
ACH-000408,-0.19818835580474775
ACH-000410,-0.2081181328705068
ACH-000411,-0.26696511308814186
ACH-000414,-0.3836404042494575
ACH-000415,-0.012537990537624348
ACH-000416,-0.21957514301863146
ACH-000420,-0.2630857869432579
ACH-000421,-0.2576237976505885
ACH-000424,-0.27564763016943816
ACH-000425,-0.19808038203869224
ACH-000426,-0.4833487477581896
ACH-000427,-0.2311410332876754
ACH-000433,-0.5710016662642002
ACH-000435,-0.6074735841241817
ACH-000436,-0.16533833259748024
ACH-000444,-0.23147007212251125
ACH-000445,-0.44016799971038295
ACH-000448,-0.2597518189122468
ACH-000450,-0.4069834578923734
ACH-000452,-0.31806377539532243
ACH-000454,-0.39960631982429895
ACH-000458,-0.19517533669094297
ACH-000459,-0.23846088712637886
ACH-000460,-0.28099720705750536
ACH-000461,-0.2427671972350865
ACH-000463,-0.4480514505725106
ACH-000464,-0.15490345177239118
ACH-000466,-0.3906930256878721
ACH-000467,-0.13829543730670232
ACH-000468,-0.2548167338609331
ACH-000469,-0.21280659405948774
ACH-000470,-0.04788331166038093
ACH-000471,-0.2231659322664644
ACH-000472,-0.1903444134842398
ACH-000473,-0.4072580582447338
ACH-000475,-0.2022302580164385
ACH-000476,-0.3284121308287303
ACH-000477,-0.4238692363248133
ACH-000479,-0.0431911526031853
ACH-000480,-0.17971802601801645
ACH-000481,-0.3467281106858348
ACH-000483,-0.1522132263152757
ACH-000484,-0.28123206729229994
ACH-000485,-0.2538383461306591
ACH-000486,-0.1522761231115357
ACH-000487,-0.6655214155234275
ACH-000488,-0.1807144803565349
ACH-000490,-0.14143998210906933
ACH-000491,-0.18627158616861944
ACH-000495,-0.15050762543928686
