,IL1F10 (84639)
ACH-000004,-0.08724239734668232
ACH-000005,0.16280762519006006
ACH-000007,-0.05254690893497448
ACH-000009,-0.11149744387408067
ACH-000011,-0.046451143138905165
ACH-000012,-0.18614859146647625
ACH-000013,-0.20164694308495276
ACH-000014,-0.17310017099881878
ACH-000015,-0.14216286834576067
ACH-000017,0.06041147537097408
ACH-000018,-0.2082327157791652
ACH-000019,-0.18638528459827816
ACH-000021,0.11403517278757805
ACH-000022,-0.11530846581434505
ACH-000025,-0.18684076837080715
ACH-000028,-0.259185663784031
ACH-000030,-0.08230341623960294
ACH-000035,-0.12565268315880318
ACH-000036,-0.09032260745674738
ACH-000037,-0.1498559862183001
ACH-000039,-0.2298424277703069
ACH-000040,-0.027202815817715345
ACH-000041,-0.046516472008767865
ACH-000042,0.05230197623160809
ACH-000045,-0.1594508208082879
ACH-000047,-0.1190362427731366
ACH-000052,-0.006741079789170493
ACH-000053,-0.13218182122391775
ACH-000054,-0.040669101396336664
ACH-000055,0.027789655027187672
ACH-000060,0.01816841052808973
ACH-000067,0.01567461940967694
ACH-000070,0.029916493481847974
ACH-000075,-0.050113017243963436
ACH-000078,0.030605509831901575
ACH-000082,-0.11484981107856412
ACH-000085,-0.10762179650849607
ACH-000086,-0.06520230027374994
ACH-000087,0.06902197552311333
ACH-000092,-0.22656777585745255
ACH-000095,0.0075412260607704736
ACH-000097,-0.07448256349817059
ACH-000098,-0.13352055427334575
ACH-000099,0.029910025613945318
ACH-000108,-0.056449504029485974
ACH-000113,-0.1125882893143096
ACH-000116,-0.09235125539513322
ACH-000118,-0.10179855712272773
ACH-000120,-0.05340174654287126
ACH-000123,-0.15345880668658016
ACH-000127,-0.1133226764725006
ACH-000128,-0.19208369997727776
ACH-000132,-0.11346615097507068
ACH-000133,-0.14333065209185702
ACH-000137,-0.0907894331320556
ACH-000138,-0.054787270932984265
ACH-000142,-0.09056849708490043
ACH-000143,0.07585098831021793
ACH-000146,-0.04286126990919142
ACH-000148,-0.0721342948134168
ACH-000150,-0.18160561400889888
ACH-000152,-0.15205825863274264
ACH-000153,-0.2541742160605757
ACH-000159,-0.01294932184023262
ACH-000160,-0.052611616354600495
ACH-000163,-0.2628500584241432
ACH-000167,-0.08983506215133635
ACH-000168,-0.1848726515670517
ACH-000169,-0.031470766817390694
ACH-000178,-0.022448912570582225
ACH-000183,-0.16713294953503216
ACH-000188,-0.04030038609233196
ACH-000189,-0.3810352206448716
ACH-000190,-0.04935525071595991
ACH-000198,-0.11832105787820707
ACH-000203,-0.03677957464525185
ACH-000204,0.042110526083465084
ACH-000206,0.001062667281514381
ACH-000207,0.04244764633974978
ACH-000208,-0.17101518027298107
ACH-000210,-0.23569780647432256
ACH-000211,-0.10696029423327852
ACH-000215,-0.02484184641875384
ACH-000221,0.012055799359334658
ACH-000222,-0.012749186760696878
ACH-000223,-0.0966944485128708
ACH-000226,-0.1500403268456089
ACH-000227,-0.07297958770855763
ACH-000228,-0.08893269292655329
ACH-000231,-0.1068950205376464
ACH-000232,-0.007313043028990391
ACH-000233,-0.04625700059628502
ACH-000234,-0.053113360357874825
ACH-000235,-0.038048366909939284
ACH-000237,-0.05823115480406674
ACH-000238,-0.15013836754348278
ACH-000242,0.06284176608063383
ACH-000243,-0.11100714225401273
ACH-000244,-0.1191027046994281
ACH-000246,-0.1419671893564579
ACH-000248,-0.05180615870583946
ACH-000250,-0.09379080889233002
ACH-000251,-0.08621087340142455
ACH-000252,0.05207723918710239
ACH-000253,-0.11851306944473433
ACH-000255,-0.424625334555428
ACH-000256,-0.11708751440741964
ACH-000257,-0.061629838035652
ACH-000258,-0.07705507144152465
ACH-000259,0.011609985977282864
ACH-000260,-0.13851039518105468
ACH-000261,-0.0856997183170001
ACH-000262,-0.034491606149802664
ACH-000263,-0.15873259772031972
ACH-000264,-0.08086719005167338
ACH-000265,-0.1396061195084394
ACH-000266,-0.04975531848670648
ACH-000272,-0.04642060106508456
ACH-000274,-0.03834917607220772
ACH-000277,-0.1153398348199849
ACH-000278,0.02194580014293475
ACH-000279,-0.0487411820757267
ACH-000280,-0.11709757698504505
ACH-000281,0.1271673579681605
ACH-000288,-0.1741045204710979
ACH-000291,-0.07458658411185651
ACH-000293,-0.05488598041005389
ACH-000294,-0.156213470953074
ACH-000295,0.09522902395390652
ACH-000296,0.0030118758685852513
ACH-000302,-0.1446066329554153
ACH-000304,-0.05526238572937472
ACH-000307,-0.15221668587641202
ACH-000308,-0.1408828062408336
ACH-000310,0.04344527203134895
ACH-000311,-0.05507438083829237
ACH-000312,-0.1015164337628547
ACH-000315,-0.09840528853598253
ACH-000316,-0.037706325050316056
ACH-000317,-0.13370482029651076
ACH-000318,-0.18948226485171535
ACH-000319,0.02288161328643181
ACH-000320,0.0778238343986891
ACH-000322,-0.11254866699193722
ACH-000323,-0.11317963973890395
ACH-000324,-0.053420683248690856
ACH-000329,-0.17935910700930235
ACH-000330,-0.0652223890282214
ACH-000331,-0.13211284889736752
ACH-000332,0.05339753532309264
ACH-000334,-0.04257923625388064
ACH-000335,-0.3265376157055071
ACH-000336,-0.11297818417266822
ACH-000337,-0.10100904654622364
ACH-000338,-0.1420498279895703
ACH-000339,-0.11388767988183338
ACH-000341,-0.11621980689560768
ACH-000348,-0.0763855226099998
ACH-000350,0.010218906077428244
ACH-000352,0.019273197542423598
ACH-000356,-0.20985685435393334
ACH-000361,-0.3603364854104323
ACH-000362,-0.04922385482699152
ACH-000363,0.003382454524876345
ACH-000364,-0.2560884901738839
ACH-000365,-0.08234668383526117
ACH-000366,-0.11580944094339199
ACH-000368,-0.13781813012439775
ACH-000374,-0.06683029482119032
ACH-000375,-0.1837280488998633
ACH-000376,-0.01591187969937312
ACH-000381,-0.09105340190318778
ACH-000383,-0.07957491126880685
ACH-000387,-0.15669756935413012
ACH-000389,-0.1994650972379492
ACH-000390,-0.1166372859710018
ACH-000393,-0.15004261506636238
ACH-000395,-0.10648682011470703
ACH-000396,-0.3080771278060281
ACH-000397,0.2143985859641616
ACH-000401,0.05852707663540543
ACH-000402,-0.19418376644218285
ACH-000403,-0.04827697300150817
ACH-000404,-0.05331923595468094
ACH-000406,-0.12691918152789974
ACH-000407,-0.11913971134453487
ACH-000408,-0.036201216111797545
ACH-000410,-0.06163291712847342
ACH-000411,-0.016914801834448306
ACH-000414,-0.021765402668828995
ACH-000415,-0.05903941952220663
ACH-000416,-0.09716530339468384
ACH-000420,-0.1894970975024569
ACH-000421,-0.11786755566224535
ACH-000424,-0.17982534412272594
ACH-000425,-0.11424531960003664
ACH-000426,-0.07619640842449539
ACH-000427,-0.269152071844651
ACH-000433,-0.20871833627229602
ACH-000435,-0.2848226541999332
ACH-000436,-0.06766613606281974
ACH-000444,-0.05825006430819496
ACH-000445,-0.17237379263529373
ACH-000448,0.054110461181044685
ACH-000450,-0.10159902358058992
ACH-000452,-0.05031235893491902
ACH-000454,-0.04980305781084599
ACH-000458,-0.14095667147513147
ACH-000459,-0.22889554942975565
ACH-000460,-0.10564503401847512
ACH-000461,0.04515955451128673
ACH-000463,-0.08115830706908636
ACH-000464,-0.09187324012096967
ACH-000466,-0.024565034963949583
ACH-000467,-0.1344707513534233
ACH-000468,-0.09046078562342312
ACH-000469,-0.1161549854108684
ACH-000470,-0.06018714459897311
ACH-000471,-0.1277153348769689
ACH-000472,-0.059564106671250686
ACH-000473,-0.053484572572160535
ACH-000475,-0.08461641492936334
ACH-000476,0.04385295568189234
ACH-000477,-0.001260255808876365
ACH-000479,0.026819535586740932
ACH-000480,-0.2067099240246993
ACH-000481,-0.17050439630394135
ACH-000483,0.000678267027891382
