,HLA-DRB1 (3123)
ACH-000004,0.12052576162421848
ACH-000005,-0.2755699830914557
ACH-000007,0.2060063917258052
ACH-000009,0.01600133812983408
ACH-000011,0.21031251492047115
ACH-000012,0.07936685476378014
ACH-000013,0.03969804216250824
ACH-000014,0.07790537992671254
ACH-000015,0.17600485600771762
ACH-000017,-0.00015255249580307692
ACH-000018,0.2774058315648684
ACH-000019,-0.20212024488714414
ACH-000021,-0.06728886823956652
ACH-000022,0.19729407433694512
ACH-000025,0.07212967390285675
ACH-000028,0.2255176578057657
ACH-000030,-0.025282295845336904
ACH-000035,0.2819724395126355
ACH-000036,0.0881911516925314
ACH-000037,-0.0982862587145089
ACH-000039,0.12960943521442084
ACH-000040,-0.05358207477856377
ACH-000041,0.09316866660231146
ACH-000042,0.15174548509731006
ACH-000045,0.07826212921058577
ACH-000047,0.06946559075913902
ACH-000052,0.041908772436791
ACH-000053,-0.02751316003974191
ACH-000054,0.003711164946062878
ACH-000055,-0.1562971771258948
ACH-000060,0.2659762700317579
ACH-000067,0.04195831434337973
ACH-000070,0.05707849266568842
ACH-000075,0.08393430515095908
ACH-000078,0.021180785621586443
ACH-000082,-0.001439412529230849
ACH-000085,-0.21871479191630533
ACH-000086,0.1590542902870911
ACH-000087,-0.09606464675199508
ACH-000092,-0.1014841747572862
ACH-000095,0.16935004247078514
ACH-000097,-0.17849463089698667
ACH-000098,0.2015441129709628
ACH-000099,0.041935893055432015
ACH-000108,0.018823206566924416
ACH-000113,0.0371463216063263
ACH-000116,0.2620841073689599
ACH-000118,0.10325248968527476
ACH-000120,-0.23767163644672504
ACH-000123,0.20727718015142144
ACH-000127,0.15501004764373466
ACH-000128,0.1467896617184666
ACH-000132,0.15691961910329402
ACH-000133,0.11254151308564868
ACH-000137,0.07578558779349855
ACH-000138,0.05500930092715778
ACH-000142,0.09235476315314012
ACH-000143,0.1986028295751147
ACH-000146,-0.09513524297877117
ACH-000148,0.09787892096001002
ACH-000150,-0.2750819465148731
ACH-000152,0.2093194061507624
ACH-000153,0.14527813264467704
ACH-000159,0.08772493380459295
ACH-000160,0.1222924311720782
ACH-000163,0.12556963558038067
ACH-000167,-0.03363700991140065
ACH-000168,0.1460012232352083
ACH-000169,0.0652451038166888
ACH-000178,0.04029311870461798
ACH-000183,0.1608532677071453
ACH-000188,0.15144374146269918
ACH-000189,0.2538677057083609
ACH-000190,-0.005098188954686553
ACH-000198,0.015999469419753984
ACH-000203,0.11819587150602218
ACH-000204,-0.19103116393183364
ACH-000206,0.13548520960080274
ACH-000207,0.1401646809994542
ACH-000208,0.1521975940473532
ACH-000210,0.36499422055596703
ACH-000211,0.09041804639096736
ACH-000215,0.2660206250573466
ACH-000221,0.021697723173565275
ACH-000222,0.1900792337847907
ACH-000223,0.02519801855465116
ACH-000226,-0.031215331644058725
ACH-000227,0.19375668227343
ACH-000228,0.2366094254830075
ACH-000231,0.16728322514221958
ACH-000232,0.1507033700591777
ACH-000233,0.16806044273462575
ACH-000234,0.17269201374755966
ACH-000235,0.1251928522752713
ACH-000237,0.038388342862684915
ACH-000238,0.09491844136920256
ACH-000242,0.039771553117784485
ACH-000243,0.03071849106353455
ACH-000244,0.07163981143789193
ACH-000246,0.09266003301194366
ACH-000248,0.2247137613800536
ACH-000250,0.10442366036549168
ACH-000251,0.28667613564910044
ACH-000252,0.006637501502826961
ACH-000253,0.0287587987885648
ACH-000255,-0.016790835952572282
ACH-000256,-0.11050032780992232
ACH-000257,0.2850853986095327
ACH-000258,0.10359005262440556
ACH-000259,0.0378551912358276
ACH-000260,0.022961145131678743
ACH-000261,0.2854779871933369
ACH-000262,0.19826253735932026
ACH-000263,0.17926926168201104
ACH-000264,0.06487313584920358
ACH-000265,0.01856332338071677
ACH-000266,0.03971532670246178
ACH-000272,0.17149698701441016
ACH-000274,-0.055270524051398096
ACH-000277,0.0860683228873814
ACH-000278,0.09343953006846968
ACH-000279,0.11464311526856448
ACH-000280,0.14578750616917174
ACH-000281,0.1053257930351174
ACH-000288,0.1006280962552312
ACH-000291,-0.01886973503537219
ACH-000293,0.03780932579203368
ACH-000294,-0.048843193837831714
ACH-000295,0.2382655471868205
ACH-000296,0.020812790731763956
ACH-000302,0.15405331822266605
ACH-000304,0.14928524784968458
ACH-000307,0.1399422151932125
ACH-000308,0.0349852018107422
ACH-000310,0.19765395229309451
ACH-000311,-0.025552467032748945
ACH-000312,0.1889600496579804
