,FBRSL1 (57666)
ACH-000004,0.053674007005243086
ACH-000005,-0.037358045935604926
ACH-000007,0.1028012096791552
ACH-000009,-0.14067338595695045
ACH-000011,-0.2526613450826557
ACH-000012,0.002414498777868572
ACH-000013,0.0020417274958386463
ACH-000014,0.0030533460224146194
ACH-000015,-0.027554126449261862
ACH-000017,-0.13952651960125725
ACH-000018,0.13791202268851432
ACH-000019,-0.040653893872765634
ACH-000021,-0.09195119942353397
ACH-000022,-0.02856019836956115
ACH-000025,-0.05201581467547227
ACH-000028,0.011969587743890935
ACH-000030,0.031792422852785586
ACH-000035,0.0744271078521882
ACH-000036,-0.01903673689738125
ACH-000037,-0.029865298637232182
ACH-000039,-0.16322657871502322
ACH-000040,0.0754711195406538
ACH-000041,-0.1777340668509422
ACH-000042,0.023605946980264428
ACH-000045,0.0903392843633125
ACH-000047,0.022687553964977233
ACH-000052,-0.06552123655519203
ACH-000053,-0.017087925416992073
ACH-000054,-0.047177543261889436
ACH-000055,-0.2297603516078085
ACH-000060,-0.05311606086683801
ACH-000067,-0.11485840629995547
ACH-000070,-0.023183628115893817
ACH-000075,0.07246059483987148
ACH-000078,-0.07727601280348911
ACH-000082,-0.05642249920714109
ACH-000085,-0.04802175862548338
ACH-000086,-0.1867346548686047
ACH-000087,-0.04222996476255294
ACH-000092,-0.05072593797995612
ACH-000095,-0.0947175395127289
ACH-000097,-0.04910848248161258
ACH-000098,-0.04516496410692415
ACH-000099,-0.0572321633057034
ACH-000108,0.04434813703861379
ACH-000113,-0.02483779305463984
ACH-000116,-0.07190122774242518
ACH-000118,0.06273988490428367
ACH-000120,0.0107569245158599
ACH-000123,-0.07009047804771122
ACH-000127,0.0409832605106116
ACH-000128,-0.12437108937172515
ACH-000132,0.07460702611369521
ACH-000133,-0.017050337234009734
ACH-000137,0.16736576805366446
ACH-000138,0.07755846103020975
ACH-000142,-0.011670475106281402
ACH-000143,-0.07176636285686289
ACH-000146,-0.00849064927421696
ACH-000148,0.027664892978497186
ACH-000150,-0.22760150882637525
ACH-000152,-0.09374336656923712
ACH-000153,-0.07948122064436414
ACH-000159,-0.0022723174077041715
ACH-000160,0.00557285988780616
ACH-000163,-0.15340084158808687
ACH-000167,0.19153564040922244
ACH-000168,-0.033746920732531716
ACH-000169,0.03023598331506046
ACH-000178,-0.11387650255087715
ACH-000183,-0.002805546810059475
ACH-000188,-0.10348185806869598
ACH-000189,-0.0488997229461673
ACH-000190,-0.013136403969663295
ACH-000198,-0.11945608641319355
ACH-000203,0.4772229258363178
ACH-000204,-0.19724054661415286
ACH-000206,-0.2298049663686455
ACH-000207,-0.05866233302006199
ACH-000208,-0.07744883307613477
ACH-000210,0.20155539012103935
ACH-000211,0.031946039090506334
ACH-000215,0.00023625933995098842
ACH-000221,-0.1180254430158608
ACH-000222,0.10871528246722108
ACH-000223,-0.08456440132498384
ACH-000226,0.03707463674269721
ACH-000227,0.024311649394020418
ACH-000228,0.08192058048843287
ACH-000231,-0.0631618402529077
ACH-000232,-0.015696567149531764
