,TAS2R38 (5726)
ACH-000004,-0.14638504436049835
ACH-000005,-0.4530585650000497
ACH-000007,-0.2702010267388608
ACH-000009,-0.1907786206223428
ACH-000011,-0.060936222201667826
ACH-000012,-0.09770662656577137
ACH-000013,-0.07296615418359652
ACH-000014,-0.2681836860568376
ACH-000015,-0.004487174387364989
ACH-000017,-0.10180372695485662
ACH-000018,0.021736185309851448
ACH-000019,-0.1341671703412521
ACH-000021,-0.2734333783803368
ACH-000022,-0.046410559878601904
ACH-000025,-0.09222488601509822
ACH-000028,0.004008939979966435
ACH-000030,-0.08005411973258611
ACH-000035,-0.22447854062790254
ACH-000036,-0.05752395624995925
ACH-000037,-0.14998704430701287
ACH-000039,-0.09654087409535228
ACH-000040,-0.10261621805432122
ACH-000041,-0.1498722029286599
ACH-000042,-0.15568569747263006
ACH-000045,-0.09336499235175733
ACH-000047,-0.13509208910777432
ACH-000052,-0.4268030568414705
ACH-000053,-0.13555498110518827
ACH-000054,-0.10265471738729467
ACH-000055,0.038174110341202286
ACH-000060,-0.15118706946316765
ACH-000067,-0.04299048405503378
ACH-000070,-0.12213716673059236
ACH-000075,0.016486206607489957
ACH-000078,-0.18370723382941606
ACH-000082,-0.05080538012980118
ACH-000085,-0.07754014761508908
ACH-000086,0.03892763979373499
ACH-000087,-0.08383366247260764
ACH-000092,-0.0325287864396978
ACH-000095,-0.10141111843439228
ACH-000097,0.014651665130080437
ACH-000098,-0.08931730060195255
ACH-000099,-0.1902756838177812
ACH-000108,0.04892108851180592
ACH-000113,-0.100110833879834
ACH-000116,-0.11719747373429908
ACH-000118,-0.0006604053436900483
ACH-000120,-0.052354463778857316
ACH-000123,-0.0511813919600942
ACH-000127,-0.15602729024160433
ACH-000128,0.011778512934066518
ACH-000132,-0.0736033410880232
ACH-000133,-0.10420735736562786
ACH-000137,0.006853683933147965
ACH-000138,-0.02180947430727068
ACH-000142,-0.03948934045238603
ACH-000143,0.030478388551571062
ACH-000146,-0.0910994918874102
ACH-000148,-0.1466637063241712
ACH-000150,-0.02534468577678679
ACH-000152,-0.06531040826380738
ACH-000153,0.026216871976526744
ACH-000159,-0.12023991108944937
ACH-000160,-0.020380869243179948
ACH-000163,-0.010959618038588559
ACH-000167,0.05752144688100926
ACH-000168,0.07778136723767133
ACH-000169,-0.08475530743879149
ACH-000178,-0.16131631546705194
ACH-000183,-0.16917585233864985
ACH-000188,-0.07336713705825436
ACH-000189,-0.02757753237669006
ACH-000190,-0.11290129603500056
ACH-000198,-0.10056533617737533
ACH-000203,-0.3388705285923565
ACH-000204,-0.062415912281160814
ACH-000206,0.021128984724139252
ACH-000207,0.033629835647502805
ACH-000208,-0.1855542208933511
ACH-000210,-0.19382276244519028
ACH-000211,-0.12370100820378965
ACH-000215,-0.05862605780449031
ACH-000221,-0.026687143967408504
ACH-000222,-0.17873274515416598
ACH-000223,-0.1503980657965119
ACH-000226,-0.09361877253979367
ACH-000227,-0.13430142683312
ACH-000228,0.06790632842288663
ACH-000231,-0.0788358094672678
ACH-000232,-0.231304449437372
ACH-000233,0.029495144559010075
ACH-000234,-0.10968237400230836
ACH-000235,-0.09169216859744406
ACH-000237,-0.17168203289115985
ACH-000238,-0.17214859946717406
ACH-000242,-0.15239934902594166
ACH-000243,-0.0246140545945298
ACH-000244,-0.1383707955394938
ACH-000246,-0.1476200614428645
ACH-000248,-0.04894025153206222
ACH-000250,-0.12666982680163127
ACH-000251,0.10087502008734044
ACH-000252,-0.11649216983183484
ACH-000253,-0.1736821669282694
ACH-000255,-0.13135140248659316
ACH-000256,-0.1433047697996421
ACH-000257,-0.15137861663175115
ACH-000258,-0.4737133055934658
ACH-000259,-0.0338231838007869
ACH-000260,-0.13379595259849594
ACH-000261,-0.10277013329945196
ACH-000262,-0.18602078098366795
ACH-000263,0.026372103749780013
ACH-000264,-0.04082677228123893
ACH-000265,-0.029612762991428367
ACH-000266,-0.14900720631523345
ACH-000272,-0.22425611534055606
ACH-000274,-0.17455586556593214
ACH-000277,-0.07509360545873389
ACH-000278,-0.27419585517163697
ACH-000279,-0.11753811032440868
ACH-000280,-0.05421510150052048
ACH-000281,0.004042550151011085
ACH-000288,-0.12575331930251765
ACH-000291,-0.07160817375744825
ACH-000293,0.05841820141345384
ACH-000294,-0.08348307261589064
ACH-000295,-0.223864596011196
ACH-000296,0.14183757535701808
ACH-000302,-0.014091648291033518
ACH-000304,-0.1835476646627951
ACH-000307,-0.10687880712407118
ACH-000308,-0.07456869818585242
ACH-000310,-0.15273986767194886
ACH-000311,-0.10085043457407256
ACH-000312,-0.2335737036224803
ACH-000315,0.04378195495392194
ACH-000316,-0.16893221860693858
ACH-000317,-0.13728957305189068
ACH-000318,-0.05653305137349809
ACH-000319,-0.10621149300316714
ACH-000320,-0.05451771189350818
ACH-000322,-0.12731954822465316
ACH-000323,-0.08154749102456903
ACH-000324,-0.04772737588226037
ACH-000329,-0.04978735100907891
ACH-000330,-0.12799674264486266
ACH-000331,-0.07270199314112331
ACH-000332,-0.09618225823586896
ACH-000334,-0.07793527824077948
ACH-000335,-0.12444237710433464
ACH-000336,-0.16232221800259866
ACH-000337,-0.16405884606618362
ACH-000338,0.09750851308567007
ACH-000339,-0.08561402761881813
ACH-000341,-0.16082130604070982
ACH-000348,-0.11986365772199276
ACH-000350,-0.07099154924231216
ACH-000352,-0.028807644069008095
ACH-000356,0.14985303218963789
ACH-000361,-0.1497121360523507
ACH-000362,-0.0976953865963325
ACH-000363,-0.10740896304694607
ACH-000364,-0.09451838648599857
ACH-000365,-0.20261778698316085
ACH-000366,-0.05980551923735403
ACH-000368,-0.022869113266616302
ACH-000374,-0.10818274375513216
ACH-000375,-0.15736344053797344
ACH-000376,-0.09370278335655792
ACH-000381,-0.1941977898867932
ACH-000383,-0.0792231759020794
ACH-000387,-0.17092120480935524
ACH-000389,-0.14267299242148293
ACH-000390,-0.19483794754018988
ACH-000393,-0.0700877523045217
ACH-000395,-0.029177938656934937
ACH-000396,-0.044738410034933423
ACH-000397,0.04324302838694978
ACH-000401,-0.016762938422834068
ACH-000402,-0.06102097663656447
ACH-000403,-0.11051587504785018
ACH-000404,-0.06146407155053201
ACH-000406,-0.12038987190896633
ACH-000407,-0.06085871375752455
ACH-000408,-0.11354614158384994
ACH-000410,-0.03920355196107644
ACH-000411,-0.08695281233473645
ACH-000414,-0.11023945878689494
ACH-000415,-0.07945144315881074
ACH-000416,-0.0335278425584374
ACH-000420,-0.26307756156853424
ACH-000421,-0.018398805019093783
ACH-000424,-0.1215886926374103
ACH-000425,0.027786934942126647
ACH-000426,-0.054893779828288386
ACH-000427,0.02258249491449544
ACH-000433,-0.0871923401210031
ACH-000435,-0.01923898867904718
ACH-000436,-0.1465989304669845
ACH-000444,-0.15185725682316534
ACH-000445,-0.07669073905968796
ACH-000448,-0.12567311712746027
ACH-000450,-0.23397969169621416
ACH-000452,-0.0503631625128734
ACH-000454,-0.0050474585970588645
ACH-000458,-0.04388262574022736
ACH-000459,-0.212068381528857
ACH-000460,-0.09601921550036464
ACH-000461,-0.0506054218519988
ACH-000463,-0.05676193138049409
ACH-000464,-0.06422464612538238
ACH-000466,-0.01852901123546393
ACH-000467,-0.1542767772530831
ACH-000468,-0.03652106892518577
ACH-000469,-0.14643055068432112
ACH-000470,0.12736619745545472
ACH-000471,-0.16956869359767407
ACH-000472,-0.027380744905952496
ACH-000473,0.04574113600508837
ACH-000475,-0.12178499066861745
ACH-000476,-0.15446125854584067
ACH-000477,-0.15126782783410464
ACH-000479,-0.08154927085434334
ACH-000480,-0.19866764154380334
ACH-000481,-0.04319297877262058
ACH-000483,-0.0864060632248249
ACH-000484,-0.014920096214669847
ACH-000485,-0.04228847946707518
ACH-000486,-0.03933521105398512
ACH-000487,-0.07614520392170397
ACH-000488,-0.09290049711964576
ACH-000490,0.014335617854178853
ACH-000491,-0.07941587555525645
ACH-000495,-0.3289921712806689
ACH-000496,-0.008974179605380469
ACH-000499,-0.05599832045865173
ACH-000500,0.3567513818542792
ACH-000502,0.032362276188864926
ACH-000503,-0.2082371491392376
ACH-000505,-0.08046589216732493
ACH-000507,-0.18587563485343603
ACH-000510,-0.06419246830665035
ACH-000511,-0.09868809235362336
ACH-000512,-0.05859576779362617
ACH-000516,-0.028191203956723275
ACH-000517,-0.04190860114500149
ACH-000518,-0.0880915021994641
ACH-000520,-0.3225297636839109
ACH-000521,-0.03347243177254988
ACH-000522,-0.05441116275276342
ACH-000524,-0.007025188208091335
ACH-000527,-0.11651684652397527
ACH-000528,-0.07467078880108254
ACH-000537,-0.0561117102481209
ACH-000541,-0.39724197004970496
ACH-000542,-0.12213446011216113
ACH-000544,-0.15642314114148068
ACH-000545,-0.05281039139230587
ACH-000547,0.06074154823585159
ACH-000548,0.05675109475217997
ACH-000549,-0.19173305957908646
ACH-000550,-0.08351217036354112
ACH-000552,-0.06048308948912556
ACH-000556,0.027584160059683657
ACH-000557,-0.08158706518792411
ACH-000569,-0.017172072589706103
ACH-000570,-0.05396529035700748
ACH-000571,-0.029795051234588636
ACH-000573,-0.14286725463549954
ACH-000576,-0.15375041886683327
ACH-000579,-0.1901728603124473
ACH-000580,-0.030456859671997374
ACH-000584,-0.013681406985136549
ACH-000585,-0.04431281245000868
ACH-000588,-0.10917989015360394
ACH-000589,-0.06675072791116406
ACH-000591,-0.0387051949823494
ACH-000593,-0.02247371998908305
ACH-000600,-0.11795844594940895
ACH-000601,-0.11642196987477912
ACH-000605,-0.11304097228836768
ACH-000606,0.03830308063421999
ACH-000608,-0.12621006684058925
ACH-000614,-0.09942840202739288
ACH-000616,-0.05706226875122629
ACH-000618,-0.05293960670835833
ACH-000619,-0.0826597471183421
ACH-000620,-0.10909007992157913
ACH-000621,-0.1178889541772262
ACH-000622,-0.007624882548525253
ACH-000623,-0.08281467587631453
ACH-000624,-0.09267921821586522
ACH-000627,-0.10188142432109862
ACH-000630,-0.10511800312498792
ACH-000631,-0.11991191756369045
ACH-000632,-0.024006465539713164
ACH-000633,-0.12051760116927494
ACH-000637,0.005846331553614669
ACH-000638,0.2160081622886605
ACH-000646,-0.13933430609640954
ACH-000647,0.003889756283855124
ACH-000648,-0.32818260779242603
ACH-000649,-0.14433193562735705
ACH-000651,-0.021618160502337874
ACH-000652,-0.2022673034337846
ACH-000653,-0.24597421630163316
ACH-000657,-0.09600028128317672
ACH-000658,-0.1250045960312834
ACH-000661,-0.04345467545326065
ACH-000662,0.005125359859932389
ACH-000663,-0.05412197624728307
ACH-000665,0.0016948391585922724
ACH-000671,-0.025622082220569657
ACH-000672,-0.17231565782581834
ACH-000673,-0.031881330529532674
ACH-000676,-0.2558699555154882
ACH-000677,-0.0153095466445722
ACH-000681,-0.06857950633858853
ACH-000683,-0.056516501108497874
ACH-000684,-0.1997588801465788
ACH-000688,-0.1779621389312958
ACH-000693,-0.14380249388179134
ACH-000694,-0.06002076897691772
ACH-000695,-0.1690663823926402
ACH-000696,-0.16324658442826862
ACH-000697,-0.10875558812942444
ACH-000699,-0.12662528292699188
ACH-000701,-0.017749712438963155
ACH-000706,-0.09008010416803808
ACH-000711,-0.07678279130259273
ACH-000713,-0.03688459148372642
ACH-000714,-0.04759296593601865
ACH-000718,-0.20637361882583455
ACH-000720,-0.01943352266443904
ACH-000721,-0.14435053767715114
ACH-000724,-0.14828561890338762
ACH-000725,-0.045891884855039235
ACH-000732,0.01062108795977617
ACH-000734,0.00604023773356251
ACH-000735,-2.9896569743802727e-05
ACH-000736,-0.09650074800242843
ACH-000738,-0.16899001297254745
ACH-000746,-0.17564620679926726
ACH-000747,0.07829304913995115
ACH-000748,-0.043883054663128924
ACH-000753,-0.10586871036745626
ACH-000756,-0.09977254675704134
ACH-000757,-0.06449860455940377
ACH-000758,0.11774498102746045
ACH-000760,-0.018792574062213872
ACH-000762,-0.2839996815542351
ACH-000763,-0.271686122671614
ACH-000764,-0.05495676856205264
ACH-000765,-0.14157524439960087
ACH-000766,-0.018552784304780332
ACH-000767,-0.07105974100918216
ACH-000768,0.010000132668751816
ACH-000769,-0.1398957342653066
ACH-000770,-0.15496747913892092
ACH-000771,-0.02450121810816435
ACH-000773,-0.12787159503229606
ACH-000776,-0.05134495007986775
ACH-000777,0.009820709910485795
ACH-000778,0.017030913325514742
ACH-000781,-0.12981285092167955
ACH-000782,-0.011763460500065678
ACH-000783,-0.118905976270795
ACH-000784,0.0205684081229554
ACH-000785,-0.120644237907974
ACH-000787,-0.025418418801730083
ACH-000788,-0.20747264404542387
ACH-000791,-0.030080576465942768
ACH-000792,-0.11828333489738765
ACH-000794,-0.07161987182671029
ACH-000796,-0.04704120364197592
ACH-000798,-0.07808473082084416
ACH-000799,-0.2579012738043568
ACH-000800,-0.10562806431164763
ACH-000802,-0.045000027168729806
ACH-000804,-0.03739149423152135
ACH-000805,-0.3375499251098495
ACH-000809,-0.021722802778514842
ACH-000810,-0.3447885064500417
ACH-000811,-0.19634600949789105
ACH-000817,-0.17624903768803585
ACH-000819,-0.07128675755150826
ACH-000820,-0.12464413578842605
ACH-000821,-0.11013295727781673
ACH-000822,-0.17091806892600045
ACH-000823,-0.12605168888256968
ACH-000824,-0.14875193518774515
ACH-000827,-0.16170524137002376
ACH-000829,0.04386077707074657
ACH-000831,-0.09948743543778887
ACH-000832,-0.23217130974822986
ACH-000833,-0.03180890369669538
ACH-000834,0.08042213768248731
ACH-000835,-0.11401428091565273
ACH-000836,-0.10866714643068634
ACH-000837,-0.1194719723379012
ACH-000838,-0.057699662289785236
ACH-000839,-0.013922940977757054
ACH-000840,-0.08425817333402083
ACH-000841,-0.13182206024709428
ACH-000843,0.04174981795225897
ACH-000846,0.015838871332109098
ACH-000847,-0.04705658002727156
ACH-000848,-0.05098583525574444
ACH-000849,-0.12864645371026706
ACH-000851,-0.10390873264493246
ACH-000855,-0.18354480635721693
ACH-000856,-0.06027768565292544
ACH-000858,-0.019912534608952717
ACH-000859,-0.08723959260342802
ACH-000861,-0.05411759098354987
ACH-000862,-0.1943506339950851
ACH-000865,0.010165310481342643
ACH-000866,-0.07541285245607975
ACH-000867,-0.06879179956834368
ACH-000869,-0.23203859888517114
ACH-000872,0.002396660606025743
ACH-000873,-0.08457360479526739
ACH-000876,-0.007104849317331908
ACH-000878,-0.22111677025181603
ACH-000880,-0.19359201961664632
ACH-000881,0.035614681853269166
ACH-000882,-0.06607922716695014
ACH-000884,-0.20346526414889315
ACH-000885,-0.17190008793244968
ACH-000887,-0.0874774142981445
ACH-000889,-0.09595563671373716
ACH-000896,-0.045309200914391085
ACH-000898,-0.11310450456632334
ACH-000900,0.04215817761334074
ACH-000901,-0.07612444967300036
ACH-000905,-0.20296362025217185
ACH-000906,-0.09630230200882536
ACH-000907,-0.14647145537588593
ACH-000910,-0.20296975928627875
ACH-000911,-0.09274747975763932
ACH-000912,-0.1510635552733736
ACH-000913,-0.0809603700791339
ACH-000915,-0.10178560154735213
ACH-000916,-0.1381550331697948
ACH-000917,0.002936245773570793
ACH-000920,-0.07244898822158992
ACH-000921,-0.09648726100564034
ACH-000924,-0.06120092776994275
ACH-000926,-0.33144092785210394
ACH-000928,-0.06802547895017258
ACH-000929,-0.13759352597304356
ACH-000932,-0.1838171479732216
ACH-000935,-0.1611669288361298
ACH-000936,-0.11272927870630813
ACH-000937,-0.14164031439008626
ACH-000938,-0.12880238365323654
ACH-000939,-0.011725843493923416
ACH-000941,-0.022594452276002677
ACH-000943,-0.1203505120968056
ACH-000946,-0.06093999630626575
ACH-000947,-0.1517087907991925
ACH-000948,-0.1351137389226639
ACH-000950,-0.1835642453158877
ACH-000953,-0.13713912521794255
ACH-000954,0.017810012108013612
ACH-000957,0.06278310567733235
ACH-000958,-0.1369607618063428
ACH-000960,-0.16913945870324193
ACH-000963,-0.04161505506798015
ACH-000968,-0.110799465239783
ACH-000969,-0.07771664858411999
ACH-000972,0.007013307240946316
ACH-000973,-0.12092828715900568
ACH-000974,-0.2009467378055556
ACH-000978,0.0021586701901809328
ACH-000984,-0.11450816249104945
ACH-000986,-0.03642984946142756
ACH-000988,-0.07000007243070719
ACH-000993,0.024348066145959774
ACH-000994,-0.07958002568512734
ACH-000996,0.12047999462115624
ACH-001001,-0.15337664797839706
ACH-001020,0.02102403237443861
ACH-001028,-0.1214043647792214
ACH-001031,0.049292948681932416
ACH-001038,-0.06518355785941803
ACH-001048,0.0030747815975295627
ACH-001050,-0.02710278622468072
ACH-001053,-0.32296986280739864
ACH-001054,-0.1437774872678839
ACH-001061,-0.08445151987227725
ACH-001067,-0.21830871425721046
ACH-001075,-0.12241029463701167
ACH-001096,-0.04763534066134067
ACH-001111,-0.10026453034733544
ACH-001119,0.019342546380636462
ACH-001128,-0.13989813470449144
ACH-001134,-0.05904607757334816
ACH-001151,-0.06744878030318716
ACH-001163,-0.0779188987061045
