,APOBEC3G (60489)
ACH-000004,-0.16775121700006965
ACH-000005,-0.018932705595886425
ACH-000007,-0.06271834090108347
ACH-000009,-0.17591947587712795
ACH-000011,-0.1502833306027562
ACH-000012,-0.12307507477887655
ACH-000013,-0.1448096307289985
ACH-000014,-0.16427823810634562
ACH-000015,-0.18070822794860675
ACH-000017,-0.20979745138388084
ACH-000018,-0.13925707949866956
ACH-000019,-0.2891259901333388
ACH-000021,-0.1260620899789552
ACH-000022,-0.2544471312913114
ACH-000025,-0.3417804274946718
ACH-000028,-0.06558257741473678
ACH-000030,-0.1930430809702328
ACH-000035,-0.16165090580403
ACH-000036,-0.07324811660802245
ACH-000037,-0.1184631934355672
ACH-000039,-0.15593833249324804
ACH-000040,-0.12134323993433255
ACH-000041,-0.10527013498588128
ACH-000042,-0.3938496561829934
ACH-000045,-0.2939609012670817
ACH-000047,-0.16756288963066762
ACH-000052,-0.39910087288027385
ACH-000053,-0.10634055482777847
ACH-000054,-0.2963369460474041
ACH-000055,-0.18309135872567006
ACH-000060,-0.2135452038105893
ACH-000067,-0.2267413720450137
ACH-000070,-0.07875434209842888
ACH-000075,-0.1653023865559083
ACH-000078,-0.009454750797445307
ACH-000082,-0.0911964795927344
ACH-000085,-0.03075767327055952
ACH-000086,0.0011484356093779046
ACH-000087,-0.3789815786623119
ACH-000092,-0.20645703528592088
ACH-000095,-0.14316086384056986
ACH-000097,-0.12803300510327598
ACH-000098,-0.2581168827248708
ACH-000099,-0.15157789849021966
ACH-000108,-0.11391931796552884
ACH-000113,-0.2174368548498049
ACH-000116,-0.09167435292042267
ACH-000118,-0.06703354537773074
ACH-000120,-0.06462094338794303
ACH-000123,-0.2053607955442932
ACH-000127,-0.125720824303688
ACH-000128,-0.09355397004962772
ACH-000132,-0.18911536905414628
ACH-000133,-0.1134526138099196
ACH-000137,-0.2666575515926857
ACH-000138,0.004663129211904262
ACH-000142,-0.1684538621650269
ACH-000143,-0.16204026433692825
ACH-000146,-0.16681730951680593
ACH-000148,-0.11877250528134126
ACH-000150,0.07397551776034282
ACH-000152,-0.015492725950912329
ACH-000153,-0.2366421354579098
ACH-000159,-0.05694199492883033
ACH-000160,-0.18469223030157236
ACH-000163,-0.19753586666127326
ACH-000167,0.05831879434691532
ACH-000168,-0.2409590194115982
ACH-000169,-0.19292250469749572
ACH-000178,-0.12381183386170977
ACH-000183,-0.2290532799810105
ACH-000188,-0.019935207455312843
ACH-000189,-0.2345517408385857
ACH-000190,-0.13755265296769428
ACH-000198,-0.24644707846881794
ACH-000203,0.033818689471778116
ACH-000204,0.03261691068494412
ACH-000206,-0.11721854004740892
ACH-000207,-0.11466835533558398
ACH-000208,-0.13209898053329475
ACH-000210,-0.29852755785783225
ACH-000211,-0.2429192836396004
ACH-000215,-0.19051111760933834
ACH-000221,-0.1861854507373644
ACH-000222,-0.08869015453286316
ACH-000223,-0.11829982343384728
ACH-000226,-0.14546856274179307
ACH-000227,-0.22201420790758025
ACH-000228,-0.294984266492867
ACH-000231,-0.22034749771494908
ACH-000232,-0.3304034257953992
ACH-000233,-0.20258466028364347
ACH-000234,-0.1469110721498223
ACH-000235,-0.1276427283838806
ACH-000237,-0.06483381641657071
ACH-000238,-0.17162717622838722
ACH-000242,0.08307283198243788
ACH-000243,-0.155058756256669
ACH-000244,-0.11208899485869456
ACH-000246,-0.07525410536413503
ACH-000248,-0.25045585890606603
ACH-000250,-0.08581132512963245
ACH-000251,0.02835109685358
ACH-000252,-0.25135858370631553
ACH-000253,0.002225372923671852
ACH-000255,-0.2973923352896481
ACH-000256,-0.3109733117337584
ACH-000257,-0.2140149465347513
ACH-000258,-0.06092261563988453
ACH-000259,-0.17075165848181284
ACH-000260,-0.0738749567661835
ACH-000261,-0.13716701985438093
ACH-000262,-0.221839002421699
ACH-000263,-0.12436077625769755
ACH-000264,-0.1540534207815913
ACH-000265,-0.2723290375425314
ACH-000266,-0.13605919374619682
ACH-000272,-0.16831428084799074
ACH-000274,-0.19787559140616548
ACH-000277,-0.1460267262818338
ACH-000278,-0.1720442920841148
ACH-000279,-0.17535154606310105
ACH-000280,-0.1959060537646489
ACH-000281,-0.15572717139665454
ACH-000288,-0.1573577150287646
ACH-000291,-0.19138757449912772
ACH-000293,-0.10861399450318064
ACH-000294,-0.2047216320539116
ACH-000295,-0.12627603431985032
ACH-000296,-0.11164822264368823
ACH-000302,-0.2176722855078859
ACH-000304,-0.3601561738702836
ACH-000307,-0.266707388605059
ACH-000308,-0.09083982983252492
ACH-000310,-0.195398503094474
ACH-000311,-0.1380959969028773
ACH-000312,-0.07170528341360652
ACH-000315,-0.3704316266476292
ACH-000316,-0.16742829775603865
ACH-000317,-0.1915357172851316
ACH-000318,-0.24457297559013835
ACH-000319,-0.09802613726395494
ACH-000320,-0.2228653468602028
ACH-000322,-0.1564164566141138
ACH-000323,-0.24119191524584055
ACH-000324,-0.1525197927761752
ACH-000329,-0.12379741573938187
ACH-000330,-0.3095377706119907
ACH-000331,-0.022764837045670856
ACH-000332,-0.15868858376771694
ACH-000334,-0.21840309248694764
ACH-000335,-0.07458319861754681
ACH-000336,-0.12002841805269722
ACH-000337,-0.27344935875135923
ACH-000338,-0.2837453272503954
ACH-000339,-0.04780629086161951
ACH-000341,-0.1214867748908146
ACH-000348,-0.09205539260477473
ACH-000350,0.027404340132276685
ACH-000352,-0.20849480024220807
ACH-000356,-0.29434102272541685
ACH-000361,-0.09961977620433786
ACH-000362,-0.2308274639950549
ACH-000363,-0.14124951003238256
ACH-000364,-0.21452457490457089
ACH-000365,-0.15522409783875535
ACH-000366,-0.12544002402185475
ACH-000368,-0.4017873947878375
ACH-000374,-0.09110138267813003
ACH-000375,-0.10538871299206493
ACH-000376,-0.12872398626761072
ACH-000381,-0.3800320783438724
ACH-000383,-0.1495250309974597
ACH-000387,-0.18207020800787352
ACH-000389,-0.259279250932087
ACH-000390,-0.1666651104985345
ACH-000393,-0.28155587985608754
ACH-000395,-0.1358510189164481
ACH-000396,-0.12062702400428968
ACH-000397,-0.14273645595278658
ACH-000401,-0.2187669080115672
ACH-000402,-0.492893674797444
ACH-000403,-0.17237652443324514
ACH-000404,-0.004119681474041151
ACH-000406,-0.15352693202751325
ACH-000407,-0.15714190208595902
ACH-000408,-0.21562607420765115
ACH-000410,-0.0927461738395677
ACH-000411,0.06673787415369667
ACH-000414,-0.042891243985714034
ACH-000415,-0.06154024158672158
ACH-000416,-0.14743185830155187
ACH-000420,-0.1986369792037387
ACH-000421,-0.10985532911544886
ACH-000424,-0.0797459098547578
ACH-000425,-0.19979393378213786
ACH-000426,-0.18712060937223635
ACH-000427,-0.06482405093487799
ACH-000433,-0.2949196975406239
ACH-000435,0.13447735032546332
ACH-000436,-0.08975023968994318
ACH-000444,-0.2428194441934389
ACH-000445,0.01899576005365359
ACH-000448,-0.2076378716415344
ACH-000450,-0.1409090780408399
ACH-000452,-0.1156455407313126
ACH-000454,-0.1700262468615489
ACH-000458,-0.3418789679461002
ACH-000459,0.12805486313811615
ACH-000460,-0.15325422638484135
ACH-000461,-0.1973678536675125
ACH-000463,-0.09363900012018736
ACH-000464,-0.19597219292137108
ACH-000466,-0.1418394124926378
ACH-000467,-0.04946963921315471
ACH-000468,-0.052214036378885664
ACH-000469,-0.14697271391983946
ACH-000470,-0.22128009974653895
ACH-000471,-0.17400046908801714
ACH-000472,-0.20050217402946766
ACH-000473,-0.17450192261360986
ACH-000475,-0.1922436703705037
ACH-000476,-0.18167214260457268
ACH-000477,-0.1861888329776763
ACH-000479,-0.2529670792678641
ACH-000480,-0.0653408520925974
ACH-000481,-0.2230179115136032
ACH-000483,-0.023070388382565515
ACH-000484,-0.0712315368890188
ACH-000485,-0.10909707787940152
ACH-000486,-0.23568897038134565
ACH-000487,-0.3026454373961641
ACH-000488,-0.09698253340122047
ACH-000490,-0.14039026524854542
ACH-000491,-0.21115375883539328
ACH-000495,-0.12652562355574626
ACH-000496,-0.008243952309555814
ACH-000499,-0.11771479497580073
ACH-000500,0.03899995602559556
ACH-000502,-0.12400612289313402
ACH-000503,0.16017526796790305
ACH-000505,-0.1555700778567648
ACH-000507,-0.3260293669991795
ACH-000510,-0.2869351523175466
ACH-000511,-0.18717192764015364
ACH-000512,-0.000873496774607258
ACH-000516,-0.36926948098354384
ACH-000517,-0.10808602555605433
ACH-000518,-0.2613438325756677
ACH-000520,-0.054339104109907
ACH-000521,0.02582583866817286
ACH-000522,0.09457432268330812
ACH-000524,-0.1150250831897054
ACH-000527,-0.1635949134180575
ACH-000528,-0.13962753426446034
ACH-000537,-0.07757720056196883
ACH-000541,-0.12746437905778205
ACH-000542,-0.1804690757577187
ACH-000544,-0.01443385860280928
ACH-000545,-0.0922490540277526
ACH-000547,-0.19021304060933328
ACH-000548,-0.12212236521356593
ACH-000549,-0.15084592602498378
ACH-000550,-0.034994386704842166
ACH-000552,-0.06773295016427942
ACH-000556,-0.1544629708924769
ACH-000557,-0.1234474570967991
ACH-000569,-0.2123977281405664
ACH-000570,-0.23150241484678155
ACH-000571,-0.16182043606765173
ACH-000573,-0.12684641108650635
ACH-000576,-0.16290716546067371
ACH-000579,-0.27060171161679997
ACH-000580,-0.05078960504669994
ACH-000584,-0.2504033687661377
ACH-000585,-0.05346073165057949
ACH-000588,-0.17797068441607605
ACH-000589,-0.033203075799971116
ACH-000591,-0.07160811913060564
ACH-000593,-0.06933913244959378
ACH-000600,0.011710371527544266
ACH-000601,-0.14900256396417733
ACH-000605,-0.33863461828840874
ACH-000606,-0.1815868494150281
ACH-000608,-0.2350048520185817
ACH-000614,-0.14516751368696873
ACH-000616,-0.1318787679217958
ACH-000618,-0.3025849080044826
ACH-000619,-0.12202364972756237
ACH-000620,-0.10456388917291372
ACH-000621,-0.23525414594733104
ACH-000622,-0.14030161994306026
ACH-000623,-0.18727042196052754
ACH-000624,-0.16528698290665647
ACH-000627,-0.19924929449368475
ACH-000630,-0.11690223235971002
ACH-000631,0.2517803507623769
ACH-000632,-0.15151238202343356
ACH-000633,-0.27988490931314164
ACH-000637,-0.19178270878560932
ACH-000638,-0.1360655834895692
ACH-000646,-0.15140375372683645
ACH-000647,-0.2566697889388129
ACH-000648,-0.059983202926999185
ACH-000649,-0.08309243436309433
ACH-000651,-0.1564823210070858
ACH-000652,-0.08470717284538795
ACH-000653,-0.0645246407301669
ACH-000657,-0.12663917453485418
ACH-000658,-0.12760851599445547
ACH-000661,-0.026909436331049662
ACH-000662,-0.08660142157168127
ACH-000663,-0.22311843978894114
ACH-000665,-0.3255224292761539
ACH-000671,-0.17567686894525586
ACH-000672,-0.7997624954753786
ACH-000673,-0.211282750788172
ACH-000676,-0.15086386734951732
ACH-000677,-0.21723596873672246
ACH-000681,-0.1204093529996664
ACH-000683,-0.09897808995621513
ACH-000684,-0.003204332846155945
ACH-000688,-0.11887470600574032
ACH-000693,-0.1748303397500009
ACH-000694,-0.23596914436335625
ACH-000695,-0.17540181898715929
ACH-000696,-0.1786985530993811
ACH-000697,-0.12147542067481525
ACH-000699,-0.09644573437098143
ACH-000701,-0.28399044925845
ACH-000706,-0.18017666837520455
ACH-000711,-0.1375464275993061
ACH-000713,0.04254335450377083
