,AHSG (197)
ACH-000004,-0.12320235347016195
ACH-000005,-0.20568977617262435
ACH-000007,-0.04455408620438702
ACH-000009,0.08110539753145933
ACH-000011,0.27596156787504805
ACH-000012,0.0819016347815614
ACH-000013,0.05401401472222137
ACH-000014,-0.09903907367881397
ACH-000015,0.0800194524771434
ACH-000017,0.15862254078546875
ACH-000018,0.0919414149277324
ACH-000019,0.20999343432563647
ACH-000021,-0.033418233941819996
ACH-000022,-0.135109484896645
ACH-000025,-0.015546285331486071
ACH-000028,0.07293476923633255
ACH-000030,-0.0033890902523427808
ACH-000035,0.013459311133674505
ACH-000036,-0.23093118363806064
ACH-000037,0.1363220069871593
ACH-000039,0.10362142442424664
ACH-000040,0.05718004846924615
ACH-000041,0.11357021628350937
ACH-000042,0.08786571641562653
ACH-000045,0.054910796886143136
ACH-000047,0.058349681072430624
ACH-000052,0.191936650356209
ACH-000053,0.06335620238090077
ACH-000054,0.05729907426246124
ACH-000055,0.00229760997394763
ACH-000060,0.042850235492342535
ACH-000067,0.016921196903361833
ACH-000070,0.10664972298898842
ACH-000075,-0.0825136057346718
ACH-000078,0.030234108239772614
ACH-000082,0.12012522903592927
ACH-000085,-0.007535989843921898
ACH-000086,-0.04813482896026848
ACH-000087,0.18009207381788347
ACH-000092,-0.005046870828082175
ACH-000095,0.09134454089631648
ACH-000097,0.05147731181849807
ACH-000098,0.23456461592383224
ACH-000099,0.043481379388159394
ACH-000108,0.09141228353175317
ACH-000113,0.051957922186072335
ACH-000116,0.013417640605611559
ACH-000118,-0.055387972720288614
ACH-000120,0.10757889705417377
ACH-000123,0.08738808501985401
ACH-000127,-0.010581502447815923
ACH-000128,0.03477523716911638
ACH-000132,-0.036559939134213335
ACH-000133,0.08692760006069104
ACH-000137,0.02069098203667417
ACH-000138,0.06025499836296418
ACH-000142,-0.08182784426611962
ACH-000143,0.12719214045943505
ACH-000146,0.08308950388655102
ACH-000148,0.010376341133125324
ACH-000150,0.0333507780291404
ACH-000152,0.02875961081043508
ACH-000153,0.07989911187541747
ACH-000159,0.013934626948759205
ACH-000160,0.07122123947242942
ACH-000163,0.1179007979048972
ACH-000167,-0.004154906030655345
ACH-000168,-0.025254673921203664
ACH-000169,0.06415226659054632
ACH-000178,0.03667644834229264
ACH-000183,-0.12872300712173246
ACH-000188,-0.01219677499042105
ACH-000189,-0.052321343133157255
ACH-000190,0.08535263709632948
ACH-000198,0.13827544658680807
ACH-000203,0.35161581516989593
ACH-000204,0.11025336057481143
ACH-000206,-0.17815427225795208
ACH-000207,-0.22779613764995996
ACH-000208,-0.05412990062049279
ACH-000210,0.15922272002872095
ACH-000211,0.07618580613306268
ACH-000215,-0.009017367149032876
ACH-000221,0.10314170075894484
ACH-000222,-0.016609928249468664
ACH-000223,-0.015931101594680638
ACH-000226,0.106270915508574
ACH-000227,0.02404634543606989
ACH-000228,-0.00959916173346915
ACH-000231,0.016133666938227344
ACH-000232,0.014705481386984702
ACH-000233,-0.057893494384507124
ACH-000234,-0.020888793858115654
ACH-000235,-0.016488779803923125
ACH-000237,0.07543623329306058
ACH-000238,-0.00403411947057832
ACH-000242,-0.02788669708345214
ACH-000243,-0.020239727326009253
ACH-000244,-0.07431189604590889
ACH-000246,0.06031399224632913
ACH-000248,0.0013734509013633436
ACH-000250,-0.03693590944460625
ACH-000251,-0.04106543090475465
ACH-000252,0.017753756711888884
ACH-000253,0.14513170447333973
ACH-000255,0.15678747993463815
ACH-000256,-0.012503788683922096
ACH-000257,-0.050512879579052455
ACH-000258,0.2502874301026413
ACH-000259,0.10928006755955476
ACH-000260,0.020908783986530427
ACH-000261,-0.020451922065518484
ACH-000262,-0.27350355877043914
ACH-000263,-0.03735641302701717
ACH-000264,-0.02182682055985861
ACH-000265,0.046369168362413365
ACH-000266,-0.08488569445679384
ACH-000272,0.03594019579088356
ACH-000274,-0.009361776184334557
ACH-000277,0.1038220934057155
ACH-000278,0.19724480338858216
ACH-000279,0.02995485987323382
ACH-000280,-0.03227242028483774
ACH-000281,0.04795501239145422
ACH-000288,0.05596423624952394
ACH-000291,0.0821749437994926
ACH-000293,0.16890038097087526
ACH-000294,-0.018048076258014797
ACH-000295,0.21133293069776946
ACH-000296,0.07438833676903303
ACH-000302,0.13904734707347094
ACH-000304,-0.06716309347287115
ACH-000307,-0.028363396384917524
ACH-000308,0.1347061363848487
ACH-000310,0.08596780882351605
ACH-000311,0.043504115117993084
ACH-000312,-0.021801300804966853
ACH-000315,-0.27447923747235137
ACH-000316,-0.16847710414389988
ACH-000317,0.006057810462332238
ACH-000318,-0.05825018350352683
ACH-000319,-0.03155179077726309
ACH-000320,0.016927721691191045
ACH-000322,0.01917303183138189
ACH-000323,-0.08303520271539078
ACH-000324,0.02564660420611856
ACH-000329,-0.007877474977152786
ACH-000330,0.006081889615780256
ACH-000331,0.04085402406094967
ACH-000332,0.10315493333972904
ACH-000334,-0.0700555812530115
ACH-000335,0.05111695686226587
ACH-000336,0.16349568738847572
ACH-000337,0.04730817387080224
ACH-000338,-0.11514962409675696
ACH-000339,0.02183394445414271
ACH-000341,0.058395167929632986
ACH-000348,-0.006966592483568178
ACH-000350,0.057006893208283636
ACH-000352,0.01058101655944522
ACH-000356,0.13097896287791785
ACH-000361,0.1778088648024042
ACH-000362,0.05144642117086249
ACH-000363,0.0696166933788399
