,MRGPRX4 (117196)
ACH-000004,-0.027158800384622855
ACH-000005,-0.255262297184344
ACH-000007,-0.04456220301788843
ACH-000009,0.05945490216140016
ACH-000011,-0.11273530722585735
ACH-000012,0.051768871844985416
ACH-000013,-0.026919876284206872
ACH-000014,0.04566766644843828
ACH-000015,0.008291497532425309
ACH-000017,-0.15917498844906544
ACH-000018,-0.09430606005023373
ACH-000019,0.0475227407273344
ACH-000021,-0.09861199812366014
ACH-000022,0.011923407931236422
ACH-000025,-0.058674805806559864
ACH-000028,-0.07585074374254132
ACH-000030,-0.14972558237702804
ACH-000035,0.01354996430332008
ACH-000036,-0.017928388951211783
ACH-000037,0.0752484969282456
ACH-000039,-0.04045587697637906
ACH-000040,-0.17087367493998554
ACH-000041,0.05803727219198261
ACH-000042,0.1055495383488991
ACH-000045,-0.026117388093946696
ACH-000047,-0.002358947638642487
ACH-000052,-0.08317538694642024
ACH-000053,-0.02924658787667105
ACH-000054,-0.022114262167845462
ACH-000055,0.04406075766269492
ACH-000060,0.013916191965357386
ACH-000067,-0.12602561814461696
ACH-000070,0.039958647843816766
ACH-000075,-0.1876526340885328
ACH-000078,-0.05832165796819036
ACH-000082,0.00014372701997447736
ACH-000085,0.1973165042799334
ACH-000086,-0.08574708311928478
ACH-000087,0.045143599846141975
ACH-000092,-0.004889677593984538
ACH-000095,-0.1195369728085246
ACH-000097,0.0389688839118304
ACH-000098,-0.07784061592494998
ACH-000099,-0.009625087602447806
ACH-000108,0.09269529929554014
ACH-000113,0.013590128994479377
ACH-000116,-0.09689503269518318
ACH-000118,-0.02159973274492093
ACH-000120,-0.03226465449563458
ACH-000123,0.05495017740943112
ACH-000127,-0.11414349726971833
ACH-000128,-0.033079482280484414
ACH-000132,-0.09581636060366494
ACH-000133,-0.06854721048098668
ACH-000137,-0.08368514465748803
ACH-000138,-0.05387094894707346
ACH-000142,-0.08896358850952726
ACH-000143,0.16303441167440036
ACH-000146,-0.05035023898120878
ACH-000148,-0.038131318038571095
ACH-000150,-0.07397687240895418
ACH-000152,0.06449983952497405
ACH-000153,-0.27844211010685005
ACH-000159,-0.03207533495287136
ACH-000160,0.00025549055991075847
ACH-000163,0.15171435381339402
ACH-000167,-0.15557057062765686
ACH-000168,0.05383568665526487
ACH-000169,0.037376848314018746
ACH-000178,0.029006677366973436
ACH-000183,0.0355402652772823
ACH-000188,0.041986763893986624
ACH-000189,0.3214036537312767
ACH-000190,0.04073736794714207
ACH-000198,0.0975126622534696
ACH-000203,-0.15233891897375254
ACH-000204,0.16414397992136293
ACH-000206,-0.14955993410668605
ACH-000207,0.14808815418523869
ACH-000208,-0.061958338073213916
ACH-000210,-0.0004774072326651276
ACH-000211,-0.11766347951988852
ACH-000215,-0.02313568498059044
ACH-000221,-0.2856388407568504
ACH-000222,-0.3081955754868436
ACH-000223,-0.12739408507449507
ACH-000226,0.002815071666037728
ACH-000227,-0.08247945688750581
ACH-000228,-0.17151749990966614
ACH-000231,0.08010144725230355
ACH-000232,-0.1293897938885348
ACH-000233,-0.02390119103010566
ACH-000234,-0.1458370048408441
ACH-000235,0.058113195863627023
ACH-000237,0.028358809871094112
ACH-000238,0.10752605996637347
ACH-000242,-0.20661080544065133
ACH-000243,-0.1376527532993342
ACH-000244,-0.053911232675725576
ACH-000246,0.0037122424172210218
ACH-000248,0.030264178929029814
ACH-000250,-0.011974299594037582
ACH-000251,0.08250716183079794
ACH-000252,0.07726051761390591
ACH-000253,-0.0732592646256014
ACH-000255,-0.05651362413639033
ACH-000256,-0.03264480918343337
ACH-000257,0.08513717535787829
ACH-000258,-0.08417880372448107
ACH-000259,-0.032596936913362004
ACH-000260,-0.050947828787896283
ACH-000261,0.050557895377004
ACH-000262,0.004158016108177713
ACH-000263,0.03658504352642703
ACH-000264,0.16019987625241291
ACH-000265,0.09879676610523216
ACH-000266,-0.03924213227364895
ACH-000272,-0.03800458315374578
ACH-000274,0.013684797634366249
ACH-000277,0.055468628492504266
ACH-000278,-0.039350461168550364
ACH-000279,0.038352056563848484
ACH-000280,0.11295345383831187
ACH-000281,-0.02091071485452426
ACH-000288,-0.04434984129528605
ACH-000291,-0.09530203160890974
ACH-000293,-0.07565813422659598
ACH-000294,0.11219344843743954
ACH-000295,-0.0612757888109591
ACH-000296,-0.037891758104808534
ACH-000302,0.1200445747160472
ACH-000304,-0.006614334619789716
ACH-000307,0.032690593173851694
ACH-000308,-0.04501923669416871
ACH-000310,-0.012038340325324177
ACH-000311,-0.06682716392963775
ACH-000312,-0.06972611219381399
ACH-000315,-0.13225809229663688
ACH-000316,-0.0875681542933325
ACH-000317,0.06620904806831487
ACH-000318,0.07869358407989274
ACH-000319,-0.09005713138806855
ACH-000320,-0.11608923488874424
ACH-000322,-0.0997282824454708
ACH-000323,-0.0628597737436166
ACH-000324,0.050475973735906135
ACH-000329,-0.04254530353026525
ACH-000330,-0.08610001562921236
ACH-000331,0.030004765936610164
ACH-000332,-0.012905405010057271
ACH-000334,-0.025928996803699925
ACH-000335,-0.04771852210203963
ACH-000336,0.20571740372068176
ACH-000337,-0.2410534784776852
ACH-000338,-0.09971309320264336
ACH-000339,0.06262332321636704
ACH-000341,-0.09526197944246054
ACH-000348,-0.029688972167639736
ACH-000350,-0.05138457200904152
ACH-000352,0.06437380034963135
ACH-000356,0.28539606993300026
ACH-000361,-0.047900255511958686
ACH-000362,-0.01896464494863929
ACH-000363,0.04400438550796644
ACH-000364,-0.13806105404965846
ACH-000365,-0.051213754364663126
ACH-000366,0.05925576624409396
ACH-000368,0.06810670270285035
ACH-000374,0.044253434206024886
ACH-000375,0.006560580370734242
ACH-000376,0.06947422578377016
ACH-000381,0.08206385683834795
ACH-000383,-0.06830519273660247
ACH-000387,-0.0755514014543609
ACH-000389,0.013957515211885934
ACH-000390,-0.14115222515877307
ACH-000393,0.0503472059587012
ACH-000395,-0.10797500529353043
ACH-000396,0.14704688737480953
ACH-000397,-0.09451399837761296
ACH-000401,0.17882057854376548
ACH-000402,-0.2465714444477541
ACH-000403,-0.1001141153481009
ACH-000404,-0.0290749488453683
ACH-000406,0.05899381863089341
ACH-000407,0.042879682409034524
ACH-000408,-0.06717807894210723
ACH-000410,0.09119527735705564
ACH-000411,-0.11071076254051804
ACH-000414,-0.04920162096316489
ACH-000415,-0.06685611828355137
ACH-000416,-0.020473619138065318
ACH-000420,0.06531040280588038
ACH-000421,-0.06122501879384235
ACH-000424,-0.01308278696997638
ACH-000425,0.013263041686643984
ACH-000426,-0.17939869737243572
ACH-000427,-0.0380992654935914
