,PPP2R3C (55012)
ACH-000004,-0.4946892562140051
ACH-000005,-0.5489660818162954
ACH-000007,-0.6691575274783409
ACH-000009,-0.8762153747014197
ACH-000011,-0.8532975576310498
ACH-000012,-0.7360266196435379
ACH-000013,-0.7793837305524769
ACH-000014,-0.6443436512794093
ACH-000015,-0.4437661843192648
ACH-000017,-0.7889604993307652
ACH-000018,-0.7195438040659906
ACH-000019,-0.7091844465298132
ACH-000021,-0.7613717405081956
ACH-000022,-0.38576279604303776
ACH-000025,-0.3933221172885547
ACH-000028,-0.4793678798736939
ACH-000030,-0.8255586153012335
ACH-000035,-0.7723069657642939
ACH-000036,-0.5658730626900718
ACH-000037,-0.7427415353837747
ACH-000039,-0.3102381362757167
ACH-000040,-0.5037276349710619
ACH-000041,-0.43417716237966403
ACH-000042,-0.3649831028302035
ACH-000045,-0.6012337082957631
ACH-000047,-0.6606118879038391
ACH-000052,-0.4530998668063696
ACH-000053,-0.7082247057455415
ACH-000054,-0.4459249330014698
ACH-000055,-1.0042116584264509
ACH-000060,-0.27605351396898314
ACH-000067,-0.3332283484819442
ACH-000070,-0.9015351823616136
ACH-000075,-0.4655705990953677
ACH-000078,-0.5381312282369679
ACH-000082,-0.3686476320559679
ACH-000085,-0.6367778682392816
ACH-000086,-0.6091868494660303
ACH-000087,-0.32708707554166283
ACH-000092,-0.7925768643006741
ACH-000095,-0.7035954083479727
ACH-000097,-1.0279576232959846
ACH-000098,-0.4785688455501239
ACH-000099,-0.5520057820451881
ACH-000108,-0.9445869190640536
ACH-000113,-0.7407640469446348
ACH-000116,-0.4169003081342239
ACH-000118,-0.4627608352142109
ACH-000120,-0.7214002559629544
ACH-000123,-0.6894782876336669
ACH-000127,-0.416079450224173
ACH-000128,-0.5544826961257712
ACH-000132,-0.8936620056640922
ACH-000133,-0.6336029720418944
ACH-000137,-0.4740757981403591
ACH-000138,-0.6665883972166393
ACH-000142,-0.7862310941416559
ACH-000143,-0.3719334140871929
ACH-000146,-0.4310162067627573
ACH-000148,-0.6453576086236558
ACH-000150,0.08581414947632178
ACH-000152,-0.7889887981379625
ACH-000153,-0.8017569262464811
ACH-000159,-0.7412257673410665
ACH-000160,-0.61488349170309
ACH-000163,-0.6197802077754493
ACH-000167,-0.3945200325090558
ACH-000168,-0.4231039640590627
ACH-000169,-0.6756597222003711
ACH-000178,-0.22173434397520397
ACH-000183,-1.0297742971771668
ACH-000188,-0.4507362296890232
ACH-000189,-0.6483425594605567
ACH-000190,-0.4229912488754975
ACH-000198,-0.7404613727704878
ACH-000203,-0.6878645466259288
ACH-000204,-1.0200769639345943
ACH-000206,-0.396254035645677
ACH-000207,-0.8430620304749274
ACH-000208,-0.2822527652305579
ACH-000210,-0.6022106178391249
ACH-000211,-0.5641616939126185
ACH-000215,-0.5220238202288351
ACH-000221,-0.638345373011508
ACH-000222,-0.6933186412330747
ACH-000223,-0.5208886281968618
ACH-000226,-0.6191874714618331
ACH-000227,-0.5330831776016011
ACH-000228,-0.5182611177913795
ACH-000231,-0.7703225858048978
ACH-000232,-0.6380953311795905
ACH-000233,-0.5102123530709322
ACH-000234,-0.8863293555734526
ACH-000235,-0.5406630356995886
ACH-000237,-0.5808941590765321
ACH-000238,-0.4727179287978949
ACH-000242,-0.269444300534009
ACH-000243,-0.7888196597204651
ACH-000244,-0.8388777308219597
ACH-000246,-0.8517828613701987
ACH-000248,-0.6930582182530487
ACH-000250,-0.7696755431991258
ACH-000251,-0.5875093150218881
ACH-000252,-0.6536674243076092
ACH-000253,-0.9316537212714604
ACH-000255,-0.5222109904302528
ACH-000256,-0.7445738489766051
ACH-000257,-0.5876132136793044
ACH-000258,-0.5756116676981891
ACH-000259,-0.9051044221730924
ACH-000260,-0.7047722921746284
ACH-000261,-0.6426486514313487
ACH-000262,-0.5597071365094255
ACH-000263,-0.4681340966717446
ACH-000264,-0.5620157557354156
ACH-000265,-0.17504398302472907
ACH-000266,-0.6475736764649002
ACH-000272,-0.7838249448326281
ACH-000274,-0.4705771784939112
ACH-000277,-0.6317145225690606
ACH-000278,-0.44298946281167534
ACH-000279,-0.4483736767443163
ACH-000280,-0.4614787814101825
ACH-000281,-0.7594886237117231
ACH-000288,-0.560836724622797
ACH-000291,-0.8945276995287277
ACH-000293,-0.5149727558695785
ACH-000294,-0.5840054830620051
ACH-000295,-1.0854116693657259
ACH-000296,-0.7895101415368206
ACH-000302,-0.4210702378182598
ACH-000304,-0.7543624017021409
ACH-000307,-0.8097932588610223
ACH-000308,-0.3113596640946114
ACH-000310,-0.4452118715475316
ACH-000311,-0.6604602390509084
ACH-000312,-0.9641682388494051
ACH-000315,-0.7263841256089881
ACH-000316,-0.5913316170825084
ACH-000317,-0.8969862711978891
ACH-000318,-0.5712967969090335
ACH-000319,-0.6525857125782173
ACH-000320,-0.5093978023584264
ACH-000322,-0.3597155595997507
ACH-000323,-0.5437763015999301
ACH-000324,-0.640906445290148
ACH-000329,-0.3937831504445771
ACH-000330,-0.7557355596651969
ACH-000331,-0.4514307551947774
ACH-000332,-0.8829651594390691
ACH-000334,-0.8907699006098458
ACH-000335,-0.7411623634148257
ACH-000336,-0.808991220005758
ACH-000337,-0.6335746175963418
ACH-000338,-0.5778236575579933
ACH-000339,-0.19019995351784366
ACH-000341,-0.4705795818027738
ACH-000348,-0.3988832065445255
ACH-000350,-0.29023528381163305
ACH-000352,-0.5708625077694888
ACH-000356,-0.8670658796870107
ACH-000361,-0.5160081137310387
ACH-000362,-0.5100816040211995
ACH-000363,-0.989555399906203
ACH-000364,-0.410450828334378
ACH-000365,-0.8728160607415603
ACH-000366,-0.7798802994510403
ACH-000368,-0.7602659052351342
ACH-000374,-0.7743511029405749
ACH-000375,-0.5611348392847716
ACH-000376,-0.4643140187354689
ACH-000381,-0.6199278279010224
ACH-000383,-0.8268030229414066
ACH-000387,-0.9250359053688676
ACH-000389,-0.5910327727642449
ACH-000390,-0.8150254626931162
ACH-000393,-0.4944689434127808
ACH-000395,-0.6993689592184167
ACH-000396,-0.7635243093117446
ACH-000397,-0.6061737807833979
ACH-000401,-0.6451926490653181
ACH-000402,-0.899072222774456
ACH-000403,-0.42296895181172817
ACH-000404,-0.6654375819034126
ACH-000406,-0.8692278110261409
ACH-000407,-0.5846880885187647
ACH-000408,-0.7031049153012267
ACH-000410,-0.8392014832698287
ACH-000411,-0.8422360691996263
ACH-000414,-0.6195304612091002
ACH-000415,-0.5495823445249353
ACH-000416,-0.4803115589324685
ACH-000420,-0.4891111467500098
ACH-000421,-0.5572701810734472
ACH-000424,-0.4833466659887053
ACH-000425,-0.7705802993454123
ACH-000426,-0.618754573669855
ACH-000427,-0.4131747210036267
ACH-000433,-0.7964674239495764
ACH-000435,-0.8407224713533038
ACH-000436,-0.7605622079204666
ACH-000444,-0.5187456773939131
ACH-000445,-0.9223277080058331
ACH-000448,-0.4994175774627431
ACH-000450,-0.4646691030705517
ACH-000452,-0.6657909131760307
ACH-000454,-0.8033121744434478
ACH-000458,-0.4819081336911787
ACH-000459,-0.5532712728861799
ACH-000460,-0.6071796924189525
ACH-000461,-0.6598459601879044
ACH-000463,-0.4857966968596143
ACH-000464,-0.4883355460845442
ACH-000466,-0.6042980382612483
ACH-000467,-0.815530690574231
ACH-000468,-0.3726495131533472
ACH-000469,-0.3083503749040969
ACH-000470,-0.7283014334903991
ACH-000471,-1.0151745076906007
ACH-000472,-0.5134818056435057
ACH-000473,-0.9016570343575316
ACH-000475,-0.823368305566525
ACH-000476,-0.3354627525847316
ACH-000477,-0.6653988801150175
ACH-000479,-0.93177744130371
ACH-000480,-0.7680575492129348
ACH-000481,-0.3892944666108619
ACH-000483,-0.7101266742114111
ACH-000484,-0.8524011296435615
ACH-000485,-0.3808383902091997
ACH-000486,-0.7494590996141692
ACH-000487,-0.6659586478144357
ACH-000488,-0.6647089491461607
ACH-000490,-0.7463671437238264
ACH-000491,-0.6077488160796234
ACH-000495,-0.8941343786653587
ACH-000496,-0.4236402813501797
ACH-000499,-0.5155102828495686
ACH-000500,-0.6887616185202711
ACH-000502,-0.7021190357713836
ACH-000503,-0.8973003371553638
ACH-000505,-0.4588889559197875
ACH-000507,-0.7112704858750475
ACH-000510,-0.6171598887544101
ACH-000511,-0.4887744720937228
ACH-000512,-0.509063143950311
ACH-000516,-0.5996506368215748
ACH-000517,-0.0963028228237657
ACH-000518,-0.6944066915562886
ACH-000520,-0.5446447601539548
ACH-000521,-0.6039506897580446
ACH-000522,-0.3568888244915083
ACH-000524,-0.6859453680715983
ACH-000527,-0.9568134886784944
ACH-000528,-0.9025662251739016
ACH-000537,-0.5156519642606925
ACH-000541,-0.7148698928660977
ACH-000542,-0.6512764012199345
ACH-000544,-0.7300162863460047
ACH-000545,-0.3287242999328594
ACH-000547,-0.5509758432830899
ACH-000548,-0.4659495838879758
ACH-000549,-0.7713473797323017
ACH-000550,-0.4680583119546095
ACH-000552,-0.8269747631586936
ACH-000556,-0.7664610982078516
ACH-000557,-0.5159279305401716
ACH-000569,-0.2718402255171463
ACH-000570,-0.6782984366284781
ACH-000571,-0.4894191169955139
ACH-000573,-0.5116459014915701
ACH-000576,-0.829458830024343
ACH-000579,-0.8141307586765933
ACH-000580,-0.8824936290230044
ACH-000584,-0.7907249234362352
ACH-000585,-0.2825523572282303
ACH-000588,-0.8980547992955261
ACH-000589,-0.5546288759356632
ACH-000591,-0.545597342839875
ACH-000593,-0.5719469335553733
ACH-000600,-0.6069118198588612
ACH-000601,-0.5076615828522769
ACH-000605,-0.4407353795730763
ACH-000606,-0.6834460522613263
ACH-000608,-0.6321856133286384
ACH-000614,-0.9064018562919088
ACH-000616,-0.5169801959798322
ACH-000618,-0.3000474080069121
ACH-000619,-0.7766899448417983
ACH-000620,-0.8412586674782104
ACH-000621,-0.7304350481921955
ACH-000622,-0.8231973391300913
ACH-000623,-0.6426712566157649
ACH-000624,-0.3590176477305162
ACH-000627,-0.6987840724210943
ACH-000630,-0.8060188094455635
ACH-000631,-0.6878960284489567
ACH-000632,-0.2132450560504485
ACH-000633,-0.4178346827726892
ACH-000637,-0.8871750823635686
ACH-000638,-0.3613662118153284
ACH-000646,-0.6738609378016931
ACH-000647,-0.5796806012564063
ACH-000648,-0.8555324817410702
ACH-000649,-0.8257348682175443
ACH-000651,-0.6237811203619817
ACH-000652,-0.7624678868079824
ACH-000653,-0.6529967033862422
ACH-000657,-0.4422181112283353
ACH-000658,-0.9113320660464512
ACH-000661,-0.7825263652412652
ACH-000662,-0.40395033858588986
ACH-000663,-0.802667509702654
ACH-000665,-0.4391563216356319
ACH-000671,-0.6724160969570756
ACH-000672,-0.8491115373116684
ACH-000673,-0.4121562031615879
ACH-000676,-0.5311598102883908
ACH-000677,-0.8728060450778209
ACH-000681,-0.6051967919700812
ACH-000683,-0.7296835790886967
ACH-000684,-0.7247391496088034
ACH-000688,-0.4808796356810256
ACH-000693,-0.5677727617578935
ACH-000694,-0.6142881774015913
ACH-000695,-0.37784677734209854
ACH-000696,-0.5050774511378048
ACH-000697,-0.6557916647113989
ACH-000699,-0.6139921366465062
ACH-000701,-0.8183605151590897
ACH-000706,-0.6661041163568607
ACH-000711,-0.7337974495359469
ACH-000713,-0.6850577076130069
ACH-000714,-0.7927869020255035
ACH-000718,-0.5883978016327723
ACH-000720,-0.5731265985932323
ACH-000721,-0.2753792791924005
ACH-000724,-0.6571059339137372
ACH-000725,-0.8839494725153478
ACH-000732,-0.729113384202792
ACH-000734,-0.7517828792125897
ACH-000735,-0.8741639345662653
ACH-000736,-0.7340454566971589
ACH-000738,-0.36612475150459617
ACH-000746,-0.4681516878039389
ACH-000747,-0.3355017308568925
ACH-000748,-0.8460747773364188
ACH-000753,-0.45224562766484
ACH-000756,-0.6467212431054713
ACH-000757,-0.548968362153008
ACH-000758,-0.473784408173911
ACH-000760,-0.4396541948743144
ACH-000762,-0.7758824447270025
ACH-000763,-0.7764481432717587
ACH-000764,-0.32473328944363106
ACH-000765,-0.9328655023914664
ACH-000766,-0.4343920594973204
ACH-000767,-0.4714504415712837
ACH-000768,-0.3866839612238444
ACH-000769,-0.8352896369366223
ACH-000770,-0.8729967315996737
ACH-000771,-0.8345948036547421
ACH-000773,-0.5374650539284874
ACH-000776,-0.5595329160293507
ACH-000777,-0.6605984340464279
ACH-000778,-0.6380652866983014
ACH-000781,-0.8120558249673577
ACH-000782,-0.7912619930371297
ACH-000783,-1.1363148033581052
ACH-000784,-0.6729804929652758
ACH-000785,-0.4863267070897915
ACH-000787,-0.8686407635229729
ACH-000788,-0.5671984362000311
ACH-000791,-0.5872640427139498
ACH-000792,-0.5348338237859108
ACH-000794,-0.42482905752725975
ACH-000796,-0.5997475186485761
ACH-000798,-0.3604044213967119
ACH-000799,-0.4525230687355672
ACH-000800,-0.6812676763582959
ACH-000802,-0.6684346336111491
ACH-000804,-0.6073923679432749
ACH-000805,-0.6410840510619198
ACH-000809,-0.6981867708625847
ACH-000810,-0.9625758667251759
ACH-000811,-0.4436767315785
ACH-000817,-0.9917479299088446
ACH-000819,-0.568399405711186
ACH-000820,-0.4032758056412185
ACH-000821,-0.9367256682536504
ACH-000822,-0.7818173411683322
ACH-000823,-0.5190908549779949
ACH-000824,-0.6559745098162859
ACH-000827,-0.6717317951931066
ACH-000829,-0.5595796899187734
ACH-000831,-0.5914867894001268
ACH-000832,-0.7835524595444391
ACH-000833,-0.4006526271327057
ACH-000834,-0.7302150512424604
ACH-000835,-0.45512032318580703
ACH-000836,-0.7233757576224928
ACH-000837,-0.6325166337100401
ACH-000838,-1.0881588085925356
ACH-000839,-0.8726410165752694
ACH-000840,-0.31716416577453804
ACH-000841,-0.8414415142160592
ACH-000843,-0.7584878401125376
ACH-000846,-0.3879275438978816
ACH-000847,-0.6768936988971509
ACH-000848,-0.6443499420447137
ACH-000849,-0.8408528710536425
ACH-000851,-0.32034112922059965
ACH-000855,-0.7561121084485398
ACH-000856,-0.5339691742803414
ACH-000858,-0.7572746470885418
ACH-000859,-0.7333438034616738
ACH-000861,-0.2967413053989074
ACH-000862,-0.6711215124388661
ACH-000865,-0.7614187174320719
ACH-000866,-0.9253305209754928
ACH-000867,-0.29911777094927955
ACH-000869,-0.6463037019936883
ACH-000872,-0.13097736977684624
ACH-000873,-0.7298087524786413
ACH-000876,-0.2875367529704753
ACH-000878,-0.5619859826131056
ACH-000880,-0.5347698484895167
ACH-000881,-0.6226189487591001
ACH-000882,-0.539851572775824
ACH-000884,-0.6224525460976786
ACH-000885,-0.7414804494054198
ACH-000887,-0.7732568679377995
ACH-000889,-1.2722126989749667
