,AASDHPPT (60496)
ACH-000832,-0.8624891611678576
ACH-000833,-0.4019598120995778
ACH-000834,-0.6107619525588569
ACH-000835,-0.3083767576424804
ACH-000836,-0.4130685375459721
ACH-000837,-0.2959145355820004
ACH-000838,-0.636099697566609
ACH-000839,-0.5332870467917035
ACH-000840,-0.19553604832439228
ACH-000841,-0.4434638763626461
ACH-000843,-0.6238967626409139
ACH-000846,-0.31161894103453197
ACH-000847,-0.5059846162994506
ACH-000848,-0.6216162857405315
ACH-000849,-0.30100530556980715
ACH-000851,-0.2912112144008676
ACH-000855,-0.5190553194549016
ACH-000856,-0.4841481439167634
ACH-000858,-0.4143489019034448
ACH-000859,-0.6669460388022243
ACH-000861,-0.1342695152370694
ACH-000862,-0.3558554807272706
ACH-000865,-0.4598508029477271
ACH-000866,-0.8259280933508261
ACH-000867,-0.21149057993143935
ACH-000869,-0.3459594824784025
ACH-000872,-0.4761118459905698
ACH-000873,-0.5820229301458791
ACH-000876,-0.7177376965325165
ACH-000878,-0.506061043174634
ACH-000880,-0.4133618969287398
ACH-000881,-0.3050340215314266
ACH-000882,-0.8300665947034856
ACH-000884,-0.4290420203186668
ACH-000885,-0.4703713754415679
ACH-000887,-0.5760122870697084
ACH-000889,-0.6838690146978289
ACH-000896,-0.6800865425783976
ACH-000898,-0.33670694966690146
ACH-000900,-0.5460522886886703
ACH-000901,-0.33127548629613524
ACH-000905,-0.7706883570954948
ACH-000906,-0.7047764136372502
ACH-000907,-0.488115722437094
ACH-000910,-0.6275323512201261
ACH-000911,-0.4432986004387884
ACH-000912,-0.4795879846017992
ACH-000913,-0.36933806221579696
ACH-000915,-0.4265053749329175
ACH-000916,-0.6553686615936661
ACH-000917,-0.8490267472308551
ACH-000920,-0.023705968961114963
ACH-000921,-0.6206169595235597
ACH-000924,-0.6180445352758184
ACH-000926,-0.5122558740175964
ACH-000928,-0.1347287764291836
ACH-000929,-0.6587169982550249
ACH-000932,-0.4402018150020859
ACH-000935,-0.6844527205646078
ACH-000936,-0.7037101044467746
ACH-000937,-0.266101716078028
ACH-000938,-0.3016599873450907
ACH-000939,-0.2591566362957765
ACH-000941,-0.402361189535419
ACH-000943,-0.5533295499688797
ACH-000946,-0.3884785378560432
ACH-000947,-0.5414904081415112
ACH-000948,-0.369960596128525
ACH-000950,-0.5172856023572794
ACH-000953,-0.13755919711408307
ACH-000954,-0.5852583620439374
ACH-000957,-0.3789974094329461
ACH-000958,-0.4702558178135299
ACH-000960,-0.2807852300747472
ACH-000963,-0.5785013824357592
ACH-000968,-0.6030378605773201
ACH-000969,-0.19685821163695294
ACH-000972,-0.6066978849748915
ACH-000973,-0.6249650461810823
ACH-000974,-0.6090088584410485
ACH-000978,-0.13806653563085225
ACH-000984,-0.4079469115203596
ACH-000986,-0.4906292733091443
ACH-000988,-0.21889541241567914
ACH-000993,-0.19529702641989166
ACH-000994,-0.2032696638956561
ACH-000996,-0.3846900866626518
ACH-001001,-0.30674181595382505
ACH-001020,-0.4386262898048263
ACH-001028,-0.6146128211833282
ACH-001031,-0.3750115486754835
ACH-001038,-0.3900555946271369
ACH-001048,-0.4880169694838382
ACH-001050,-0.4677656089489642
ACH-001053,-0.25082150380366536
ACH-001054,-0.7607318395133241
ACH-001061,-0.5882795005429233
ACH-001067,-0.4140796482461661
ACH-001075,-0.5286642191685162
ACH-001096,-0.5169082441869204
ACH-001111,-0.4827541574154528
ACH-001119,-0.4094792908548316
ACH-001128,-0.4544439420745857
ACH-001134,-0.2251418226862612
ACH-001151,-0.16188702656635706
ACH-001163,-0.3245318607507504
ACH-001164,-0.4350050017797638
ACH-001183,-0.3586382969750569
ACH-001192,-0.5272339874118217
ACH-001193,-0.5698854814735306
ACH-001196,-0.3519838688152078
ACH-001197,-0.18701031623895603
ACH-001205,-0.4639874291483791
ACH-001211,-0.1812991292797596
ACH-001212,-0.31791302607110944
ACH-001228,-0.3993658823745061
ACH-001232,-0.7893192082870384
ACH-001239,-0.494056864621669
ACH-001270,-0.6606264364864264
ACH-001274,-0.3787456883981488
ACH-001275,-0.5662789016213822
ACH-001277,-0.6642334469604736
ACH-001278,-0.30976449725341576
ACH-001280,-0.3016953899103038
ACH-001283,-0.4424194868938848
ACH-001289,-0.4734018252626844
ACH-001300,-0.4399382618514837
ACH-001301,-0.2225887164365232
ACH-001302,-0.4664964003474108
ACH-001306,-0.4924679858412216
ACH-001318,-0.3621397642503205
ACH-001322,-0.8701987734074978
ACH-001328,-0.4974308766200174
ACH-001332,-0.8514818773930977
ACH-001336,-0.6879934890217582
ACH-001346,-0.4315950798660992
ACH-001353,-0.3244343172035206
ACH-001354,-0.4602713226562253
ACH-001367,-0.6080089473122613
ACH-001368,-0.5754685663374276
ACH-001374,-0.5411188728242945
ACH-001377,-0.3712549369433768
ACH-001380,-0.4497618381818938
ACH-001391,-0.33162665257608176
ACH-001408,-0.5385785368345325
ACH-001430,-0.41141108315902586
ACH-001431,-0.40963279116540185
ACH-001450,-0.5752453830525939
ACH-001496,-0.5811547394913983
ACH-001500,-0.3678809473028121
ACH-001523,-0.5688063854622015
ACH-001532,-0.4456091528212393
ACH-001550,-0.3816942634138987
ACH-001552,-0.5989677556363739
ACH-001554,-0.3915562365479439
ACH-001654,-0.4825105967139007
ACH-001735,-0.26874435763936194
ACH-001736,-0.3477395155345491
ACH-001737,-0.26177185528333713
ACH-001740,-0.6565704397383716
ACH-001745,-0.42732933880119184
ACH-001765,-0.5217945342840477
