,EHMT1 (79813)
ACH-000004,-0.306618404283838
ACH-000005,-0.28140380203887283
ACH-000007,-0.20592952566795664
ACH-000009,-0.22054369140267896
ACH-000011,-0.2273954651612569
ACH-000012,-0.1701523924854395
ACH-000013,-0.18571000429152276
ACH-000014,-0.3257026087859441
ACH-000015,-0.3429391842595191
ACH-000017,-0.059169916366829486
ACH-000018,-0.4017531166740401
ACH-000019,-0.21264739461090312
ACH-000021,-0.11774898747223385
ACH-000022,-0.2572316149864557
ACH-000025,-0.048703198363689054
ACH-000028,-0.17073873315662172
ACH-000030,-0.17934460294381185
ACH-000035,0.05433830709493037
ACH-000036,-0.3112886208352157
ACH-000037,-0.019618075375298773
ACH-000039,0.034329131835703436
ACH-000040,-0.0707529763750225
ACH-000041,-0.4666251194773359
ACH-000042,-0.481842041534172
ACH-000045,-0.2910974667226691
ACH-000047,-0.14169295479192787
ACH-000052,-0.20611283986036485
ACH-000053,-0.33942611640598763
ACH-000054,-0.213120486747115
ACH-000055,-0.09864303506941972
ACH-000060,-0.4274301779340327
ACH-000067,-0.3138770578159717
ACH-000070,-0.3835831017229312
ACH-000075,-0.16621105158942812
ACH-000078,-0.3235425746795634
ACH-000082,-0.06312779415884008
ACH-000085,-0.17683200633993731
ACH-000086,-0.13726084106431166
ACH-000087,-0.4943629139603325
ACH-000092,-0.06524796443261052
ACH-000095,-0.15448359919457275
ACH-000097,-0.05080113830751645
ACH-000098,-0.02791731182321949
ACH-000099,-0.03372172481025695
ACH-000108,-0.13192477316249315
ACH-000113,-0.2618716340000549
ACH-000116,-0.15970737962676726
ACH-000118,-0.2898167188468688
ACH-000120,-0.3800323556408907
ACH-000123,-0.28823419741312145
ACH-000127,-0.2573395401726999
ACH-000128,-0.4439515032848997
ACH-000132,-0.08941612410147069
ACH-000133,-0.045614705794354914
ACH-000137,-0.21852578793367602
ACH-000138,-0.2526770123468696
ACH-000142,-0.18491552236576672
ACH-000143,-0.2660247681656753
ACH-000146,-0.1730708625966871
ACH-000148,-0.14227500761713913
ACH-000150,-0.127447336157539
ACH-000152,-0.1287118969272318
ACH-000153,-0.2022220572705432
ACH-000159,-0.1540333748487926
ACH-000160,0.024338051907727355
ACH-000163,-0.24912845390328986
ACH-000167,0.33246713959391083
ACH-000168,-0.29702281247595475
ACH-000169,-0.17161257708413907
ACH-000178,-0.41519512626834215
ACH-000183,-0.15216049600984705
ACH-000188,-0.255667334620416
ACH-000189,-0.4235361795552864
ACH-000190,-0.013652695093801024
ACH-000198,-0.30904735579095016
ACH-000203,-0.0632536119009481
ACH-000204,-0.01510668494960809
ACH-000206,-0.1077679288507812
ACH-000207,-0.1695461090646414
ACH-000208,-0.6549858323451625
ACH-000210,-0.3629481964473447
ACH-000211,-0.18450266695860887
ACH-000215,-0.12362586801322355
ACH-000221,0.08532203766082498
ACH-000222,-0.13031639185619026
ACH-000223,-0.20794255256047126
ACH-000226,-0.14888610100980065
ACH-000227,-0.2743871778172519
ACH-000228,0.05860614494191596
ACH-000231,-0.1811893882024192
ACH-000232,-0.1780082045368515
ACH-000233,-0.28872708823477394
ACH-000234,-0.18776202761770044
ACH-000235,-0.294188797440446
ACH-000237,-0.20874037360812828
ACH-000238,-0.2853681325187124
ACH-000242,-0.7561898271854344
ACH-000243,-0.18448346603996105
ACH-000244,-0.2625688048249444
ACH-000246,0.02728959370268488
ACH-000248,-0.08542757317683995
ACH-000250,-0.2643123745313133
ACH-000251,-0.1216781591483194
ACH-000252,-0.29553634533679524
ACH-000253,-0.08581126798795193
ACH-000255,-0.3996133758505328
ACH-000256,-0.19278191751300328
ACH-000257,-0.3112155594897361
ACH-000258,0.007095120728849538
ACH-000259,-0.2628112005758224
ACH-000260,-0.3973284480091974
ACH-000261,-0.17471475490735253
ACH-000262,-0.0865390137264248
ACH-000263,-0.17110013612178288
ACH-000264,-0.1958651047929682
ACH-000265,-0.2260223738299844
ACH-000266,-0.200267213837116
ACH-000272,-0.07130964431102316
ACH-000274,-0.20313112605041514
ACH-000277,-0.2375519287339087
ACH-000278,-0.3362803458330851
ACH-000279,-0.196981151743531
ACH-000280,-0.20873108605938664
ACH-000281,-0.4321287356237056
ACH-000288,0.02516038154195472
ACH-000291,-0.3101202848906047
ACH-000293,-0.07851841089808252
ACH-000294,-0.061544997199761226
ACH-000295,0.04675292353401652
ACH-000296,0.04415233312685173
ACH-000302,0.008212721189570395
ACH-000304,-0.5401925808044902
ACH-000307,-0.3003944444214524
ACH-000308,-0.21954173201937247
ACH-000310,-0.12630767991534522
ACH-000311,-0.018692390141456686
ACH-000312,-0.30014764268331073
ACH-000315,-0.19871553196646136
ACH-000316,-0.19215323593295106
ACH-000317,-0.17929393577990854
ACH-000318,-0.10529406448793864
ACH-000319,-0.056003476899772905
ACH-000320,-0.19854430954493774
ACH-000322,-0.11818737159657362
ACH-000323,-0.12093494510711507
ACH-000324,-0.2507976028628172
ACH-000329,-0.3389701390137416
ACH-000330,-0.10374949205636984
ACH-000331,-0.09611740286683647
ACH-000332,-0.19729883866304507
ACH-000334,-0.18000138498628382
ACH-000335,-0.2640220486248219
ACH-000336,-0.23394751373069436
ACH-000337,-0.3660696649551915
ACH-000338,-0.7026011982354762
ACH-000339,-0.11893059144904515
ACH-000341,-0.25481535788792964
ACH-000348,-0.1804974032015373
ACH-000350,-0.2867100065799381
ACH-000352,-0.4166326505648283
ACH-000356,-0.008820462333474374
ACH-000361,-0.2283032800975755
ACH-000362,-0.2570893982599219
ACH-000363,-0.10605690706295476
ACH-000364,-0.12360434163273668
ACH-000365,-0.21020708326769055
ACH-000366,-0.22674769344569898
ACH-000368,0.12598119409564332
ACH-000374,-0.1421581614250733
ACH-000375,-0.36855887056689385
ACH-000376,-0.4082892049259532
ACH-000381,-0.033523545302798115
ACH-000383,-0.2885284233375501
ACH-000387,-0.02847016779421592
ACH-000389,-0.4971529404531646
ACH-000390,-0.20921222065088446
ACH-000393,-0.15282813024585576
ACH-000395,-0.2932928701805992
ACH-000396,0.11694674383902988
ACH-000397,-0.1958126037962272
ACH-000401,0.019443070832099788
ACH-000402,0.05363605356638032
ACH-000403,-0.27630209370655
ACH-000404,-0.4522367238546906
ACH-000406,-0.053058606925328065
ACH-000407,-0.1893687255751109
ACH-000408,0.043003524181930916
ACH-000410,-0.2468093512040773
ACH-000411,-0.12590181614078105
ACH-000414,-0.33985327675714444
ACH-000415,-0.0016006858937087098
ACH-000416,-0.11684621355071352
ACH-000420,-0.15041626006690173
ACH-000421,-0.028174793699660267
ACH-000424,-0.16794931985007772
ACH-000425,-0.32092500011289266
ACH-000426,-0.05152983717765024
ACH-000427,-0.23149185763881194
ACH-000433,-0.3088978647466972
ACH-000435,-0.10261862376817917
ACH-000436,-0.18705494448890236
ACH-000444,-0.2454800500636492
ACH-000445,-0.2538111791253397
ACH-000448,-0.28429216575584937
