,GAS1 (2619)
ACH-000004,-0.10880052210428064
ACH-000005,0.07171317127572333
ACH-000007,-0.20905990681501446
ACH-000009,-0.09925953873811244
ACH-000011,-0.11481483343512165
ACH-000012,-0.23653201178990305
ACH-000013,-0.17271759601286912
ACH-000014,-0.141935562793739
ACH-000015,-0.4364383025794224
ACH-000017,-0.1133530460015147
ACH-000018,-0.11985210339967757
ACH-000019,-0.17544005776077426
ACH-000021,-0.18366551054856234
ACH-000022,-0.11450511511447532
ACH-000025,-0.22939735584607
ACH-000028,-0.17946950496526426
ACH-000030,-0.13656003080490245
ACH-000035,-0.17858060929601713
ACH-000036,-0.3186614891663826
ACH-000037,-0.15300018892140724
ACH-000039,0.04938275844610721
ACH-000040,-0.21219708579190916
ACH-000041,-0.17030948135138976
ACH-000042,-0.2346124693849473
ACH-000045,-0.11851095886383715
ACH-000047,-0.14947301062344934
ACH-000052,-0.13829377611094107
ACH-000053,-0.1588028919379613
ACH-000054,-0.2406023929609632
ACH-000055,-0.08454340623077113
ACH-000060,-0.19469272928046072
ACH-000067,-0.1941479514209923
ACH-000070,-0.002281127399981246
ACH-000075,-0.06971219711989776
ACH-000078,-0.07225887632108867
ACH-000082,-0.17906920135408644
ACH-000085,0.00679219575482035
ACH-000086,-0.08072410030786452
ACH-000087,-0.4585665489839431
ACH-000092,-0.14653426453818696
ACH-000095,-0.11485213897675944
ACH-000097,-0.12262005786503245
ACH-000098,-0.12327875809801032
ACH-000099,-0.10612169342836496
ACH-000108,-0.144742425360637
ACH-000113,-0.20146201667072047
ACH-000116,-0.10014580117785378
ACH-000118,-0.15375556963681075
ACH-000120,-0.16747819730846478
ACH-000123,0.020068042455237058
ACH-000127,-0.2679168657726357
ACH-000128,0.06504801790457171
ACH-000132,-0.2670288441354436
ACH-000133,-0.1623898214919456
ACH-000137,-0.19239840837549566
ACH-000138,-0.2290812077809097
ACH-000142,-0.11136252249967912
ACH-000143,-0.15906862415072562
ACH-000146,-0.09988364946847388
ACH-000148,-0.1843460282191796
ACH-000150,-0.25553990483407746
ACH-000152,-0.18830337292274454
ACH-000153,-0.3349668550816394
ACH-000159,-0.2170028884343486
ACH-000160,-0.260002793147469
ACH-000163,-0.2760527429535996
ACH-000167,-0.27721697400461376
ACH-000168,0.05344881142168851
ACH-000169,-0.30883082896628583
