,OSBPL7 (114881)
ACH-000004,-0.25857759749865605
ACH-000005,-0.11283335989132655
ACH-000007,-0.18095311224856797
ACH-000009,-0.4178685455192711
ACH-000011,-0.28902079208581466
ACH-000012,-0.2872980131844331
ACH-000013,-0.29111171440445904
ACH-000014,-0.11097910106172547
ACH-000015,-0.2487393762424328
ACH-000017,-0.21656653805749967
ACH-000018,-0.1607000284329469
ACH-000019,-0.27098547075489643
ACH-000021,-0.3477317792970278
ACH-000022,-0.3069409327854185
ACH-000025,-0.240444141715438
ACH-000028,-0.31889158242573923
ACH-000030,-0.2543212135838164
ACH-000035,-0.3043145720581921
ACH-000036,-0.19740472631621608
ACH-000037,-0.16309306195103818
ACH-000039,-0.06669761560533588
ACH-000040,-0.2713630217973711
ACH-000041,-0.18057610047668565
ACH-000042,-0.3257760232749915
ACH-000045,-0.25922842902927323
ACH-000047,-0.20952886137273036
ACH-000052,-0.2256689276045491
ACH-000053,-0.13988922163629772
ACH-000054,-0.3206986600264276
ACH-000055,-0.06302109700903925
ACH-000060,-0.2636368462738401
ACH-000067,-0.3034858525238921
ACH-000070,-0.3005648194504712
ACH-000075,-0.2421668940561019
ACH-000078,-0.3265148398769395
ACH-000082,-0.24089325137966494
ACH-000085,-0.14840652814318694
ACH-000086,-0.2115715526759568
ACH-000087,-0.024668157026609742
ACH-000092,-0.4813350744907224
ACH-000095,-0.19864373846977024
ACH-000097,-0.22833499983096284
ACH-000098,-0.28558268306104656
ACH-000099,-0.1827121836990417
ACH-000108,-0.26193179725270105
ACH-000113,-0.22024122232322296
ACH-000116,-0.22021242365935792
ACH-000118,-0.191276924566291
ACH-000120,-0.3737261054289023
ACH-000123,-0.13394933632251527
ACH-000127,-0.15348929661415425
ACH-000128,-0.17977129784080395
ACH-000132,-0.2774481754380431
ACH-000133,-0.2659560267438843
ACH-000137,-0.21231315396913306
ACH-000138,-0.2889498677880073
ACH-000142,-0.16179900062059266
ACH-000143,-0.31142720986664085
ACH-000146,-0.18371415369601427
ACH-000148,-0.26791092438556197
ACH-000150,-0.2406901459092749
ACH-000152,-0.3642072656075139
ACH-000153,-0.08627227604008535
ACH-000159,-0.2139119254665805
ACH-000160,-0.20588753199784754
ACH-000163,-0.33007844639590245
ACH-000167,-0.3072379500278365
ACH-000168,-0.2524922791831337
ACH-000169,-0.33647101659186524
ACH-000178,-0.14734859497366165
ACH-000183,-0.15912264824986178
ACH-000188,-0.28108533373247285
ACH-000189,-0.2154729878200093
ACH-000190,-0.08018389311698307
ACH-000198,-0.2927942115363567
ACH-000203,0.2054414172166925
ACH-000204,-0.42671900212508396
ACH-000206,-0.028074571612322602
ACH-000207,-0.22666413852338216
ACH-000208,-0.21587469038785628
ACH-000210,-0.2662109239129934
ACH-000211,-0.3253656976847521
ACH-000215,-0.1994869229168877
ACH-000221,-0.2880069807767757
ACH-000222,-0.23698755026028406
ACH-000223,-0.18480709779729693
ACH-000226,-0.12571242396386545
ACH-000227,-0.30982533251390354
ACH-000228,-0.2608903096186306
ACH-000231,-0.2988270587323569
ACH-000232,-0.148945623017834
ACH-000233,-0.22940697488044054
ACH-000234,-0.36142437162357793
ACH-000235,-0.2654264426239425
ACH-000237,-0.15498727864646564
ACH-000238,-0.3724373509632296
ACH-000242,-0.3650727247805177
ACH-000243,-0.3334633815995089
ACH-000244,-0.3773131407375258
ACH-000246,-0.24763237327666904
ACH-000248,-0.2668132179083142
ACH-000250,-0.2352578207023943
ACH-000251,-0.2986605121251421
ACH-000252,-0.15667822656901975
ACH-000253,-0.22482677215400926
ACH-000255,-0.2441932249642466
ACH-000256,-0.2473918222777456
ACH-000257,-0.14213282497205126
ACH-000258,-0.13770424042723092
ACH-000259,-0.31777507511076225
ACH-000260,-0.2444670583850016
ACH-000261,-0.2752412820039705
ACH-000262,-0.21742403466699967
ACH-000263,-0.5155605211505482
ACH-000264,-0.23221727162670905
ACH-000265,-0.3040378425979275
ACH-000266,-0.2405839692820572
ACH-000272,-0.18282912945671664
ACH-000274,-0.3919810424818053
ACH-000277,-0.2293874917956514
ACH-000278,-0.14622149916404914
ACH-000279,-0.18461912942459136
ACH-000280,-0.3416830330726048
ACH-000281,-0.10726345134785024
ACH-000288,-0.3330639397657454
ACH-000291,-0.2860631905146042
ACH-000293,-0.32030650249690285
ACH-000294,-0.1625954412214971
ACH-000295,-0.3321835593354064
ACH-000296,-0.2977538705550617
ACH-000302,-0.23015964002491526
ACH-000304,-0.1742459655032353
ACH-000307,-0.17483209918473366
ACH-000308,-0.23703714105197554
ACH-000310,-0.21022082915125814
ACH-000311,-0.21600062229737413
ACH-000312,-0.37353612504161066
ACH-000315,-0.333493610571982
ACH-000316,-0.2264862402396195
ACH-000317,-0.1277036706189243
ACH-000318,-0.2835980996132532
ACH-000319,-0.36679765555833455
ACH-000320,-0.28007866753765065
ACH-000322,-0.15981001117064522
ACH-000323,-0.2593819330189398
ACH-000324,-0.2256375988572025
ACH-000329,-0.2364298153419595
ACH-000330,-0.2269862282726189
ACH-000331,-0.21436954651560072
ACH-000332,-0.4003751261844128
ACH-000334,0.019957668480973047
ACH-000335,-0.17770538133832073
