,FAM83F (113828)
ACH-000004,0.055590604732313934
ACH-000005,0.3037486017697856
ACH-000007,-0.016519978310898006
ACH-000009,0.20431017176971944
ACH-000011,0.02082785432377952
ACH-000012,0.1500942868959069
ACH-000013,0.09890868791045763
ACH-000014,-0.005100649438582663
ACH-000015,0.08652680227705177
ACH-000017,0.032626996753450085
ACH-000018,0.4215106186226021
ACH-000019,0.19831060866762806
ACH-000021,0.11957620858573872
ACH-000022,0.08391617070580283
ACH-000025,0.30905880100830424
ACH-000028,0.16396009222161914
ACH-000030,0.05407005666089226
ACH-000035,0.2505988892174622
ACH-000036,0.12427284237992682
ACH-000037,0.24093470569643305
ACH-000039,0.19916963142993965
ACH-000040,0.2337941065794098
ACH-000041,0.02204011925503762
ACH-000042,0.08091396005514011
ACH-000045,0.14479590535047962
ACH-000047,0.2421143172507388
ACH-000052,-0.003424077116821711
ACH-000053,0.20613822060367484
ACH-000054,0.24327827943847705
ACH-000055,0.1185673805160026
ACH-000060,0.11886975671047573
ACH-000067,0.26135426139868945
ACH-000070,-0.040970423022015104
ACH-000075,0.07361930736974476
ACH-000078,0.29473697204852833
ACH-000082,0.19359650134135645
ACH-000085,0.32168364752477474
ACH-000086,0.3084684942151453
ACH-000087,0.16424586616883818
ACH-000092,0.06778050552294071
ACH-000095,0.1925098361065084
ACH-000097,0.13603187748784654
ACH-000098,0.04158443141862722
ACH-000099,0.19228219783721304
ACH-000108,0.08321913091920895
ACH-000113,0.2256591982752582
ACH-000116,0.06101448943812909
ACH-000118,0.1117013052663538
ACH-000120,0.13402420976219667
ACH-000123,0.2326720820549324
ACH-000127,0.1261156440936774
ACH-000128,0.05466183712611517
ACH-000132,0.14964601387638554
ACH-000133,0.04450612359827303
ACH-000137,0.2666407832426824
ACH-000138,0.2821620594347446
ACH-000142,0.202710933067688
ACH-000143,-0.044360335491107086
ACH-000146,0.19978059934897496
ACH-000148,0.19664108990312004
ACH-000150,0.25638844091275553
ACH-000152,0.2373659066444341
ACH-000153,0.4271781057623645
ACH-000159,0.11529845463392015
ACH-000160,0.10002228917829303
ACH-000163,0.2574880222076548
ACH-000167,0.11886990764510325
ACH-000168,0.24950689325450726
ACH-000169,0.052716203551943314
ACH-000178,0.11573314892278397
ACH-000183,0.13995626510328432
ACH-000188,0.2395281339308798
ACH-000189,0.2243136607226185
ACH-000190,0.18119198484753346
ACH-000198,0.13091564732979
ACH-000203,0.4694029437585135
ACH-000204,-0.08453387487280965
ACH-000206,0.161811321302294
ACH-000207,0.28616088049356103
ACH-000208,0.30132133995183463
ACH-000210,0.4004958261306391
ACH-000211,0.15551887093402536
ACH-000215,0.10741582962072548
ACH-000221,-0.14261706899375107
ACH-000222,0.05117369875680066
ACH-000223,0.07489243724085579
ACH-000226,0.1555367735706055
ACH-000227,0.13953359763291534
ACH-000228,0.09964787892629526
ACH-000231,-0.02307456676216685
ACH-000232,0.09979451195539103
ACH-000233,0.2404824054452608
ACH-000234,0.0756750505220674
ACH-000235,0.17178484768068591
ACH-000237,0.0655042228349096
ACH-000238,0.1180644325421368
ACH-000242,0.08830183886910928
ACH-000243,0.06964958719694313
ACH-000244,0.2197728646861468
ACH-000246,0.1337615661763169
ACH-000248,0.1439270622969356
ACH-000250,0.2055807979939505
ACH-000251,0.272872978485916
ACH-000252,0.2320062189527821
ACH-000253,0.13999284218788235
ACH-000255,0.034987094358717274
ACH-000256,-0.009031572763782122
ACH-000257,0.2463241442075213
ACH-000258,-0.09983872363985112
ACH-000259,0.18704926569826397
ACH-000260,0.08357087302630888
ACH-000261,0.2171794293143208
ACH-000262,0.11599355411402976
ACH-000263,0.12167960961214533
ACH-000264,0.09898047865209607
ACH-000265,0.08704115368328384
ACH-000266,0.12936391684231507
ACH-000272,0.2599281551473642
ACH-000274,0.15047269212740208
ACH-000277,0.06339784986158575
ACH-000278,0.2390198427897492
ACH-000279,0.07914728853998132
ACH-000280,0.14945646762273224
ACH-000281,0.21720564472289286
ACH-000288,0.2658986320564238
ACH-000291,0.11259784593284508
ACH-000293,0.28243187357175426
ACH-000294,0.2432400992603765
ACH-000295,-0.07137934400387681
ACH-000296,0.19827008407875832
ACH-000302,0.2026081117577206
ACH-000304,0.3161326874999592
ACH-000307,0.19848786438161395
ACH-000308,0.10169590536487412
