,ZC2HC1A (51101)
ACH-000004,-0.0358467669877616
ACH-000005,0.1856429264432822
ACH-000007,-0.04221210356070995
ACH-000009,0.06447933814347905
ACH-000011,0.013819626255661408
ACH-000012,0.035470115943742685
ACH-000013,0.02475688202501385
ACH-000014,-0.0046660323671407
ACH-000015,0.03857968846963487
ACH-000017,-0.017216343955944104
ACH-000018,0.17565504373512725
ACH-000019,0.05736028400242019
ACH-000021,0.13993205898114436
ACH-000022,0.10426668394591046
ACH-000025,0.040040019355482175
ACH-000028,0.04485940240482225
ACH-000030,0.017514133239042506
ACH-000035,0.0491461723471046
ACH-000036,-0.060711589291814125
ACH-000037,0.18323222845659592
ACH-000039,0.08570942817331006
ACH-000040,0.1564916280701671
ACH-000041,-0.12890779846379674
ACH-000042,0.053996451092997146
ACH-000045,0.06383980037301695
ACH-000047,0.12383000381885223
ACH-000052,-0.2682821220913001
ACH-000053,0.0063315724401388504
ACH-000054,0.1098681344620492
ACH-000055,-0.10324843998759654
ACH-000060,0.10721839310816712
ACH-000067,0.07427670662247984
ACH-000070,0.025554145947658216
ACH-000075,0.09833129232500744
ACH-000078,-0.09248795648764443
ACH-000082,0.06069071967769466
ACH-000085,0.033580793999172014
ACH-000086,0.017777919217806987
ACH-000087,0.2274732177011599
ACH-000092,-0.1665708931738884
ACH-000095,0.16258610553015054
ACH-000097,0.003976573012352439
ACH-000098,-0.0622166253257353
ACH-000099,-0.0718657553446719
ACH-000108,0.03637997804698236
ACH-000113,0.07639137391779613
ACH-000116,0.06812454251681778
ACH-000118,0.06665712392641343
ACH-000120,0.10762818076223364
ACH-000123,0.026898759547056027
ACH-000127,0.07600364185320174
ACH-000128,-0.052508452304890964
ACH-000132,0.1577439413432873
ACH-000133,0.0042057801147967495
ACH-000137,0.10733136364949332
ACH-000138,0.14624477147139064
ACH-000142,0.08964364228695235
ACH-000143,0.23880340219279894
ACH-000146,0.06399121424358492
ACH-000148,-0.005467084067949545
ACH-000150,0.07422822725154526
ACH-000152,0.15611136955117064
ACH-000153,0.17935615329685492
ACH-000159,-0.008577553260594799
ACH-000160,0.009073852628584985
ACH-000163,0.11902011043788414
ACH-000167,-0.2274886655414241
ACH-000168,0.045394705161711665
ACH-000169,0.1055457721050094
ACH-000178,0.08319090717345352
ACH-000183,-0.12993570632543322
ACH-000188,0.035434636487561615
ACH-000189,-0.09097040734447462
ACH-000190,0.21923793562098426
ACH-000198,0.050760958558494856
ACH-000203,0.7133653197235342
ACH-000204,-0.06672151391527285
ACH-000206,-0.03217020063292924
ACH-000207,0.14461765065371732
ACH-000208,-0.07987648957275156
ACH-000210,-0.23929452860785236
ACH-000211,0.11198550641485353
ACH-000215,0.021203512269790857
ACH-000221,0.10054782784992973
ACH-000222,0.1933776019869609
ACH-000223,0.003910300935834898
ACH-000226,0.20719218909846526
ACH-000227,-0.023981081293729074
ACH-000228,0.035556511211275885
ACH-000231,0.06134993077933482
ACH-000232,0.05810447286784251
ACH-000233,0.1316387506640843
