,ZBTB8OS (339487)
ACH-000316,-0.4565651599215834
ACH-000317,-0.3411399047969702
ACH-000318,-0.2410609507112029
ACH-000319,-0.2857157796505828
ACH-000320,-0.3785959964078557
ACH-000322,-0.1984028489638935
ACH-000323,-0.2228630095914197
ACH-000324,-0.3203889059905842
ACH-000329,-0.3449911272505558
ACH-000330,-0.09636770237463474
ACH-000331,-0.4724269002312171
ACH-000332,-0.4053207444106045
ACH-000334,-0.39713340025404303
ACH-000335,-0.4215514198174887
ACH-000336,-0.23896924333478745
ACH-000337,-0.2602641740392047
ACH-000338,-0.7205366696075396
ACH-000339,-0.2751918572448958
ACH-000341,-0.12712275969906
ACH-000348,-0.463306420674969
ACH-000350,-0.36418013077821904
ACH-000352,-0.1653530255226332
ACH-000356,-0.4487210688824417
ACH-000361,-0.2992280723264537
ACH-000362,-0.3062764929746481
ACH-000363,-0.41536162234154
ACH-000364,-0.2651591495912387
ACH-000365,-0.25460547172711384
ACH-000366,-0.3739062984155836
ACH-000368,-0.43140620832101306
ACH-000374,-0.4054562634163264
ACH-000375,-0.20298320306406248
ACH-000376,-0.36397828987584974
ACH-000381,-0.0977643187277011
ACH-000383,-0.22078852065347596
ACH-000387,-0.4904067792211045
ACH-000389,-0.2664979299478785
ACH-000390,-0.41398965624841705
ACH-000393,-0.14847310927122567
ACH-000395,-0.3605872757080969
ACH-000396,-0.5002483094838306
ACH-000397,-0.24736051518936295
ACH-000401,-0.1359464012703734
ACH-000402,-0.43890322785114455
ACH-000403,-0.27130213998085045
ACH-000404,-0.16569049624132626
ACH-000406,-0.4082794328500591
ACH-000407,-0.3391647902179427
ACH-000408,-0.3504902121228603
ACH-000410,-0.2348158249246799
ACH-000411,-0.4830927455548309
ACH-000414,-0.12411873325195535
ACH-000415,-0.4051712842847901
ACH-000416,-0.11504767163972175
ACH-000420,-0.41852127973536457
ACH-000421,-0.14358377361985686
ACH-000424,-0.2927615127638686
ACH-000425,-0.2849827077203569
ACH-000426,-0.3135889333690308
ACH-000427,-0.3095947882198494
ACH-000433,-0.3595138097917113
ACH-000435,-0.3762688128153373
ACH-000436,-0.2879193212892909
ACH-000444,-0.3806252727489492
ACH-000445,-0.3594255440295321
ACH-000448,-0.19256091987732865
ACH-000450,-0.2628943297877562
ACH-000452,-0.2526936888550342
ACH-000454,-0.5262985459416695
ACH-000458,-0.04481122029063988
ACH-000459,-0.1583041391355536
ACH-000460,-0.0692486146264442
ACH-000461,-0.4097668186623214
ACH-000463,-0.10283426720764716
ACH-000464,-0.20129826297961728
ACH-000466,-0.21527318973265405
ACH-000467,-0.3304928268776126
ACH-000468,-0.22100742550901376
ACH-000469,-0.2547431329354393
ACH-000470,-0.11208200863207292
ACH-000471,-0.3850961117465437
ACH-000472,-0.29782308010793723
ACH-000473,-0.3859709812527151
ACH-000475,-0.3090433060737466
ACH-000476,-0.2551517030499777
ACH-000477,-0.3381345969590352
ACH-000479,-0.1104464928532688
ACH-000480,-0.1284602980766726
ACH-000481,-0.4588699655430287
ACH-000483,-0.24718551885774626
ACH-000484,0.05059771247595391
ACH-000485,-0.26304057646243395
ACH-000486,-0.2269743980199153
ACH-000487,-0.3079199776045897
ACH-000488,-0.2439971349352969
ACH-000490,-0.5827949197524055
ACH-000491,-0.11614428886777566
ACH-000495,-0.258494993286822
ACH-000496,-0.1967092135155073
ACH-000499,-0.26622603252596405
ACH-000500,-0.21164515874101514
ACH-000502,-0.26440899579289634
ACH-000503,-0.3029239640161481
ACH-000505,-0.14312612174018874
ACH-000507,-0.2326653032634675
ACH-000510,-0.3350917010098541
ACH-000511,-0.1833962903266752
ACH-000512,-0.3129813581893619
ACH-000516,-0.2303066669284129
ACH-000517,-0.4297091325627593
ACH-000518,-0.193051917695278
ACH-000520,-0.4662525043071687
ACH-000521,-0.2560604747187755
ACH-000522,-0.2841590795574393
ACH-000524,-0.09632938104321496
ACH-000527,-0.12258252534212608
ACH-000528,-0.276270872085355
ACH-000537,-0.3419490046454003
ACH-000541,-0.18993945663881334
ACH-000542,-0.3560570937819583
ACH-000544,-0.2803201009201823
ACH-000545,-0.4592811670783197
ACH-000547,-0.4599795889616105
ACH-000548,-0.4481438779407173
ACH-000549,-0.29065690453836784
ACH-000550,-0.3095597567043272
ACH-000552,-0.19967578836402494
ACH-000556,-0.2883235844786905
ACH-000557,-0.4655863095213319
ACH-000569,-0.32547625216058274
ACH-000570,-0.11887727943374575
ACH-000571,-0.2171917437429438
ACH-000573,-0.17634705703724002
ACH-000576,-0.2987961586803637
ACH-000579,-0.1992097106599919
ACH-000580,-0.2320666554625758
ACH-000584,-0.26486250362744274
ACH-000585,-0.4742446469095979
ACH-000588,-0.22017921296515525
ACH-000589,-0.2579800021156429
ACH-000591,-0.2737707580467761
ACH-000593,-0.3975796373883861
ACH-000600,-0.3450314528999183
ACH-000601,-0.2337445715761761
ACH-000605,-0.13564607803334994
ACH-000606,-0.4496879571788161
ACH-000608,-0.15216279847870895
ACH-000614,-0.36826980016684185
ACH-000616,-0.2643272020517814
ACH-000618,-0.12686909557232506
ACH-000619,-0.22305920561539386
ACH-000620,-0.14083302089630076
ACH-000621,-0.4041324444196896
ACH-000622,-0.1315810391782706
ACH-000623,-0.318364895410557
ACH-000624,-0.5128548767369272
ACH-000627,-0.4412582136750662
ACH-000630,-0.3854690742862693
ACH-000631,-0.17022601958264988
ACH-000632,-0.3801954790279099
ACH-000633,-0.04565390690653549
ACH-000637,-0.189931031151402
ACH-000638,-0.3002526107357489
ACH-000646,-0.04051901056849768
ACH-000647,-0.2640083333162808
ACH-000648,-0.28211475736733904
ACH-000649,-0.2576683941556478
ACH-000651,-0.2869129248476105
ACH-000652,-0.4220862339819798
ACH-000653,-0.1017030763231024
ACH-000657,-0.10710254783508928
ACH-000658,-0.09733633679571216
ACH-000661,-0.20552715886723888
ACH-000662,-0.04436367628551744
ACH-000663,-0.2587946337144175
ACH-000665,-0.268802290699803
ACH-000671,-0.1511894922648142
ACH-000672,-0.4157344671421612
ACH-000673,-0.2851546443460444
ACH-000676,-0.18192665179206846
ACH-000677,-0.11204305950729082
ACH-000681,-0.24679260976538206
ACH-000683,-0.3954144564593176
ACH-000684,-0.15469691699092014
ACH-000688,-0.3824691573258178
ACH-000693,-0.3623008782309313
ACH-000694,-0.20369748153261896
ACH-000695,-0.2853373804084675
ACH-000696,-0.4369354382812616
ACH-000697,-0.14684842881514093
ACH-000699,-0.4210988300292282
ACH-000701,-0.23616368159201614
ACH-000706,-0.2078734090024853
ACH-000711,-0.4777517318188139
ACH-000713,-0.21161343244437192
ACH-000714,-0.29398215077911405
ACH-000718,-0.19750294341996266
ACH-000720,-0.29485479423097005
ACH-000721,-0.1867669199409171
ACH-000724,-0.12582641572774045
ACH-000725,-0.341765886798068
ACH-000732,-0.34452504748154245
ACH-000734,-0.14871779804450935
ACH-000735,-0.31098322981619564
ACH-000736,-0.3088235829921165
ACH-000738,-0.3184099251608546
ACH-000746,0.0060050430466074105
ACH-000747,-0.2650599608791297
ACH-000748,-0.4613159169454711
ACH-000753,-0.19899774943382245
ACH-000756,-0.3795986297175176
ACH-000757,-0.2394161097846272
ACH-000758,-0.08146936180829888
ACH-000760,-0.3875456847767028
ACH-000762,-0.23785844956054716
ACH-000763,-0.10612838808985353
ACH-000764,-0.3118206879032816
ACH-000765,-0.33068430919424324
ACH-000766,-0.4226758160070375
ACH-000767,0.044661241496564766
ACH-000768,-0.20305454556584449
ACH-000769,-0.4038373769727988
ACH-000770,-0.31834494101049593
ACH-000771,-0.2584798083709108
ACH-000773,-0.1858428387547692
ACH-000776,-0.17983249491346134
ACH-000777,-0.22913462073348626
ACH-000778,-0.06612210659412365
ACH-000781,-0.2282125170798225
ACH-000782,-0.28645989489931245
ACH-000783,-0.2939590732864082
ACH-000784,-0.327965075922248
ACH-000785,-0.11259041357712997
ACH-000787,-0.32914230055152804
ACH-000788,-0.3731074157241276
ACH-000791,-0.28015999879157444
ACH-000792,-0.23069008059587606
ACH-000794,-0.2625856873091396
ACH-000796,-0.1794734072741117
ACH-000798,-0.3434836022119602
ACH-000799,-0.4430725477557384
ACH-000800,-0.1434407592709048
ACH-000802,-0.3091815664124517
ACH-000804,-0.29242155730323305
ACH-000805,-0.15658758026423975
ACH-000809,-0.2659285633550922
ACH-000810,-0.16229594422715327
ACH-000811,-0.22010923967233745
ACH-000817,-0.4297186758334207
ACH-000819,-0.2808475880996563
ACH-000820,-0.30253549278356834
ACH-000821,-0.00801549265890287
ACH-000822,-0.14723736475474106
ACH-000823,-0.2737277847247632
ACH-000824,-0.2973694061997728
ACH-000827,-0.245662995979398
ACH-000829,-0.2855617589304584
ACH-000831,-0.0774680628692079
ACH-000832,-0.3284945087257462
ACH-000833,-0.17959798443867553
ACH-000834,-0.5443526758858807
ACH-000835,-0.27967647443330834
ACH-000836,-0.4201753405130256
ACH-000837,-0.11860030949895048
ACH-000838,-0.4008815653494492
ACH-000839,-0.2327736709020617
ACH-000840,-0.4237197230058923
ACH-000841,-0.2658393052879596
ACH-000843,-0.10926804845472622
ACH-000846,-0.31491333062955457
ACH-000847,-0.2097051319623555
ACH-000848,-0.42321275807002745
ACH-000849,-0.3394228980455293
ACH-000851,-0.1824270061800276
ACH-000855,-0.09659894198146038
ACH-000856,-0.043423949224920974
ACH-000858,-0.19283954257401675
ACH-000859,-0.3584919282856016
ACH-000861,-0.3164414334265834
ACH-000862,-0.2821299937810336
ACH-000865,-0.4371292998805154
ACH-000866,-0.4095591129627056
ACH-000867,-0.2489663722902269
ACH-000869,-0.14124189982361166
ACH-000872,-0.2523298251453853
ACH-000873,-0.18857773296032254
ACH-000876,0.06614331753090251
ACH-000878,-0.2363176203772185
ACH-000880,-0.12727677541459664
ACH-000881,-0.2756430520553454
ACH-000882,-0.26864880472229896
ACH-000884,-0.3790824101954445
ACH-000885,-0.18741638140995898
ACH-000887,-0.25503369623250954
ACH-000889,-0.2842071605808619
ACH-000896,-0.3508924645842246
ACH-000898,-0.2799116529814158
ACH-000900,-0.15492779208016969
ACH-000901,-0.31800801064621353
ACH-000905,-0.3625561848398028
ACH-000906,-0.39896167941415545
ACH-000907,-0.42384542630662253
ACH-000910,-0.2714976297644155
ACH-000911,-0.21366982397342926
ACH-000912,-0.09161418296595444
ACH-000913,-0.4097813667347587
ACH-000915,-0.2350039767582149
ACH-000916,-0.00454984996582011
ACH-000917,-0.19747180651252785
ACH-000920,-0.5043471903170357
ACH-000921,-0.33332071597878565
ACH-000924,-0.24219005391988496
ACH-000926,-0.2257151490038457
ACH-000928,-0.3337936920810059
ACH-000929,-0.272791331866649
ACH-000932,-0.14934418185226978
ACH-000935,-0.14301085238260106
ACH-000936,-0.2480236611881852
ACH-000937,-0.3163138218286729
ACH-000938,-0.3035887013214795
ACH-000939,-0.1069790692743444
ACH-000941,-0.1336682708321465
ACH-000943,-0.17642826887445667
ACH-000946,-0.2828989367831293
ACH-000947,-0.09322061971873408
ACH-000948,-0.3584782763465096
ACH-000950,-0.4976640041297304
ACH-000953,-0.3722171578813306
ACH-000954,-0.30874017331028464
ACH-000957,-0.2686778582149812
ACH-000958,-0.2597690692544456
ACH-000960,-0.2526175412206763
ACH-000963,-0.2053003655336588
ACH-000968,-0.3901093332100118
ACH-000969,-0.3699485788498862
ACH-000972,-0.6524471508662497
ACH-000973,-0.4887717879470205
ACH-000974,-0.1436281719428404
ACH-000978,-0.08233836490151855
ACH-000984,-0.2376809291802388
ACH-000986,-0.23852133054751434
ACH-000988,-0.2259326995752388
ACH-000993,-0.18001334140691685
ACH-000994,-0.32040894865978464
ACH-000996,-0.4817748629986336
ACH-001001,-0.41960127287922816
ACH-001020,-0.35743322584603743
ACH-001028,-0.0950050643494788
ACH-001031,-0.16136843018955593
ACH-001038,-0.2223749706944293
ACH-001048,-0.2510158372358588
ACH-001050,-0.3362335785350543
ACH-001053,-0.5958364454683391
ACH-001054,-0.485834331037168
ACH-001061,-0.24605573863021446
ACH-001067,-0.3069653963296021
ACH-001075,-0.2283735118990616
ACH-001096,-0.2902593479558553
ACH-001111,-0.20486192832237693
ACH-001119,-0.30782332176490584
ACH-001128,-0.23538577291505866
ACH-001134,-0.47577868547030894
ACH-001151,-0.2605786961425499
ACH-001163,-0.3329153217650592
ACH-001164,0.035397138738854604
ACH-001183,-0.09198536796970716
ACH-001192,-0.35594600388732306
ACH-001193,-0.2975780568231054
ACH-001196,-0.4431460242080492
ACH-001197,-0.054078558088689235
ACH-001205,-0.30766693710996834
ACH-001211,0.014633668762820976
ACH-001212,-0.4499286400113007
ACH-001228,-0.3228702325928443
ACH-001232,-0.33236778087373203
ACH-001239,-0.3426364597639732
ACH-001270,-0.26910253714577315
ACH-001274,-0.36034611445871795
ACH-001275,0.020426772829968496
ACH-001277,-0.09382577458890512
ACH-001278,-0.09355448250041733
ACH-001280,-0.04927144709991786
ACH-001283,-0.3618494073436084
ACH-001289,-0.059375196570292416
ACH-001300,-0.3340123630560489
ACH-001301,-0.489737575864533
ACH-001302,-0.4015889838085779
ACH-001306,-0.2788041897355772
ACH-001318,-0.2906732104799373
ACH-001322,-0.3534563289026877
ACH-001328,-0.3863107732140117
ACH-001332,-0.1696927233971775
ACH-001336,-0.3807915050673815
ACH-001346,-0.1476317743895113
ACH-001353,-0.4620299712464558
ACH-001354,-0.14700355243588292
ACH-001367,-0.14737113349117606
ACH-001368,-0.0907084827316917
ACH-001374,-0.2954303073498797
ACH-001377,-0.14218587863586385
ACH-001380,-0.09257552370849577
ACH-001391,-0.18974967271350304
ACH-001408,-0.3141998457926938
ACH-001430,-0.127327969960282
ACH-001431,-0.3649759856904525
ACH-001450,-0.2673625042556562
ACH-001496,-0.1392266496907154
ACH-001500,-0.03931959834548373
ACH-001523,-0.2205064332853788
ACH-001532,-0.024448784225765463
ACH-001550,-0.13953372058039126
ACH-001552,-0.40640692123486416
ACH-001554,-0.2874691951451233
ACH-001654,-0.5393504962012334
ACH-001735,-0.2807551467401923
ACH-001736,-0.1338778536513781
ACH-001737,-0.7386636582213918
ACH-001740,-0.41062507593035796
ACH-001745,-0.24827571837354845
ACH-001765,-0.15291300638018793
