,PPL (5493)
ACH-000148,-0.17789860728765694
ACH-000150,-0.062048538667410565
ACH-000152,-0.1277196684483988
ACH-000153,-0.0792929024956773
ACH-000159,-0.06396721044550242
ACH-000160,-0.11030014486334393
ACH-000163,-0.15408905018872618
ACH-000167,0.22672530002386201
ACH-000168,-0.286044523286942
ACH-000169,-0.1166822186206324
ACH-000178,-0.041360104913550993
ACH-000183,-0.17194905726804066
ACH-000188,-0.11870337944841786
ACH-000189,-0.20044791936763687
ACH-000190,-0.16305355628909754
ACH-000198,-0.10060043406830096
ACH-000203,-0.10578008105577276
ACH-000204,-0.21216371174304627
ACH-000206,-0.031767855797867665
ACH-000207,-0.06438536105612036
ACH-000208,-0.3953512731800919
ACH-000210,-0.1269515876580209
ACH-000211,-0.02227361821616626
ACH-000215,-0.20213576484498003
ACH-000221,-0.21610750237947596
ACH-000222,-0.2218959141057024
ACH-000223,-0.028857789823462657
ACH-000226,-0.15515255065698672
ACH-000227,-0.01669284342760429
ACH-000228,0.060816730899525176
ACH-000231,-0.18579552278322306
ACH-000232,-0.09981424713514787
ACH-000233,-0.10437264547537024
ACH-000234,-0.11406782342911688
ACH-000235,-0.16764297342889026
ACH-000237,-0.1126864463464626
ACH-000238,-0.026389134451008614
ACH-000242,0.20531397656020384
ACH-000243,-0.33866919038449417
ACH-000244,-0.06685962059337505
ACH-000246,-0.2388984276741468
ACH-000248,-0.04164853180154715
ACH-000250,-0.07076265575316831
ACH-000251,-0.0068228392670247814
ACH-000252,-0.393723882967076
ACH-000253,-0.15497311000336134
ACH-000255,-0.17460758065358598
ACH-000256,-0.24011991062575144
ACH-000257,-0.3626890609142104
ACH-000258,-0.1970072376771724
ACH-000259,-0.10288517839052858
ACH-000260,-0.2188461575998628
ACH-000261,-0.16704819105316768
ACH-000262,-0.2524717553729645
ACH-000263,0.007031975861765764
ACH-000264,-0.10735945726511932
ACH-000265,-0.2857706899060122
ACH-000266,-0.09703409118123377
ACH-000272,-0.2145545097123152
ACH-000274,-0.12655179770300826
ACH-000277,0.02562882277074876
ACH-000278,0.007983714214562787
ACH-000279,-0.1061494990006119
ACH-000280,-0.2522707087326116
ACH-000281,-0.010733896074192013
ACH-000288,-0.09546982595894683
ACH-000291,-0.11584407189183407
ACH-000293,-0.11637088807272372
ACH-000294,-0.08817273296084116
ACH-000295,-0.3844268434083226
ACH-000296,-0.05265913140971906
ACH-000302,-0.14569289871970414
ACH-000304,-0.016231704345608267
ACH-000307,-0.050914626784486036
ACH-000308,-0.16566044656719991
ACH-000310,-0.1698608891925183
ACH-000311,0.0035400060971661367
ACH-000312,-0.04734656116992969
ACH-000315,-0.16144702406848746
ACH-000316,-0.42997428054979
ACH-000317,-0.21660771774720486
ACH-000318,-0.0882339336792366
ACH-000319,-0.17792064700863006
ACH-000320,-0.07405213557833516
ACH-000322,-0.1594691877701568
ACH-000323,-0.09552210692137196
ACH-000324,-0.09971240884827218
ACH-000329,-0.05318162730874236
ACH-000330,-0.2399560612640598
ACH-000331,-0.11028743144074378
ACH-000332,-0.19643117078392294
ACH-000334,-0.2605713589393148
ACH-000335,-0.0752360368200591
ACH-000336,0.029487144403049267
ACH-000337,-0.24527919059201475
ACH-000338,-0.6324557061940057
ACH-000339,-0.11754273433657393
ACH-000341,-0.03717846083646139
ACH-000348,-0.29453317341835283
ACH-000350,-0.06979606340955972
ACH-000352,-0.23916118281553686
ACH-000356,-0.16999220192863607
ACH-000361,-0.09931230448048464
ACH-000362,-0.280839077611966
ACH-000363,-0.1594514930589899
ACH-000364,-0.14312763973413495
ACH-000365,-0.13614326563858276
ACH-000366,-0.13729951482340924
ACH-000368,-0.17584563191459004
ACH-000374,0.002669394134173761
ACH-000375,-0.07033732801040643
ACH-000376,-0.140450722932926
ACH-000381,0.010564154858178652
ACH-000383,-0.009391351370009505
ACH-000387,-0.15818044055499064
ACH-000389,0.020792060571451616
ACH-000390,-0.09376911053341
ACH-000393,-0.3252418205639012
ACH-000395,0.04116423163212129
ACH-000396,0.1157669085677642
ACH-000397,-0.23727529303781375
ACH-000401,-0.13269026771014905
ACH-000402,-0.5870663905755006
ACH-000403,-0.13012957024595745
ACH-000404,0.11866731018314686
ACH-000406,-0.10080522776282608
ACH-000407,-0.1816474164388325
ACH-000408,-0.13190805278186998
ACH-000410,-0.12873047512919358
ACH-000411,-0.11485917536865935
ACH-000414,-0.07923228582061073
ACH-000415,-0.18999142528198187
ACH-000416,-0.11893386838187395
ACH-000420,-0.3835428478778909
ACH-000421,-0.13062718229109158
ACH-000424,-0.22914243823327385
ACH-000425,-0.15470602412887302
ACH-000426,-0.15539361161480325
ACH-000427,-0.06666535735129142
ACH-000433,-0.21513188869252506
ACH-000435,0.07585149386145391
ACH-000436,-0.14170852593534547
ACH-000444,-0.3559269556722408
ACH-000445,-0.08356024836086955
ACH-000448,-0.15865123251277874
ACH-000450,-0.1056822944260536
ACH-000452,-0.07617656578646814
ACH-000454,-0.11528570259407095
ACH-000458,-0.05530085565199327
ACH-000459,-0.07993616064426838
ACH-000460,-0.10279442874765367
ACH-000461,-0.014066248398126254
ACH-000463,-0.11683297448903132
ACH-000464,-0.23629660720880666
ACH-000466,-0.08036905453318588
ACH-000467,-0.13230931699848175
ACH-000468,-0.21597572208902632
ACH-000469,-0.13547083515287428
ACH-000470,0.03931146642686662
ACH-000471,-0.17456810305465684
ACH-000472,-0.12648385971407847
ACH-000473,-0.030209210165329025
ACH-000475,-0.2273613602736209
ACH-000476,-0.1857449994377761
ACH-000477,-0.07649946058651566
ACH-000479,0.048595773068626766
ACH-000480,-0.20572113544006487
ACH-000481,-0.13775214588186954
ACH-000483,-0.2319307564479252
ACH-000484,-0.15090267563997808
ACH-000485,-0.059991339058415374
ACH-000486,-0.05923907638799032
ACH-000487,-0.1922554574033832
ACH-000488,-0.14498027534828786
ACH-000490,-0.1126947845689223
ACH-000491,-0.2804821027395801
ACH-000495,-0.19731703160729486
ACH-000496,-0.2390461470957518
ACH-000499,-0.2353336744477409
ACH-000500,-0.2693091437954437
ACH-000502,-0.2128815105166964
ACH-000503,-0.19961025285313655
ACH-000505,-0.1283713109184796
ACH-000507,-0.2170269105516968
ACH-000510,-0.1602376920314722
ACH-000511,-0.0789860641420911
ACH-000512,-0.10470368289277944
ACH-000516,-0.061829160217655735
ACH-000517,-0.19613590865924801
ACH-000518,-0.31943215028974176
ACH-000520,-0.16387713913079516
ACH-000521,-0.14193259396929836
ACH-000522,-0.10665590668544682
ACH-000524,-0.20324893963455606
ACH-000527,-0.07944015005633337
ACH-000528,-0.059618281760889485
ACH-000537,-0.14660013367206526
ACH-000541,-0.2434670401206085
ACH-000542,-0.1215601198288682
ACH-000544,-0.02149487980562406
ACH-000545,0.021939479918880882
ACH-000547,-0.2551929055844826
ACH-000548,-0.14642598742367244
ACH-000549,-0.2406453012299337
ACH-000550,-0.08751258313043836
ACH-000552,-0.051102049501519864
ACH-000556,-0.12763800178550233
ACH-000557,-0.2446543036713161
ACH-000569,-0.15593377043450699
ACH-000570,-0.03995093115925913
ACH-000571,-0.115709559247311
ACH-000573,-0.1846151905535671
ACH-000576,-0.10128323062541822
ACH-000579,-0.25984894733432434
ACH-000580,-0.21942982181354875
ACH-000584,-0.18274448024389472
ACH-000585,-0.2283657942748274
ACH-000588,-0.16098259347960886
ACH-000589,-0.2770508278390009
ACH-000591,-0.03793586157378147
ACH-000593,-0.08135317906660215
ACH-000600,-0.032898498475981634
ACH-000601,-0.08299854553630036
ACH-000605,-0.09875131590178034
ACH-000606,0.015986327162973418
ACH-000608,-0.18215368330344853
ACH-000614,0.058997652910608336
ACH-000616,-0.20390545106940128
ACH-000618,-0.08323915682458131
ACH-000619,-0.0964855754066843
ACH-000620,-0.07631383252296994
ACH-000621,-0.1170790251350362
ACH-000622,-0.07876782469268268
ACH-000623,-0.16330728361378316
ACH-000624,-0.15597185633647162
ACH-000627,0.043216619269023114
ACH-000630,-0.02795602189317852
ACH-000631,-0.3668263333508175
ACH-000632,-0.250705417457337
ACH-000633,-0.0866265778298828
ACH-000637,-0.0999096844390828
ACH-000638,-0.14850969356491953
ACH-000646,-0.1820054729603858
ACH-000647,-0.056643409791472005
ACH-000648,-0.20025210760478315
ACH-000649,-0.21382099305346744
ACH-000651,-0.129590337635681
ACH-000652,-0.133817003988572
ACH-000653,-0.14655900235711264
ACH-000657,-0.1849850231495785
ACH-000658,-0.1632580370753594
ACH-000661,-0.1536377558628051
ACH-000662,0.016800350158544818
ACH-000663,-0.22736082067569305
ACH-000665,-0.052335254772074236
ACH-000671,-0.3888289974675643
ACH-000672,-0.004698188081321985
ACH-000673,-0.1295247174318197
ACH-000676,-0.1597159859459482
ACH-000677,-0.12510656591801772
ACH-000681,-0.3301383940978522
ACH-000683,-0.11158128389566982
ACH-000684,-0.07132043888493188
ACH-000688,-0.312175640531162
ACH-000693,-0.07774324938016892
ACH-000694,-0.05207156648327035
ACH-000695,-0.010292813976607851
ACH-000696,-0.1838579283364904
ACH-000697,0.09270237902122493
ACH-000699,-0.17185010280253546
ACH-000701,-0.23042049042016494
ACH-000706,-0.18922403862032086
ACH-000711,-0.11396240689534914
ACH-000713,-0.03877677575235936
ACH-000714,-0.0970437981307602
ACH-000718,-0.24663179892762746
ACH-000720,-0.0993448291837576
ACH-000721,-0.18854466161641
ACH-000724,-0.044995929348466863
ACH-000725,-0.2364330190661405
ACH-000732,-0.13500901872390786
ACH-000734,-0.1855942287736312
ACH-000735,-0.15862665016466934
ACH-000736,-0.14798408251367756
ACH-000738,-0.12088732136917625
ACH-000746,-0.21503219689569494
ACH-000747,-0.07043888474498286
ACH-000748,-0.2254475836524985
ACH-000753,-0.1148683546927234
ACH-000756,-0.3015243081985209
ACH-000757,-0.24132940436228334
ACH-000758,-0.1815190546057386
ACH-000760,-0.2431816374928152
ACH-000762,-0.057086342194640725
ACH-000763,-0.11311733307851912
ACH-000764,-0.17488947083246856
ACH-000765,-0.17402496709224213
ACH-000766,-0.20069514615425046
ACH-000767,-0.17919242037015035
ACH-000768,-0.10083830063554336
ACH-000769,-0.1986453310316594
ACH-000770,0.020333322887145164
ACH-000771,0.01518050073319692
ACH-000773,-0.029133712471184167
ACH-000776,-0.17279703467033655
ACH-000777,0.0872009758977526
ACH-000778,-0.21302064658228406
ACH-000781,-0.0412232468749147
ACH-000782,-0.18261978731633285
ACH-000783,-0.12363070146083692
ACH-000784,-0.12467300871148305
ACH-000785,-0.09752497849086518
ACH-000787,-0.12955727228397834
ACH-000788,-0.2471182936132668
ACH-000791,-0.07885718566126178
ACH-000792,0.025075443753499262
ACH-000794,-0.20133235407736133
ACH-000796,-0.18998062435905572
ACH-000798,-0.18843176722032925
ACH-000799,0.03496590742953008
ACH-000800,-0.3253086295675926
ACH-000802,-0.24621608847625515
ACH-000804,-0.2331088958194979
ACH-000805,-0.1882472059256959
ACH-000809,-0.12171059318269666
ACH-000810,-0.013462895830242787
ACH-000811,-0.08695993462125916
ACH-000817,-0.02449451789211641
ACH-000819,-0.2237018724480876
ACH-000820,0.10412307980398468
ACH-000821,-0.0596212676026305
ACH-000822,-0.08156792056133852
ACH-000823,-0.14161080401752082
ACH-000824,-0.2033526436748357
ACH-000827,-0.1131739200906466
ACH-000829,-0.15658769419089968
ACH-000831,-0.3283846410599668
ACH-000832,-0.11448125746806895
ACH-000833,-0.3242288777390677
ACH-000834,-0.2990534181130421
ACH-000835,-0.1484555372821412
ACH-000836,-0.10814443189831277
ACH-000837,-0.013313305832354596
ACH-000838,-0.11970538557508473
ACH-000839,-0.04389800093420329
ACH-000840,-0.1972658028612526
ACH-000841,-0.24938954976010375
ACH-000843,-0.1382772361395914
ACH-000846,0.006849789685603638
ACH-000847,0.03554995635124327
ACH-000848,-0.2605986635642767
ACH-000849,-0.1868556649603572
ACH-000851,-0.15778621048937413
ACH-000855,-0.30587318770996297
ACH-000856,-0.18203977207361385
ACH-000858,-0.052123872026892615
ACH-000859,0.16254832959002805
ACH-000861,-0.29482763613235674
ACH-000862,0.0010943754453352182
ACH-000865,-0.09535944498311036
ACH-000866,-0.08292190766424133
ACH-000867,-0.1253770269194356
ACH-000869,-0.17433191305013504
ACH-000872,-0.170901427385531
ACH-000873,-0.26238800102366405
ACH-000876,-0.1960549064656438
ACH-000878,-0.2535236619324134
ACH-000880,-0.1664023246805848
ACH-000881,-0.07422579883134738
ACH-000882,0.07471828136953443
ACH-000884,-0.08137676318168602
ACH-000885,-0.1154083579491068
ACH-000887,-0.14763147619912514
ACH-000889,-0.14604644661464894
ACH-000896,-0.12556965008065085
ACH-000898,-0.09049417109807044
ACH-000900,-0.17175992592284714
ACH-000901,-0.1574917719036613
ACH-000905,-0.13976459840684102
ACH-000906,-0.05654848086791123
ACH-000907,-0.17950669870084773
ACH-000910,-0.12704685089455595
ACH-000911,-0.13776509369817044
ACH-000912,-0.07076262612518071
ACH-000913,0.009986862513069178
ACH-000915,-0.05076668441005671
ACH-000916,0.008120968337012053
ACH-000917,-0.30919986007936245
ACH-000920,0.06202893063518425
ACH-000921,-0.2590109698589399
ACH-000924,-0.14812063962424482
ACH-000926,-0.07233702320581918
ACH-000928,-0.1351826991344962
ACH-000929,-0.32531529918945695
ACH-000932,-0.1060374722971672
ACH-000935,-0.26320689412944376
ACH-000936,-0.2326117296636856
ACH-000937,-0.08635203027197885
ACH-000938,-0.0737278726690665
ACH-000939,-0.13398804150829793
ACH-000941,-0.17541984994517598
ACH-000943,-0.05362805760531664
ACH-000946,0.040222606467902204
ACH-000947,-0.08412848811043609
ACH-000948,-0.1906828784646547
ACH-000950,-0.3738098016247668
ACH-000953,-0.07508077253277423
ACH-000954,-0.20973644447731687
ACH-000957,-0.03750552358996325
ACH-000958,-0.062282054187888035
ACH-000960,-0.23000630086273335
ACH-000963,-0.1058944474284123
ACH-000968,-0.09889984566914403
ACH-000969,-0.14239955959934789
ACH-000972,-0.20510358463090544
ACH-000973,-0.17063468075677693
ACH-000974,-0.035541282816520456
ACH-000978,-0.029543143830641508
ACH-000984,-0.15466200350696974
ACH-000986,-0.030214714520169564
ACH-000988,-0.25831634754465266
ACH-000993,-0.15291841877902787
ACH-000994,-0.22189990434639004
ACH-000996,-0.01532130755486111
ACH-001001,-0.23554905173570004
ACH-001020,-0.3846730403382112
ACH-001028,-0.12091367202700327
ACH-001031,-0.17369907525903774
ACH-001038,-0.13602086549284256
ACH-001048,-0.11331574669400316
ACH-001050,-0.22222898898533447
ACH-001053,-0.14229851022597648
ACH-001054,-0.13179792975966986
ACH-001061,-0.12272862131892152
ACH-001067,-0.1679017754077863
ACH-001075,-0.1610872232166472
ACH-001096,-0.04289829405278586
ACH-001111,-0.28433553608561857
ACH-001119,-0.3530763932088439
ACH-001128,-0.3850950113856249
ACH-001134,-0.21846841587745894
ACH-001151,-0.11786755523023115
ACH-001163,-0.10801357849933256
ACH-001164,-0.1699832710562781
ACH-001183,-0.0089026835298061
ACH-001192,-0.17374843882790425
ACH-001193,0.1212184209894434
ACH-001196,0.05145539311018518
ACH-001197,0.03561186723083298
ACH-001205,0.04977580074284277
ACH-001211,-0.2193989142550162
ACH-001212,-0.3458758504315889
ACH-001228,-0.027215497494532417
ACH-001232,-0.1439733459309892
ACH-001239,-0.09591109336136272
ACH-001270,-0.08723702337533316
ACH-001274,-0.12294269271181382
ACH-001275,-0.028221175959545163
ACH-001277,-0.3216857911449923
ACH-001278,-0.1069510521494092
ACH-001280,0.021457403635684474
ACH-001283,-0.161481266258497
ACH-001289,-0.15432321449580327
ACH-001300,-0.2301500383811618
ACH-001301,-0.2830713468616653
ACH-001302,-0.2256037413708599
ACH-001306,-0.27978243856264906
ACH-001318,-0.10536449193715132
ACH-001322,-0.0827317796721839
ACH-001328,-0.18358322341901845
ACH-001332,-0.12307492619689928
ACH-001336,-0.011060934008202121
ACH-001346,-0.1997758292916167
ACH-001353,-0.16622606269873558
ACH-001354,-0.3722483616517999
ACH-001367,-0.09206823007007717
ACH-001368,-0.2484381899270606
ACH-001374,-0.11409793468738198
ACH-001377,-0.2138296383532595
ACH-001380,-0.10990539038773453
ACH-001391,-0.04834462920878567
ACH-001408,-0.10312349488655399
ACH-001430,-0.2306873291575021
ACH-001431,-0.07749573481449094
ACH-001450,0.014504094000832588
ACH-001496,-0.2140052905272695
ACH-001500,-0.15525491457371787
ACH-001523,0.05124640590580937
ACH-001532,-0.16822647627838813
ACH-001550,-0.06400852021374852
ACH-001552,-0.2829982548516237
ACH-001554,-0.05260212127482105
ACH-001654,-0.2556165626289662
ACH-001735,-0.2674751347479564
ACH-001736,-0.16130453840202694
ACH-001737,-0.0190324020854551
ACH-001740,-0.18579858581824296
ACH-001745,-0.2878178812364813
ACH-001765,-0.2418738315278591
