,PKLR (5313)
ACH-000004,-0.011295190238504536
ACH-000005,0.4059045733866069
ACH-000007,-0.025095838194944573
ACH-000009,-0.13192436675197133
ACH-000011,-0.024388965441740063
ACH-000012,-0.08461307057838276
ACH-000013,-0.06166759373571985
ACH-000014,-0.14064711659503784
ACH-000015,-0.0430095099721016
ACH-000017,-0.07880983892355914
ACH-000018,-0.436490671675184
ACH-000019,-0.047029602948991236
ACH-000021,-0.20347721158149426
ACH-000022,-0.13296980030999025
ACH-000025,-0.09772713239054642
ACH-000028,-0.1476715605352402
ACH-000030,-0.030594935701680308
ACH-000035,0.04735912471888471
ACH-000036,-0.050095467715414815
ACH-000037,-0.18954011547740865
ACH-000039,-0.07934498308529221
ACH-000040,-0.037677065264488586
ACH-000041,-0.01474601994975225
ACH-000042,-0.014880041205925103
ACH-000045,-0.01920648457840825
ACH-000047,-0.1072423078872681
ACH-000052,-0.15843164941963178
ACH-000053,-0.10198300102420588
ACH-000054,-0.15318588361088412
ACH-000055,-0.20730310343587932
ACH-000060,0.0018330355912933801
ACH-000067,-0.1178714581117134
ACH-000070,-0.1436658766715371
ACH-000075,0.020780819132125917
ACH-000078,-0.09639942324856507
ACH-000082,-0.041815285400588584
ACH-000085,-0.020857538092765603
ACH-000086,-0.2916360518827203
ACH-000087,0.06305537342734828
ACH-000092,-0.027053197261399868
ACH-000095,-0.02363032477865128
ACH-000097,-0.11914399014122055
ACH-000098,-0.11488231190968395
ACH-000099,-0.07300616291663592
ACH-000108,-0.12449801629664985
ACH-000113,-0.003652318587090925
ACH-000116,-0.17446211179042986
ACH-000118,-0.0887689951696981
ACH-000120,-0.13772115175980204
ACH-000123,-0.18511553454041152
ACH-000127,-0.09655408565056026
ACH-000128,0.023703763977850373
ACH-000132,0.00841442485637081
ACH-000133,-0.13891046559138834
ACH-000137,-0.09941331659119207
ACH-000138,-0.085527432344924
ACH-000142,-0.16448734075965524
ACH-000143,-0.12500979779678284
ACH-000146,0.0004128057102292141
ACH-000148,-0.0975498679752031
ACH-000150,-0.10663708634891617
ACH-000152,-0.0964662347116043
ACH-000153,-0.4176448871578616
ACH-000159,-0.24494331531442104
ACH-000160,-0.03929710960121861
ACH-000163,-0.16404701296608362
ACH-000167,-0.04312419629112749
ACH-000168,-0.041383049118451386
ACH-000169,-0.11098662635009393
ACH-000178,-0.14544548553635125
ACH-000183,-0.07120501712571893
ACH-000188,-0.04625997728743054
ACH-000189,-0.3452593473562577
ACH-000190,-0.016787943805736116
ACH-000198,-0.05231380215720194
ACH-000203,-0.3327784034560679
ACH-000204,-0.3453866451864984
ACH-000206,-0.09763999207336722
ACH-000207,0.03701274233270139
ACH-000208,0.1832562774719572
ACH-000210,0.0490588315892414
ACH-000211,-0.12024152677186248
ACH-000215,-0.06926155572770283
ACH-000221,-0.03203984766585999
ACH-000222,-0.1083470652204645
ACH-000223,0.009227011611413996
ACH-000226,-0.03123089077521185
ACH-000227,-0.19347710846512808
ACH-000228,-0.09174916952519607
ACH-000231,-0.002567276424782505
ACH-000232,-0.0278774699192976
ACH-000233,-0.1227586505916209
ACH-000234,-0.08124100927500014
ACH-000235,-0.08897276233104352
ACH-000237,-0.3286936786254406
ACH-000238,-0.030728861670750805
ACH-000242,0.18494082810779988
ACH-000243,-0.10730170171966444
ACH-000244,-0.022197290504807038
ACH-000246,-0.05744461546701483
ACH-000248,0.024265601729494886
ACH-000250,-0.08768119847527678
ACH-000251,-0.2828442881772296
ACH-000252,-0.022266811503995933
ACH-000253,-0.057414082576103476
ACH-000255,-0.014951239160827572
ACH-000256,-0.01836137489998263
ACH-000257,-0.03829967052368353
ACH-000258,-0.059523139692114875
ACH-000259,-0.04945627630906491
ACH-000260,-0.111569208254333
ACH-000261,-0.08575761340089462
ACH-000262,-0.1448371813792046
ACH-000263,0.10476906163002167
ACH-000264,-0.2706444304286369
ACH-000265,-0.03376565977351968
ACH-000266,-0.07416653545038228
ACH-000272,-0.17654599697943765
ACH-000274,-0.02166594163418989
ACH-000277,-0.045629999245649484
ACH-000278,-0.2470796663409164
ACH-000279,-0.03968028840872941
ACH-000280,-0.1059285253502931
ACH-000281,-0.034738628251106546
ACH-000288,-0.17486101487758826
ACH-000291,-0.14542917280039938
ACH-000293,-0.2145397037169488
ACH-000294,-0.015709251815632815
ACH-000295,-0.2401307201116221
ACH-000296,-0.18031736031509074
ACH-000302,-0.13043139038363394
ACH-000304,-0.10980917144500853
ACH-000307,-0.049105832235450814
ACH-000308,-0.13757601061012992
ACH-000310,-0.020858761612028057
ACH-000311,-0.15715408397886532
ACH-000312,-0.16133234931792498
ACH-000315,-0.25828066775807085
ACH-000316,-0.08337707050154357
ACH-000317,-0.0645464675288591
ACH-000318,-0.07075604214801433
ACH-000319,-0.24581064406851205
ACH-000320,-0.06578027543728314
ACH-000322,-0.20665954444120735
ACH-000323,0.11316457664863402
ACH-000324,-0.0685145828583067
ACH-000329,-0.16775462183043915
ACH-000330,-0.2011928156479298
ACH-000331,0.02986463934315804
ACH-000332,-0.11034702854072828
ACH-000334,-0.030535691177818437
ACH-000335,-0.10413967576514294
ACH-000336,-0.2365282633058855
ACH-000337,-0.07502432936327506
ACH-000338,-0.11601226619782486
ACH-000339,0.03028388022291825
ACH-000341,-0.20006133672523044
ACH-000348,-0.14291574907707774
ACH-000350,-0.1114140528371015
ACH-000352,-0.11804399398919267
ACH-000356,0.04705485377832519
ACH-000361,0.008911363539790029
ACH-000362,-0.049603658647595535
ACH-000363,-0.06019439517720222
ACH-000364,-0.037271473206838816
ACH-000365,-0.08289429270915062
ACH-000366,-0.06156399305966525
ACH-000368,-0.15520582206009415
ACH-000374,0.06151536303409427
ACH-000375,-0.22240100847737146
ACH-000376,-0.08844149840014802
ACH-000381,0.07788108973099561
ACH-000383,-0.11454156186579632
ACH-000387,-0.15495566243845502
ACH-000389,-0.2384604329668327
ACH-000390,-0.19523548873610866
ACH-000393,-0.04625714850316303
ACH-000395,0.029452775598870124
ACH-000396,-0.004754760348357024
ACH-000397,-0.17507386678125156
ACH-000401,-0.03347088676011003
ACH-000402,-0.22381044580181544
ACH-000403,-0.03018809217067289
ACH-000404,-0.3728328711868704
ACH-000406,-0.18118715875132194
ACH-000407,0.027545395181582867
ACH-000408,-0.1738642633844222
ACH-000410,-0.2730381181120736
ACH-000411,-0.08415399960675261
ACH-000414,-0.04015675245860355
ACH-000415,-0.004150430574581196
ACH-000416,-0.19993207378627376
ACH-000420,-0.0385597066759612
ACH-000421,-0.10665236579694157
ACH-000424,0.07793290151317935
ACH-000425,-0.13128163509755195
ACH-000426,-0.224417228228591
ACH-000427,-0.03147846276645632
ACH-000433,-0.1308871904326136
ACH-000435,-0.2849706404072264
ACH-000436,-0.14159523778554473
ACH-000444,-0.10486499070219303
ACH-000445,-0.08527797558378891
ACH-000448,-0.14359913224153953
ACH-000450,0.05051432302069065
ACH-000452,-0.10282948832952916
ACH-000454,-0.16465573173203996
ACH-000458,-0.16040791665461782
ACH-000459,0.1372427272683138
ACH-000460,-0.02166662605837144
ACH-000461,-0.009287524611613316
ACH-000463,-0.20869849053885184
ACH-000464,-0.14005051708746585
ACH-000466,-0.19802373466845827
ACH-000467,-0.16158037311243995
ACH-000468,-0.20736563138887396
ACH-000469,-0.09715170672644667
ACH-000470,0.023631488676597232
ACH-000471,-0.16021349220151046
ACH-000472,-0.019243609073990732
ACH-000473,-0.004086618183901721
ACH-000475,-0.1810604278957045
ACH-000476,-0.1517029895346467
ACH-000477,0.008156411138492331
ACH-000479,0.06236954179132595
ACH-000480,-0.053394226667722366
ACH-000481,-0.07732342771078132
ACH-000483,-0.11305476116367055
ACH-000484,-0.058324063803296175
ACH-000485,-0.13942028239179682
ACH-000486,-0.22126666912189127
ACH-000487,-0.12562501826829062
ACH-000488,-0.14394535810715944
ACH-000490,-0.11810471846778513
ACH-000491,0.004984792933698306
ACH-000495,-0.15027372999373492
ACH-000496,0.017697382517039027
ACH-000499,-0.07674925874413048
ACH-000500,-0.5076153428533859
ACH-000502,-0.06470610223926536
ACH-000503,0.21919318225643844
ACH-000505,-0.14717733681023615
ACH-000507,-0.15506481577622866
ACH-000510,-0.2109893457831842
ACH-000511,-0.13722415572231975
ACH-000512,-0.04962467939536478
ACH-000516,-0.06072923530267525
ACH-000517,-0.14808992148538944
ACH-000518,-0.1352633842832594
ACH-000520,-0.11466606798581648
ACH-000521,-0.2057628262823522
ACH-000522,-0.06577861036976715
ACH-000524,-0.06451183596922284
ACH-000527,-0.13624496563090044
ACH-000528,-0.14854287432205596
ACH-000537,-0.19749753163849865
ACH-000541,0.04220552556207829
ACH-000542,-0.04172781174927095
ACH-000544,-0.058144665760811565
ACH-000545,-0.10555408438674277
ACH-000547,-0.07770096325553462
ACH-000548,-0.25632907991194
ACH-000549,-0.0472871714450848
ACH-000550,0.02468653867718097
ACH-000552,-0.04301305949951454
ACH-000556,-0.17942498452186784
ACH-000557,-0.12798723872611142
ACH-000569,0.013584300269239707
ACH-000570,-0.15008490436589386
ACH-000571,-0.2048492809011968
ACH-000573,-0.03462187408944325
