,NCLN (56926)
ACH-000204,-0.2867994644230045
ACH-000206,-0.7942265792637465
ACH-000207,-0.29983143336435875
ACH-000208,0.02532259444762823
ACH-000210,-0.1557196863686908
ACH-000211,-0.1516207602744409
ACH-000215,-0.2167664769196401
ACH-000221,-0.2651289366448587
ACH-000222,-0.1232177654626834
ACH-000223,-0.16437842975191494
ACH-000226,-0.15312018779694225
ACH-000227,-0.2512982267344789
ACH-000228,-0.03404615376731026
ACH-000231,-0.15533861581996575
ACH-000232,-0.07573992475316214
ACH-000233,-0.19954150442306698
ACH-000234,-0.34751161792126256
ACH-000235,-0.378607645549753
ACH-000237,-0.3908924163655844
ACH-000238,-0.15756051333867369
ACH-000242,-0.04228400419069095
ACH-000243,0.1460757003949295
ACH-000244,-0.25362010590593864
ACH-000246,-0.2300994579066153
ACH-000248,-0.34430562761237604
ACH-000250,-0.4816557417111623
ACH-000251,-0.3565482738425169
ACH-000252,-0.3676967347919548
ACH-000253,-0.20775971931616893
ACH-000255,-0.10954243888761782
ACH-000256,-0.1708316225851863
ACH-000257,-0.16891048399205275
ACH-000258,-0.5354965725011592
ACH-000259,-0.16235354489050485
ACH-000260,-0.21016374553133035
ACH-000261,-0.3853050820339088
ACH-000262,-0.5637266487162778
ACH-000263,-0.7010857499180531
ACH-000264,-0.2909358394603998
ACH-000265,-0.2669222334669314
ACH-000266,-0.35514674368210164
ACH-000272,-0.3394977962840565
ACH-000274,-0.21678619668728688
ACH-000277,-0.12215846871799026
ACH-000278,-0.3798122030912423
ACH-000279,-0.3947005780221765
ACH-000280,-0.19521912769001265
ACH-000281,-0.2230763145437041
ACH-000288,-0.25243120399399305
ACH-000291,-0.1612109145593193
ACH-000293,-0.28531682614782444
ACH-000294,-0.4931770044958601
ACH-000295,-0.009972702677925023
ACH-000296,-0.22973610408393866
ACH-000302,-0.16609417672790547
ACH-000304,-0.05443404652684769
ACH-000307,-0.2390870248465077
ACH-000308,-0.16956587239189044
ACH-000310,-0.13955488083604495
ACH-000311,-0.2621922691524317
ACH-000312,-0.3420303452816764
ACH-000315,-0.15556331794575642
ACH-000316,-0.30376667995539514
ACH-000317,-0.22068660324144027
ACH-000318,-0.12346974260081076
ACH-000319,-0.1566785155030513
ACH-000320,0.015559976884388656
ACH-000322,-0.05458716026102802
ACH-000323,-0.17490554854038795
ACH-000324,-0.2625039449474916
ACH-000329,-0.11142444431326937
ACH-000330,-0.1519954885085991
ACH-000331,-0.17401586777949846
ACH-000332,-0.2232945712754484
ACH-000334,-0.2992103411996194
ACH-000335,-0.2087968374906225
ACH-000336,-0.14507669050866326
ACH-000337,-0.19008748690129648
ACH-000338,-0.14930804579395546
ACH-000339,-0.22423293699929006
ACH-000341,-0.19091797729439614
ACH-000348,-0.14154299514214833
ACH-000350,-0.07034922165190913
ACH-000352,-0.2322722662097304
ACH-000356,-0.2196104630292411
ACH-000361,-0.31669958201821463
ACH-000362,-0.4138216150313046
ACH-000363,-0.2619480157637165
ACH-000364,-0.3189917623116573
ACH-000365,-0.3791734145220908
ACH-000366,-0.17005063270930193
ACH-000368,-0.2288241914924033
ACH-000374,-0.10952852584802462
ACH-000375,-0.341438713651059
ACH-000376,-0.0719648880779824
ACH-000381,-0.025026979850787005
ACH-000383,-0.2713854121798989
ACH-000387,-0.2847531095115469
ACH-000389,-0.34291330426862177
ACH-000390,-0.2586041835626851
ACH-000393,-0.3870225753613958
ACH-000395,-0.1665568226938218
ACH-000396,-0.1844792367795696
ACH-000397,-0.21563660967454631
ACH-000401,-0.4017347464361395
ACH-000402,-0.7401735974520668
ACH-000403,-0.31799118156387995
ACH-000404,-0.3681309231435971
ACH-000406,-0.5031571778208478
ACH-000407,-0.22126173007282124
ACH-000408,-0.08058023369910639
ACH-000410,-0.12167383904978285
ACH-000411,-0.2391136766518592
ACH-000414,-0.14417453689253906
ACH-000415,-0.08882382755448961
ACH-000416,-0.1362152303422242
ACH-000420,-0.3199585868886401
ACH-000421,-0.2375087553955242
ACH-000424,-0.5742845752290384
ACH-000425,-0.2394150656323349
ACH-000426,-0.2115605551081428
ACH-000427,-0.07585260477807622
ACH-000433,-0.2872339156761824
ACH-000435,-0.3508558090011453
ACH-000436,-0.3036643256988321
ACH-000444,-0.19586206607269652
ACH-000445,-0.4255834879386716
ACH-000448,-0.18292110134592368
ACH-000450,-0.19851865462694102
ACH-000452,-0.3173848263490661
ACH-000454,-0.2687987828986445
ACH-000458,-0.34001497742862696
ACH-000459,-0.22324582006861332
ACH-000460,-0.22897354971454026
ACH-000461,-0.18222422224117213
ACH-000463,-0.19092477889458076
ACH-000464,-0.1669208875700404
ACH-000466,-0.1934216346818177
ACH-000467,-0.09933636352031698
ACH-000468,-0.2642401113505859
ACH-000469,-0.06848644333028511
ACH-000470,0.026695886232920244
ACH-000471,-0.18922457285852584
ACH-000472,-0.23341314896428556
ACH-000473,-0.01662880122784069
ACH-000475,-0.13823760650740755
ACH-000476,-0.22763985355126504
ACH-000477,-0.11307962167086727
ACH-000479,-0.07952091833066012
ACH-000480,-0.2743814375865801
ACH-000481,-0.09562056898523376
ACH-000483,-0.2260290120109312
ACH-000484,-0.43957097086762303
ACH-000485,-0.3999155920082086
ACH-000486,-0.1619438222393236
ACH-000487,-0.2631220668180068
ACH-000488,-0.07119720583582789
ACH-000490,-0.1391520518332922
ACH-000491,-0.3474440172369546
ACH-000495,-0.19307007663661868
ACH-000496,-0.36011991857621833
ACH-000499,-0.3210953740332942
ACH-000500,-0.31635281571210905
ACH-000502,-0.2658990272439267
ACH-000503,-0.28214784976887763
ACH-000505,-0.29299754023355673
ACH-000507,-0.377246222506236
ACH-000510,-0.2637086830823777
ACH-000511,-0.1936682407022941
ACH-000512,-0.20742358365703895
ACH-000516,-0.32370067315280643
ACH-000517,-0.16442327846979166
ACH-000518,-0.2606511921753811
ACH-000520,-0.14651867929536344
ACH-000521,-0.2502244235803541
ACH-000522,-0.04407463376913594
ACH-000524,-0.2878154369035772
ACH-000527,-0.2122129319618512
ACH-000528,-0.3163550275640734
ACH-000537,-0.1292163004237671
ACH-000541,-0.27505765389156434
ACH-000542,-0.2667160451313648
ACH-000544,-0.05416603683966092
ACH-000545,-0.16592580122299747
ACH-000547,-0.010892970444289576
ACH-000548,-0.2764728375125963
ACH-000549,-0.15810283326976532
ACH-000550,-0.2856580279484417
ACH-000552,-0.1380528401570814
ACH-000556,-0.27281596014450904
ACH-000557,-0.23969910919724666
ACH-000569,-0.2409281616815991
ACH-000570,-0.16308529504587846
ACH-000571,-0.3992511694320943
ACH-000573,-0.11131117251356573
ACH-000576,-0.2665436192779351
ACH-000579,-0.29491790806178075
ACH-000580,-0.3351073044676
ACH-000584,-0.2077812877827128
ACH-000585,-0.31085642621340354
ACH-000588,-0.3263421351587112
ACH-000589,-0.30318293604000346
ACH-000591,-0.0342504094313838
ACH-000593,-0.20899323672087952
ACH-000600,-0.09902361705463328
ACH-000601,-0.21935652973893935
ACH-000605,-0.13882479721659474
ACH-000606,-0.07833059103054439
ACH-000608,-0.2978012655404874
ACH-000614,-0.28448029223252297
ACH-000616,-0.19915695347321186
ACH-000618,-0.1634185581139158
ACH-000619,-0.041169563633591394
ACH-000620,-0.14663496138149193
ACH-000621,-0.28830968686124864
ACH-000622,-0.22416941665741186
ACH-000623,-0.2613512388070577
ACH-000624,-0.26073797307138635
ACH-000627,-0.3278309591687585
ACH-000630,-0.18595436300446697
ACH-000631,-0.4877407285171371
ACH-000632,-0.3546970112077425
ACH-000633,-0.3249919960572488
ACH-000637,0.0966748029213233
ACH-000638,-0.24524229748967905
ACH-000646,0.06292017112398827
ACH-000647,-0.15624876544149302
ACH-000648,-0.4025899363651961
ACH-000649,-0.3773674394178788
ACH-000651,-0.050071163861471334
ACH-000652,-0.35655645948116804
ACH-000653,-0.10805127134797933
ACH-000657,-0.21489321674979006
ACH-000658,-0.20439457330069608
ACH-000661,-0.2089250459130067
ACH-000662,-0.13676640247266622
ACH-000663,-0.3985485688172296
ACH-000665,-0.2653357770879312
ACH-000671,-0.42325393961854657
ACH-000672,-0.2904679360328367
ACH-000673,-0.13818637514902973
ACH-000676,-0.31370223710322875
ACH-000677,-0.3421100146039586
ACH-000681,-0.2026624700375704
ACH-000683,-0.16169762893773051
ACH-000684,-0.3301919414623806
ACH-000688,-0.29286645440408504
ACH-000693,-0.14168478501954831
ACH-000694,-0.0868428864627801
ACH-000695,0.08272841933002767
ACH-000696,-0.17633971005340818
ACH-000697,-0.013391257538677807
ACH-000699,-0.3651284253526817
ACH-000701,-0.2452655669711179
ACH-000706,0.004343962890523534
ACH-000711,-0.2186102951942332
ACH-000713,-0.08116292965709307
ACH-000714,-0.11396547290803336
ACH-000718,-0.2435693957626693
ACH-000720,-0.11808123572950248
ACH-000721,-0.25545686162156783
ACH-000724,-0.15574416349814746
ACH-000725,-0.059178726273254004
ACH-000732,-0.1679333416906254
ACH-000734,-0.24717184414402785
ACH-000735,-0.3845933526657816
ACH-000736,-0.21023085615432316
ACH-000738,-0.1827021158969109
ACH-000746,0.00973089928134446
ACH-000747,-0.2277074722852277
ACH-000748,-0.12555842086131672
ACH-000753,-0.1556171942534635
ACH-000756,-0.40222685228911337
ACH-000757,-0.30006345217573244
ACH-000758,-0.0723571967805041
ACH-000760,-0.25447793034583904
ACH-000762,-0.2333541058093862
ACH-000763,-0.18118373986692649
ACH-000764,-0.3191315580747118
ACH-000765,-0.3517043541616526
ACH-000766,-0.12083724190755007
ACH-000767,-0.2369068457541093
ACH-000768,-0.31328574080511035
ACH-000769,-0.3860925067992848
ACH-000770,-0.3959256437052893
ACH-000771,-0.26059451229828196
ACH-000773,-0.4065954038385577
ACH-000776,-0.11131285885053556
ACH-000777,-0.03240887852549028
ACH-000778,-0.1535344809132963
ACH-000781,-0.2576252198644352
ACH-000782,-0.5564524884464903
ACH-000783,-0.16675752312504433
ACH-000784,-0.1356625002121786
ACH-000785,-0.2874118626593939
ACH-000787,-0.26109187878998724
ACH-000788,-0.23816653946864666
ACH-000791,-0.32309498914823725
ACH-000792,-0.3336619108027625
ACH-000794,-0.1505443759118286
ACH-000796,-0.309124228065933
ACH-000798,0.06003116691134665
ACH-000799,-0.34223826736107665
ACH-000800,-0.3476465635260553
ACH-000802,-0.1014172876734753
ACH-000804,-0.3370366839485921
ACH-000805,-0.5033337381958479
ACH-000809,-0.043406211097366684
ACH-000810,-0.09231620123338873
ACH-000811,-0.24306390337031897
ACH-000817,-0.4655534036448378
ACH-000819,-0.09275209738418552
ACH-000820,-0.10114743654002778
ACH-000821,-0.23662548898328464
ACH-000822,-0.3333826517397797
ACH-000823,-0.008360588416377164
ACH-000824,-0.1734551608226167
ACH-000827,-0.19990125380758064
ACH-000829,-0.2743563700111332
ACH-000831,-0.1818908234108314
ACH-000832,-0.2206576374978482
ACH-000833,-0.14778778845129
ACH-000834,0.12374348545567415
ACH-000835,-0.2335189434030761
ACH-000836,-0.4152895530159783
ACH-000837,-0.1627060007183041
ACH-000838,-0.17693091179431208
ACH-000839,-0.07641324534810819
ACH-000840,-0.22804849560078416
ACH-000841,-0.2854761880011365
ACH-000843,-0.23038765774500025
ACH-000846,-0.17365885589868246
ACH-000847,-0.2872762898831469
ACH-000848,-0.07939481771488603
ACH-000849,-0.3573779541124854
ACH-000851,-0.2969184084446378
ACH-000855,-0.045321123876433535
ACH-000856,-0.2517192266138562
ACH-000858,-0.20061541157540053
ACH-000859,-0.03143035281595611
ACH-000861,-0.04839900326991162
ACH-000862,-0.15834976328086914
ACH-000865,-0.1500794589182697
ACH-000866,-0.16761719506411185
ACH-000867,-0.2153500855647888
ACH-000869,-0.3562705933976257
ACH-000872,-0.2167320620604775
ACH-000873,-0.3142489762321749
ACH-000876,-0.5170298297202217
ACH-000878,-0.20435553294602252
ACH-000880,-0.27542385892959675
ACH-000881,-0.4201677450594823
ACH-000882,-0.2547781121681957
ACH-000884,-0.16861156731512894
ACH-000885,-0.2824429464213371
ACH-000887,-0.2631509818265622
ACH-000889,-0.17737989104130694
ACH-000896,-0.38398026881111946
ACH-000898,-0.11337214262124574
ACH-000900,-0.19839097945345666
ACH-000901,-0.2081041850531276
ACH-000905,0.016581481964120015
ACH-000906,-0.36147151787352266
ACH-000907,-0.09711494371291188
ACH-000910,-0.1447969834807493
ACH-000911,-0.00199755084398175
ACH-000912,-0.079172573954025
ACH-000913,-0.0399063717096385
ACH-000915,-0.13337125611196382
ACH-000916,-0.04808961414545335
ACH-000917,-0.3864232500165333
ACH-000920,-0.3564824446279277
ACH-000921,-0.2546358275199814
ACH-000924,-0.1637538456574454
ACH-000926,-0.07200228968247634
ACH-000928,-0.13984096406092114
ACH-000929,0.10692635732755927
ACH-000932,-0.2962413079702738
ACH-000935,-0.2605817543593449
ACH-000936,-0.2353610593136431
ACH-000937,-0.1835224251400984
ACH-000938,-0.239440383674673
ACH-000939,-0.4847792511904565
ACH-000941,-0.2365989670014096
ACH-000943,-0.08196038868371089
ACH-000946,-0.1280099180781892
ACH-000947,-0.2685804574755723
ACH-000948,-0.10181766056003634
ACH-000950,-0.2761955489266077
ACH-000953,-0.26333172826392354
ACH-000954,0.07280820132759787
ACH-000957,-0.15503256520305395
ACH-000958,-0.18000689927785796
ACH-000960,-0.3731718376450433
ACH-000963,-0.11492099744428914
ACH-000968,-0.3871842685427764
ACH-000969,-0.15105467710639991
ACH-000972,-0.08357430450136599
ACH-000973,-0.19389274877421675
ACH-000974,-0.344314313916635
ACH-000978,-0.13895018787514166
ACH-000984,-0.2421141671640637
ACH-000986,-0.3491743890192304
ACH-000988,-0.34863618201084
ACH-000993,-0.056205265375930034
ACH-000994,-0.23973287208491675
ACH-000996,-0.20360206840518566
ACH-001001,-0.0549991443511909
ACH-001020,-0.06325705210748549
ACH-001028,-0.250404478640967
ACH-001031,-0.029328404330659526
ACH-001038,-0.2575033607349791
ACH-001048,-0.1803452614046053
ACH-001050,-0.3469152951841642
ACH-001053,-0.2245068557708234
ACH-001054,-0.08535113061179883
ACH-001061,-0.2235088995953161
ACH-001067,-0.13108781918366608
ACH-001075,-0.009984005289774736
ACH-001096,-0.014887636607979557
ACH-001111,-0.30888141773794475
ACH-001119,-0.26306213698286457
ACH-001128,-0.8371959921642536
ACH-001134,-0.36365231950738097
ACH-001151,-0.30775322884560724
ACH-001163,-0.20063022236604108
ACH-001164,-0.3059180273228628
ACH-001183,0.049125955079621926
ACH-001192,-0.2550760572682747
ACH-001193,-0.4004118535371122
ACH-001196,-0.026632804261328445
ACH-001197,-0.4184242560062945
ACH-001205,-0.18953666972385427
ACH-001211,-0.030410585907087905
ACH-001212,-0.2822305462581096
ACH-001228,-0.1958149643245513
ACH-001232,-0.1333318146085773
ACH-001239,-0.1468388822308177
ACH-001270,0.011823757206965685
ACH-001274,-0.16646415144997267
ACH-001275,0.05077905813350018
ACH-001277,-0.20813159933602585
ACH-001278,-0.4367685296560312
ACH-001280,-0.08074393086576849
ACH-001283,-0.2428677043093677
ACH-001289,-0.2047981642825273
ACH-001300,0.10243899804327466
ACH-001301,-0.14909922943991846
ACH-001302,-0.1175719725495002
ACH-001306,-0.4005851202441156
ACH-001318,-0.1720931942246417
ACH-001322,-0.11004017308915516
ACH-001328,-0.12014612477845855
ACH-001332,0.14906695810881235
ACH-001336,-0.15705637331856484
ACH-001346,-0.18933756311495026
ACH-001353,-0.2628766403129065
ACH-001354,-0.0655718245002023
ACH-001367,-0.4509651210170069
ACH-001368,-0.4822787728575255
ACH-001374,0.3295397319544948
ACH-001377,-0.2040449382487529
ACH-001380,-0.22454053871951066
ACH-001391,-0.17228771635441867
ACH-001408,-0.11357824582975702
ACH-001430,-0.09186523045226874
ACH-001431,-0.2706883554812107
ACH-001450,0.0018625962045857227
ACH-001496,-0.2672425133208917
ACH-001500,0.02608142209492277
ACH-001523,-0.0642116441305893
ACH-001532,-0.2032986462208298
ACH-001550,-0.10457669408152573
ACH-001552,-0.30385141807702776
ACH-001554,-0.3078933935851887
ACH-001654,0.00809938408042118
ACH-001735,-0.5491070455575092
ACH-001736,-0.3749303941528889
ACH-001737,-0.36496989229967547
ACH-001740,-0.2810708553206324
ACH-001745,-0.3095410206179757
ACH-001765,-0.2571256487970309
