,OR2G6 (391211)
ACH-000004,-0.20350545311428675
ACH-000005,-0.219543876086684
ACH-000007,-0.18997690861844915
ACH-000009,-0.11599867485435585
ACH-000011,-0.028774917250815636
ACH-000012,-0.1057979674865206
ACH-000013,-0.03956682054181949
ACH-000014,-0.17850326110704015
ACH-000015,-0.08224203051966021
ACH-000017,-0.13849488623284387
ACH-000018,0.0184757405308264
ACH-000019,-0.007993916234650856
ACH-000021,-0.03338414601576027
ACH-000022,-0.08487884389173388
ACH-000025,-0.0349693790248061
ACH-000028,0.08654230779198267
ACH-000030,-0.00037955090600640015
ACH-000035,-0.05151222558398255
ACH-000036,-0.03018360777133798
ACH-000037,-0.24601485652556654
ACH-000039,-0.011228277669749594
ACH-000040,-0.2148127937274712
ACH-000041,-0.06489766577859063
ACH-000042,-0.05489963236892652
ACH-000045,-0.14165747142886542
ACH-000047,-0.09644799463652907
ACH-000052,0.005734982210477385
ACH-000053,-0.14258514416033827
ACH-000054,-0.04328304244570201
ACH-000055,0.00018239337837312568
ACH-000060,-0.02319907023865978
ACH-000067,-0.06666155135334703
ACH-000070,-0.07199536113527459
ACH-000075,-0.1414809236132074
ACH-000078,-0.1925301506068034
ACH-000082,-0.1502707426758213
ACH-000085,-0.10360597691551243
ACH-000086,-0.08644838022323799
ACH-000087,-0.0009656479821559908
ACH-000092,-0.013345000723043936
ACH-000095,0.008991806896809923
ACH-000097,-0.021770751089874748
ACH-000098,-0.15426860174586707
ACH-000099,-0.09673077739767567
ACH-000108,-0.03598417219167164
ACH-000113,-0.1563063455903684
ACH-000116,-0.1908185810550846
ACH-000118,-0.003191596176801597
ACH-000120,-0.0726301798983339
ACH-000123,-0.08780734249207912
ACH-000127,-0.035657368397092534
ACH-000128,-0.10250560643703686
ACH-000132,-0.08380387835198334
ACH-000133,-0.06068660022645642
ACH-000137,-0.002138351539804698
ACH-000138,-0.1178273077336801
ACH-000142,-0.04329268195102795
ACH-000143,-0.07053146703335825
ACH-000146,-0.1764276396681951
ACH-000148,-0.18555755960617246
ACH-000150,-0.13759362592860727
ACH-000152,-0.04844229553018112
ACH-000153,-0.05499928994115507
ACH-000159,-0.0685562044996323
ACH-000160,-0.05255065034222218
ACH-000163,-0.08821124731615576
ACH-000167,-0.08169175283991856
ACH-000168,-0.4180606684215439
ACH-000169,-0.11385027003443668
ACH-000178,-0.16306298125351132
ACH-000183,-0.21560807167385132
ACH-000188,0.01967480057494516
ACH-000189,0.0488653712485691
ACH-000190,-0.2507458892436113
ACH-000198,-0.12351036860593848
ACH-000203,0.16449822195852912
ACH-000204,-0.026899071182373776
ACH-000206,-0.18591319729807976
ACH-000207,-0.04156825920326236
ACH-000208,0.1256477951756738
ACH-000210,-0.2374802535362432
ACH-000211,-0.03547780328822471
ACH-000215,-0.18968168943251126
ACH-000221,0.017386575550528492
ACH-000222,-0.12636741742726154
ACH-000223,-0.11935297044489453
ACH-000226,0.02969986811224562
ACH-000227,0.07472220592605525
ACH-000228,0.03578000542393096
ACH-000231,-0.05383098682157481
ACH-000232,-0.2680485196344426
ACH-000233,-0.12741701815851447
ACH-000234,-0.16971774729479192
ACH-000235,-0.09828574753380276
ACH-000237,-0.15544256827556874
ACH-000238,-0.15498064211014398
ACH-000242,-0.34218217012423274
ACH-000243,-0.10540271612105542
ACH-000244,-0.2108666524991892
ACH-000246,-0.20305500193881654
ACH-000248,-0.06915647556467497
ACH-000250,-0.0980650196049027
ACH-000251,-0.04242776380739068
ACH-000252,-0.1887734287425795
ACH-000253,-0.07586643716837267
ACH-000255,-0.12087018162843945
ACH-000256,-0.06535647403277547
ACH-000257,0.05410372532013876
ACH-000258,-0.2420881003805973
ACH-000259,-0.11259773559951496
ACH-000260,-0.11214232779954338
ACH-000261,-0.12396498423097392
ACH-000262,-0.07155214316906026
ACH-000263,-0.28112592937192044
ACH-000264,-0.09836298538525426
ACH-000265,-0.042932472406397464
ACH-000266,-0.14434698283451858
ACH-000272,-0.1839036262711288
ACH-000274,-0.09895390746638948
ACH-000277,-0.20237882437602056
ACH-000278,-0.1183757659128122
ACH-000279,-0.06762922504076907
ACH-000280,-0.13043115104529132
ACH-000281,0.08708820976235496
ACH-000288,-0.139980486205805
ACH-000291,-0.10957443848055426
ACH-000293,-0.07779174645097478
ACH-000294,-0.1408104709293473
ACH-000295,-0.09925446643672582
ACH-000296,-0.053493487314410865
ACH-000302,-0.101104873949592
ACH-000304,-0.12934709554076396
ACH-000307,-0.1351955566393305
ACH-000308,-0.13589535249202628
ACH-000310,-0.0959223333109432
ACH-000311,-0.10423102289728504
ACH-000312,-0.20903292956077807
ACH-000315,-0.08372170677879431
ACH-000316,-0.11610258295883688
ACH-000317,-0.06596527211188398
ACH-000318,0.012464876672562393
ACH-000319,-0.07241558308117323
ACH-000320,-0.1912593336757518
ACH-000322,-0.05267034709213179
ACH-000323,-0.10911086114259773
ACH-000324,-0.15228932671631293
ACH-000329,-0.10245051497341673
ACH-000330,-0.07004704001500668
ACH-000331,-0.05276128581459606
ACH-000332,-0.08462200569162083
ACH-000334,-0.1587956450228534
ACH-000335,0.15862202228082006
ACH-000336,-0.299482029897787
ACH-000337,-0.04390352650074506
ACH-000338,-0.03064950830660202
ACH-000339,-0.0869208663636417
ACH-000341,-0.06902824975112687
ACH-000348,-0.15057341278646266
ACH-000350,-0.14218544094138702
ACH-000352,-0.0272923096595575
ACH-000356,0.10610985483984772
ACH-000361,-0.038136452416176865
ACH-000362,-0.12447808834871694
ACH-000363,-0.09581832501730823
ACH-000364,-0.08291532836426001
ACH-000365,-0.0696918585868685
ACH-000366,-0.061743107757477274
ACH-000368,-0.1532885068929738
ACH-000374,-0.09592862746463422
ACH-000375,0.07331050837760744
ACH-000376,-0.11636977977847282
ACH-000381,-0.05319456125617341
ACH-000383,-0.121034072387631
ACH-000387,-0.030025781798583014
ACH-000389,-0.09476490520698146
ACH-000390,-0.09597778971124896
ACH-000393,-0.14615434230814686
ACH-000395,0.08192929647989118
ACH-000396,-0.09982553037472017
ACH-000397,-0.08694968633345641
ACH-000401,0.07036901945940484
ACH-000402,0.02698950754254232
ACH-000403,-0.12717678669551175
ACH-000404,-0.09586715430400093
ACH-000406,-0.134008088247857
ACH-000407,-0.048845149624725914
ACH-000408,-0.07954285434998153
ACH-000410,-0.10802056002172036
ACH-000411,-0.27730150343894544
ACH-000414,-0.062025644736695175
ACH-000415,0.023291458592898936
ACH-000416,-0.0842699758257182
ACH-000420,-0.12548191249193802
ACH-000421,-0.09735611726497546
ACH-000424,0.001335564482035967
ACH-000425,-0.04970033216106588
ACH-000426,-0.0015891914646835475
ACH-000427,0.03687715786025895
ACH-000433,-0.14433838573883265
ACH-000435,0.06818288477616792
ACH-000436,-0.18563468046792184
ACH-000444,-0.16775874986501602
ACH-000445,-0.18638644811414715
ACH-000448,-0.16966190956802327
ACH-000450,-0.0477191677460803
ACH-000452,-0.08456863894410246
ACH-000454,-0.058966240530329325
ACH-000458,0.012127042048613779
ACH-000459,-0.2200847242220597
ACH-000460,-0.1949983123616368
ACH-000461,-0.05292605909138346
ACH-000463,-0.1525855636698609
ACH-000464,0.001849951842576443
ACH-000466,-0.05029601307639367
ACH-000467,-0.08188176649107554
ACH-000468,-0.037409812446376
ACH-000469,0.008303289161857687
ACH-000470,-0.061154565061843434
ACH-000471,-0.053556259109244435
ACH-000472,-0.18883515888652475
ACH-000473,-0.17220453079541712
ACH-000475,-0.14226890405658651
ACH-000476,-0.1586717312102275
ACH-000477,-0.10977945075958727
ACH-000479,-0.12138866610351355
ACH-000480,-0.0442031475084372
ACH-000481,0.0021481749403674654
ACH-000483,-0.1173191305464086
ACH-000484,-0.12669346675053236
ACH-000485,-0.039244912026352274
ACH-000486,-0.03805465408807674
ACH-000487,-0.28590290093159104
ACH-000488,-0.04094982376862899
ACH-000490,-0.09215197647762613
ACH-000491,-0.11608782829844648
ACH-000495,-0.1051155020083639
ACH-000496,-0.032095903614556116
ACH-000499,-0.04721735769872453
ACH-000500,-0.06214681880769765
ACH-000502,-0.08655045788130449
ACH-000503,0.05888765764528199
ACH-000505,-0.12630090868681834
ACH-000507,-0.02074653729929537
ACH-000510,-0.11265200561203395
ACH-000511,-0.10065266220421797
ACH-000512,-0.11421340574895787
ACH-000516,-0.038142393122828265
ACH-000517,-0.08671080924949039
ACH-000518,-0.04659739040996773
ACH-000520,-0.1037126028921738
ACH-000521,-0.1657792999867426
ACH-000522,-0.0909906350809424
ACH-000524,-0.08014984151347793
ACH-000527,-0.035169801266966005
ACH-000528,-0.0788962509986874
ACH-000537,-0.18317530683213512
ACH-000541,-0.019810556589572363
ACH-000542,-0.1095453646373702
