,ACSL6 (23305)
ACH-000004,-0.15125235471334886
ACH-000005,0.009608854797812613
ACH-000007,0.07189663078794692
ACH-000009,-0.10585505392931603
ACH-000011,-0.029403523279781144
ACH-000012,-0.04930092417086955
ACH-000013,-0.0907068921693525
ACH-000014,-0.1765329880982896
ACH-000015,-0.07056285701700872
ACH-000017,-0.0313424277213992
ACH-000018,0.0718995898084678
ACH-000019,0.052513505556241576
ACH-000021,-0.06914823797796757
ACH-000022,-0.013159855238205813
ACH-000025,-0.01875860334162176
ACH-000028,-0.03959492869919072
ACH-000030,-0.07133021208985177
ACH-000035,-0.023804438388103227
ACH-000036,-0.06401431491690106
ACH-000037,-0.15093786981646606
ACH-000039,0.061209642196238326
ACH-000040,0.003901109344677841
ACH-000041,0.02250674817551987
ACH-000042,-0.1698129468890408
ACH-000045,-0.09473916628855447
ACH-000047,-0.121033936958226
ACH-000052,0.0464223476305699
ACH-000053,-0.08965594979696972
ACH-000054,0.05194816745789618
ACH-000055,0.04325711773409845
ACH-000060,-0.12910758671719466
ACH-000067,-0.05796319822032427
ACH-000070,0.011597309116050869
ACH-000075,0.048947580089546715
ACH-000078,0.07928672129728265
ACH-000082,-0.07141966755538018
ACH-000085,-0.0551492778032532
ACH-000086,-0.08292911786133021
ACH-000087,-0.2698481963073183
ACH-000092,-0.01298342502265502
ACH-000095,-0.047387901991074115
ACH-000097,0.047727907554745486
ACH-000098,-0.027769813575878904
ACH-000099,0.028919262174062276
ACH-000108,0.07803820799141045
ACH-000113,0.07041782995037657
ACH-000116,-0.07627204134162191
ACH-000118,0.03347907382519767
ACH-000120,-0.07828202103117714
ACH-000123,-0.04340100564589915
ACH-000127,-0.12466490787008043
ACH-000128,-0.07326118605698079
ACH-000132,-0.09654809227743978
ACH-000133,-0.008521669450912945
ACH-000137,0.06642336082424535
ACH-000138,-0.15748732087783404
ACH-000142,-0.05529049080672888
ACH-000143,-0.10729149186022076
ACH-000146,-0.11766557857663773
ACH-000148,-0.017956021364197536
ACH-000150,-0.24267655032609714
ACH-000152,-0.043802640925665284
ACH-000153,-0.06387236333884885
ACH-000159,-0.04531560156484092
ACH-000160,-0.02167776868717466
ACH-000163,-0.0973327201597343
ACH-000167,-0.0005244674770434508
ACH-000168,-0.2268548417336772
ACH-000169,-0.007164555762899627
ACH-000178,-0.015257724150021228
ACH-000183,-0.1924614120996796
ACH-000188,-0.10622515969270706
ACH-000189,-0.27030861715934
ACH-000190,0.03754864337814767
ACH-000198,-0.09714569387760763
ACH-000203,-0.13374603063515134
ACH-000204,-0.13130694584245736
ACH-000206,-0.033498203342943934
ACH-000207,0.14362671899960644
ACH-000208,-0.15960017141772306
ACH-000210,-0.07508000241132137
ACH-000211,-0.07593520750991813
ACH-000215,-0.03114947079415026
ACH-000221,-0.053945415769054005
ACH-000222,0.08113382783011454
ACH-000223,0.034364899817110925
ACH-000226,0.0678120406947728
ACH-000227,0.06759604063199058
ACH-000228,0.02244719761755822
ACH-000231,-0.02515982469128221
ACH-000232,-0.1590205149689819
ACH-000233,-0.0910622889578674
ACH-000234,-0.15498993270236627
ACH-000235,-0.11457991463323568
ACH-000237,-0.0026860998600620896
ACH-000238,0.003921252285829052
ACH-000242,-0.054560819069494115
ACH-000243,-0.13491676619246626
ACH-000244,-0.12878315778417784
ACH-000246,-0.03067879008884573
ACH-000248,-0.02506782714921028
ACH-000250,-0.06642795616191853
ACH-000251,-0.19942649305957968
ACH-000252,0.0621670967018741
ACH-000253,-0.06856571249093947
ACH-000255,0.0108023435804519
ACH-000256,0.001048278007643643
ACH-000257,-0.027992338865321518
ACH-000258,0.02641919194624733
ACH-000259,-0.04156880948242831
ACH-000260,0.009053585524069143
ACH-000261,-0.05397082497048759
ACH-000262,-0.1806205633873307
ACH-000263,-0.09786558051739233
ACH-000264,-0.056479819979253686
ACH-000265,0.02056472355568941
ACH-000266,-0.1329629524585962
ACH-000272,-0.03741440920686324
ACH-000274,-0.03902845641689991
ACH-000277,-0.04447169602868803
ACH-000278,0.0592289067225908
ACH-000279,-0.07536973512970427
ACH-000280,-0.18924617664725785
ACH-000281,-0.2345641342628048
ACH-000288,-0.01999945962957459
ACH-000291,-0.03468763207190331
ACH-000293,0.09645689247073527
ACH-000294,-0.11495297351193147
ACH-000295,-0.08110454845603951
ACH-000296,-0.13632200071971226
ACH-000302,-0.0721580113366115
