,CBWD1 (55871)
ACH-000004,0.13797805279530387
ACH-000005,0.33227069221381145
ACH-000007,-0.2584228581246825
ACH-000009,-0.14889759788916934
ACH-000011,-0.07629289781388184
ACH-000012,-0.13312230546972958
ACH-000013,-0.1709179629285736
ACH-000014,-0.032362735142647495
ACH-000015,-0.2380093318146777
ACH-000017,-0.11558198418481845
ACH-000018,-0.16735268062575578
ACH-000019,-0.03603666090174062
ACH-000021,-0.20775343092755252
ACH-000022,-0.1632493091711751
ACH-000025,-0.0017987011192618495
ACH-000028,-0.0666804809456314
ACH-000030,-0.2174716022868156
ACH-000035,-0.1384076242969838
ACH-000036,-0.09140904827731756
ACH-000037,-0.07683707255108557
ACH-000039,-0.0652476308231405
ACH-000040,-0.2211820858335015
ACH-000041,-0.2157743390192239
ACH-000042,-0.08139163767924537
ACH-000045,-0.22129462080582768
ACH-000047,-0.05080840873977392
ACH-000052,-0.15137297371561506
ACH-000053,-0.08771964337699663
ACH-000054,-0.01847377286901393
ACH-000055,-0.02880473108426327
ACH-000060,0.020931369189015742
ACH-000067,-0.16571373152280325
ACH-000070,-0.1312664337534726
ACH-000075,-0.29331771478130203
ACH-000078,-0.25296326794591323
ACH-000082,-0.12137538654141047
ACH-000085,-0.31350542300590845
ACH-000086,-0.14990708734407074
ACH-000087,-0.11778220403458528
ACH-000092,-0.26896040595278875
ACH-000095,-0.11024905824899472
ACH-000097,-0.1169023091845241
ACH-000098,-0.2205960312591085
ACH-000099,-0.16005632038848638
ACH-000108,-0.13329051902709832
ACH-000113,-0.16952080300587136
ACH-000116,-0.2797791741271074
ACH-000118,-0.035439418029589165
ACH-000120,-0.07849635948770621
ACH-000123,-0.22295187802040387
ACH-000127,-0.12723236962529913
ACH-000128,-0.08997789525508622
ACH-000132,-0.14754320413760616
ACH-000133,-0.26990104764206885
ACH-000137,-0.2581514522014659
ACH-000138,-0.13319181677170275
ACH-000142,-0.14734629345005645
ACH-000143,-0.22432761567198065
ACH-000146,-0.10474462828642092
ACH-000148,-0.2503532528254038
ACH-000150,-0.2756922251280224
ACH-000152,-0.2620431204968865
ACH-000153,-0.012497268723928793
ACH-000159,-0.2350754438317929
ACH-000160,-0.15054776855512886
ACH-000163,-0.14167323033755744
ACH-000167,-0.16844024880393452
ACH-000168,0.0840789154215247
ACH-000169,-0.14766461754097476
ACH-000178,-0.12184814094896568
ACH-000183,-0.21125192113765764
ACH-000188,-0.2338313987785803
ACH-000189,-0.13137165755963226
ACH-000190,-0.03150236753695304
ACH-000198,-0.0357326503390452
ACH-000203,0.33743539896703784
ACH-000204,0.10074148857498423
ACH-000206,-0.1798803343563614
ACH-000207,0.010651745349894062
ACH-000208,-0.1343511040805839
ACH-000210,-0.3095823534016245
ACH-000211,-0.2047400398116869
ACH-000215,-0.2602350851892591
ACH-000221,-0.21501286498920816
ACH-000222,-0.19812073281217654
ACH-000223,-0.1249680890042029
ACH-000226,-0.1949435325779327
ACH-000227,-0.19521170847090305
ACH-000228,0.027057313670196342
ACH-000231,-0.041978187632435965
ACH-000232,-0.1160729611374036
ACH-000233,-0.1895149918258639
ACH-000234,-0.31050509470324283
ACH-000235,-0.09672040502413848
ACH-000237,-0.2045374994205024
ACH-000238,-0.2726140400539193
ACH-000242,0.10475261049666834
ACH-000243,-0.13639660699116318
ACH-000244,-0.09648396862559383
ACH-000246,-0.1882564854084978
ACH-000248,-0.14885100354825254
ACH-000250,-0.13362132468147608
ACH-000251,0.02952182847977795
ACH-000252,-0.17761848157924146
ACH-000253,-0.019902168815802836
ACH-000255,-0.07851548756910089
ACH-000256,-0.07352910876537333
ACH-000257,-0.002575643063557783
