,LAMC2 (3918)
ACH-000004,-0.14159227227092205
ACH-000005,0.10064309238208743
ACH-000007,-0.09800994748545758
ACH-000009,-0.2994290184849553
ACH-000011,-0.021274992297459768
ACH-000012,-0.2915675012155692
ACH-000013,-0.23100717959020445
ACH-000014,-0.2647964295623027
ACH-000015,-0.11485369931748135
ACH-000017,-0.23799225333918025
ACH-000018,-0.2826186285004846
ACH-000019,-0.1691095815489247
ACH-000021,-0.14217313839031842
ACH-000022,-0.25691202592969703
ACH-000025,-0.3010385694324486
ACH-000028,-0.21535905390120172
ACH-000030,-0.13553647396745772
ACH-000035,-0.3145115171545687
ACH-000036,-0.1256083558514962
ACH-000037,-0.18580934602197344
ACH-000039,-0.2992797660951957
ACH-000040,-0.18008387365180772
ACH-000041,-0.13405503939866725
ACH-000042,-0.06781263054612614
ACH-000045,-0.0931788601935541
ACH-000047,-0.24275431870138345
ACH-000052,-0.32414516769757745
ACH-000053,-0.20119864988802774
ACH-000054,-0.1103273486691453
ACH-000055,-0.36828383521067976
ACH-000060,-0.1744773704881992
ACH-000067,-0.051256061947608636
ACH-000070,-0.3159095373282961
ACH-000075,-0.1252259720295155
ACH-000078,-0.16113450934727394
ACH-000082,-0.1980592114344112
ACH-000085,-0.16678977663035913
ACH-000086,-0.4443836143703479
ACH-000087,-0.15824565007200989
ACH-000092,-0.2499278720039125
ACH-000095,-0.2343525579627457
ACH-000097,-0.17373465510421318
ACH-000098,-0.19371729698531906
ACH-000099,-0.1603545010333039
ACH-000108,-0.08167781753730413
ACH-000113,-0.1834803598050394
ACH-000116,-0.16597101169550893
ACH-000118,-0.08883044209666277
ACH-000120,-0.2941732085881425
ACH-000123,-0.21294299885564186
ACH-000127,-0.22229000198528184
ACH-000128,-0.2907718195460476
ACH-000132,-0.22231788034726704
ACH-000133,-0.2571053869712623
ACH-000137,-0.1954045208255634
ACH-000138,-0.2276212578083202
ACH-000142,-0.3022984263632745
ACH-000143,-0.23340310927581465
ACH-000146,-0.1965563244134398
ACH-000148,-0.305317557049016
ACH-000150,-0.12393468215183605
ACH-000152,-0.22228215893802736
ACH-000153,-0.2756254947725936
ACH-000159,-0.1280769066217157
ACH-000160,-0.21071437681554436
ACH-000163,-0.2273461086666371
ACH-000167,-0.05236318772669976
ACH-000168,-0.11334749486670795
ACH-000169,-0.181497685680966
ACH-000178,-0.12814356541519695
ACH-000183,-0.24573247076324564
ACH-000188,-0.05484111534437802
ACH-000189,-0.34475291488131843
ACH-000190,-0.17798043162845245
ACH-000198,-0.23659323828390674
ACH-000203,-0.1937165492484703
ACH-000204,-0.37354011494905176
ACH-000206,-0.22079859632262624
ACH-000207,-0.11827158031333533
ACH-000208,-0.10511979251084458
ACH-000210,-0.15565010659232306
ACH-000211,-0.14240617952326962
ACH-000215,-0.1388604889772174
ACH-000221,-0.16950557653335113
ACH-000222,-0.2679008561878332
ACH-000223,-0.3378322654341001
ACH-000226,-0.09472058615365568
ACH-000227,-0.16384720359560725
ACH-000228,-0.2252184061308905
ACH-000231,-0.14475985011795825
ACH-000232,-0.16121955235858876
ACH-000233,-0.12543943482417322
ACH-000234,-0.13405547396074638
ACH-000235,-0.2224872615222796
ACH-000237,-0.22761339637258346
ACH-000238,-0.3950116350455259
ACH-000242,-0.3578575296496159
ACH-000243,-0.2869034054416653
ACH-000244,-0.1657655544749841
ACH-000246,-0.0760498010652578
ACH-000248,-0.050911337927503485
ACH-000250,-0.09971979424887804
ACH-000251,-0.19544139026546256
ACH-000252,-0.09294789017021833
ACH-000253,-0.19333634486397788
ACH-000255,-0.20447442134814853
ACH-000256,0.015189642195665218
ACH-000257,-0.00611656701748377
ACH-000258,-0.3900166675609376
ACH-000259,-0.2483116059221159
ACH-000260,-0.23934431839374776
ACH-000261,-0.1452769666906838
ACH-000262,-0.07922724923244663
ACH-000263,-0.2652429395484922
ACH-000264,-0.3250218314731019
ACH-000265,-0.07529322338091497
ACH-000266,-0.14677200353938294
ACH-000272,-0.19506769280810485
ACH-000274,-0.15434453540436327
ACH-000277,-0.12434954520383182
