,GCH1 (2643)
ACH-000004,0.08588849406462615
ACH-000005,-0.1316336158871447
ACH-000007,-0.15941494369518244
ACH-000009,0.01780904399302463
ACH-000011,-0.07845135500948403
ACH-000012,-0.16299221090985316
ACH-000013,-0.063869693133291
ACH-000014,-0.03808649453034007
ACH-000015,-0.048893823715627616
ACH-000017,-0.2370434588272291
ACH-000018,-0.08524907207329009
ACH-000019,-0.2201409809890543
ACH-000021,-0.044262510389342334
ACH-000022,-0.10071577246031953
ACH-000025,-0.1891259819441268
ACH-000028,-0.3257631267056792
ACH-000030,-0.1606386886794663
ACH-000035,-0.19509401682254135
ACH-000036,-0.10525089919362147
ACH-000037,-0.03512430493145411
ACH-000039,-0.14053955608602733
ACH-000040,-0.09271677255407114
ACH-000041,0.099484512229171
ACH-000042,-0.0764936549600297
ACH-000045,0.16594274333661746
ACH-000047,-0.11151674007275296
ACH-000052,-0.07934957185328151
ACH-000053,-0.1078129413904894
ACH-000054,-0.08177316291620662
ACH-000055,-0.11250160011287866
ACH-000060,-0.2411278144565836
ACH-000067,0.07230729308809211
ACH-000070,-0.0045073241486658895
ACH-000075,-0.2864476132047243
ACH-000078,-0.03590625402879175
ACH-000082,-0.08196307128610922
ACH-000085,0.03948718227943703
ACH-000086,-0.2059086573150676
ACH-000087,0.15977546356249211
ACH-000092,-0.12073897922138485
ACH-000095,-0.1718631278100664
ACH-000097,-0.11824771603889728
ACH-000098,-0.026214473591311304
ACH-000099,-0.03468245455860605
ACH-000108,-0.10806418486452576
ACH-000113,-0.09544401783766314
ACH-000116,-0.018080369407694183
ACH-000118,-0.10081408684439408
ACH-000120,-0.007163897612800284
ACH-000123,-0.15538763276752324
ACH-000127,-0.054296735097047036
ACH-000128,-0.06902529545905982
ACH-000132,-0.0216316081647644
ACH-000133,-0.09349464083678798
ACH-000137,-0.22018998110229124
ACH-000138,-0.20891710066615432
ACH-000142,-0.1830816577350573
ACH-000143,-0.01766816851302778
ACH-000146,-0.12867571391643218
ACH-000148,-0.04000611078851163
ACH-000150,0.09177708010223116
ACH-000152,-0.13533722001152368
ACH-000153,0.0702317735696115
ACH-000159,-0.14674346151040815
ACH-000160,-0.2144165052700982
ACH-000163,-0.14606148507801034
ACH-000167,0.04711669215021426
ACH-000168,-0.1885689901974355
ACH-000169,-0.1100312645923102
ACH-000178,0.004786871774529822
ACH-000183,0.08266343570308478
ACH-000188,-0.0597510172416183
ACH-000189,-0.027278746137660244
ACH-000190,-0.3543416881156227
ACH-000198,-0.05562055158532197
ACH-000203,-0.8334264022067708
ACH-000204,-0.06547985516974147
ACH-000206,0.1107037999500743
ACH-000207,-0.2141168118727447
ACH-000208,-0.14548246834104545
ACH-000210,-0.2316915042429564
ACH-000211,-0.13851460484598782
ACH-000215,-0.07437429795414588
ACH-000221,0.10073135795461724
ACH-000222,-0.10349928433736573
ACH-000223,-0.07673437479328597
ACH-000226,-0.19408833178913246
ACH-000227,-0.055984934418232574
ACH-000228,-0.08949811053143099
ACH-000231,-0.23748991883745255
ACH-000232,-0.12847315143442214
ACH-000233,-0.044150081041965335
ACH-000234,-0.09041613610371617
ACH-000235,-0.07475517145017442
ACH-000237,0.033117264996504324
ACH-000238,-0.2389356043563562
ACH-000242,0.11488330185894514
ACH-000243,-0.21483013009670768
ACH-000244,0.000864549564796966
ACH-000246,-0.16390601542849498
ACH-000248,-0.002004421165292195
ACH-000250,-0.09751979366174007
ACH-000251,0.03528307332247611
ACH-000252,-0.1931116408294148
ACH-000253,-0.21152499704451547
ACH-000255,-0.12583126558541025
ACH-000256,-0.044199629501241726
ACH-000257,-0.2745554228078021
ACH-000258,-0.14778844210506353
ACH-000259,-0.06618322783737557
ACH-000260,-0.18656577901159144
ACH-000261,-0.13141751762993528
ACH-000262,-0.06388998923512096
ACH-000263,-0.08404294019989189
ACH-000264,-0.11256176332161426
ACH-000265,-0.11004973764830532
ACH-000266,-0.0394181872510342
ACH-000272,-0.12119323565377008
ACH-000274,-0.07204778050908021
ACH-000277,-0.066110349239501
ACH-000278,-0.2813728891367914
ACH-000279,-0.04907917001598002
ACH-000280,-0.1875761467945612
ACH-000281,-0.026787083252971588
ACH-000288,-0.0662943338440459
ACH-000291,-0.07912173920436437
ACH-000293,-0.1054979233881484
ACH-000294,-0.10249259355810852
