,OXR1 (55074)
ACH-000004,0.07054421460704484
ACH-000005,-0.07519704752885736
ACH-000007,0.21031011672103966
ACH-000009,0.2134515193621291
ACH-000011,0.19371785550205173
ACH-000012,0.15670361125967947
ACH-000013,0.12947582410346084
ACH-000014,0.10452062936655863
ACH-000015,0.2253558053565546
ACH-000017,0.17607575926282032
ACH-000018,0.2854290383679962
ACH-000019,-0.01442552126072892
ACH-000021,0.19699083569015755
ACH-000022,0.0066391259727587365
ACH-000025,0.20453294131142616
ACH-000028,0.05524216310914147
ACH-000030,0.13338444228958726
ACH-000035,-0.06712636375259347
ACH-000036,0.0536817542163882
ACH-000037,0.14511988067765466
ACH-000039,0.22460825921282346
ACH-000040,0.1257425094215213
ACH-000041,0.17779666185256102
ACH-000042,0.3174347638810308
ACH-000045,0.20431275889968956
ACH-000047,0.24477083913324926
ACH-000052,0.1395318329754054
ACH-000053,0.15832228263911838
ACH-000054,0.09021158996958407
ACH-000055,0.052905207296930025
ACH-000060,0.2753573010901247
ACH-000067,0.13996538894928698
ACH-000070,0.15623890509176738
ACH-000075,0.10405445456069456
ACH-000078,0.2453771534341738
ACH-000082,0.21225632329169514
ACH-000085,0.2563387132228592
ACH-000086,0.10267289441817153
ACH-000087,-0.13135648051544307
ACH-000092,0.06618777573324397
ACH-000095,0.26062550797128514
ACH-000097,0.14178931971981362
ACH-000098,0.18609310212465766
ACH-000099,0.2103461401057493
ACH-000108,0.1604019288415973
ACH-000113,0.2542164789432124
ACH-000116,0.19342944471878307
ACH-000118,0.2268526902854459
ACH-000120,0.12473261632427515
ACH-000123,0.18327567101973266
ACH-000127,0.24851943486824896
ACH-000128,0.06535946074260696
ACH-000132,0.16547096153224536
ACH-000133,0.16789175607308465
ACH-000137,0.1956258417658703
ACH-000138,0.18849442885900053
ACH-000142,0.19214279674472226
ACH-000143,0.056430304016423384
ACH-000146,0.16293270452877825
ACH-000148,0.16582335076987298
ACH-000150,0.011850673959692484
ACH-000152,0.11368468660526627
ACH-000153,0.05388720418983466
ACH-000159,0.04863951625450208
ACH-000160,0.04751031759184312
ACH-000163,-0.0706907766002386
ACH-000167,-0.019944372938876256
ACH-000168,-0.02680868743669267
ACH-000169,0.1820261685047072
ACH-000178,0.15585171418914218
ACH-000183,-0.04390480964199495
ACH-000188,0.15376530321516135
ACH-000189,0.1498195512962359
ACH-000190,-0.04101538481894754
ACH-000198,0.2196031175033319
ACH-000203,0.2883785971017848
ACH-000204,0.2207849646508532
ACH-000206,0.21252406489856235
ACH-000207,0.32982562459577003
ACH-000208,0.3946703943772928
ACH-000210,-0.016307190435604576
ACH-000211,0.18927606692724627
ACH-000215,0.09838462532949714
ACH-000221,0.09544008862507104
ACH-000222,0.2540428793641528
ACH-000223,0.05880960694331894
ACH-000226,0.1234585106902299
ACH-000227,0.15087564300844164
ACH-000228,0.14169668430056245
ACH-000231,0.13490403524447664
ACH-000232,0.10192725368913502
ACH-000233,0.22746079203952
