,ZHX2 (22882)
ACH-000004,-0.05525486960809072
ACH-000005,0.09902938565777814
ACH-000007,0.08902676279838166
ACH-000009,0.06847173561818287
ACH-000011,-0.11836235667797936
ACH-000012,0.048990983388732055
ACH-000013,0.01621662363118842
ACH-000014,-0.16565768836430678
ACH-000015,0.07876740814949809
ACH-000017,-0.0715428042389795
ACH-000018,-0.0372120864667588
ACH-000019,0.1269983512020215
ACH-000021,0.08091210981621781
ACH-000022,0.1618122560913118
ACH-000025,0.05725369938848384
ACH-000028,-0.06496130299576253
ACH-000030,0.01421734228581219
ACH-000035,0.0109055780428479
ACH-000036,-0.07859756025928225
ACH-000037,-0.04504632528085648
ACH-000039,0.13185919400677862
ACH-000040,-0.08510450509191345
ACH-000041,-0.15255035492794788
ACH-000042,0.19285321558481533
ACH-000045,0.06828167644748928
ACH-000047,0.02811687611496898
ACH-000052,-0.16204115906613678
ACH-000053,0.010759064317673216
ACH-000054,0.013845087549256884
ACH-000055,-0.1535478327399742
ACH-000060,-0.06778042983538966
ACH-000067,0.1423897763905271
ACH-000070,0.1904518438436112
ACH-000075,-0.22051053713115185
ACH-000078,0.04945812885696836
ACH-000082,0.1292686525976879
ACH-000085,0.03798930718402144
ACH-000086,-0.044855344708374635
ACH-000087,0.017162728741619376
ACH-000092,0.002150106541962698
ACH-000095,0.08978899703321687
ACH-000097,0.0062376959240439565
ACH-000098,0.01925696468705857
ACH-000099,0.10335081226714983
ACH-000108,0.06240880165417314
ACH-000113,-0.012381739409737523
ACH-000116,0.049233906249296924
ACH-000118,0.16165255290421685
ACH-000120,-0.02528519962012253
ACH-000123,-0.09109803350995713
ACH-000127,-0.02374924705567473
ACH-000128,-0.15932823169048685
ACH-000132,-0.12403402359862414
ACH-000133,0.08813069174487594
ACH-000137,0.1850771307756068
ACH-000138,0.15721077372514927
ACH-000142,0.0930093619305859
ACH-000143,0.012559434021313692
ACH-000146,0.07487542927078672
ACH-000148,-0.02242295324376574
ACH-000150,-0.2709153999934737
ACH-000152,0.07916270327684076
ACH-000153,-0.12412382537952495
ACH-000159,0.14501190562457
ACH-000160,-0.040729557459318014
ACH-000163,0.0384833248917552
ACH-000167,-0.11506035326462873
ACH-000168,0.03954234852060047
ACH-000169,0.09772788797515604
ACH-000178,-0.07496666521569482
ACH-000183,-0.04725517565263357
ACH-000188,0.2410254442490739
ACH-000189,0.20591775147158284
ACH-000190,-0.0971893657682155
ACH-000198,0.118564563431811
ACH-000203,-0.20260707988592747
ACH-000204,0.2960686703065049
ACH-000206,0.06167005487644059
ACH-000207,0.09305586802591256
ACH-000208,-0.06327100491929019
ACH-000210,-0.08270981453933349
ACH-000211,0.13459950410600646
ACH-000215,0.037731759430032506
ACH-000221,0.04202256660874143
ACH-000222,0.1007750189409634
ACH-000223,0.12099281475046535
ACH-000226,0.005006882354699936
ACH-000227,0.010783451554633616
ACH-000228,0.11263807507401227
ACH-000231,0.12345922255134573
ACH-000232,0.0554071854904462
ACH-000233,-0.004078090075738555
ACH-000234,0.09528724357135786
ACH-000235,0.07428722284486469
ACH-000237,-0.06386447902418574
ACH-000238,0.06461208738758845
ACH-000242,0.39094904067688585
ACH-000243,0.06908430519906744
ACH-000244,-0.17204825047770844
ACH-000246,-0.020638620602306076
ACH-000248,-0.15019923769764387
ACH-000250,-0.015988931468770586
ACH-000251,0.19885849689238755
ACH-000252,-0.002986542492688387
ACH-000253,-0.08987656385990109
ACH-000255,-0.1548295933909168
ACH-000256,-0.07291414491810266
ACH-000257,0.06467861867911717
ACH-000258,-0.11710705229832373
ACH-000259,0.18695397874459335
ACH-000260,-0.02024274298540722
ACH-000261,0.0877845817278712
ACH-000262,0.12254522729454854
ACH-000263,-0.3423727038380846
ACH-000264,0.0006692388862951199
ACH-000265,-0.11576451602334792
ACH-000266,0.09202562751962633
ACH-000272,0.08636541519435115
ACH-000274,-0.009410766719933182
ACH-000277,-0.05799122528431928
ACH-000278,0.201167511653052
ACH-000279,0.04126156133975472
ACH-000280,-0.11707077447519415
ACH-000281,-0.028697355049266418
ACH-000288,0.19419184961216548
ACH-000291,0.01623957727256406
ACH-000293,0.10375696041246507
ACH-000294,-0.018500125966845117
ACH-000295,0.12437035138280325
ACH-000296,0.0064599621952821295
ACH-000302,0.04363372820583905
ACH-000304,-0.20098703297737847
ACH-000307,-0.03938841858800474
ACH-000308,0.07295349512380894
ACH-000310,0.0932426578133866
ACH-000311,0.14417271882363178
ACH-000312,0.06083284717831002
ACH-000315,0.17571414190788168
ACH-000316,-0.13640317941593033
ACH-000317,0.004029636439250309
ACH-000318,0.06854359571021802
ACH-000319,-0.032760080027660864
ACH-000320,0.3184081139288183
ACH-000322,-0.15337638921973487
ACH-000323,-0.025619259908290247
ACH-000324,-0.07827112929120973
ACH-000329,-0.060760988093474966
ACH-000330,-0.08802188714748171
ACH-000331,0.12302525559643307
ACH-000332,-0.0279477905320919
