,GYPE (2996)
ACH-000004,-0.1278075404473585
ACH-000005,-0.14978073189650534
ACH-000007,-0.2418850705166761
ACH-000009,-0.0634016618774149
ACH-000011,-0.10916779657915812
ACH-000012,-0.07474225479410122
ACH-000013,-0.01539652241903026
ACH-000014,-0.08947282990570034
ACH-000015,-0.015802667691390087
ACH-000017,-0.13595585517285982
ACH-000018,-0.045856237365925374
ACH-000019,-0.11111364583985653
ACH-000021,-0.07541927957747165
ACH-000022,-0.21460353269192375
ACH-000025,-0.009006568499655492
ACH-000028,-0.17063187506437338
ACH-000030,-0.09740686651066316
ACH-000035,-0.03746170779235318
ACH-000036,-0.15302055319194993
ACH-000037,-0.09382662112806292
ACH-000039,0.033250944601109625
ACH-000040,-0.11816761415402753
ACH-000041,-0.07864159804071813
ACH-000042,-0.037448325589562
ACH-000045,-0.18736013243100053
ACH-000047,-0.05696106769628509
ACH-000052,-0.3993681829784756
ACH-000053,-0.04928083814761451
ACH-000054,-0.08869262636765707
ACH-000055,-0.10324544817711813
ACH-000060,-0.19233278473673807
ACH-000067,-0.15565650949505572
ACH-000070,0.0923155410594724
ACH-000075,-0.13858767124896418
ACH-000078,0.0003979731468830503
ACH-000082,-0.0688326599368807
ACH-000085,-0.14791269708203958
ACH-000086,-0.1623042245622927
ACH-000087,-0.1310045363333939
ACH-000092,-0.15016724577074084
ACH-000095,-0.11438580551615755
ACH-000097,-0.04998405668265711
ACH-000098,-0.1623902261250738
ACH-000099,-0.09228865039838632
ACH-000108,-0.11573932310366793
ACH-000113,-0.07394738865719715
ACH-000116,-0.22085306110890346
ACH-000118,0.0013149063600782
ACH-000120,-0.1863584156435727
ACH-000123,-0.06498018010401027
ACH-000127,-0.08148405433858351
ACH-000128,-0.16088127009274153
ACH-000132,-0.04492910182863327
ACH-000133,-0.05306234844994126
ACH-000137,-0.09182886136553213
ACH-000138,-0.05131322241614316
ACH-000142,-0.1646743053907794
ACH-000143,0.07733201369311707
ACH-000146,-0.036346345444097886
ACH-000148,-0.15081674200733866
ACH-000150,-0.16122200882827392
ACH-000152,-0.18047557548999985
ACH-000153,0.13553043306263907
ACH-000159,-0.10607865565012194
ACH-000160,-0.04098820719403569
ACH-000163,-0.22498997615667535
ACH-000167,-0.21081117357804927
ACH-000168,-0.006729059515055275
ACH-000169,0.02509908373881887
ACH-000178,-0.2014877258433497
ACH-000183,-0.11760359903734452
ACH-000188,-0.16302132883985415
ACH-000189,-0.3762341179660931
ACH-000190,-0.17202221165576712
ACH-000198,-0.08280694282947501
ACH-000203,0.4019742434372422
ACH-000204,-0.13503383591477794
ACH-000206,-0.020701128150729973
