,SCGB3A1 (92304)
ACH-000004,-0.011494991759785
ACH-000005,0.1786707699270665
ACH-000007,0.3974141113308024
ACH-000009,0.16833376684326287
ACH-000011,0.19198924272753154
ACH-000012,0.15456022421436147
ACH-000013,0.21897357080898727
ACH-000014,0.1830633542508219
ACH-000015,0.20535027761516025
ACH-000017,0.17319284818821987
ACH-000018,0.11765309818757863
ACH-000019,0.2375489905865376
ACH-000021,0.13091916972941953
ACH-000022,0.034333715100331605
ACH-000025,0.1375063235118307
ACH-000028,0.15438152194140115
ACH-000030,0.10693968113046204
ACH-000035,0.2637270098428142
ACH-000036,0.11478679432780035
ACH-000037,0.30948475011159565
ACH-000039,0.3432132491396396
ACH-000040,0.09442587590033567
ACH-000041,0.01448487190367736
ACH-000042,0.17560068301579462
ACH-000045,0.13498734122939066
ACH-000047,0.2685257155282416
ACH-000052,0.06987707452839591
ACH-000053,0.2465960233524252
ACH-000054,0.2118367755504248
ACH-000055,0.06582351772724862
ACH-000060,0.2275547967325356
ACH-000067,0.11307904760646527
ACH-000070,0.15165915706033334
ACH-000075,0.20459327505440905
ACH-000078,0.13510079507375816
ACH-000082,0.04961916180978357
ACH-000085,-0.12623163065409468
ACH-000086,0.03831649286127977
ACH-000087,0.05442012253560175
ACH-000092,0.07237424590318277
ACH-000095,0.18325833747910072
ACH-000097,0.09089919418702187
ACH-000098,0.05885042199939285
ACH-000099,0.15924298830707306
ACH-000108,0.2058873561066936
ACH-000113,0.28452404371606344
ACH-000116,0.0763075540111929
ACH-000118,0.280140838377384
ACH-000120,0.13824234970400834
ACH-000123,0.07544586548332563
ACH-000127,0.1981220861581588
ACH-000128,0.1705348696204849
ACH-000132,0.05444992865850598
ACH-000133,0.10082593077758327
ACH-000137,0.05920921652155164
ACH-000138,0.14051375251454387
ACH-000142,0.2157045527325609
ACH-000143,0.07587855076706375
ACH-000146,0.14234332895603385
ACH-000148,0.154650817656143
ACH-000150,0.07059496899734563
ACH-000152,0.027209184046361544
ACH-000153,0.33081787341873203
ACH-000159,0.06274332769121499
ACH-000160,0.216569016299196
ACH-000163,0.2044566134142313
ACH-000167,-0.19593713190717127
ACH-000168,0.057879107951921374
ACH-000169,0.18597513493805254
ACH-000178,0.2043076084455131
ACH-000183,0.3096974099843965
ACH-000188,0.1033301748468094
ACH-000189,0.4025635994346798
ACH-000190,0.2371018946513423
ACH-000198,0.15820595229474482
ACH-000203,0.6088896104026377
ACH-000204,0.23764743416282755
ACH-000206,0.4519455253969238
ACH-000207,0.2278787967415824
ACH-000208,-0.0353353018331222
ACH-000210,0.2379100384252389
ACH-000211,-0.016250417768000982
ACH-000215,0.2697484421854446
ACH-000221,0.24046415481911476
ACH-000222,0.2799531981320535
ACH-000223,0.020625838570402944
ACH-000226,0.2449610304449451
ACH-000227,0.0008112734549778856
ACH-000228,0.018327799551414833
ACH-000231,0.1412219813610341
