,GSTM2 (2946)
ACH-000004,-0.2546678109921874
ACH-000005,-0.27127067870263016
ACH-000007,0.056263492763944656
ACH-000009,-0.1421638666643819
ACH-000011,-0.09865661749778916
ACH-000012,-0.2681500786773091
ACH-000013,-0.17806564650526435
ACH-000014,-0.23122158056738695
ACH-000015,-0.18234822210909885
ACH-000017,-0.13444654764180358
ACH-000018,-0.2308374476349588
ACH-000019,-0.29110312886611994
ACH-000021,-0.08030913521549891
ACH-000022,-0.0952824025994723
ACH-000025,-0.3400100808588584
ACH-000028,-0.3792851862257221
ACH-000030,-0.2395345578868291
ACH-000035,-0.2976809273197413
ACH-000036,-0.18278563015443614
ACH-000037,-0.17161031411745087
ACH-000039,-0.009503563738956769
ACH-000040,-0.3052811958624741
ACH-000041,-0.05465519987577429
ACH-000042,-0.04935919739709943
ACH-000045,-0.2540820539667796
ACH-000047,-0.1471692874938061
ACH-000052,-0.15140326738681453
ACH-000053,-0.2263305069425031
ACH-000054,-0.2044220563644387
ACH-000055,-0.14421981428453534
ACH-000060,-0.2390666612462656
ACH-000067,-0.1412748323337342
ACH-000070,0.014835560366824459
ACH-000075,-0.3625956219598023
ACH-000078,-0.2792510424739383
ACH-000082,-0.1847236073572811
ACH-000085,-0.4030850171075261
ACH-000086,-0.19895230200961705
ACH-000087,-0.14718795133068954
ACH-000092,-0.3289147492046865
ACH-000095,-0.2606862415780054
ACH-000097,-0.1786153324286013
ACH-000098,-0.18468874920492945
ACH-000099,-0.15692927657586106
ACH-000108,0.006389141386461771
ACH-000113,-0.3053567932537649
ACH-000116,-0.10212534455324453
ACH-000118,-0.08952383805634459
ACH-000120,-0.0654226348916672
ACH-000123,-0.08762427655513387
ACH-000127,-0.2521170745298003
ACH-000128,-0.2807628215891842
ACH-000132,-0.20220470894350115
ACH-000133,-0.23710902746353624
ACH-000137,-0.32376102879683744
ACH-000138,-0.05199303166389821
ACH-000142,-0.28233979756315314
ACH-000143,-0.05724978295624341
ACH-000146,-0.09899231672231264
ACH-000148,-0.14560810048022216
ACH-000150,-0.19083085153543605
ACH-000152,-0.25539293535229163
ACH-000153,-0.1964513801054312
ACH-000159,-0.15089395244547454
ACH-000160,-0.02299874498626305
ACH-000163,-0.14775157415166618
ACH-000167,-0.3965763778969469
ACH-000168,-0.13953407412850086
ACH-000169,-0.1072655763896824
ACH-000178,-0.2322700278999317
ACH-000183,-0.21266070827480946
ACH-000188,-0.3303719075427407
ACH-000189,-0.3283559788994667
ACH-000190,-0.20948450199146476
ACH-000198,-0.2583262045234052
ACH-000203,-0.5834719056891556
ACH-000204,-0.4689943130974182
ACH-000206,-0.0971891632497308
ACH-000207,-0.22346374235436506
ACH-000208,0.03855464650082933
ACH-000210,-0.08838597116716115
ACH-000211,-0.18748406236019968
ACH-000215,-0.1947209193852271
ACH-000221,-0.42687721395402256
ACH-000222,-0.11343179795514828
ACH-000223,-0.16770691502522173
ACH-000226,-0.09526079373969848
ACH-000227,-0.32361157467701474
ACH-000228,-0.2448593287021772
ACH-000231,-0.1547043807634388
ACH-000232,-0.10496134793845953
ACH-000233,-0.17273476298213986
ACH-000234,-0.22584261868299965
ACH-000235,-0.2992745229110793
ACH-000237,-0.22249764305885003
ACH-000238,-0.11823789373815698
ACH-000242,-0.050395694530561766
ACH-000243,-0.11045614328020248
ACH-000244,-0.2667440227350318
ACH-000246,-0.05243972295486437
ACH-000248,-0.2034109095700884
ACH-000250,-0.19888360993311244
ACH-000251,-0.12242422037842855
ACH-000252,-0.1413137905013101
ACH-000253,-0.1320791317451537
ACH-000255,-0.20668424558587314
ACH-000256,-0.15669606714843076
ACH-000257,-0.1557441994039498
ACH-000258,-0.04735301920673127
ACH-000259,-0.29478287994189073
ACH-000260,-0.2179195384468614
ACH-000261,-0.2599941851388886
ACH-000262,0.015243601811420775
ACH-000263,-0.0631399922663918
ACH-000264,-0.1057429468273252
ACH-000265,-0.19479415277226506
ACH-000266,-0.1966807964926518
ACH-000272,-0.21343213481250345
ACH-000274,-0.09319372613380487
ACH-000277,-0.14528710234456274
ACH-000278,-0.19700276451859652
ACH-000279,-0.16665975910690156
ACH-000280,-0.2997039331170558
ACH-000281,0.03848331746475686
ACH-000288,-0.1891114128921368
ACH-000291,-0.0959563089674772
ACH-000293,-0.03349811274245633
ACH-000294,-0.2761087073107885
ACH-000295,-0.10035380399475947
ACH-000296,-0.1831267846579646
ACH-000302,-0.1979764523246275
ACH-000304,-0.3428652406039185
ACH-000307,-0.19966010051449987
ACH-000308,-0.04878383837820606
ACH-000310,-0.5357552030968128
ACH-000311,-0.10289954477903586
ACH-000312,-0.1839758388306348
ACH-000315,-0.26096674827899263
ACH-000316,-0.16398322159260129
ACH-000317,-0.05488759640359647
ACH-000318,-0.1341609146510977
ACH-000319,-0.20498711708665085
ACH-000320,-0.2255182980316775
ACH-000322,-0.09997649707463356
ACH-000323,-0.3842844962223684
ACH-000324,-0.3212042184630304
ACH-000329,-0.3065492863269728
ACH-000330,-0.14524820006816627
ACH-000331,-0.2535106910443764
ACH-000332,-0.2435118611015002
ACH-000334,-0.16543889876891155
ACH-000335,-0.2974502185275075
ACH-000336,-0.16107650319804326
ACH-000337,-0.1864692851273796
ACH-000338,-0.3913548330182201
ACH-000339,-0.0904461853259632
ACH-000341,-0.20196461471900853
ACH-000348,-0.1383485902248529
ACH-000350,-0.035488185417725894
ACH-000352,-0.2882786910017334
ACH-000356,-0.2020492931204085
ACH-000361,-0.09127913851211668
ACH-000362,-0.13003854831243378
ACH-000363,-0.11661720040991302
ACH-000364,-0.2574905341998926
ACH-000365,-0.12181645987092682
ACH-000366,-0.2842893666680693
ACH-000368,-0.2884196906455384
ACH-000374,-0.3087407525944203
ACH-000375,-0.13995301868876905
ACH-000376,-0.3348516487060783
ACH-000381,-0.03763428363801101
ACH-000383,-0.25506964057003745
ACH-000387,-0.1748613629564127
ACH-000389,-0.17072383335422456
ACH-000390,-0.3629973211101689
ACH-000393,-0.29398347519422513
ACH-000395,-0.3503963449662735
ACH-000396,-0.20883408995566533
ACH-000397,-0.09989805784042684
ACH-000401,-0.018677229017780825
ACH-000402,0.06123626499979805
ACH-000403,-0.14843503482059942
ACH-000404,-0.3117114896113299
ACH-000406,-0.1249752438891232
ACH-000407,-0.13947456087781473
ACH-000408,-0.18760434257950495
ACH-000410,-0.20116759614972746
ACH-000411,-0.18747315261403652
ACH-000414,-0.338871074317091
ACH-000415,-0.3555758581418521
ACH-000416,-0.2100750367290122
ACH-000420,-0.14871309288845805
ACH-000421,-0.05145710240708946
ACH-000424,-0.1470967361042608
ACH-000425,-0.25125152837933606
ACH-000426,-0.13831844262947207
ACH-000427,-0.1132595048172071
ACH-000433,-0.21856781692864147
ACH-000435,-0.25986978450275283
ACH-000436,-0.3099930098035832
ACH-000444,0.1139907718220234
ACH-000445,-0.24929699740346506
