,KAT5 (10524)
ACH-000004,-0.5275500456796294
ACH-000005,-0.6290513855414328
ACH-000007,-0.5714168515250343
ACH-000009,-0.5737750972153721
ACH-000011,-0.4384587727552025
ACH-000012,-0.7078060973392217
ACH-000013,-0.5636218016847189
ACH-000014,-0.5760238292986688
ACH-000015,-0.7024072207708402
ACH-000017,-0.6946487279105191
ACH-000018,-0.731366640108132
ACH-000019,-0.7137686868871027
ACH-000021,-0.6389351423126377
ACH-000022,-0.702799405766448
ACH-000025,-0.6863193328283024
ACH-000028,-0.5285513427638842
ACH-000030,-0.6283380732793804
ACH-000035,-0.8495152248608873
ACH-000036,-0.6637802248208315
ACH-000037,-0.6374161238249704
ACH-000039,-0.7200651402102736
ACH-000040,-0.8049644723912222
ACH-000041,-0.6317226072459864
ACH-000042,-0.6523347434257568
ACH-000045,-0.7299703387605874
ACH-000047,-0.5717038452202536
ACH-000052,-1.0258684924279482
ACH-000053,-0.7914234470781871
ACH-000054,-0.642311082182534
ACH-000055,-0.5766760355240289
ACH-000060,-0.7303510398154781
ACH-000067,-0.7340044842232376
ACH-000070,-0.5248217251292823
ACH-000075,-0.5980222761348982
ACH-000078,-0.5267469337019525
ACH-000082,-0.3729730179706672
ACH-000085,-0.7169048961307042
ACH-000086,-0.8861628947047618
ACH-000087,-0.4961408381642125
ACH-000092,-0.6832281298878413
ACH-000095,-0.6666480687244472
ACH-000097,-0.4995370342739521
ACH-000098,-0.6645568391265105
ACH-000099,-0.6729676010310444
ACH-000108,-0.5006002200524883
ACH-000113,-0.9155567501849452
ACH-000116,-0.6135714308166612
ACH-000118,-0.6129451189174515
ACH-000120,-0.7574186650107932
ACH-000123,-0.7406008071717939
ACH-000127,-0.6602233138702647
ACH-000128,-0.5842713061338436
ACH-000132,-0.7028595564375505
ACH-000133,-0.5422909788808229
ACH-000137,-0.8866552571560758
ACH-000138,-0.6285075302269364
ACH-000142,-0.8096295144780805
ACH-000143,-0.7343854609198348
ACH-000146,-0.6459358342390124
ACH-000148,-0.6104654311084483
ACH-000150,-0.6560135086411298
ACH-000152,-0.7465526605910491
ACH-000153,-0.6505457980276983
ACH-000159,-0.6552355661075674
ACH-000160,-0.4223497850769698
ACH-000163,-0.4906541534981667
ACH-000167,-0.4004825802231514
ACH-000168,-0.6683867947217089
ACH-000169,-0.6308502026300785
ACH-000178,-0.5575026564844573
ACH-000183,-0.8796534809027535
