,SHISA4 (149345)
ACH-000004,0.13405829146172776
ACH-000005,0.08007187711177917
ACH-000007,0.04547816535776632
ACH-000009,-0.12476079177577687
ACH-000011,0.1371093423212054
ACH-000012,-0.02824626389710278
ACH-000013,0.034313920334456224
ACH-000014,0.013669508595597506
ACH-000015,0.046452722212803735
ACH-000017,-0.03852587410531549
ACH-000018,-0.0194962025919988
ACH-000019,0.054826063641986084
ACH-000021,-0.07465527189802555
ACH-000022,-0.11810541894745324
ACH-000025,0.029433085464262473
ACH-000028,0.06896350346550809
ACH-000030,0.062272980171876526
ACH-000035,0.20673221484037274
ACH-000036,0.06261532839206435
ACH-000037,-0.0031551628396628635
ACH-000039,0.18783582546370556
ACH-000040,0.0984470093332477
ACH-000041,0.11555211654990745
ACH-000042,0.11803618066247132
ACH-000045,0.05035795849765607
ACH-000047,0.04813376710481906
ACH-000052,0.01642873829894265
ACH-000053,0.011294256272549678
ACH-000054,-0.05041336171288659
ACH-000055,0.054518722704747474
ACH-000060,0.08529270837321004
ACH-000067,0.11383176287888767
ACH-000070,0.02460641541730712
ACH-000075,-0.05656428658437039
ACH-000078,0.15414420970005166
ACH-000082,-0.017856046087415436
ACH-000085,0.06835443578856744
ACH-000086,-0.05870949615933591
ACH-000087,0.07544216275972852
ACH-000092,-0.006379318359992493
ACH-000095,-0.1181755796656343
ACH-000097,0.03824132987512986
ACH-000098,0.039583674889488066
ACH-000099,0.07138840245857006
ACH-000108,0.056130224953535285
ACH-000113,-0.11729040580342633
ACH-000116,-0.018190488919662108
ACH-000118,0.06541125366453282
ACH-000120,-0.14792682071761204
ACH-000123,0.004066536571385747
ACH-000127,0.0033794760004125877
ACH-000128,0.058549506637792126
ACH-000132,-0.02531784535959501
ACH-000133,0.04761945437008201
ACH-000137,0.08587204802843043
ACH-000138,0.053946618187944335
ACH-000142,-0.04823012514110556
ACH-000143,0.049907785045097186
ACH-000146,-0.04631320026603925
ACH-000148,0.07902042127823322
ACH-000150,0.02272369032146232
ACH-000152,-0.009730553736723355
ACH-000153,0.09986359368926782
ACH-000159,-0.0598366601259618
ACH-000160,-0.04096923239425873
ACH-000163,0.055475071178895205
ACH-000167,-0.11470303092188013
ACH-000168,0.03306428649580908
ACH-000169,-0.025117500792940804
ACH-000178,0.11025228173936724
ACH-000183,0.0007435706374849903
ACH-000188,-0.04030483291243323
ACH-000189,-0.05841067710963231
ACH-000190,-0.04809098760576384
ACH-000198,0.13724186852160208
ACH-000203,-0.15384776449647228
ACH-000204,-0.07589321396723409
ACH-000206,0.03318053804351938
ACH-000207,0.08183941529529773
ACH-000208,-0.06229354664069934
ACH-000210,0.27400307080017045
ACH-000211,0.01668555480136024
ACH-000215,0.015655672910349774
ACH-000221,0.11150519378622346
ACH-000222,-0.050723561464063836
ACH-000223,0.09753949717502358
ACH-000226,-0.08447004302720702
ACH-000227,-0.001043803673417927
ACH-000228,0.01653859140767864
ACH-000231,0.03620946226778219
ACH-000232,-0.0155589583832265
ACH-000233,0.06292626095228931
ACH-000234,-0.04778502177855474
ACH-000235,-0.021589111688665515
ACH-000237,0.033170866685027986
ACH-000238,0.07450601827155932
ACH-000242,0.2478651498589771
ACH-000243,0.02528860945999172
ACH-000244,0.04869087907322703
ACH-000246,-0.015891565409366967
ACH-000248,0.15190323633430805
ACH-000250,0.023581671699183997
ACH-000251,0.07249174738418053
ACH-000252,0.1546485693347311
ACH-000253,-0.054062231700263766
ACH-000255,-0.03886215378978517
ACH-000256,0.05375649368029519
ACH-000257,0.0320979867013769
ACH-000258,0.04026239774551735
ACH-000259,0.0142989151647159
ACH-000260,-0.015080936637699466
ACH-000261,0.007198638099802956
ACH-000262,0.243456199218125
ACH-000263,-0.16587006519106234
ACH-000264,-0.003799429058237255
ACH-000265,0.14544007354963412
ACH-000266,-0.002813885913523544
ACH-000272,0.01670703879755419
ACH-000274,0.014475068477722584
ACH-000277,0.16677240614298786
ACH-000278,0.12041140678501755
ACH-000279,0.07969948364963311
ACH-000280,0.03040074310010147
ACH-000281,-0.09104543299048687
ACH-000288,0.0451419922315578
ACH-000291,-0.08109271280843748
ACH-000293,0.029412153224829075
ACH-000294,0.07567617224988889
ACH-000295,0.29266924290061125
ACH-000296,-0.15341070617537392
ACH-000302,0.04232172822769162
ACH-000304,0.015417265512656519
ACH-000307,-0.08920461198874169
ACH-000308,0.023596078115602333
ACH-000310,-0.08730966135476663
ACH-000311,-0.04585592899141257
ACH-000312,0.0022920400279936
ACH-000315,-0.15028523414512224
ACH-000316,-0.10398214513603474
ACH-000317,-0.047399841982796134
ACH-000318,-0.11229365531550818
ACH-000319,0.103313536840335
ACH-000320,-0.029510853475201212
ACH-000322,0.10662823581784693
ACH-000323,0.06772411276534591
ACH-000324,-0.05960846738024385
ACH-000329,-0.02003657215742152
