,HNRNPD (3184)
ACH-000004,-0.013203241853483462
ACH-000005,-0.13339633650715926
ACH-000007,-0.3361709315549832
ACH-000009,-0.19376064114383834
ACH-000011,-0.03221224148119315
ACH-000012,-0.2152537148899164
ACH-000013,-0.06582882078973476
ACH-000014,-0.13438438201893071
ACH-000015,-0.3128471201736633
ACH-000017,-0.0694032570693898
ACH-000018,-0.4349226558564536
ACH-000019,-0.0978196919200664
ACH-000021,-0.2929768290193455
ACH-000022,-0.07266154143534401
ACH-000025,-0.2954893457954198
ACH-000028,-0.04390027556016875
ACH-000030,-0.07995819133409214
ACH-000035,-0.2579972753300688
ACH-000036,0.3682070298662181
ACH-000037,-0.1859553947587744
ACH-000039,-0.18744085203509145
ACH-000040,-0.10328624782131493
ACH-000041,-0.27685304572596603
ACH-000042,-0.4972573256990796
ACH-000045,-0.2785213917127561
ACH-000047,-0.1443670587139784
ACH-000052,-0.18290805082471434
ACH-000053,-0.14541081722290009
ACH-000054,-0.07836497051417576
ACH-000055,0.05985322916004295
ACH-000060,-0.35097819353168663
ACH-000067,-0.2812806746809209
ACH-000070,-0.5007394879234485
ACH-000075,-0.1468397597619288
ACH-000078,-0.12400348725229172
ACH-000082,-0.09180918567795587
ACH-000085,-0.11953300226055265
ACH-000086,-0.018763104217681053
ACH-000087,0.0136913390355379
ACH-000092,-0.1151198359345801
ACH-000095,-0.033191932403262465
ACH-000097,-0.02722070725069933
ACH-000098,-0.0348438152659146
ACH-000099,-0.058168229515865665
ACH-000108,-0.0776664277954281
ACH-000113,-0.27286071172037024
ACH-000116,-0.4502929626767898
ACH-000118,0.13843966651688275
ACH-000120,0.4088597454490901
ACH-000123,-0.08902524134351365
ACH-000127,-0.10744431631145354
ACH-000128,-0.2151682461318851
ACH-000132,-0.38253250755769663
ACH-000133,-0.10224250064340963
ACH-000137,-0.09253928772403093
ACH-000138,-0.24601448005395146
ACH-000142,-0.15260735268260242
ACH-000143,-0.3901655816396308
ACH-000146,-0.40246508500736106
ACH-000148,0.0008458565429771872
ACH-000150,-0.2080012090067368
ACH-000152,-0.2597641817911776
ACH-000153,-0.18281973827418727
ACH-000159,-0.09121467401754768
ACH-000160,-0.2339133140794191
ACH-000163,-0.4909094357837904
ACH-000167,-0.3168432205717727
ACH-000168,-0.32930953793750645
ACH-000169,-0.1900661339651453
ACH-000178,-0.08880722988528407
ACH-000183,-0.1975934012234424
ACH-000188,-0.4577872081124078
ACH-000189,-0.12678272174124233
ACH-000190,-0.08519526958970271
ACH-000198,-0.5191792331163632
ACH-000203,0.28723563152785553
ACH-000204,-0.2867877134753388
ACH-000206,0.01904888687220144
ACH-000207,-0.1922214230637061
ACH-000208,-0.3485972562607697
ACH-000210,-0.2192436275205208
ACH-000211,-0.3862824266923324
ACH-000215,-0.07452342573837795
ACH-000221,-0.2499544712696949
ACH-000222,0.08995777688865643
ACH-000223,-0.21466182791691804
ACH-000226,-0.3625505428306546
ACH-000227,-0.14739261178367585
ACH-000228,-0.2924622604243836
ACH-000231,-0.0845641789403948
ACH-000232,-0.0016611205762911713
ACH-000233,-0.039753506609315294
ACH-000234,0.0856843649030952
ACH-000235,-0.2893305149065672
ACH-000237,-0.07614579638576381
ACH-000238,-0.27922746715118063
ACH-000242,0.005609494813749846
ACH-000243,-0.14937879198043422
ACH-000244,-0.03532678072317148
ACH-000246,0.094097998098624
ACH-000248,-0.22311322152036173
ACH-000250,-0.22278956826992652
ACH-000251,-0.1725594642648656
ACH-000252,-0.13881585030971674
ACH-000253,-0.1058278762441343
ACH-000255,-0.4407163611185553
ACH-000256,-0.10581990651486406
ACH-000257,-0.24646685903290866
ACH-000258,0.0033041374635671885
ACH-000259,0.002515037423551023
ACH-000260,0.08423359068050251
ACH-000261,-0.11437124028441467
ACH-000262,0.03889707702923533
ACH-000263,-0.02674000108034057
ACH-000264,-0.07313654637058244
ACH-000265,-0.2935180530720131
ACH-000266,-0.1622556510336991
ACH-000272,-0.08723512696905565
ACH-000274,-0.05558475057336119
ACH-000277,-0.01934409015286897
ACH-000278,-0.2830432596789117
ACH-000279,-0.1908783358361021
ACH-000280,-0.21774788207848955
ACH-000281,-0.08215430565316205
ACH-000288,-0.11705943577502223
ACH-000291,-0.21522260104144114
ACH-000293,-0.1938479746594123
ACH-000294,-0.4556588201542299
ACH-000295,-0.2157916332155008
ACH-000296,-0.14518180871971287
ACH-000302,-0.4260369717289749
ACH-000304,-0.3729179880000853
ACH-000307,-0.206833405921422
ACH-000308,-0.055853680651328064
ACH-000310,-0.18169596619663694
ACH-000311,0.026930902119055203
ACH-000312,-0.033414036356293045
ACH-000315,0.01165629838444152
ACH-000316,-0.1409797878305
ACH-000317,-0.1017910366890952
ACH-000318,-0.19689042260680573
ACH-000319,-0.12831857439890335
ACH-000320,-0.09172434068968456
ACH-000322,-0.09642378458286603
ACH-000323,-0.44929649158484014
ACH-000324,-0.17184951251899228
ACH-000329,-0.1479986926644106
ACH-000330,-0.23593090526184285
ACH-000331,-0.15760175132949927
ACH-000332,-0.2425430874603596
ACH-000334,0.006871982409664401
ACH-000335,-0.1069667803062191
ACH-000336,-0.10799644274333436
ACH-000337,0.08282550775963196
ACH-000338,-0.31423011116578464
ACH-000339,-0.3494254897384377
ACH-000341,-0.09896231039939553
ACH-000348,-0.20735256208819028
ACH-000350,-0.24041786163601184
ACH-000352,-0.2238644482430923
ACH-000356,-0.0712546842746749
ACH-000361,-0.09790529031882958
ACH-000362,-0.2990218660713178
ACH-000363,-0.16014122484564214
ACH-000364,-0.3265150919948223
ACH-000365,-0.0823482905327159
ACH-000366,-0.1537044238180564
ACH-000368,-0.12705525237101414
ACH-000374,-0.20672642171382727
ACH-000375,-0.11024550756100304
ACH-000376,0.15049136952232856
ACH-000381,-0.014108939954580119
ACH-000383,-0.23599990761838596
ACH-000387,-0.3650561177535941
ACH-000389,-0.1094895037778476
ACH-000390,-0.2698858854686301
ACH-000393,-0.2137497541248992
ACH-000395,-0.3842650921569526
ACH-000396,-0.18509162938839968
ACH-000397,-0.16696417168628042
ACH-000401,-0.2359780925165409
ACH-000402,-0.21936647228609574
ACH-000403,-0.2861967767946697
ACH-000404,0.051672122704743466
ACH-000406,-0.3613952346615298
ACH-000407,-0.12069900386610301
ACH-000408,-0.4284899800661864
ACH-000410,-0.07820028486581851
ACH-000411,-0.05875866467177138
ACH-000414,-0.006205179924709985
ACH-000415,-0.3644829887872161
ACH-000416,-0.2276699471229635
ACH-000420,-0.2871905031539692
ACH-000421,-0.40955068120926497
ACH-000424,0.098936620171419
ACH-000425,-0.24394521556775176
ACH-000426,-0.4193462333135337
ACH-000427,0.010788099641316308
ACH-000433,-0.09540791955033244
ACH-000435,0.10422621465025296
ACH-000436,-0.5982244752401145
ACH-000444,-0.05374382672385865
ACH-000445,-0.4567798173625087
