,ASPM (259266)
ACH-000004,-0.3198368329607102
ACH-000005,-0.4981977582232751
ACH-000007,-0.1986199401191624
ACH-000009,-0.3437018848500271
ACH-000011,-0.3743516879879286
ACH-000012,-0.41828720098636857
ACH-000013,-0.7012470452929573
ACH-000014,-0.22964897747800514
ACH-000015,-0.4255512376821923
ACH-000017,-0.4950275561055018
ACH-000018,-0.2743261791306099
ACH-000019,-0.3382460524418663
ACH-000021,-0.3186264321427567
ACH-000022,-0.4559401719245131
ACH-000025,-0.463427694132225
ACH-000028,-0.590656285796574
ACH-000030,-0.4190404710323469
ACH-000035,-0.3130744039897585
ACH-000036,-0.2638109773555151
ACH-000037,-0.2495927061193736
ACH-000039,-0.29972823758628525
ACH-000040,-0.2892340288369845
ACH-000041,-0.2759791685913158
ACH-000042,-0.7276073663575262
ACH-000045,-0.14126769010038445
ACH-000047,-0.4311665295369507
ACH-000052,-0.422390313380044
ACH-000053,-0.8369695033625817
ACH-000054,-0.3249448286379944
ACH-000055,-0.17599408937427294
ACH-000060,-0.4388603038415746
ACH-000067,-0.3395414269842003
ACH-000070,-0.15918658404829544
ACH-000075,-0.206411354239393
ACH-000078,-0.2548251982433189
ACH-000082,-0.38921877725821663
ACH-000085,-0.6084577091866443
ACH-000086,-0.36186880519553577
ACH-000087,-0.15242250536723126
ACH-000092,-0.2819899860706199
ACH-000095,-0.2990864664760993
ACH-000097,-0.34335942060818825
ACH-000098,-0.1941878340269604
ACH-000099,-0.2675043047061687
ACH-000108,-0.1826907831455778
ACH-000113,-0.16054493319599394
ACH-000116,-0.3837988294292432
ACH-000118,-0.13893166321103406
ACH-000120,-0.08461014698211013
ACH-000123,-0.3857068697855479
ACH-000127,-0.2697410692458217
ACH-000128,-0.5009232322295037
ACH-000132,-0.2897104860258397
ACH-000133,-0.3744800856392527
ACH-000137,-0.16095453599463516
ACH-000138,-0.33612637582448474
ACH-000142,-0.3078392147670819
ACH-000143,-0.4320311734248752
ACH-000146,-0.5107507072385005
ACH-000148,-0.30099465276331394
ACH-000150,-1.070600570072068
ACH-000152,-0.2469732326916616
ACH-000153,-0.0866731196284804
ACH-000159,-0.20764442772387207
ACH-000160,-0.35702322699264905
ACH-000163,-0.2467334560118519
ACH-000167,-0.31806132000552306
ACH-000168,-0.02769019887129353
ACH-000169,-0.3948804716284055
ACH-000178,-0.07055622157052631
ACH-000183,-0.08857205893278422
ACH-000188,-0.4248227390467452
ACH-000189,-0.07727088609506386
ACH-000190,-0.30742837980498844
ACH-000198,-0.15212724758094345
ACH-000203,0.13609719543973026
ACH-000204,-0.660302077813018
ACH-000206,-0.4276598222012583
ACH-000207,-0.5779293070975137
ACH-000208,-0.0204669605291886
ACH-000210,-0.2110411645225353
ACH-000211,-0.3451515821803692
ACH-000215,-0.2152682027480191
ACH-000221,-0.3578288399088112
ACH-000222,-0.1728795197347778
ACH-000223,-0.3860475974210662
ACH-000226,-0.4390094561871626
ACH-000227,-0.288480820963293
ACH-000228,-0.3988788109012327
ACH-000231,-0.3196290581760971
ACH-000232,-0.3193422815657921
ACH-000233,-0.2969446745342377
ACH-000234,-0.18843345495756714
ACH-000235,-0.3499516528686488
ACH-000237,-0.5392991458686394
ACH-000238,-0.5193967747713896
ACH-000242,-0.09997697320044943
ACH-000243,-0.30015870218235785
ACH-000244,-0.3959680925984344
ACH-000246,-0.3911928230123048
ACH-000248,-0.27788324946632004
ACH-000250,-0.4344176914782961
ACH-000251,-0.2558331320218445
ACH-000252,-0.5986794739995929
ACH-000253,-0.21628214952874025
ACH-000255,-0.378992774564043
ACH-000256,-0.298834809113731
ACH-000257,-0.5385808122089945
ACH-000258,-0.0815243290805286
ACH-000259,-0.14974761499567565
ACH-000260,-0.4762178711991834
ACH-000261,-0.30824016834834145
ACH-000262,-0.2156132025786783
ACH-000263,-0.6570919690864305
ACH-000264,-0.35777438768454195
ACH-000265,-0.20412287288912276
ACH-000266,-0.36894358131123023
ACH-000272,-0.21091918792344716
ACH-000274,-0.4227542583327011
ACH-000277,-0.1798324516779599
ACH-000278,-0.2689858168763088
ACH-000279,-0.4767529984498547
ACH-000280,-0.38126480212033903
ACH-000281,-0.3821160892699271
ACH-000288,-0.2371425300216828
ACH-000291,-0.36551920922572106
ACH-000293,-0.4889945544140353
ACH-000294,-0.6869039830227784
ACH-000295,-0.2547123072400205
ACH-000296,-0.24321776570728454
ACH-000302,-0.526536907607848
ACH-000304,-0.242228533219361
ACH-000307,-0.4712258887259898
ACH-000308,-0.3022667858452661
ACH-000310,-0.2927973341396203
ACH-000311,-0.2608177099679431
ACH-000312,-0.5233043616880773
ACH-000315,-0.07592926765537054
ACH-000316,-0.5427697103142096
ACH-000317,-0.18594893037197827
ACH-000318,-0.5643219028123032
ACH-000319,-0.2524036337113745
ACH-000320,-0.5067389152882279
ACH-000322,-0.3972536609734503
ACH-000323,-0.24960582552691024
ACH-000324,-0.3100479334003374
ACH-000329,-0.5453491391519273
ACH-000330,-0.18358655704867705
ACH-000331,-0.2785954741048869
ACH-000332,-0.27742121133785896
ACH-000334,-0.36712755285905097
ACH-000335,-0.5352421235828737
ACH-000336,-0.3472325724145739
ACH-000337,-0.3311533892972892
ACH-000338,0.2160865470112997
ACH-000339,-0.3141789243418673
ACH-000341,-0.4908129251510913
ACH-000348,-0.6419980212143376
ACH-000350,-0.2384572806413345
ACH-000352,-0.49083547304281505
ACH-000356,-0.22163663734841565
ACH-000361,-0.3447673874674597
ACH-000362,-0.11235464155947072
ACH-000363,-0.254888599810051
ACH-000364,-0.4003510658447288
ACH-000365,-0.2837427478526965
ACH-000366,-0.17734371794227952
ACH-000368,-0.2861473745609363
ACH-000374,-0.4865661324285366
ACH-000375,-0.11256456736384347
ACH-000376,-0.1084152009734652
ACH-000381,-0.10166063134490792
ACH-000383,-0.31584415761844714
ACH-000387,-0.5295777324496215
ACH-000389,-0.41316018468579824
ACH-000390,-0.3486877325649561
ACH-000393,-0.7634094061432153
ACH-000395,-0.26364131642848465
ACH-000396,-0.2523853045014852
ACH-000397,-0.28851951562987066
ACH-000401,-0.3242216233605874
ACH-000402,-0.4173365508901132
ACH-000403,-0.16642224821443471
ACH-000404,0.08265286979232052
ACH-000406,-0.10082465084996853
ACH-000407,-0.8466540854717799
ACH-000408,-0.23026548610541164
ACH-000410,-0.3654243706724598
ACH-000411,-0.3634664104212248
ACH-000414,-0.2236352577878081
ACH-000415,-0.23129487636788826
ACH-000416,-0.3080335042062116
ACH-000420,-0.5300898415867406
ACH-000421,-0.3094202219532214
ACH-000424,-0.3697625102369885
ACH-000425,-0.30384730112096153
ACH-000426,-0.38851875217108295
ACH-000427,-0.31891359164901056
ACH-000433,-0.16374580217459633
ACH-000435,-0.01797925717230676
ACH-000436,-0.422761716809994
ACH-000444,-0.5341952341604206
ACH-000445,-0.5742741029366079
ACH-000448,-0.29380290237692563
ACH-000450,-0.5190856124550738
ACH-000452,-0.3055398402841067
ACH-000454,-0.4549378030182274
ACH-000458,-0.4649158847863207
ACH-000459,0.013111398019670472
ACH-000460,-0.20728126132295754
ACH-000461,-0.7672034664972179
ACH-000463,-0.3189755110390428
ACH-000464,-0.2528992329028877
ACH-000466,-0.5137813276465262
ACH-000467,-0.3726533329958676
ACH-000468,-0.08757023516694985
ACH-000469,-0.07722599712755375
ACH-000470,-0.07445213180714312
ACH-000471,-0.4291589195734399
ACH-000472,-0.24115691452155985
ACH-000473,-0.4414536206445241
ACH-000475,-0.3544011582480036
ACH-000476,-0.3810697787823348
ACH-000477,-0.2888019504382838
ACH-000479,-0.5651066074984439
ACH-000480,-0.40102224201315373
ACH-000481,-0.4818901366156188
ACH-000483,-0.3967114068886347
ACH-000484,-0.41019185005879466
ACH-000485,-0.6617023161453739
ACH-000486,-0.2996295374944953
ACH-000487,-0.3560367984896531
ACH-000488,-0.23487195703698466
ACH-000490,-0.39418371981133576
ACH-000491,-0.6353856585426441
ACH-000495,-0.3048979445434842
ACH-000496,-0.5445873291512815
ACH-000499,-0.2019238555118444
ACH-000500,-0.5747650964223242
ACH-000502,-0.4251862191989747
ACH-000503,-0.17674809327110744
ACH-000505,-0.4891320398668776
ACH-000507,-0.4743852669451509
ACH-000510,-0.31552696269905084
ACH-000511,-0.31586609303043484
ACH-000512,-0.6168948383070724
ACH-000516,-0.3505428677193217
ACH-000517,-0.20819299711371175
ACH-000518,-0.3654455019984492
ACH-000520,-0.32459683366543723
ACH-000521,-0.3201476720810124
ACH-000522,-0.4100214242779189
ACH-000524,-0.2876547734718444
ACH-000527,-0.29372959235716445
ACH-000528,-0.17066764642850332
ACH-000537,-0.29282784912109905
ACH-000541,-0.2958960313988325
ACH-000542,-0.35517146988997084
ACH-000544,-0.10430250057852783
ACH-000545,-0.3996323288113322
ACH-000547,-0.3569115272370737
ACH-000548,-0.5564551288737714
ACH-000549,-0.2864165878506561
ACH-000550,-0.42932560095129263
ACH-000552,-0.8877410712514087
ACH-000556,-0.18657408688760152
ACH-000557,-0.1831789860551524
ACH-000569,-0.5784464478626786
ACH-000570,-0.1321558422986365
ACH-000571,-0.18420284236150955
ACH-000573,-0.2117883575424394
ACH-000576,-0.46287772799737104
ACH-000579,-0.4095974187446825
ACH-000580,-0.23464026766778506
ACH-000584,-0.33180590484064304
ACH-000585,-0.6078621910517844
ACH-000588,-0.16162358015511966
ACH-000589,-0.4078252570175258
ACH-000591,-0.08983659171689895
ACH-000593,-0.21436904544646426
ACH-000600,-0.27342551052491143
ACH-000601,-0.4675282674267219
ACH-000605,-0.3955541411290506
ACH-000606,-0.3813649862950391
ACH-000608,-0.2483440383839641
ACH-000614,-0.11219150278782553
ACH-000616,-0.7075970765320077
ACH-000618,-0.2534023284746376
ACH-000619,-0.4784576878656002
ACH-000620,-0.0981179502296874
