,NMUR2 (56923)
ACH-000004,0.0057393202296252156
ACH-000005,-0.2957214190790889
ACH-000007,0.2623581326106296
ACH-000009,0.14161893600142034
ACH-000011,0.053478591212091885
ACH-000012,0.11222638904742116
ACH-000013,0.08280634472514156
ACH-000014,-0.04872634578213992
ACH-000015,-0.002170641240726389
ACH-000017,0.08595991147187668
ACH-000018,0.3105807206603965
ACH-000019,0.03928784169253437
ACH-000021,0.12276288504559528
ACH-000022,0.011291519530460054
ACH-000025,0.12157876087987116
ACH-000028,0.08449808254803348
ACH-000030,0.07173810142537462
ACH-000035,-0.03801197056330878
ACH-000036,0.21938183291472227
ACH-000037,-0.014489584004784943
ACH-000039,0.1983197179780709
ACH-000040,-0.05212802305919452
ACH-000041,0.2405436242436836
ACH-000042,-0.037134259670275616
ACH-000045,0.22170039632750066
ACH-000047,0.050467486094788766
ACH-000052,0.2387171535747923
ACH-000053,0.13016099796315025
ACH-000054,0.02731344169611094
ACH-000055,0.045577789790228
ACH-000060,-0.08229082435095944
ACH-000067,0.07547722520708812
ACH-000070,-0.057183168452072365
ACH-000075,-0.12518818483182054
ACH-000078,0.023516637996804042
ACH-000082,0.05991300092576106
ACH-000085,0.2604740756596689
ACH-000086,0.04769636029865331
ACH-000087,0.3637657979689654
ACH-000092,0.11741963201675533
ACH-000095,0.11794122175391313
ACH-000097,0.060692971947532585
ACH-000098,0.11043553760084664
ACH-000099,0.1553811151600376
ACH-000108,0.0601058341881659
ACH-000113,0.06750618135331718
ACH-000116,0.15030493079089394
ACH-000118,0.08381865459826664
ACH-000120,0.008390334346049952
ACH-000123,0.13273979471047567
ACH-000127,0.031623246291349306
ACH-000128,0.02507360195074167
ACH-000132,0.08754544137491697
ACH-000133,0.0727650469846738
ACH-000137,0.16462702899029852
ACH-000138,0.035728686337009916
ACH-000142,0.1739155847909328
ACH-000143,0.07885790448220066
ACH-000146,0.13719334106880068
ACH-000148,0.1321779844571259
ACH-000150,0.06890299923796021
ACH-000152,0.031121842800406356
ACH-000153,0.08045422784362917
ACH-000159,0.13752844415547158
ACH-000160,0.2153964177402911
ACH-000163,-0.021594978083029237
ACH-000167,0.21986310004943244
ACH-000168,0.12174332968714525
ACH-000169,0.11780545770866152
ACH-000178,-0.015433553993359796
ACH-000183,0.04627908904615999
ACH-000188,0.0431475291322834
ACH-000189,-0.021524611513952355
ACH-000190,0.14181562719601548
ACH-000198,0.14703087435806414
ACH-000203,-0.25332356763782393
ACH-000204,-0.12818205891184625
ACH-000206,-0.03497848969840246
ACH-000207,0.14256027327406814
ACH-000208,-0.44257217573489743
