,SPATS1 (221409)
ACH-000004,-0.1671963426657614
ACH-000005,-0.22757971581009984
ACH-000007,-0.14069604938531505
ACH-000009,-0.10199483503280657
ACH-000011,0.0987127018695702
ACH-000012,-0.19652580617278026
ACH-000013,-0.20958819274863635
ACH-000014,-0.2223308568312168
ACH-000015,-0.14522693033931602
ACH-000017,-0.10305275143984644
ACH-000018,-0.08759188638718858
ACH-000019,-0.2889028636971712
ACH-000021,-0.16506510300741914
ACH-000022,-0.058459804913636365
ACH-000025,-0.2347245092002164
ACH-000028,-0.1965509040079101
ACH-000030,-0.08969063480698876
ACH-000035,-0.2504633144252331
ACH-000036,-0.19643888858866304
ACH-000037,-0.028244538313568518
ACH-000039,-0.17183182816738782
ACH-000040,-0.22394957663123854
ACH-000041,-0.023533688946539743
ACH-000042,-0.19757146510624332
ACH-000045,-0.1314381245426019
ACH-000047,-0.2227049116864508
ACH-000052,-0.20962320257320124
ACH-000053,-0.21340202811012093
ACH-000054,-0.13052242682507886
ACH-000055,-0.04171609152380449
ACH-000060,-0.2911796064800541
ACH-000067,-0.2005468515613042
ACH-000070,-0.34225940367999114
ACH-000075,-0.2691306598253442
ACH-000078,-0.1426680453492941
ACH-000082,-0.13411608728827595
ACH-000085,-0.13739067111933753
ACH-000086,-0.22182573007760148
ACH-000087,-0.20321397717339532
ACH-000092,-0.034301623724842106
ACH-000095,-0.09168790006247876
ACH-000097,-0.133985202110711
ACH-000098,-0.16064559823028096
ACH-000099,-0.12637083365940185
ACH-000108,-0.1541581870436657
ACH-000113,-0.16245740345738374
ACH-000116,-0.11282603529008085
ACH-000118,-0.17971991274036647
ACH-000120,-0.16434363443717673
ACH-000123,-0.1697034543510784
ACH-000127,-0.17051818740651095
ACH-000128,-0.11771045723184198
ACH-000132,-0.03375576156471287
ACH-000133,-0.21118845025539087
ACH-000137,-0.06323882766681296
ACH-000138,-0.18303337498710015
ACH-000142,-0.2414857532718513
ACH-000143,-0.2505748085734721
ACH-000146,-0.14042681204689889
ACH-000148,-0.09862223979843084
ACH-000150,-0.03338893917672565
ACH-000152,-0.13863044388680687
ACH-000153,0.06311407618226661
ACH-000159,-0.2489119512089059
ACH-000160,-0.14357206129004588
ACH-000163,-0.1317352332590273
ACH-000167,0.18074499375555889
ACH-000168,-0.09437272563729474
ACH-000169,-0.025813178833513983
ACH-000178,-0.0864147108316466
ACH-000183,-0.06797270730938486
ACH-000188,-0.2030192668819969
ACH-000189,-0.060879429578488464
ACH-000190,-0.2159703909897935
ACH-000198,-0.10240839730823867
ACH-000203,-0.16770255773881484
ACH-000204,-0.3296422794608131
ACH-000206,-0.38129133575646296
ACH-000207,-0.5438584700900417
ACH-000208,-0.20868371907053854
ACH-000210,0.11678732153878375
ACH-000211,-0.032657731696422526
ACH-000215,-0.2155452015236418
ACH-000221,-0.06507777832783669
ACH-000222,-0.2632412225925142
ACH-000223,-0.3183918699483865
ACH-000226,-0.03544123568423994
ACH-000227,0.030635324398750736
ACH-000228,-0.3760830632074383
ACH-000231,-0.15410759639284485
ACH-000232,-0.06767299473123856
ACH-000233,-0.2546663236207781
ACH-000234,0.08694822803539251
ACH-000235,-0.13659286839211654
ACH-000237,0.002585901590652184
ACH-000238,-0.2339228529178835
ACH-000242,-0.13063213819922634
ACH-000243,-0.2009918947867762
ACH-000244,-0.2368628799267869
ACH-000246,-0.0014723121922939428
ACH-000248,-0.19162313292951166
ACH-000250,-0.16069968889662806
ACH-000251,0.015979502509173172
ACH-000252,-0.06682222581565822
ACH-000253,-0.09404946315680812
ACH-000255,-0.08442080779987983
ACH-000256,-0.19472645735039232
ACH-000257,-0.1021731955754658
ACH-000258,-0.04025416022812838
ACH-000259,-0.2344071169547395
ACH-000260,-0.22146278743157474
ACH-000261,-0.09983320863870124
ACH-000262,-0.060250311511179475
ACH-000263,-0.22150808244861087
ACH-000264,-0.10519366092720264
ACH-000265,-0.09581878403403818
ACH-000266,-0.1709852111983769
ACH-000272,-0.26673156311260354
ACH-000274,-0.12335092034354335
ACH-000277,-0.09651760172138857
ACH-000278,-0.1593598953291074
ACH-000279,-0.14910177217494391
ACH-000280,-0.19922989842487004
ACH-000281,-0.20944507642598595
ACH-000288,-0.10996299452395934
ACH-000291,-0.09074927111928832
ACH-000293,-0.16097931576560634
