,BAZ1A (11177)
ACH-000004,0.03555116117939127
ACH-000005,0.07943231526883307
ACH-000007,-0.11938607834251215
ACH-000009,-0.3081618644987226
ACH-000011,0.007169970015614148
ACH-000012,-0.0339292809978401
ACH-000013,-0.14880070169992538
ACH-000014,-0.15187602826636545
ACH-000015,0.039945097003893766
ACH-000017,-0.21394211873734192
ACH-000018,0.03090753132051715
ACH-000019,-0.28508923043767864
ACH-000021,0.0724984394353458
ACH-000022,-0.1581045578377846
ACH-000025,0.12170704407670592
ACH-000028,-0.43778824207658973
ACH-000030,-0.02608700867170857
ACH-000035,0.008585687666632699
ACH-000036,-0.057170803965582384
ACH-000037,-0.12585375173654745
ACH-000039,-0.0692220239039871
ACH-000040,-0.0928584203527904
ACH-000041,-0.44952080744890793
ACH-000042,0.09362874356028092
ACH-000045,0.4450550067600018
ACH-000047,0.0494357816863217
ACH-000052,-0.11355990718936962
ACH-000053,-0.3175858275798163
ACH-000054,-0.12457961783256916
ACH-000055,0.03482019907013455
ACH-000060,-0.19731366051043608
ACH-000067,0.0687807734515514
ACH-000070,0.0017754811639263464
ACH-000075,0.023959529961937873
ACH-000078,-0.05034548426010979
ACH-000082,0.01549438605478624
ACH-000085,-0.2143369639473999
ACH-000086,0.08491529317293879
ACH-000087,0.14213494089699702
ACH-000092,-0.015455714832106785
ACH-000095,-0.30254975529776834
ACH-000097,-0.14359232109106754
ACH-000098,-0.12772165133180854
ACH-000099,-0.447550247130765
ACH-000108,0.12191595660291622
ACH-000113,0.01020289740205028
ACH-000116,-0.08496400719411659
ACH-000118,-0.04480631088909694
ACH-000120,-0.3621752832036437
ACH-000123,-0.05354470293752645
ACH-000127,-0.06179488325306445
ACH-000128,-0.0366482466819364
ACH-000132,0.02830776304004845
ACH-000133,-0.08079171139814191
ACH-000137,-0.14955995443748707
ACH-000138,0.006847023830135248
ACH-000142,-0.2231772477537808
ACH-000143,0.0927834478291632
ACH-000146,-0.13428396882093727
ACH-000148,-0.05926842744952384
ACH-000150,0.3266641890380768
ACH-000152,-0.02844256418308742
ACH-000153,-0.3393623023675112
ACH-000159,-0.16180369125817298
ACH-000160,0.04282902611986075
ACH-000163,0.06661844085874588
ACH-000167,0.08177646943372845
ACH-000168,0.12697714964810047
ACH-000169,-0.08604192731530097
ACH-000178,-0.12137568003326722
ACH-000183,-0.11223088021231824
ACH-000188,-0.20912922205963566
ACH-000189,-0.03249738206036012
ACH-000190,0.13132491386572034
ACH-000198,-0.12269816425974645
ACH-000203,-0.013940961525522816
ACH-000204,0.09583939146244956
ACH-000206,0.039549909275781635
ACH-000207,0.015281077441334747
ACH-000208,-0.04319794230450516
ACH-000210,-0.35521346246451585
ACH-000211,-0.2346655699764057
ACH-000215,-0.06524741848582664
ACH-000221,-0.02800143509983421
ACH-000222,-0.13962265877302155
ACH-000223,-0.07150394369292765
ACH-000226,-0.16364529887258356
ACH-000227,-0.036486571353904915
ACH-000228,-0.1525919939799716
ACH-000231,-0.2414231856865894
ACH-000232,-0.038024863954205325
ACH-000233,-0.22624800740838985
ACH-000234,-0.04317649899638689
ACH-000235,-0.12127681906980595
ACH-000237,0.06607459466660541
ACH-000238,-0.06668203405960375
ACH-000242,-0.2068843937762793
ACH-000243,-0.09350105483632606
ACH-000244,-0.13488059930399265
ACH-000246,-0.09431850197598378
ACH-000248,-0.2776876391870019
ACH-000250,-0.10934022633096227
ACH-000251,0.0810184339860384
ACH-000252,-0.17999960232423004
ACH-000253,-0.09307307487593766
ACH-000255,-0.16010998095450427
ACH-000256,-0.1776113931933479
ACH-000257,-0.35047797188405083
ACH-000258,0.007377909364444496
ACH-000259,0.0902936356632724
ACH-000260,-0.2954062443881579
ACH-000261,-0.14047921846614814
ACH-000262,-0.23712207985934086
ACH-000263,-0.04000457703142999
ACH-000264,-0.2298672095652211
ACH-000265,0.009794590859663077
ACH-000266,0.16357345819746386
ACH-000272,-0.17122025178569358
ACH-000274,-0.03310952381866448
ACH-000277,-0.07884956507465002
ACH-000278,-0.02166048978887647
ACH-000279,-0.1597019115752393
ACH-000280,-0.06188930449972735
ACH-000281,0.08507594573082265
ACH-000288,-0.13723094320919652
ACH-000291,-0.15341384450709158
ACH-000293,-0.025614366403111457
ACH-000294,-0.0937011857529412
ACH-000295,-0.12853927730952913
ACH-000296,-0.2359105455075105
ACH-000302,-0.05865263798874532
ACH-000304,-0.12700608686568232
ACH-000307,-0.09446829466938254
ACH-000308,-0.021791849711152826
ACH-000310,-0.14384486074135894
ACH-000311,0.2529068000001791
ACH-000312,0.038298874498221336
ACH-000315,-0.27221260587058704
ACH-000316,0.1732013399693799
ACH-000317,-0.12255242966399775
ACH-000318,-0.04240964489028023
ACH-000319,-0.2053157245832596
ACH-000320,0.0660983640748298
ACH-000322,-0.006361606770213495
ACH-000323,-0.06133084917560961
ACH-000324,-0.13539439836077824
ACH-000329,-0.09532758228323752
ACH-000330,-0.05887376078244931
ACH-000331,-0.02106020054278138
ACH-000332,-0.0804046996250941
ACH-000334,-0.18672628214850084
ACH-000335,-0.08804717172077375
ACH-000336,-0.5286007830261213
ACH-000337,-0.38427068978352136
ACH-000338,-0.4902122770223186
ACH-000339,-0.209994677666036
ACH-000341,-0.06487632585078427
ACH-000348,0.03956687347915396
ACH-000350,0.009613784228683824
ACH-000352,-0.14575632851426845
ACH-000356,0.13489049902296196
ACH-000361,-0.2391032063871514
ACH-000362,-0.15987260163814296
ACH-000363,0.022408582302720782
ACH-000364,-0.1081798529141297
ACH-000365,0.06724186516147204
ACH-000366,-0.05696790794637535
ACH-000368,-0.025281078168532062
ACH-000374,-0.06417822995598545
ACH-000375,-0.31563926684642457
ACH-000376,0.0789661674410851
ACH-000381,-0.1366751634464143
ACH-000383,-0.2543704165535289
ACH-000387,-0.062411253594441135
ACH-000389,-0.04350042179712711
ACH-000390,-0.14261926305705444
ACH-000393,-0.012986474226707284
ACH-000395,0.13915818096343052
ACH-000396,0.00656965193751048
ACH-000397,-0.1569539233299885
ACH-000401,-0.17623106062999486
ACH-000402,-0.009627690916573685
ACH-000403,-0.1167203224950059
ACH-000404,-0.11365960617064508
ACH-000406,-0.0381965393853938
ACH-000407,-0.03451051017129235
ACH-000408,-0.06573387559689275
ACH-000410,-0.07446131612872782
ACH-000411,-0.135139716891629
ACH-000414,-0.1252693918576911
ACH-000415,-0.07623808464104267
ACH-000416,-0.04654936033661728
ACH-000420,0.02796250226595476
ACH-000421,-0.18892360858157006
ACH-000424,0.13424114850527002
ACH-000425,-0.2850611794438881
ACH-000426,-0.2648259300108997
ACH-000427,-0.01591476650486932
ACH-000433,0.06513161761368029
ACH-000435,0.2208559453512382
ACH-000436,-0.18185565453958807
ACH-000444,-0.17683358211700606
ACH-000445,-0.12282995461901375
ACH-000448,-0.08364133150950867
ACH-000450,0.12588784022200128
ACH-000452,0.019793005066611743
