,CLGN (1047)
ACH-000004,0.19266115246855586
ACH-000005,-0.343390901845185
ACH-000007,0.06925524258567711
ACH-000009,0.011862902669494309
ACH-000011,0.1533142382284698
ACH-000012,0.14352866804144676
ACH-000013,0.1043697928017013
ACH-000014,0.022083145301614017
ACH-000015,0.14005137764805864
ACH-000017,0.09680017406305123
ACH-000018,0.2001333818559616
ACH-000019,0.07296460920424239
ACH-000021,0.05397293461039168
ACH-000022,0.006505824102817715
ACH-000025,0.11541793283683505
ACH-000028,0.08346197505634115
ACH-000030,0.09446485913933506
ACH-000035,0.08767364994138341
ACH-000036,0.09067884411554332
ACH-000037,0.034402575308978334
ACH-000039,0.12203609148827901
ACH-000040,-0.0206087550434986
ACH-000041,-0.03161940338399179
ACH-000042,0.02186986351316039
ACH-000045,0.0731833184437238
ACH-000047,0.19319052331780806
ACH-000052,0.08353578217397581
ACH-000053,0.0625890742154053
ACH-000054,0.016381252691209408
ACH-000055,-0.1720648295041869
ACH-000060,-0.0834638213755306
ACH-000067,0.02755752061197352
ACH-000070,-0.00752350535784283
ACH-000075,-0.1291303393302433
ACH-000078,-0.017116077718247233
ACH-000082,0.09258247835551296
ACH-000085,0.09160141013806088
ACH-000086,0.01469598648489315
ACH-000087,-0.11750283355298714
ACH-000092,-0.02916819453541597
ACH-000095,-0.02034547399938794
ACH-000097,0.07269266507923383
ACH-000098,-0.08622726087694166
ACH-000099,0.08078120089230592
ACH-000108,0.040357838659129217
ACH-000113,-0.029242523353075093
ACH-000116,-0.036553236939750544
ACH-000118,0.07171532904452425
ACH-000120,0.05763813670940793
ACH-000123,0.07496257571547699
ACH-000127,-0.008901418050606513
ACH-000128,-0.0001031257013200578
ACH-000132,0.06910163914660539
ACH-000133,0.004343532555962636
ACH-000137,0.19059570158254102
ACH-000138,0.1277278705289159
ACH-000142,0.0810734962679538
ACH-000143,0.050972166744185
ACH-000146,0.07365843380706197
ACH-000148,0.0846597364160095
ACH-000150,-0.05908135688965675
ACH-000152,0.07896099419864
ACH-000153,0.08702223950895352
ACH-000159,0.059813162093290725
ACH-000160,0.026154327372632742
ACH-000163,0.039352835649573766
ACH-000167,-0.12245753921084113
ACH-000168,-0.0666613887350174
ACH-000169,0.10131277202651083
ACH-000178,-0.00578680390344014
ACH-000183,-0.005516532012139724
ACH-000188,0.09443397682901156
ACH-000189,0.10749555118321458
ACH-000190,0.026574166864068226
ACH-000198,0.1211319415901496
ACH-000203,0.3206886844846156
ACH-000204,0.09336169402760196
ACH-000206,-0.06600705042471022
ACH-000207,0.016312964302491833
ACH-000208,0.09189615150005878
ACH-000210,0.2202403889071688
ACH-000211,0.0295622509137327
ACH-000215,0.007546327913656683
ACH-000221,0.04220611498000034
ACH-000222,0.06946131261930567
ACH-000223,0.06449170804784897
ACH-000226,0.06324078722181428
ACH-000227,-0.07264178544933733
ACH-000228,-0.003462170044370123
ACH-000231,0.06681328724450471
ACH-000232,0.07638636607968867
ACH-000233,0.0001931942144679934
ACH-000234,-0.022450051297705963
ACH-000235,0.01712070791214829
ACH-000237,0.02615987918185445
ACH-000238,0.02604490723500739
ACH-000242,0.2964189840239489
ACH-000243,0.08086019249291908
ACH-000244,-0.3504603941221412
ACH-000246,0.05351131058211876
ACH-000248,0.06140219760161661
ACH-000250,0.08602095102803495
ACH-000251,-0.028409669629191975
ACH-000252,0.08927714703409476
ACH-000253,0.045593012281845965
ACH-000255,0.005589461042693103
ACH-000256,0.15476762341923467
