,NPY2R (4887)
ACH-000004,0.34730146969345105
ACH-000005,0.08436528611175745
ACH-000007,0.12578961584440718
ACH-000009,0.2177189632958824
ACH-000011,0.2480800713233923
ACH-000012,0.3581930927032268
ACH-000013,0.19216300361181493
ACH-000014,0.28295517557452704
ACH-000015,0.24982694527781946
ACH-000017,0.2788039256453476
ACH-000018,0.27425815614486193
ACH-000019,0.2401358132131464
ACH-000021,0.2295515857375875
ACH-000022,0.13579479639518874
ACH-000025,0.20497698431073536
ACH-000028,0.241453042693353
ACH-000030,0.1999173358497972
ACH-000035,0.2398913961151323
ACH-000036,0.1944603660523832
ACH-000037,0.2779815752060417
ACH-000039,0.16861887949564766
ACH-000040,0.2574635780348452
ACH-000041,0.2569031717299839
ACH-000042,0.20048581091161805
ACH-000045,0.4245138972063912
ACH-000047,0.30053641707200784
ACH-000052,0.24135412627755745
ACH-000053,0.2695795759054339
ACH-000054,0.2641194443527133
ACH-000055,0.2443410226913441
ACH-000060,0.20137545243821564
ACH-000067,0.32442153871417856
ACH-000070,0.1480250650092867
ACH-000075,0.1627739275329843
ACH-000078,0.22101437966364196
ACH-000082,0.280072866816409
ACH-000085,0.18343617036057092
ACH-000086,0.2870303297477222
ACH-000087,0.3401478153108699
ACH-000092,0.2387543438613684
ACH-000095,0.33897875053911913
ACH-000097,0.2355834657287767
ACH-000098,0.1853865741886054
ACH-000099,0.22395552469860805
ACH-000108,0.21833911728715005
ACH-000113,0.21143388145963926
ACH-000116,0.15299808823088296
ACH-000118,0.2806073518959051
ACH-000120,0.15003992792827794
ACH-000123,0.15749552275503462
ACH-000127,0.15120927573439435
ACH-000128,0.13178008249238424
ACH-000132,0.21489173685333626
ACH-000133,0.2171371236970313
ACH-000137,0.1854993354462634
ACH-000138,0.21604993989093452
ACH-000142,0.3240527848621999
ACH-000143,0.3273881446302068
ACH-000146,0.279982006010974
ACH-000148,0.1535048694021871
ACH-000150,0.13931236657499346
ACH-000152,0.22040088990828274
ACH-000153,0.1555900419852106
ACH-000159,0.2366024582161225
ACH-000160,0.4251141000299894
ACH-000163,0.2540493514537445
ACH-000167,0.3762765955968366
ACH-000168,0.21758820133118856
ACH-000169,0.2245407406418677
ACH-000178,0.16995050267947462
ACH-000183,0.2575523005038601
ACH-000188,0.20805398223819116
ACH-000189,0.42091433646335225
ACH-000190,0.3714851723085352
ACH-000198,0.2488932118814593
ACH-000203,0.8381556937272509
ACH-000204,0.4968452935250518
ACH-000206,0.1213676284382643
ACH-000207,0.2126525861324746
ACH-000208,0.11921567007265148
ACH-000210,0.4111534986206447
ACH-000211,0.11656020437518425
ACH-000215,0.19169797944682845
ACH-000221,0.07429460785196433
ACH-000222,0.2576948520209294
ACH-000223,0.2350377994399929
ACH-000226,0.19974846429414914
ACH-000227,0.09951445042488004
ACH-000228,0.1874910395846411
ACH-000231,0.26749986905898937
ACH-000232,0.20504409779570051
ACH-000233,0.2619526565145783
ACH-000234,0.18927564435701585
ACH-000235,0.2057876285211503
ACH-000237,0.1920685653881236
ACH-000238,0.2137569474028853
ACH-000242,-0.04271392622571974
ACH-000243,0.19173380482427516
ACH-000244,0.2094663700282013
ACH-000246,0.19412196737614515
ACH-000248,0.16392683412949102
ACH-000250,0.12784741380046613
ACH-000251,0.04350886190362476
ACH-000252,0.08025895082038434
ACH-000253,0.212096580821628
ACH-000255,0.2539270214276738
ACH-000256,0.32547204324681195
ACH-000257,0.23095608743353244
ACH-000258,0.28725385146330146
ACH-000259,0.22135952538797932
ACH-000260,0.23314602759437866
ACH-000261,0.26012947999492475
ACH-000262,0.18531926880710828
ACH-000263,0.1863030978433345
ACH-000264,0.2425742367904828
