,JOSD1 (9929)
ACH-000004,-0.2484760358765076
ACH-000005,-0.3961199048594941
ACH-000007,-0.2780326990313896
ACH-000009,-0.2064508806738697
ACH-000011,-0.21532133514728255
ACH-000012,-0.17614755765331505
ACH-000013,-0.17521492182270887
ACH-000014,-0.3337687545165524
ACH-000015,-0.34278823451996143
ACH-000017,-0.2340441910306355
ACH-000018,-0.3204660281935613
ACH-000019,-0.4423160563195435
ACH-000021,-0.14415146322483455
ACH-000022,-0.2589954561859628
ACH-000025,-0.413632914401301
ACH-000028,-0.34126308440510433
ACH-000030,-0.3704479020595272
ACH-000035,-0.4196190685169725
ACH-000036,-0.21126216078428645
ACH-000037,-0.2761626751511113
ACH-000039,-0.3779296535090816
ACH-000040,-0.19395789724637694
ACH-000041,-0.28583686778584844
ACH-000042,-0.4965861396458551
ACH-000045,-0.2568212566608907
ACH-000047,-0.2525279364168314
ACH-000052,-0.2781562534281655
ACH-000053,-0.2515530864496769
ACH-000054,-0.2870919204251541
ACH-000055,-0.25687720547751824
ACH-000060,-0.5385098520871379
ACH-000067,-0.5326499420032239
ACH-000070,0.357586816098793
ACH-000075,-0.083579586598398
ACH-000078,-0.3366910408154085
ACH-000082,-0.3003250421423574
ACH-000085,-0.6165374157357223
ACH-000086,-0.03697369250264495
ACH-000087,0.10184137305544566
ACH-000092,-0.2413412332454471
ACH-000095,-0.10823606723842176
ACH-000097,-0.1678405887401997
ACH-000098,-0.3165683678970911
ACH-000099,-0.1859319603939583
ACH-000108,-0.0990271278913401
ACH-000113,-0.18734562201948265
ACH-000116,-0.20823368966609987
ACH-000118,-0.2837063267412634
ACH-000120,-0.07944143732804068
ACH-000123,-0.13796988687571393
ACH-000127,-0.22881186700934056
ACH-000128,-0.1992758606285128
ACH-000132,-0.32950761252976457
ACH-000133,-0.3455751015609458
ACH-000137,-0.3110364839646217
ACH-000138,-0.17492254848080852
ACH-000142,-0.22103174960947014
ACH-000143,-0.492518747903632
ACH-000146,-0.26832749130872074
ACH-000148,-0.26477671598134955
ACH-000150,-0.3613043379098137
