,METRN (79006)
ACH-000004,-0.15184105578607612
ACH-000005,-0.2294589603569827
ACH-000007,-0.119739801664767
ACH-000009,-0.08526088750940708
ACH-000011,-0.03703390307363464
ACH-000012,-0.20318886470911268
ACH-000013,-0.15100444937000915
ACH-000014,0.12168757314719245
ACH-000015,-0.07501083092513934
ACH-000017,-0.19630204982018945
ACH-000018,-0.10491840259190012
ACH-000019,-0.1849610794522167
ACH-000021,-0.11806545426951022
ACH-000022,-0.13399913365650296
ACH-000025,-0.05360046026640219
ACH-000028,-0.0955333130023662
ACH-000030,-0.0971224342894124
ACH-000035,0.053044487703214994
ACH-000036,-0.0347894351339147
ACH-000037,-0.05422898076103061
ACH-000039,-0.023917329034491924
ACH-000040,-0.15261944665868166
ACH-000041,-0.21022916634696676
ACH-000042,-0.11244518598945397
ACH-000045,-0.06527985826180062
ACH-000047,-0.23033390842862775
ACH-000052,-0.21157570860045805
ACH-000053,-0.17443984958474387
ACH-000054,-0.2142242598900077
ACH-000055,-0.03141658259156825
ACH-000060,-0.0477527941002474
ACH-000067,-0.09957619276268476
ACH-000070,-0.20284672687509375
ACH-000075,0.028549951577359782
ACH-000078,-0.21222187969450906
ACH-000082,-0.05601190701205208
ACH-000085,-0.23934891279651715
ACH-000086,0.004861882202689103
ACH-000087,0.1077138942547322
ACH-000092,-0.08219944648125903
ACH-000095,-0.1925707945576348
ACH-000097,-0.2257154932890708
ACH-000098,-0.13142341202332586
ACH-000099,-0.06855226832221112
ACH-000108,-0.15014999070947468
ACH-000113,0.052169490905917146
ACH-000116,-0.12707372592598518
ACH-000118,-0.10178849791671482
ACH-000120,-0.10821429118791516
ACH-000123,-0.05044151025416077
ACH-000127,-0.016128486421145415
ACH-000128,-0.1206952410019609
ACH-000132,-0.11413455459781333
ACH-000133,-0.2191089883122984
ACH-000137,-0.05978066207386368
ACH-000138,-0.06320502795849946
ACH-000142,-0.26740097619964176
ACH-000143,-0.2447487689395403
ACH-000146,-0.0694657039482079
ACH-000148,-0.19185080929620726
ACH-000150,0.02774586852805861
ACH-000152,-0.01331816583734477
ACH-000153,0.03179484719325529
ACH-000159,-0.17242565845043162
ACH-000160,-0.02933757908791618
ACH-000163,-0.12200506335553515
ACH-000167,-0.06709401484227911
ACH-000168,-0.03897967083390233
ACH-000169,-0.11561460342972475
ACH-000178,-0.1909182913728308
ACH-000183,-0.09782252064566728
ACH-000188,-0.2036019072979344
ACH-000189,-0.06634907256125569
ACH-000190,0.05977575964408303
ACH-000198,-0.03990111082448712
ACH-000203,-0.5135064840280742
ACH-000204,-0.08841438294019567
ACH-000206,0.1344216648393901
ACH-000207,-0.09327268495267664
ACH-000208,-0.034745889630836364
ACH-000210,-0.3435505521685595
ACH-000211,-0.12962832846682382
ACH-000215,-0.20013179583144505
ACH-000221,-0.010632223896236628
ACH-000222,0.012645873976578844
ACH-000223,-0.028642780515258023
ACH-000226,0.061021882161977826
ACH-000227,-0.20896845033589687
ACH-000228,-0.218240987627764
ACH-000231,-0.12244033885653398
ACH-000232,-0.0637439922482537
ACH-000233,-0.06003664705500451
ACH-000234,-0.08511188734233499
ACH-000235,-0.10005116765540707
ACH-000237,-0.019380492673788774
ACH-000238,-0.18974487498061224
ACH-000242,0.10095683601167048
ACH-000243,-0.04713033124335308
ACH-000244,-0.2384770649551313
ACH-000246,-0.07178757206126939
ACH-000248,-0.050629200412410334
ACH-000250,-0.14234078186306046
ACH-000251,-0.19977816701872267
ACH-000252,-0.03042028975794565
ACH-000253,-0.20617375706333976
ACH-000255,0.1242565752455177
ACH-000256,-0.2785651393191305
ACH-000257,-0.08212242372689273
ACH-000258,-0.17092272150917578
ACH-000259,-0.043859461383493836
ACH-000260,-0.19275863855086356
ACH-000261,-0.048048122350942114
ACH-000262,-0.1067602046151918
ACH-000263,0.06404927905683976
ACH-000264,-0.07408541556578381
ACH-000265,-0.10730162180378584
ACH-000266,-0.1265153729387845
ACH-000272,-0.039167106661206826
ACH-000274,-0.1650911759739192
ACH-000277,-0.3545409276492801
ACH-000278,0.07554434744842442
ACH-000279,-0.09151937435462533
ACH-000280,-0.1327225542203085
ACH-000281,-0.05161383163378367
ACH-000288,-0.13251688556040656
ACH-000291,-0.07489991002060864
ACH-000293,-0.24861381230709775
ACH-000294,-0.0999574539014435
ACH-000295,-0.26000609611082304
ACH-000296,0.021605910833173717
ACH-000302,-0.05429006877041849
ACH-000304,-0.5769144718499294
ACH-000307,-0.22671475354661946
ACH-000308,-0.13246801109436224
ACH-000310,-0.22621918806401445
ACH-000311,-0.30521491595488115
ACH-000312,-0.2170202320904651
ACH-000315,0.02446850411158667
ACH-000316,-0.15562886933869494
ACH-000317,-0.109726557895499
ACH-000318,-0.05125587967062924
ACH-000319,-0.14862027894245938
ACH-000320,-0.05958167963840257
ACH-000322,-0.24644568255223864
ACH-000323,-0.19393120344251674
ACH-000324,-0.132918103571648
ACH-000329,-0.26201309208275103
ACH-000330,-0.049289495042837056
ACH-000331,-0.0838852284009244
ACH-000332,-0.1967412571434754
ACH-000334,-0.061864572039096476
ACH-000335,0.07397125796044364
ACH-000336,-0.031409219124726516
ACH-000337,-0.05314926314193104
ACH-000338,0.2590453359097741
ACH-000339,-0.07224878719970945
ACH-000341,-0.08842235054629216
ACH-000348,0.010338986775621187
ACH-000350,-0.0764290893938583
ACH-000352,-0.1316093951508109
ACH-000356,-0.03881213856704397
ACH-000361,-0.05245098961327388
ACH-000362,-0.1517338981535685
ACH-000363,-0.12173962456191467
ACH-000364,-0.05857674800013433
ACH-000365,-0.16139339961189875
ACH-000366,-0.16207573418894225
ACH-000368,-0.2134347508361295
ACH-000374,-0.05234445735280837
ACH-000375,-0.05473886292719609
ACH-000376,-0.19238807386928905
ACH-000381,-0.08296846677349938
ACH-000383,-0.19996875143532744
ACH-000387,-0.11477206342176452
ACH-000389,-0.19319358214052834
ACH-000390,-0.14866085742001994
ACH-000393,-0.15566986891162327
ACH-000395,-0.03968642822556314
ACH-000396,-0.0073001388980426015
ACH-000397,-0.295740940584094
ACH-000401,-0.1892773700586216
ACH-000402,0.1823825368229784
ACH-000403,-0.2078302054905602
ACH-000404,0.08048628682542096
ACH-000406,-0.06763454195651679
ACH-000407,-0.12388914506668608
ACH-000408,-0.2168211074017891
ACH-000410,-0.10653141299572676
ACH-000411,-0.2861292071784837
ACH-000414,-0.0838530799619277
ACH-000415,-0.011231232787115072
ACH-000416,-0.12801263422867865
ACH-000420,-0.2459361986324155
ACH-000421,-0.09248550541450727
ACH-000424,0.020090160720775786
ACH-000425,-0.1980529167500616
ACH-000426,-0.13394509043074054
ACH-000427,0.01454628871434099
ACH-000433,-0.10435106279148536
ACH-000435,-0.0822533954634697
ACH-000436,0.03882126913711286
ACH-000444,-0.09664962108816384
ACH-000445,-0.1065999281572261
ACH-000448,-0.10676208605122414
ACH-000450,-0.09359553456397893
ACH-000452,-0.15074611344298444
ACH-000454,-0.1564784166697515
ACH-000458,-0.19424524106135355
ACH-000459,-0.013065365733203806
ACH-000460,-0.07599782736479556
ACH-000461,0.00758685439695113
ACH-000463,-0.1011371689019367
ACH-000464,-0.19632377903609305
ACH-000466,-0.044927875155457916
ACH-000467,-0.26365074472725764
ACH-000468,-0.1609689290943872
ACH-000469,0.032828464603119126
ACH-000470,-0.1028582540730274
ACH-000471,-0.039746411375796264
