,NXNL2 (158046)
ACH-000004,0.030617305956268007
ACH-000005,0.14548751614273056
ACH-000007,-0.015900931656520602
ACH-000009,-0.071598522341976
ACH-000011,-0.16695652962390192
ACH-000012,-0.058395860186232725
ACH-000013,-0.2331476486764409
ACH-000014,-0.1207651864802073
ACH-000015,-0.21952417925172074
ACH-000017,-0.12682614568792333
ACH-000018,-0.2629673524028428
ACH-000019,-0.1818166697258161
ACH-000021,-0.05707866113682701
ACH-000022,-0.20265783167944604
ACH-000025,-0.02745891957980653
ACH-000028,-0.15207822069081048
ACH-000030,-0.07601112293926332
ACH-000035,-0.061518657254118723
ACH-000036,-0.02648191181754888
ACH-000037,-0.0968792026453082
ACH-000039,0.02385739625869928
ACH-000040,-0.062298686848692136
ACH-000041,-0.055724400582699125
ACH-000042,-0.133163156666962
ACH-000045,-0.04083318172519385
ACH-000047,-0.1185540851996181
ACH-000052,-0.04922994327267382
ACH-000053,-0.005710637594985654
ACH-000054,-0.14934867905899316
ACH-000055,0.048367714096818726
ACH-000060,0.0168956725043319
ACH-000067,-0.08781339315934468
ACH-000070,0.015682176727929202
ACH-000075,-0.3035606812683893
ACH-000078,-0.012757399248947013
ACH-000082,0.0213907198450264
ACH-000085,-0.0603642557338483
ACH-000086,-0.15555641455207675
ACH-000087,-0.44992828462329976
ACH-000092,-0.07462229019024265
ACH-000095,-0.07527647751941292
ACH-000097,-0.13523720691506985
ACH-000098,-0.18126766549787252
ACH-000099,-0.10908890227279272
ACH-000108,-0.16649053478630269
ACH-000113,0.015656088958836762
ACH-000116,-0.09216037660152476
ACH-000118,-0.12008009103816665
ACH-000120,-0.0625621749293403
ACH-000123,-0.08882500036545449
ACH-000127,-0.22104676648255311
ACH-000128,-0.021493178629506608
ACH-000132,-0.250544902189535
ACH-000133,-0.10731742079471457
ACH-000137,-0.06472441372709882
ACH-000138,-0.186188113648105
ACH-000142,-0.03847369446425603
ACH-000143,-0.04888020558112604
ACH-000146,-0.09500522666196308
ACH-000148,-0.05519573852570027
ACH-000150,-0.026337265398926214
ACH-000152,-0.1963139742690075
ACH-000153,-0.10580945345800448
