,EHD3 (30845)
ACH-000004,-0.13180549204023162
ACH-000005,-0.5260104731241709
ACH-000007,0.09976253090937656
ACH-000009,-0.17585999717940326
ACH-000011,0.010385800650025178
ACH-000012,0.017354758146493083
ACH-000013,-0.15485424249337024
ACH-000014,0.13124881390079082
ACH-000015,0.014731866209523988
ACH-000017,-0.08343566704152718
ACH-000018,-0.26243982295230045
ACH-000019,-0.2650360765594611
ACH-000021,-0.2071415119101059
ACH-000022,-0.1462867448657929
ACH-000025,-0.0547722273787123
ACH-000028,-0.010416102752388823
ACH-000030,-0.09697985371093093
ACH-000035,-0.04231260317780875
ACH-000036,-0.14559780192589908
ACH-000037,0.05874628915901326
ACH-000039,0.09849151392542584
ACH-000040,-0.15667474904229747
ACH-000041,-0.09990871751315997
ACH-000042,-0.26045085437961946
ACH-000045,-0.10577992725596867
ACH-000047,-0.09879752134266816
ACH-000052,-0.12164623138273972
ACH-000053,-0.11411442173267032
ACH-000054,-0.13694271403503716
ACH-000055,-0.0624737067709822
ACH-000060,-0.1486696998445072
ACH-000067,-0.06835244238141693
ACH-000070,-0.04009115082914085
ACH-000075,-0.2524033886115566
ACH-000078,-0.016987250387269278
ACH-000082,-0.11488834272771023
ACH-000085,-0.2796129637955692
ACH-000086,-0.08612250778410048
ACH-000087,0.4003733124375456
ACH-000092,-0.08329291089826868
ACH-000095,-0.0768972582507582
ACH-000097,-0.20191015921045655
ACH-000098,-0.08077689840262937
ACH-000099,-0.26707058908192705
ACH-000108,-0.20579493811245853
ACH-000113,-0.2932273023015162
ACH-000116,-0.13595329465312525
ACH-000118,-0.05623620693317729
ACH-000120,-0.023192638477743204
ACH-000123,-0.09910103552658024
ACH-000127,-0.08372207983352138
ACH-000128,-0.09395419799371027
ACH-000132,-0.1084209962949573
ACH-000133,-0.16195933527016468
ACH-000137,0.0106579548849907
ACH-000138,-0.06524029490113666
ACH-000142,-0.1498336851247374
ACH-000143,0.17668721354201333
ACH-000146,0.03494935624551094
ACH-000148,-0.15359785096423348
ACH-000150,0.05413316055454061
ACH-000152,-0.08694417548268335
ACH-000153,-0.15085867620464036
ACH-000159,-0.09157378302043588
ACH-000160,-0.14911562543351892
ACH-000163,0.008347499757289498
ACH-000167,-0.6528942335196264
ACH-000168,0.0339261507371227
ACH-000169,-0.07918652614142235
ACH-000178,-0.1316051300439461
ACH-000183,-0.16008512525397675
ACH-000188,-0.11714864749690013
ACH-000189,-0.058930944000500175
ACH-000190,0.10980652605994667
ACH-000198,-0.13771404323763548
ACH-000203,-0.09810170301247982
ACH-000204,-0.3482440421998472
ACH-000206,0.11436045297576315
ACH-000207,-0.12524645457462624
ACH-000208,0.14366727484672492
ACH-000210,-0.23931132044607836
ACH-000211,0.07115963282340801
ACH-000215,-0.136022636701874
ACH-000221,-0.11781179234655045
ACH-000222,0.008779926987860107
ACH-000223,-0.16214977872400038
ACH-000226,-0.019844131272109086
ACH-000227,-0.1403795004409794
ACH-000228,-0.18642872766275465
ACH-000231,-0.1931192222467721
ACH-000232,-0.04139498580990551
ACH-000233,-0.11670691957742688
ACH-000234,-0.2540258118136549
ACH-000235,-0.11521404159281927
ACH-000237,-0.02794670885970758
ACH-000238,-0.1260701144266007
ACH-000242,-0.020394575148670963
ACH-000243,-0.11629833445621394
ACH-000244,-0.13935783948428673
ACH-000246,-0.084443135629024
ACH-000248,-0.17668886105333878
ACH-000250,-0.18959590993526096
ACH-000251,-0.1551201262182345
ACH-000252,0.04117478839371636
ACH-000253,-0.09946909800392392
ACH-000255,-0.12901169498737508
ACH-000256,-0.08227623701360126
ACH-000257,0.021269638569046682
ACH-000258,0.02721062160085081
ACH-000259,-0.18963717663231855
ACH-000260,-0.04384685187776667
ACH-000261,-0.09178793606911012
ACH-000262,-0.27321545944710696
ACH-000263,-0.26094755615788506
ACH-000264,-0.08736361494847103
ACH-000265,-0.1006925886016128
ACH-000266,-0.13404485591915785
ACH-000272,-0.2153778380092334
ACH-000274,-0.10834587043931396
ACH-000277,-0.21802575687356465
ACH-000278,-0.04726451319442871
ACH-000279,-0.05360025822788882
ACH-000280,-0.11989375511921363
ACH-000281,-0.015239756042914056
ACH-000288,-0.10575982775291616
ACH-000291,-0.047915412909286144
ACH-000293,-0.1601844924632495
ACH-000294,-0.14524525398555388
ACH-000295,0.006053201130847758
ACH-000296,0.07385028429777553
ACH-000302,-0.05163414181788038
ACH-000304,-0.04604760982925956
ACH-000307,-0.10065024405912247
ACH-000308,-0.21982875206567104
ACH-000310,-0.0767756196150356
ACH-000311,-0.18050624475570806
ACH-000312,-0.19052697574129654
ACH-000315,-0.08208474576032522
ACH-000316,-0.024720230573521285
ACH-000317,-0.12418942985672217
ACH-000318,-0.17288859624872524
ACH-000319,-0.1603272055498301
ACH-000320,-0.12840308152996852
ACH-000322,0.014132761910549853
ACH-000323,0.02644510225544769
ACH-000324,-0.16970187878467755
ACH-000329,-0.02094162677895312
ACH-000330,-0.19898552054422766
ACH-000331,-0.1150321853021051
ACH-000332,-0.11904012023501577
ACH-000334,-0.25057574414207745
ACH-000335,-0.23756703968326
ACH-000336,-0.14789831246478946
ACH-000337,-0.10894491900470367
ACH-000338,0.0702690438450893
ACH-000339,-0.05667717523434927
ACH-000341,-0.28877667301013304
ACH-000348,-0.1693429926801036
ACH-000350,-0.12334950665625725
ACH-000352,-0.18894466613460428
ACH-000356,-0.18467698244528474
ACH-000361,0.12193319949805714
ACH-000362,-0.2266034232078866
ACH-000363,-0.09018080191299783
ACH-000364,0.11038225550856948
ACH-000365,-0.3128105543336716
ACH-000366,-0.10098493903460637
ACH-000368,-0.2637830670018371
ACH-000374,0.022601917719981532
ACH-000375,-0.0994516001345276
ACH-000376,-0.029095469168665268
ACH-000381,-0.14455174098771975
ACH-000383,-0.08094924634011462
ACH-000387,-0.1677489850395712
ACH-000389,0.005478630748576483
ACH-000390,-0.1657319520152501
ACH-000393,-0.1021358566701456
ACH-000395,-0.005282306004766978
ACH-000396,-0.0638779334442044
ACH-000397,-0.14930109093606025
ACH-000401,-0.02129128517355163
ACH-000402,-0.26411297962230146
ACH-000403,-0.19823407961956765
ACH-000404,0.06405761303070284
ACH-000406,-0.09087352111353464
ACH-000407,-0.248885779765466
ACH-000408,0.035253275562088966
ACH-000410,-0.137081012519666
ACH-000411,-0.08567997256074261
ACH-000414,-0.10183151729173633
ACH-000415,-0.06055118381832345
ACH-000416,-0.12163211009442045
ACH-000420,-0.1225434178525013
ACH-000421,-0.09841499223186104
ACH-000424,-0.2430005808738587
ACH-000425,-0.08262870285979998
ACH-000426,-0.0691872567216112
ACH-000427,-0.2286673925900939
ACH-000433,-0.01625113422518248
ACH-000435,-0.12467438517133933
ACH-000436,-0.2009017405262063
ACH-000444,-0.10860431708895342
