,FMOD (2331)
ACH-000004,0.20815164354405635
ACH-000005,-0.2781801526800156
ACH-000007,-0.011930373987070213
ACH-000009,-0.09390016481848032
ACH-000011,0.2365628858045785
ACH-000012,0.130344454219595
ACH-000013,0.031763022767843554
ACH-000014,-0.07710185179614723
ACH-000015,-0.0015000493478211582
ACH-000017,-0.022242593264270118
ACH-000018,0.2498671029923766
ACH-000019,-0.15598767449612555
ACH-000021,-0.07070534279065296
ACH-000022,0.16719765866181713
ACH-000025,0.008370932136006997
ACH-000028,0.06648447113756507
ACH-000030,0.12760832966311164
ACH-000035,-0.03929370977472989
ACH-000036,0.0901467452600875
ACH-000037,-0.060013850935815925
ACH-000039,0.09691623808627424
ACH-000040,-0.014311997118169028
ACH-000041,-0.08144655846069045
ACH-000042,-0.003501214415303097
ACH-000045,-0.049876858878433884
ACH-000047,0.20964725494031866
ACH-000052,-0.14585748364379636
ACH-000053,0.09096929596325604
ACH-000054,0.09508999677187184
ACH-000055,-0.027076289349791317
ACH-000060,-0.015448271188246291
ACH-000067,0.1263630276211607
ACH-000070,-0.06286331967819622
ACH-000075,0.08611307426478791
ACH-000078,0.05977399000836048
ACH-000082,-0.00818412003282037
ACH-000085,0.07501751486060998
ACH-000086,-0.018482214512460883
ACH-000087,0.14392633145144412
ACH-000092,-0.038345195668165966
ACH-000095,0.039618951002231104
ACH-000097,0.03495864601953156
ACH-000098,-0.05126580640354149
ACH-000099,-0.008191399033181865
ACH-000108,-0.03307540752520341
ACH-000113,-0.005084320980020353
ACH-000116,0.09240385698228096
ACH-000118,0.10808452409278314
ACH-000120,-0.040924893718411515
ACH-000123,0.06013974891194832
ACH-000127,0.06763376840691844
ACH-000128,0.027751906558253586
ACH-000132,0.013387437069016907
ACH-000133,0.0791418074172444
ACH-000137,0.07996823472520882
ACH-000138,0.15909276989830606
ACH-000142,-0.07969248128055344
ACH-000143,-0.08683689119364706
ACH-000146,0.05989021637064824
ACH-000148,-0.02043529111085489
ACH-000150,0.05124084077260843
ACH-000152,0.12200824747034356
ACH-000153,-0.06029085427591752
ACH-000159,-0.0052609139055360184
ACH-000160,0.15915931202300362
ACH-000163,0.13292137804301726
ACH-000167,0.17146791724354327
ACH-000168,0.04922483272393825
ACH-000169,0.07867751725199001
ACH-000178,0.0671811624169351
ACH-000183,-0.060949931387404274
ACH-000188,0.09616658151075333
ACH-000189,-0.13772172886929032
ACH-000190,0.02026993398055291
ACH-000198,-0.013978047234164036
ACH-000203,0.003579322934148693
ACH-000204,-0.19949840910606487
ACH-000206,0.09567484432761096
