,POPDC3 (64208)
ACH-000004,0.2328943513969512
ACH-000005,0.16118819709256882
ACH-000007,0.15106527399018047
ACH-000009,0.17020007216389452
ACH-000011,0.17518788909914215
ACH-000012,0.2338298905510512
ACH-000013,0.23964287625475794
ACH-000014,0.2504066536693508
ACH-000015,0.24997239450548445
ACH-000017,0.13269913404005365
ACH-000018,0.09537428926916124
ACH-000019,0.3137690388370501
ACH-000021,-0.02306813286047981
ACH-000022,0.15876359209028326
ACH-000025,0.1158725939685285
ACH-000028,0.3470201186768336
ACH-000030,0.19594017650929693
ACH-000035,0.24337010258005345
ACH-000036,0.15961871265499689
ACH-000037,0.11257770856072984
ACH-000039,0.269717354218764
ACH-000040,0.13259406516422648
ACH-000041,0.1094675057351258
ACH-000042,0.1574351402704462
ACH-000045,0.062274920344336473
ACH-000047,0.08579889035843892
ACH-000052,0.19563767998080334
ACH-000053,0.1842191957673517
ACH-000054,0.12590124376205006
ACH-000055,0.1968642024207967
ACH-000060,0.09366100523003378
ACH-000067,0.1718849423278126
ACH-000070,0.30658279221605256
ACH-000075,0.17464094772262653
ACH-000078,0.25412829595486364
ACH-000082,0.13270477325027652
ACH-000085,0.2726644839069325
ACH-000086,0.21041189817078512
ACH-000087,-0.05218335843161118
ACH-000092,0.20670854249763945
ACH-000095,0.16419261513172795
ACH-000097,0.17870083930798772
ACH-000098,0.11101343686555314
ACH-000099,0.15588391598913465
ACH-000108,0.19096615281482326
ACH-000113,0.1301607285418406
ACH-000116,0.15529227579227148
ACH-000118,0.12189603293833493
ACH-000120,0.14351386783946768
ACH-000123,0.20092118496509892
ACH-000127,0.11192699626703004
ACH-000128,0.11562645513667055
ACH-000132,0.2101998485047916
ACH-000133,0.2290045726011201
ACH-000137,0.1430512417173441
ACH-000138,0.19144151088809372
ACH-000142,0.16714699155185728
ACH-000143,0.012214236267292532
ACH-000146,0.21983254866968288
ACH-000148,0.10551133280535156
ACH-000150,0.1395354829786226
ACH-000152,0.20999926026148488
ACH-000153,0.05508926255653054
ACH-000159,0.21202723226538212
ACH-000160,0.1460791970170917
ACH-000163,0.19044141317295654
ACH-000167,0.21919123774505475
ACH-000168,0.22175833866902708
ACH-000169,0.12580422828310864
ACH-000178,0.1742580914473752
ACH-000183,0.13991897315445131
ACH-000188,0.2882134492407596
ACH-000189,0.24490256677613198
ACH-000190,0.09613414449911302
ACH-000198,0.033031770359901125
ACH-000203,0.1295513215371328
ACH-000204,0.18934345444865533
ACH-000206,0.1184661945980916
ACH-000207,0.1786043433814326
ACH-000208,0.2899629232114147
ACH-000210,0.05128703211658359
ACH-000211,0.21074651137091704
ACH-000215,0.1773185854182922
ACH-000221,0.18953450461664603
ACH-000222,0.14691909826618976
ACH-000223,0.1223783864054832
ACH-000226,0.1975638924551537
ACH-000227,0.0908101421440344
ACH-000228,0.1972983240102044
ACH-000231,0.15260931546918766
ACH-000232,0.20802917620654
ACH-000233,0.12024611589671487
ACH-000234,0.04585182504008548
ACH-000235,0.1579331009925957
ACH-000237,0.25269678311117
ACH-000238,0.17013768796679482
ACH-000242,0.13294366871847113
ACH-000243,0.1068273752539854
ACH-000244,0.2403189555325013
ACH-000246,0.15341398185696115
ACH-000248,0.2715044012197368
ACH-000250,0.17806895891400995
ACH-000251,0.20083090570750106
ACH-000252,0.2287903664684925
ACH-000253,0.10366656712835184
ACH-000255,0.18631146933805445
ACH-000256,0.13486125208664515
ACH-000257,0.12073580742166512
ACH-000258,0.2318306769786283
ACH-000259,0.08278348651334212
ACH-000260,0.2380821402329084
ACH-000261,0.15644054117068418
ACH-000262,0.2787833223562157
ACH-000263,0.2256268522071528
ACH-000264,0.07077849484591714
ACH-000265,0.13691210122130965
ACH-000266,0.16884090001766874
ACH-000272,0.21101352997447612
ACH-000274,0.19437058611975214
ACH-000277,0.23533222998909376
ACH-000278,0.2255836142705916
ACH-000279,0.07401055879512032
ACH-000280,0.29482715466303183
ACH-000281,0.25538092898067544
ACH-000288,0.21555378961514926
ACH-000291,0.16103566404470882
ACH-000293,0.09448060613311107
ACH-000294,0.1750686455571502
ACH-000295,0.16592798459948274
ACH-000296,0.2409791112456627
ACH-000302,0.13306128861964092
ACH-000304,-0.12355767384455332
ACH-000307,0.2877880502756862
ACH-000308,0.2304807780562925
ACH-000310,0.21800363998877864
ACH-000311,0.16577362135171225
