,NRN1 (51299)
ACH-000004,-0.1510750600222382
ACH-000005,0.4334090368757149
ACH-000007,-0.2942690431460876
ACH-000009,-0.14945792327385474
ACH-000011,-0.15422974144216378
ACH-000012,-0.05990221549686393
ACH-000013,-0.1348815142719543
ACH-000014,-0.2269159715543003
ACH-000015,-0.13593246385026547
ACH-000017,0.022494048855950702
ACH-000018,-0.19135472545992155
ACH-000019,-0.01232973170746733
ACH-000021,-0.0906984524039751
ACH-000022,0.003979213190146342
ACH-000025,-0.09875771529517373
ACH-000028,-0.029064644132591518
ACH-000030,-0.09027124648404396
ACH-000035,-0.0011671580578655133
ACH-000036,-0.15195809700691654
ACH-000037,-0.05574119183685362
ACH-000039,-0.18684889357428847
ACH-000040,0.008028414851325055
ACH-000041,-0.11584921671224678
ACH-000042,-0.12478496895575712
ACH-000045,-0.25334831842224315
ACH-000047,-0.08465489665058835
ACH-000052,-0.16781093914456574
ACH-000053,-0.061712618935731565
ACH-000054,-0.20921335513434985
ACH-000055,-0.06194208024606732
ACH-000060,-0.009375140425965586
ACH-000067,-0.24810386955958014
ACH-000070,-0.09773002658883463
ACH-000075,-0.20042718747981667
ACH-000078,-0.021578051849025868
ACH-000082,-0.061715096228432326
ACH-000085,-0.09333975703445267
ACH-000086,-0.18246238372101045
ACH-000087,-0.3123122147599441
ACH-000092,-0.06741703705821332
ACH-000095,-0.06533884963860652
ACH-000097,-0.0615971613042417
ACH-000098,-0.2166356039885397
ACH-000099,-0.0804261198809437
ACH-000108,-0.051995696410689816
ACH-000113,-0.19856061954100368
ACH-000116,-0.20350196862956704
ACH-000118,-0.0605130431530753
ACH-000120,-0.18303995311172372
ACH-000123,-0.13064752409655606
ACH-000127,-0.16158658024228115
ACH-000128,-0.041141753337501065
ACH-000132,-0.14415851242215785
ACH-000133,-0.2380266966342914
ACH-000137,-0.2487491113403847
ACH-000138,-0.053117084774291175
ACH-000142,-0.0517509066762004
ACH-000143,-0.08026580243096691
ACH-000146,0.02476901834056455
ACH-000148,-0.0696878199754816
ACH-000150,-0.01609034215854195
ACH-000152,-0.1310252365755104
ACH-000153,-0.1533015567431474
ACH-000159,-0.07835766549726593
ACH-000160,0.014916910476660104
ACH-000163,-0.1283405641408947
ACH-000167,0.29169812101742176
ACH-000168,-0.19956687524562167
ACH-000169,-0.2209016786625697
ACH-000178,-0.15914433851747745
ACH-000183,-0.16887086997587006
ACH-000188,-0.1739338071791184
ACH-000189,-0.28790457707909023
ACH-000190,0.052805279744046085
ACH-000198,-0.005566649289094867
ACH-000203,0.16538785099360226
ACH-000204,-0.24786901372087405
ACH-000206,-0.1375426719785754
ACH-000207,-0.014253546478193062
ACH-000208,0.13881643871786511
ACH-000210,-0.2394832364881502
ACH-000211,-0.1483673168127363
ACH-000215,-0.143586703611378
ACH-000221,-0.252735685211398
ACH-000222,-0.161107229532394
ACH-000223,-0.16277025799060552
ACH-000226,0.07714511842728387
ACH-000227,-0.3457061380339033
ACH-000228,-0.10883939380933806
ACH-000231,-0.12260092668429408
ACH-000232,-0.19298450840138015
ACH-000233,-0.19415999235370568
ACH-000234,-0.1768221138616535
ACH-000235,-0.1180577447711018
ACH-000237,-0.09136805890473372
ACH-000238,-0.10303402188442257
ACH-000242,0.05030282200774062
ACH-000243,-0.13625555042664791
ACH-000244,-0.24171969251193695
ACH-000246,-0.19103737689319197
ACH-000248,-0.18483397824368672
ACH-000250,-0.13735607707495526
ACH-000251,-0.05826906757506261
ACH-000252,-0.3287168563669433
ACH-000253,-0.1252419154930471
ACH-000255,-0.06303306857608545
ACH-000256,-0.22380797943179945
ACH-000257,-0.2315278737257433
ACH-000258,0.01959058400619893
ACH-000259,-0.1824780456065788
ACH-000260,-0.030145484671693687
ACH-000261,-0.12104090333400705
ACH-000262,-0.007345254874224256
ACH-000263,-0.2433957600923539
ACH-000264,-0.12676692946726048
ACH-000265,-0.12390064773984028
ACH-000266,-0.08817711306094192
ACH-000272,-0.2311391283372813
ACH-000274,-0.27080197900043823
ACH-000277,0.01467293669159945
ACH-000278,-0.19551462582534765
ACH-000279,-0.2582814820350235
ACH-000280,-0.011468497339261698
ACH-000281,-0.2361424196372223
ACH-000288,-0.0905490252096046
ACH-000291,-0.10097639225604704
ACH-000293,0.023621374765072933
ACH-000294,-0.09783378935754916
ACH-000295,-0.05849733530752085
ACH-000296,0.06252549725346697
ACH-000302,-0.17844778067870196
ACH-000304,-0.0042915608365283395
ACH-000307,-0.009147087171360473
ACH-000308,-0.2272197728312195
ACH-000310,-0.0841600373564902
ACH-000311,-0.2929602831676547
ACH-000312,-0.13253444185478724
ACH-000315,-0.07756900299915008
ACH-000316,0.07183997552529288
ACH-000317,-0.15400920463536713
ACH-000318,-0.013568604853336752
ACH-000319,-0.14621668313225047
ACH-000320,-0.35299907356906257
ACH-000322,0.016761134400031068
ACH-000323,-0.2140611311422638
ACH-000324,-0.12898652683461834
ACH-000329,-0.16100623050319454
ACH-000330,-0.082019791196349
ACH-000331,-0.08642458217540251
ACH-000332,-0.13261991123946668
ACH-000334,-0.2745821976780811
ACH-000335,-0.0685440261871327
ACH-000336,-0.23151995051619964
ACH-000337,-0.18714285956748608
ACH-000338,0.06685249630122721
ACH-000339,-0.1495304107411422
ACH-000341,-0.035635216422565084
ACH-000348,-0.02375763552383037
ACH-000350,-0.11017815692876468
