,HIST1H3J (8356)
ACH-000651,-0.084738063194107
ACH-000652,-0.0915991136057071
ACH-000653,-0.2130695310545118
ACH-000657,-0.28912936365048403
ACH-000658,0.002137139142907816
ACH-000661,-0.06412385929270968
ACH-000662,-0.07435543763969751
ACH-000663,-0.03950056312092902
ACH-000665,-0.1920643953000767
ACH-000671,-0.0869744558977585
ACH-000672,-0.31770611145881106
ACH-000673,-0.2091028914263004
ACH-000676,-0.27747264622651924
ACH-000677,-0.13885665777564213
ACH-000681,-0.10462977473590067
ACH-000683,-0.17118555707340624
ACH-000684,0.06344741461270348
ACH-000688,-0.3287848698602576
ACH-000693,-0.20559724322133527
ACH-000694,-0.3018820305295686
ACH-000695,-0.1408672903694345
ACH-000696,-0.2858194305557613
ACH-000697,0.07373137806760896
ACH-000699,-0.24201255670999186
ACH-000701,0.028422778870936388
ACH-000706,-0.2670585768801305
ACH-000711,-0.18920194467210244
ACH-000713,-0.5174165694110503
ACH-000714,-0.09442599568906446
ACH-000718,-0.0629246418983226
ACH-000720,-0.19603731685580966
ACH-000721,-0.2315120274024749
ACH-000724,-0.1735408104682427
ACH-000725,-0.05619329396455032
ACH-000732,-0.3399651548347597
ACH-000734,-0.18268967673267536
ACH-000735,-0.24697149648217626
ACH-000736,-0.2150912278687786
ACH-000738,-0.18029220618594785
ACH-000746,-0.2980418957405613
ACH-000747,0.014245251620737991
ACH-000748,-0.3723025344156609
ACH-000753,-0.12261885512994387
ACH-000756,-0.2191054848653611
ACH-000757,-0.07012989834740302
ACH-000758,-0.35560575686164536
ACH-000760,-0.3145144942206201
ACH-000762,-0.2755854547271045
ACH-000763,-0.4049462663016989
ACH-000764,-0.19393920945962329
ACH-000765,-0.3084865431568105
ACH-000766,-0.2139718643334207
ACH-000767,-0.08269181893855956
ACH-000768,-0.2540281811681647
ACH-000769,-0.18133528059478585
ACH-000770,-0.2304167966131212
ACH-000771,-0.11447573125939382
ACH-000773,-0.3377910263196197
ACH-000776,-0.20956780283759247
ACH-000777,-0.07640061716733464
ACH-000778,-0.1940170918784709
ACH-000781,-0.2656570540695737
ACH-000782,-0.02228089300586927
ACH-000783,-0.3320725061289565
ACH-000784,-0.09785333526293703
ACH-000785,-0.22851077708782006
ACH-000787,-0.15625140840326066
ACH-000788,-0.2079151590087461
ACH-000791,-0.06679889739031998
ACH-000792,-0.22513152407863798
ACH-000794,-0.2414533441735839
ACH-000796,-0.10158524132004157
ACH-000798,0.016824788209940787
ACH-000799,-0.10315231839518224
ACH-000800,-0.0708626356137799
ACH-000802,-0.23459332849275866
ACH-000804,-0.17781395401113692
ACH-000805,-0.019323953560192408
ACH-000809,-0.1624068174233094
ACH-000810,0.09335409086871796
ACH-000811,-0.1188916268640913
ACH-000817,-0.2673930752555556
ACH-000819,-0.021694621777452596
ACH-000820,-0.1786293578712176
ACH-000821,-0.4332326888721512
ACH-000822,-0.14102205867017328
ACH-000823,-0.18355035317769916
ACH-000824,-0.2670212901304244
ACH-000827,-0.2921048041611959
ACH-000829,-0.20690775806528794
ACH-000831,-0.17931419924099345
ACH-000832,-0.19676762835861294
ACH-000833,-0.3684505689247509
ACH-000834,-0.1416656972418953
ACH-000835,-0.06720771698947503
ACH-000836,-0.06818030697908807
ACH-000837,-0.0652548110029456
ACH-000838,-0.18254175008341614
ACH-000839,-0.5355940379732945
ACH-000840,-0.4261042380509412
ACH-000841,-0.1202600273049418
ACH-000843,-0.10193410504797212
ACH-000846,-0.3920785884516457
ACH-000847,-0.011929953614011814
ACH-000848,-0.02711863639522536
ACH-000849,-0.22802273428959896
ACH-000851,-0.2506653859657593
ACH-000855,-0.24958070575651084
ACH-000856,-0.1844428631211049
ACH-000858,-0.07675853546305092
ACH-000859,-0.11598648835853866
ACH-000861,-0.1738014700864317
ACH-000862,-0.13066121876621944
ACH-000865,-0.22360345908743115
ACH-000866,-0.1850445789216712
ACH-000867,-0.1885062489672387
ACH-000869,-0.2611834815521172
ACH-000872,-0.09922826118421947
ACH-000873,-0.16713444871306546
ACH-000876,-0.17066670578892476
ACH-000878,-0.1998761618705064
ACH-000880,-0.111208650406241
ACH-000881,-0.14092029919865126
ACH-000882,-0.17395161399818576
ACH-000884,-0.1163120338947384
ACH-000885,-0.1333189989690436
ACH-000887,-0.1480697169191311
ACH-000889,-0.2149423664375134
ACH-000896,-0.12659923734152273
ACH-000898,-0.05211074364447865
ACH-000900,-0.41710805079982494
ACH-000901,-0.1107550640385834
ACH-000905,-0.22555748462109024
ACH-000906,-0.1363849467691584
ACH-000907,-0.275107149252272
ACH-000910,-0.13765332869948554
ACH-000911,-0.13686858050458692
ACH-000912,-0.3405928463709877
ACH-000913,-0.21884019574325975
ACH-000915,-0.2124081698445092
ACH-000916,-0.06904945484030897
ACH-000917,-0.035759252797663225
ACH-000920,-0.2395275816823912
ACH-000921,-0.10583645839276516
ACH-000924,-0.15311714561186784
ACH-000926,-0.20161970580318303
ACH-000928,-0.07977688969492683
ACH-000929,-0.3576928879951221
ACH-000932,-0.26298831031762543
ACH-000935,-0.11296482489226935
ACH-000936,-0.26398674000508426
ACH-000937,-0.16058103343398394
ACH-000938,-0.22073195255532527
ACH-000939,-0.03296983073138904
ACH-000941,-0.20156398385134067
ACH-000943,-0.018513032346643137
ACH-000946,-0.1912277071753472
ACH-000947,-0.2391778369449149
ACH-000948,-0.25544483452847805
ACH-000950,-0.07968380884453234
ACH-000953,-0.16489034124966628
ACH-000954,-0.3624876477646676
ACH-000957,-0.11200995861224086
ACH-000958,0.01443904276711122
ACH-000960,-0.19536713859330526
ACH-000963,-0.4210496345648245
ACH-000968,-0.3757166684384386
ACH-000969,-0.28292701355750266
ACH-000972,-0.7448599123979074
ACH-000973,-0.2717185221451212
ACH-000974,-0.12609437272603335
ACH-000978,-0.04190549724658378
ACH-000984,-0.20002013826663745
ACH-000986,-0.2854254780283498
ACH-000988,-0.004683541003890356
ACH-000993,-0.0385523348950812
ACH-000994,-0.08968437103877629
ACH-000996,-0.3521253508993319
ACH-001001,-0.1996455301908817
ACH-001020,-0.2297625290134695
ACH-001028,-0.2571550092987397
ACH-001031,-0.04636119177164308
ACH-001038,-0.07082982678300076
ACH-001048,-0.18104105334176654
ACH-001050,-0.20871963974135094
ACH-001053,-0.12695476721906818
ACH-001054,-0.3536355590354705
ACH-001061,-0.16916626246982014
ACH-001067,-0.22467318400501948
ACH-001075,-0.0478861430555192
ACH-001096,0.013390647316087866
ACH-001111,-0.22914464128157336
ACH-001119,-0.30590150225849194
ACH-001128,-0.3186683250993038
ACH-001134,-0.05511305878974184
ACH-001151,-0.21642092251882109
ACH-001163,-0.2100864926553825
ACH-001164,-0.03671315040700734
ACH-001183,-0.03936803497936353
ACH-001192,-0.008401775886488409
ACH-001193,-0.11507624287894942
ACH-001196,-0.2422596029132925
ACH-001197,-0.10480704380644633
ACH-001205,-0.29272913889877344
ACH-001211,-0.24476832648688845
ACH-001212,-0.14107029522895734
ACH-001228,-0.13150797732592515
ACH-001232,-0.19673301536262186
ACH-001239,-0.22905222566130445
ACH-001270,-0.2870077056547647
ACH-001274,-0.3467166784451597
ACH-001275,-0.3121806157178308
ACH-001277,0.06502320826403069
ACH-001278,0.003513121082627604
ACH-001280,-0.1900952371293404
ACH-001283,-0.10253822400209403
ACH-001289,-0.2592170772567905
ACH-001300,-0.2534252209580717
ACH-001301,-0.18832237201313667
ACH-001302,-0.17591576464316758
ACH-001306,-0.13591095741124876
ACH-001318,-0.22105013551578154
ACH-001322,-0.054755673933056616
ACH-001328,-0.2686924781786655
ACH-001332,-0.3890239102853811
ACH-001336,-0.2557848902704619
ACH-001346,-0.10013980531506993
ACH-001353,-0.13421439098531246
ACH-001354,-0.11129478287529077
ACH-001367,0.08778161656079655
ACH-001368,-0.2247892529032501
ACH-001374,0.05421763166958348
ACH-001377,-0.13260134146630762
ACH-001380,-0.11845961609471108
ACH-001391,-0.1873507501241626
ACH-001408,-0.009062321184079871
ACH-001430,-0.454676072592387
ACH-001431,-0.17619526813786426
ACH-001450,0.08561192500119633
ACH-001496,-0.19056169629478356
ACH-001500,-0.04212456125203493
ACH-001523,-0.06303020702422163
ACH-001532,-0.12061274332902408
ACH-001550,-0.2924832973016618
ACH-001552,-0.14764077431350736
ACH-001554,-0.0784500894951679
ACH-001654,-0.1678508771258056
ACH-001735,-0.13716709284376372
ACH-001736,-0.27322534794989445
ACH-001737,-0.2608632929876338
ACH-001740,-0.18727427361117646
ACH-001745,-0.07438471070548337
ACH-001765,-0.16301093685288118
