,GMEB1 (10691)
ACH-000004,-0.2102862124893592
ACH-000005,-0.2153298965699415
ACH-000007,-0.3029170478254145
ACH-000009,-0.006249819847555182
ACH-000011,-0.00898102982054002
ACH-000012,-0.02702051914747433
ACH-000013,-0.15647814264714965
ACH-000014,-0.3401815727775425
ACH-000015,-0.0044002367855676796
ACH-000017,-0.3016063939068803
ACH-000018,-0.029726567809690276
ACH-000019,0.04040974630790168
ACH-000021,0.030473496470671317
ACH-000022,-0.017922026694279787
ACH-000025,-0.07430142395491936
ACH-000028,-0.08162320367328728
ACH-000030,0.010571588909694356
ACH-000035,-0.3006782818683008
ACH-000036,-0.059247509460229886
ACH-000037,-0.0370002905159842
ACH-000039,-0.2204806000615308
ACH-000040,0.04496849215056672
ACH-000041,-0.32850965420622896
ACH-000042,-0.19604934320955705
ACH-000045,-0.15729094928844378
ACH-000047,-0.2810818087083597
ACH-000052,-0.0594498882520734
ACH-000053,0.045386227777703216
ACH-000054,-0.2335773102527092
ACH-000055,-0.3759574570909819
ACH-000060,-0.1649427961591269
ACH-000067,-0.2879254185202366
ACH-000070,-0.1470502633649136
ACH-000075,-0.3715124397799591
ACH-000078,0.08783657367203906
ACH-000082,-0.07773972112761637
ACH-000085,-0.3322237888144055
ACH-000086,-0.19025455125552104
ACH-000087,0.06657572959496587
ACH-000092,-0.1595373850068295
ACH-000095,-0.10652315837139008
ACH-000097,0.07628364918620327
ACH-000098,-0.3242261679382637
ACH-000099,-0.2282296060179465
ACH-000108,-0.07170709380059671
ACH-000113,0.05501581875308203
ACH-000116,-0.2384721914971001
ACH-000118,-0.01847242739378964
ACH-000120,-0.3019162161801722
ACH-000123,-0.07877650896551681
ACH-000127,-0.09142265663454724
ACH-000128,-0.2329344471146777
ACH-000132,0.0006870629092743355
ACH-000133,-0.2277776762029692
ACH-000137,-0.07969482764028385
ACH-000138,-0.05275091376701037
ACH-000142,-0.14176740748402036
ACH-000143,-0.3268695918980558
ACH-000146,-0.12027285076532902
ACH-000148,-0.2486810188323467
ACH-000150,-0.33239564259092624
ACH-000152,-0.27756629585957393
ACH-000153,-0.2381767244596999
ACH-000159,-0.07247293010159325
ACH-000160,0.08367368591716005
ACH-000163,-0.1981959768668995
ACH-000167,0.0772330797087167
ACH-000168,-0.05945120105663625
ACH-000169,-0.048914493844331115
ACH-000178,-0.11605780948157594
ACH-000183,-0.1455580406090898
ACH-000188,-0.03929155363579709
ACH-000189,0.07395653946948186
ACH-000190,-0.017889260380098606
ACH-000198,0.008728800409358755
ACH-000203,-0.09349759186442907
ACH-000204,-0.11608084722197246
ACH-000206,-0.2339806667322823
ACH-000207,-0.3109022885879621
ACH-000208,-0.11376298021613042
ACH-000210,0.11842322923326995
ACH-000211,-0.10475218753130526
ACH-000215,-0.19714925686091408
ACH-000221,-0.2694800886491512
ACH-000222,-0.2271232782373752
ACH-000223,-0.0818958105701191
ACH-000226,0.042604222413637004
ACH-000227,-0.08257906741963482
ACH-000228,0.08470514236772975
ACH-000231,-0.22349281780818275
ACH-000232,-0.14987934760922872
ACH-000233,0.02783615267748494
ACH-000234,-0.20425758242472689
ACH-000235,-0.13030602145877754
ACH-000237,0.006336530002175916
ACH-000238,-0.14336377997387612
ACH-000242,0.06785266359036506
ACH-000243,0.013763374402377442
ACH-000244,-0.4298761411669472
ACH-000246,-0.10411893931388523
ACH-000248,-0.10025345560759258
ACH-000250,-0.15332082516797638
ACH-000251,0.05990493861587636
ACH-000252,-0.07016818794836735
ACH-000253,-0.09772211233521168
ACH-000255,-0.09499074889359754
ACH-000256,-0.004103216425435813
ACH-000257,-0.13023343178618574
ACH-000258,-0.039718996933022256
ACH-000259,-0.0996840064402941
ACH-000260,-0.14518628240227305
ACH-000261,-0.1522571002006324
ACH-000262,-0.037249222880211166
ACH-000263,-0.2065026578471815
ACH-000264,-0.011037634981653534
ACH-000265,-0.14012753266787348
ACH-000266,-0.13752008175391886
ACH-000272,-0.039003110142367375
ACH-000274,-0.03690942505228708
ACH-000277,-0.07823301630858923
ACH-000278,-0.14048588631212908
ACH-000279,-0.039433843045199375
ACH-000280,0.028130287431632428
ACH-000281,-0.26157251024275563
ACH-000288,-0.2041743724791261
ACH-000291,-0.011584907362616477
ACH-000293,-0.15220516631600145
ACH-000294,-0.1710837645514741
ACH-000295,-0.012333380276140343
ACH-000296,-0.2872757271980446
ACH-000302,-0.18741856802163587
ACH-000304,-0.19732478143693133
ACH-000307,-0.012462672460439623
ACH-000308,-0.01193961005420197
ACH-000310,-0.1440831094602645
ACH-000311,-0.005055936611176821
ACH-000312,-0.13950609150052298
ACH-000315,0.1554465093020143
