,U2AF1L4 (199746)
ACH-000004,-0.1214532897462945
ACH-000005,0.05019320080041212
ACH-000007,0.07856239628905448
ACH-000009,-0.07286609051893388
ACH-000011,-0.13668846893738187
ACH-000012,-0.19195898224409808
ACH-000013,-0.4265987419927352
ACH-000014,-0.1842320397978968
ACH-000015,-0.3603904516702903
ACH-000017,-0.04882634673240646
ACH-000018,-0.0404303960767763
ACH-000019,-0.20243964661452088
ACH-000021,-0.19828925429229247
ACH-000022,-0.10384559873408386
ACH-000025,-0.17143922661922326
ACH-000028,-0.2445358580400005
ACH-000030,-0.2720166107057115
ACH-000035,-0.28379651875645984
ACH-000036,-0.25035097408444484
ACH-000037,-0.14369470364053186
ACH-000039,-0.07085528781028774
ACH-000040,-0.02064862262760777
ACH-000041,0.009707676288426208
ACH-000042,-0.07325291883276118
ACH-000045,-0.24075038574309984
ACH-000047,-0.15013497490602287
ACH-000052,-0.06444426572010545
ACH-000053,-0.11370267713974808
ACH-000054,-0.1087307222529798
ACH-000055,-0.01858115007689021
ACH-000060,-0.20417270239707014
ACH-000067,-0.03226088943807647
ACH-000070,0.0070990892643107316
ACH-000075,-0.02857585209225557
ACH-000078,-0.02526508522978636
ACH-000082,-0.07617154819140634
ACH-000085,-0.17405355036521528
ACH-000086,-0.14463321972532375
ACH-000087,-0.13040653625881468
ACH-000092,-0.25465673078312595
ACH-000095,-0.11105207850041547
ACH-000097,-0.13126985446480485
ACH-000098,-0.1790278803949606
ACH-000099,-0.21448219747740468
ACH-000108,-0.2429438620650907
ACH-000113,-0.08938148600620656
ACH-000116,-0.017997468822422584
ACH-000118,-0.17952300101412874
ACH-000120,-0.21339329610330585
ACH-000123,-0.2035314530405736
ACH-000127,-0.13340461392352138
ACH-000128,-0.1079539837557534
ACH-000132,0.0659970354693406
ACH-000133,-0.2648783828968193
ACH-000137,-0.3170729157001277
ACH-000138,-0.2499270729240866
ACH-000142,-0.18184841354121212
ACH-000143,-0.3111903537676746
ACH-000146,-0.1928052971499776
ACH-000148,-0.008397753465191601
ACH-000150,-0.16093670327453394
ACH-000152,-0.1478242170569337
ACH-000153,-0.4541211484251466
ACH-000159,-0.020124511030436467
ACH-000160,-0.20670236561864566
ACH-000163,-0.28475181898382645
ACH-000167,0.027116877625863647
ACH-000168,0.03456517469078888
ACH-000169,-0.05610304028208609
ACH-000178,-0.09885175590014672
ACH-000183,-0.18443558805981386
ACH-000188,-0.18017852531735992
ACH-000189,-0.2890084761571562
ACH-000190,-0.16773108583498145
ACH-000198,-0.18364515113583849
ACH-000203,-0.3252994694333081
ACH-000204,-0.3602904930434589
ACH-000206,-0.103786709678087
ACH-000207,-0.05872285189007821
ACH-000208,0.1580667265974948
ACH-000210,0.08615335462653348
ACH-000211,-0.11180538227681623
ACH-000215,-0.11715100408232752
ACH-000221,-0.1087790981043703
ACH-000222,-0.1095592360053545
ACH-000223,-0.08953454448964045
ACH-000226,0.045130976093996786
ACH-000227,-0.2094088561266393
ACH-000228,-0.16138842873759002
ACH-000231,-0.01157298712575287
ACH-000232,-0.13668165465645246
ACH-000233,-0.24575407740057156
ACH-000234,-0.16452140041510088
ACH-000235,-0.22838301656894786
ACH-000237,-0.16179501695278858
ACH-000238,-0.006251224401744145
ACH-000242,-0.0881216445655683
ACH-000243,-0.06547441802349667
ACH-000244,0.0069152718453385
ACH-000246,-0.10357161642416207
ACH-000248,-0.18914939955905
ACH-000250,-0.051908583982280765
ACH-000251,-0.0443591708458092
ACH-000252,-0.1731299459111616
ACH-000253,-0.09561995493381256
ACH-000255,-0.08820100806626158
ACH-000256,-0.23859756587260755
ACH-000257,0.1805423459253975
ACH-000258,-0.012347872041125342
ACH-000259,-0.11704793709344735
ACH-000260,-0.1119140800470736
ACH-000261,-0.08930527601549057
ACH-000262,-0.190980613135356
ACH-000263,0.0022009428491042145
ACH-000264,-0.12053103540033902
ACH-000265,-0.17909133534377494
ACH-000266,-0.15702215607574266
ACH-000272,-0.03205589406583186
ACH-000274,-0.09962415966516464
ACH-000277,0.013660591022060109
ACH-000278,-0.2339391333000929
ACH-000279,-0.11398589012718305
ACH-000280,-0.15238408756714464
ACH-000281,-0.06304381417893946
ACH-000288,-0.030676029569384682
ACH-000291,-0.1117867578276446
ACH-000293,-0.2927034827766377
ACH-000294,-0.0038976645193838774
ACH-000295,0.12053662496515336
ACH-000296,0.1087685305409141
ACH-000302,-0.24174725784130285
ACH-000304,0.0193826870842128
ACH-000307,0.11601493232963014
ACH-000308,-0.2118260282209232
ACH-000310,0.009102874536777376
ACH-000311,-0.10547853289370293
ACH-000312,-0.1895977995229328
ACH-000315,-0.157051046150967
ACH-000316,0.051237143688879966
ACH-000317,0.0810843523382073
ACH-000318,-0.15727334627704367
ACH-000319,-0.12867040269937882
ACH-000320,-0.06256702424847049
ACH-000322,-0.1014211754747076
ACH-000323,-0.2069210016983884
ACH-000324,-0.05213559753209901
ACH-000329,-0.12274877094785312
ACH-000330,-0.16927059278530016
ACH-000331,0.033866678929473544
ACH-000332,-0.10022020486092374
ACH-000334,-0.3843199079453153
ACH-000335,-0.06797134580004235
ACH-000336,-0.1691643211257805
ACH-000337,-0.1765934326717345
ACH-000338,-0.4606403295126721
ACH-000339,-0.21083135448813795
ACH-000341,-0.1306995328072466
ACH-000348,-0.033561160551815884
ACH-000350,-0.10613336893701106
ACH-000352,0.047434852055712184
ACH-000356,-0.11569822127334088
ACH-000361,-0.1371850709354106
ACH-000362,-0.15639339366130006
ACH-000363,-0.1476908773148429
ACH-000364,-0.1222196285966796
ACH-000365,-0.14870593036493726
ACH-000366,-0.1931185118148106
ACH-000368,-0.12038387024512047
ACH-000374,0.12588361529001366
ACH-000375,-0.1953878905724544
ACH-000376,-0.10430641370293386
ACH-000381,-0.09900947551435232
ACH-000383,-0.2512419408474889
ACH-000387,-0.2076456501739329
ACH-000389,-0.27251529819259224
ACH-000390,-0.1313602760988507
ACH-000393,-0.08965081811244614
ACH-000395,-0.21730576153229256
ACH-000396,0.016304282413983143
ACH-000397,-0.2474717692727155
ACH-000401,-0.17402639218266122
ACH-000402,-0.4558385860596768
ACH-000403,-0.07697505923728491
ACH-000404,-0.4150645517447241
ACH-000406,-0.0728581720080309
ACH-000407,-0.1843162463499728
ACH-000408,-0.061388509323187374
ACH-000410,0.04642629340702234
ACH-000411,-0.053252112453686384
ACH-000414,-0.2626222907884677
ACH-000415,-0.08200738205515078
ACH-000416,-0.016756870933128276
ACH-000420,-0.10848265329577092
ACH-000421,-0.02614113927094286
ACH-000424,-0.16594218004765185
ACH-000425,-0.0996973529693232
ACH-000426,0.07570526910705241
ACH-000427,-0.08470634150530051
ACH-000433,0.028669452203185137
ACH-000435,-0.2306132033872957
ACH-000436,0.040631430343768656
ACH-000444,0.017471812478542743
ACH-000445,-0.19477217741780548
ACH-000448,-0.1028422378118855
ACH-000450,-0.016073539564715317
ACH-000452,-0.029765928457307838
ACH-000454,-0.2920564933751965
ACH-000458,-0.16454182996887784
