,TMCO6 (55374)
ACH-000004,-0.3454519927169235
ACH-000005,-0.26015225125678604
ACH-000007,0.006111157217858731
ACH-000009,-0.15370721451080094
ACH-000011,-0.0692175203681139
ACH-000012,-0.19574916603958212
ACH-000013,-0.036116879496812686
ACH-000014,-0.2505573896198696
ACH-000015,-0.22064228542765132
ACH-000017,-0.1673127463953179
ACH-000018,-0.1801458126631112
ACH-000019,0.016601147483540614
ACH-000021,-0.2305595514843879
ACH-000022,-0.06403475832579969
ACH-000025,-0.14433559033547286
ACH-000028,-0.29896350799547444
ACH-000030,-0.13871475166280947
ACH-000035,-0.339487406094601
ACH-000036,-0.5537936754737688
ACH-000037,-0.1359224396017603
ACH-000039,-0.1352941893177218
ACH-000040,-0.3433703646388571
ACH-000041,-0.202675638261842
ACH-000042,-0.30832551472955944
ACH-000045,-0.16179202437834178
ACH-000047,-0.3946528886655857
ACH-000052,-0.20293428943430736
ACH-000053,-0.1605437910040906
ACH-000054,-0.19507170462716167
ACH-000055,-0.5934412547241986
ACH-000060,-0.10065352559894014
ACH-000067,-0.06933446198734329
ACH-000070,-0.11780929863584395
ACH-000075,-0.2438392778465297
ACH-000078,-0.20579676049722875
ACH-000082,-0.19399300490881333
ACH-000085,-0.3730533759653997
ACH-000086,-0.435633074839155
ACH-000087,-0.0849504822571643
ACH-000092,-0.3824816823325058
ACH-000095,-0.0994162541631744
ACH-000097,-0.5867269156541625
ACH-000098,-0.1222112603413016
ACH-000099,-0.06938696193559975
ACH-000108,-0.28024014461620605
ACH-000113,-0.33798533146643056
ACH-000116,-0.17533522984422145
ACH-000118,-0.17650793589145009
ACH-000120,-0.2562072362740008
ACH-000123,-0.3707951689921088
ACH-000127,-0.5629546720235329
ACH-000128,-0.4442986460092185
ACH-000132,-0.13293424425103068
ACH-000133,-0.3735224401011255
ACH-000137,-0.15412398450501644
ACH-000138,-0.19020358981796412
ACH-000142,-0.13762406627303353
ACH-000143,-0.18089257872896375
ACH-000146,-0.0993201331729648
ACH-000148,-0.32101168041007644
ACH-000150,-0.4842880707943379
ACH-000152,-0.1838641903031012
ACH-000153,-0.6418300470423085
ACH-000159,-0.1062344761106823
ACH-000160,-0.16586063949896085
ACH-000163,-0.15785446204953224
ACH-000167,0.022465963131364376
ACH-000168,-0.08355307422938077
ACH-000169,-0.16969932924778694
ACH-000178,-0.33633412392538065
ACH-000183,-0.15311275077200326
ACH-000188,-0.35918579903049863
ACH-000189,-0.07696648091671354
ACH-000190,-0.4595091660850914
ACH-000198,-0.07802722827001689
ACH-000203,-0.4619232648612807
ACH-000204,-0.16768040282073346
ACH-000206,-0.4888923620019172
ACH-000207,-0.10743184029763762
ACH-000208,-0.35418105751912515
ACH-000210,0.007904853924944681
ACH-000211,-0.3464141008785881
ACH-000215,-0.3074715472197146
ACH-000221,-0.2545969279539518
ACH-000222,-0.01498934410741568
ACH-000223,-0.41207548379649145
ACH-000226,-0.33780411026174
ACH-000227,-0.046189707814605366
ACH-000228,-0.2839139213772936
ACH-000231,-0.5773168232768436
ACH-000232,-0.10948964816370063
ACH-000233,-0.1882659040180652
ACH-000234,-0.23348132466872645
ACH-000235,-0.20617337650028128
ACH-000237,-0.4350699256031536
ACH-000238,-0.3731966391946824
ACH-000242,-0.06797095181305375
ACH-000243,-0.5821496301553118
ACH-000244,-0.5268973588553933
ACH-000246,-0.4448062201641534
ACH-000248,-0.4622114360863296
ACH-000250,-0.18351843429377213
ACH-000251,-0.1921663464521853
ACH-000252,-0.38085680569809016
ACH-000253,-0.09425488790589684
ACH-000255,-0.17124447232923745
ACH-000256,-0.15027948187364387
ACH-000257,-0.2152095452040177
ACH-000258,-0.3563337918529326
ACH-000259,-0.4049233226441211
ACH-000260,-0.2269073763134325
ACH-000261,-0.15975249057583166
ACH-000262,-0.5212755134271132
ACH-000263,-0.3745979115225194
ACH-000264,-0.2655569592681948
ACH-000265,-0.2879126462322061
ACH-000266,-0.2631937982493362
ACH-000272,-0.20249281140516107
ACH-000274,-0.16503796956631747
ACH-000277,-0.3550075655463941
ACH-000278,-0.3035248125288268
ACH-000279,-0.2730185991534855
ACH-000280,-0.4080232048117399
ACH-000281,-0.15241834090848774
ACH-000288,-0.325471744377236
ACH-000291,-0.2414990050758009
ACH-000293,-0.27017782452035005
ACH-000294,0.07898778329860036
ACH-000295,-0.045253064530792426
ACH-000296,-0.4117851554110592
ACH-000302,-0.6875144429531621
ACH-000304,-0.2766439546497166
ACH-000307,-0.2507396735116991
ACH-000308,-0.3838287513192301
ACH-000310,-0.19072106563506908
ACH-000311,-0.37098019763931983
ACH-000312,-0.20294271606516
ACH-000315,-0.20662502720212425
ACH-000316,-0.3306680258914728
ACH-000317,-0.11316157696438472
ACH-000318,-0.1814541850955005
ACH-000319,-0.13498916569367309
ACH-000320,-0.3104863086385156
ACH-000322,-0.09476252320753703
ACH-000323,-0.3879318531647705
ACH-000324,-0.5975880898237786
ACH-000329,-0.07143360667167048
ACH-000330,-0.50940999743983
ACH-000331,-0.3465238238144265
ACH-000332,-0.2265546993743919
ACH-000334,-0.29721928742083503
ACH-000335,-0.1518309104998675
ACH-000336,-0.043972888518819184
ACH-000337,-0.2266507430767531
ACH-000338,-0.4869289725496664
ACH-000339,-0.2838364289915811
ACH-000341,-0.0953532321194529
ACH-000348,-0.22597268701691384
ACH-000350,-0.256478972616046
ACH-000352,-0.31321794116408097
ACH-000356,-0.2937510745420696
ACH-000361,-0.1346994226039403
ACH-000362,-0.15836238198994834
ACH-000363,-0.21320292863599985
ACH-000364,-0.3330258436421133
ACH-000365,-0.10815672313666053
ACH-000366,-0.1707495355547137
ACH-000368,-0.4166325886128329
ACH-000374,-0.4761753560922975
ACH-000375,-0.3191498495766312
ACH-000376,-0.3889903474592421
ACH-000381,-0.15598468357260672
ACH-000383,-0.05896754432945399
ACH-000387,-0.24686932860919986
ACH-000389,-0.2095126051607445
ACH-000390,-0.20987677861453807
ACH-000393,-0.17218864093479333
ACH-000395,-0.22170728488340535
ACH-000396,-0.0810435404806455
ACH-000397,-0.2581815614438355
ACH-000401,-0.23044265870995456
ACH-000402,0.2382279042909299
ACH-000403,-0.11551705507846627
ACH-000404,-1.130996107018068
ACH-000406,-0.12715268154804452
ACH-000407,-0.1325328963978717
ACH-000408,-0.4279294682598384
ACH-000410,-0.09003479675810036
ACH-000411,-0.13954281740714514
ACH-000414,-0.29977569904034324
ACH-000415,-0.1213085666104212
ACH-000416,-0.2631868407690901
ACH-000420,-0.4327681575731353
ACH-000421,-0.2154735342983598
ACH-000424,-0.37619873109287344
ACH-000425,-0.17541408603312011
ACH-000426,-0.0844473635804979
ACH-000427,-0.15087502860279678
ACH-000433,-0.17277021442433235
ACH-000435,-0.19340407132903792
ACH-000436,-0.20437744914601866
ACH-000444,-0.4364427884011501
ACH-000445,-0.13510606182621376
ACH-000448,-0.2934938013457564
ACH-000450,-0.14384620717922816
ACH-000452,-0.2836241385129652
ACH-000454,-0.23907347400730095
