,DNMBP (23268)
ACH-000004,-0.001685600831483678
ACH-000005,0.0582395165925015
ACH-000007,0.03397790594885284
ACH-000009,-0.0805979715089057
ACH-000011,0.0076939047993614985
ACH-000012,-0.08693034700356743
ACH-000013,-0.017673509186432762
ACH-000014,-0.11961703179523155
ACH-000015,-0.12700787671333225
ACH-000017,0.03107023280683288
ACH-000018,-0.1190498754447489
ACH-000019,-0.07895490044725889
ACH-000021,0.056858047146849625
ACH-000022,-0.07405678158263547
ACH-000025,0.04514761971846125
ACH-000028,0.08204098453697188
ACH-000030,-0.009881678760614113
ACH-000035,-0.09802306657558366
ACH-000036,-0.04145456095954824
ACH-000037,-0.05337037298488422
ACH-000039,-0.05142943604368996
ACH-000040,-0.05318897466228336
ACH-000041,-0.12739301443263176
ACH-000042,-0.01033848336379307
ACH-000045,-0.06213082379599541
ACH-000047,0.1463748729269857
ACH-000052,-0.09348291807634987
ACH-000053,-0.001293295726029944
ACH-000054,0.01689507391298028
ACH-000055,-0.12796081395803385
ACH-000060,-0.018887823994536444
ACH-000067,-0.14217252586106674
ACH-000070,-0.07890675825994488
ACH-000075,-0.041346519690480386
ACH-000078,-0.018818630197839508
ACH-000082,-0.05682568716248381
ACH-000085,0.026044991981896585
ACH-000086,-0.06955765344587067
ACH-000087,0.03156999198939548
ACH-000092,0.024521439308445896
ACH-000095,-0.10860692456120156
ACH-000097,-0.061652790634536714
ACH-000098,-0.007590733079672438
ACH-000099,-0.033607376088347934
ACH-000108,0.05472531586907802
ACH-000113,0.045142447718384576
ACH-000116,-0.10848597596399888
ACH-000118,-0.052828954483193385
ACH-000120,0.028255182315682283
ACH-000123,-0.022267851199175657
ACH-000127,-0.09958301887076683
ACH-000128,0.015846495469430587
ACH-000132,-0.045997084108711
ACH-000133,-0.04383776099732383
ACH-000137,-0.02342348540136508
ACH-000138,0.01590538321551632
ACH-000142,0.004130573240150507
ACH-000143,-0.05224055737072211
ACH-000146,-0.08597476519639399
ACH-000148,-0.07649509493500993
ACH-000150,0.05305481100302202
ACH-000152,-0.04155342936948772
ACH-000153,0.025527014089296314
ACH-000159,0.10934762323190747
ACH-000160,-0.07616942860911917
ACH-000163,-0.10166914700363827
ACH-000167,-0.10342567562460782
ACH-000168,0.04510366730478947
ACH-000169,-0.20706423118486075
ACH-000178,0.03862625014414827
ACH-000183,-0.09873063341897903
ACH-000188,-0.018040711788349217
ACH-000189,-0.27721293216067755
ACH-000190,-0.16486278719561245
ACH-000198,-0.0428301952038524
ACH-000203,0.21557527719211667
ACH-000204,0.0358856271844522
ACH-000206,0.009047136767527109
ACH-000207,-0.21076857164936774
ACH-000208,-0.046490627708308224
ACH-000210,0.025056508307051303
ACH-000211,-0.06290648818975289
ACH-000215,-0.02652896743468473
ACH-000221,0.112278031935904
ACH-000222,-0.0990973186341466
ACH-000223,-0.06504609902690348
ACH-000226,0.038001533324383184
ACH-000227,-0.045914929555647715
ACH-000228,-0.0787601833678039
ACH-000231,-0.0403665317792007
ACH-000232,-0.02228670631018236
ACH-000233,-0.009763453622024862
ACH-000234,-0.08117821444774515
ACH-000235,-0.023222419723023982
ACH-000237,-0.07905990848802429
ACH-000238,-0.08620455798887107
ACH-000242,0.045928734684993866
ACH-000243,-0.038877663798113436
ACH-000244,0.17721207236229178
ACH-000246,-0.03416186866287724
ACH-000248,-0.1892859186209491
ACH-000250,-0.007686734790295316
ACH-000251,-0.0088199177193889
ACH-000252,-0.09198910508737433
ACH-000253,-0.030260668028275612
ACH-000255,-0.028703856294504893
ACH-000256,-0.17378231614537532
ACH-000257,0.006527994791496398
ACH-000258,-0.02799863752110321
ACH-000259,-0.021943177174753543
ACH-000260,-0.051346924024862836
ACH-000261,-0.004226666503617879
ACH-000262,-0.19652504231884646
ACH-000263,-0.2148387197297752
ACH-000264,-0.13163295161759148
ACH-000265,-0.0643949739017524
ACH-000266,-0.03225408684945828
ACH-000272,-0.001086697648627215
ACH-000274,-0.07600829439227172
ACH-000277,0.04539810605544454
ACH-000278,-0.01241130985802158
ACH-000279,-0.08299702593353381
ACH-000280,0.05881564328511382
ACH-000281,-0.2908902827524117
ACH-000288,-0.02917248167518825
ACH-000291,-0.04349638484469905
ACH-000293,-0.06641313808533865
ACH-000294,-0.17974599209547962
ACH-000295,-0.08672571696477105
ACH-000296,0.07519452946735049
ACH-000302,-0.03011378099381537
ACH-000304,0.044839742207448983
ACH-000307,-0.1429573492652176
ACH-000308,-0.032611051472379964
ACH-000310,-0.05540252775992874
ACH-000311,-0.11266887928328585
ACH-000312,-0.10148369992640878
ACH-000315,-0.24924492508114285
ACH-000316,-0.13273641704380815
ACH-000317,-0.12993266866379735
ACH-000318,-0.206738692706956
ACH-000319,-0.14661073693866994
ACH-000320,-0.2688580890535136
ACH-000322,0.007883281151544238
ACH-000323,-0.12742372002880634
ACH-000324,-0.11248286650776976
ACH-000329,-0.07349627548438786
ACH-000330,-0.16709093270821174
ACH-000331,0.012011854440655185
ACH-000332,-0.08298034094166433
ACH-000334,0.1156128438661069
ACH-000335,0.13539954820976075
ACH-000336,-0.14693750406690928
ACH-000337,-0.07779990558939562
ACH-000338,-0.9085179791821923
ACH-000339,0.09683295545761317
ACH-000341,-0.1847526043301554
ACH-000348,-0.08061354081448126
ACH-000350,-0.01944473201904583
ACH-000352,-0.03810136573558838
ACH-000356,0.01450210104086865
ACH-000361,0.044994691089210816
ACH-000362,-0.0574075581383858
ACH-000363,-0.0873389553044796
ACH-000364,0.059855724704159265
ACH-000365,-0.0826704113014583
ACH-000366,-0.1032423964703418
ACH-000368,-0.07264267669692026
ACH-000374,-0.05736038337652859
ACH-000375,0.04486314205622187
ACH-000376,-0.12148927509086885
ACH-000381,-0.08221252677555031
ACH-000383,-0.09280580626595103
ACH-000387,-0.12182854745699215
ACH-000389,0.07028644283759462
ACH-000390,-0.1030455982149732
ACH-000393,-0.056855731920402414
ACH-000395,-0.004995287046294193
ACH-000396,0.2838614909596868
ACH-000397,0.014436161296577725
ACH-000401,0.025543533347496674
ACH-000402,-0.20251446219765906
ACH-000403,-0.02532901963402396
ACH-000404,-0.0389102545833786
ACH-000406,-0.1747701082199246
ACH-000407,0.13949603716494816
ACH-000408,-0.0727084067597704
ACH-000410,-0.047240288287228115
ACH-000411,0.008136015539782078
ACH-000414,-0.03189087074287933
ACH-000415,-0.07003601629886565
ACH-000416,-0.009877438872444598
ACH-000420,-0.06019375323319282
ACH-000421,-0.1560524513950354
ACH-000424,-0.1809423668030256
ACH-000425,-0.040665023924135416
ACH-000426,0.05816355499120434
ACH-000427,0.06017191220419486
ACH-000433,0.2448944580421115
ACH-000435,-0.05405776626703288
