,WDR63 (126820)
ACH-000004,-0.1384240315858678
ACH-000005,0.2891567471137636
ACH-000007,-0.16583361866628865
ACH-000009,-0.11624846894891835
ACH-000011,-0.15284029579373165
ACH-000012,-0.15841283562510955
ACH-000013,-0.22681833265413245
ACH-000014,-0.1889178372856276
ACH-000015,-0.1769531924597713
ACH-000017,-0.0372368136360901
ACH-000018,0.011715751968948982
ACH-000019,-0.322856332512146
ACH-000021,-0.22892644811213106
ACH-000022,-0.11793720420342794
ACH-000025,-0.1855463991763358
ACH-000028,-0.19560982531392845
ACH-000030,-0.1559486384023283
ACH-000035,-0.21280067649221887
ACH-000036,-0.15928340140866895
ACH-000037,-0.09546657691406922
ACH-000039,-0.04273459070100896
ACH-000040,-0.26135835352464154
ACH-000041,-0.09695395247319766
ACH-000042,-0.15098979655137482
ACH-000045,-0.051162992871665286
ACH-000047,-0.1827423002169032
ACH-000052,-0.20637940127086807
ACH-000053,-0.152099260215071
ACH-000054,-0.03861150225943999
ACH-000055,-0.0812115291013101
ACH-000060,-0.03677167163115457
ACH-000067,-0.042342099824441384
ACH-000070,-0.15345763569176074
ACH-000075,-0.0173679758049019
ACH-000078,-0.06629942959523391
ACH-000082,-0.11242934612831353
ACH-000085,-0.3916104406059641
ACH-000086,-0.23320941939294024
ACH-000087,0.15295352868939255
ACH-000092,-0.11868961138698432
ACH-000095,-0.09081606389580306
ACH-000097,-0.09964230526107667
ACH-000098,-0.14344055639987818
ACH-000099,-0.11693102381740232
ACH-000108,-0.19595805802886013
ACH-000113,-0.1583952891104454
ACH-000116,-0.08867315602741062
ACH-000118,-0.192978824160567
ACH-000120,-0.07702315940973406
ACH-000123,-0.11199248676839704
ACH-000127,-0.19797153996900874
ACH-000128,-0.10551737946438937
ACH-000132,-0.2619256862440943
ACH-000133,-0.20372888352038374
ACH-000137,-0.1985763086749929
ACH-000138,-0.027151142953301028
ACH-000142,-0.3064009882270926
ACH-000143,-0.2595388811634515
ACH-000146,-0.15951146329935267
ACH-000148,-0.1499847030135277
ACH-000150,-0.20754690663662764
ACH-000152,-0.09056824196980033
ACH-000153,-0.11855610417504242
ACH-000159,-0.18310442330498344
ACH-000160,-0.056760192019967584
ACH-000163,0.034693876222405245
ACH-000167,-0.2469192655831727
ACH-000168,-0.21062603195717836
ACH-000169,-0.16482719684107378
ACH-000178,-0.1578519145423888
ACH-000183,-0.09753404960950753
ACH-000188,-0.12826309520313114
ACH-000189,-0.1618608510512521
ACH-000190,-0.16659162195269045
ACH-000198,-0.13437877746630686
ACH-000203,-0.6710576194113257
ACH-000204,-0.12319900045830424
ACH-000206,-0.19791707520095025
ACH-000207,-0.21792757544883648
ACH-000208,-0.2757541685915373
ACH-000210,-0.14682267549642716
ACH-000211,-0.09352761359776547
ACH-000215,-0.20633262956029472
ACH-000221,-0.12718869989895826
ACH-000222,-0.2589123736340298
ACH-000223,-0.16365205861772547
ACH-000226,-0.1454368107278384
ACH-000227,-0.023073267700952683
ACH-000228,-0.017204139563569285
ACH-000231,-0.20628643564033544
ACH-000232,-0.08448078914164288
ACH-000233,-0.0915223805990961
ACH-000234,-0.08126219865003588
ACH-000235,-0.16880684496180032
ACH-000237,-0.17440977766321852
ACH-000238,-0.2619694542185806
ACH-000242,-0.18750698494752854
ACH-000243,-0.12149828815143265
ACH-000244,-0.055476670761878816
ACH-000246,-0.3015870016140011
ACH-000248,-0.18774279203078284
ACH-000250,-0.2494844211266223
ACH-000251,-0.06634476209353002
ACH-000252,-0.1960214119542917
ACH-000253,-0.031173836126224937
ACH-000255,-0.08805695789041516
ACH-000256,-0.19103922027526046
ACH-000257,-0.13662545774787013
ACH-000258,-0.19467551649468454
ACH-000259,-0.13742215864350618
ACH-000260,-0.15452108636423528
ACH-000261,-0.20469117590296595
ACH-000262,-0.3508098302925381
ACH-000263,-0.16601225181218238
ACH-000264,-0.08065217026793604
ACH-000265,-0.2058615756263681
ACH-000266,-0.10488367532765597
ACH-000272,-0.2762525529466843
ACH-000274,-0.13520986887426995
ACH-000277,-0.2600533917550771
ACH-000278,-0.26588595669847825
ACH-000279,-0.2048193196978568
ACH-000280,-0.25112628693351285
ACH-000281,0.026463731825821
ACH-000288,-0.1576764060879692
ACH-000291,-0.20013824430399665
ACH-000293,-0.14119117769069214
ACH-000294,-0.08787387934562431
ACH-000295,-0.08594873627919321
ACH-000296,-0.2866421845220504
ACH-000302,-0.16492531916815156
ACH-000304,-0.22035365935338336
ACH-000307,-0.18077357965656488
ACH-000308,-0.09992243582431694
ACH-000310,0.008300253744695535
ACH-000311,-0.11438369331217507
ACH-000312,-0.1378236000502938
ACH-000315,-0.1781984240256285
ACH-000316,-0.09479955523272952
ACH-000317,-0.20756590071596034
ACH-000318,-0.2321125633412435
ACH-000319,-0.19128002727638427
ACH-000320,-0.2325699302380064
ACH-000322,-0.0007338159706563693
ACH-000323,-0.22883090515102256
ACH-000324,-0.16462911726983415
ACH-000329,-0.11834225036172127
ACH-000330,-0.10842844159687164
ACH-000331,-0.3388142578607866
ACH-000332,-0.16881454567065685
ACH-000334,0.03749787514067756
ACH-000335,-0.1823909424624984
ACH-000336,0.3789792916097953
ACH-000337,-0.03510324853987113
ACH-000338,-0.11172654089480696
ACH-000339,-0.08836814056625407
ACH-000341,-0.16912782392475564
ACH-000348,-0.1061797196127868
ACH-000350,-0.004005131522030853
ACH-000352,-0.2565910652802769
ACH-000356,-0.2667117227110468
ACH-000361,-0.11185664252755173
ACH-000362,-0.08626881054961273
ACH-000363,-0.14078530678432452
ACH-000364,-0.23118338013483136
ACH-000365,-0.0803204051251972
ACH-000366,-0.07756522237981732
ACH-000368,-0.028887275606349575
ACH-000374,-0.20669769931216836
ACH-000375,-0.14484926395547662
ACH-000376,-0.21090733209321835
ACH-000381,-0.06815937237534148
ACH-000383,-0.15873955950071705
ACH-000387,-0.028078523113075345
ACH-000389,-0.005646934224136422
ACH-000390,-0.2334418571608251
ACH-000393,-0.27551662448728603
ACH-000395,-0.16196490707738342
ACH-000396,-0.07764146656900946
ACH-000397,-0.13384052519235312
ACH-000401,-0.18923120325001028
ACH-000402,-0.1508117655889274
ACH-000403,-0.12647338006230158
ACH-000404,-0.06528152436087004
ACH-000406,-0.12049190351037145
ACH-000407,-0.28822044188121626
ACH-000408,-0.18206718519518852
ACH-000410,-0.26413529075479897
ACH-000411,-0.2266808092747939
ACH-000414,-0.16250668113121386
ACH-000415,-0.1895973755084607
ACH-000416,-0.12946527444837486
ACH-000420,-0.2003966430937031
