,HIST2H2BE (8349)
ACH-000004,-0.2698931152105113
ACH-000005,-0.4609821108408065
ACH-000007,-0.20514272932101946
ACH-000009,-0.30843005844226484
ACH-000011,-0.2944110083456033
ACH-000012,-0.5502702968878095
ACH-000013,-0.2190588512365284
ACH-000014,-0.3278530735357293
ACH-000015,-0.28607203737303816
ACH-000017,-0.31695574912909474
ACH-000018,-0.4946400769893537
ACH-000019,-0.6449732526880679
ACH-000021,-0.2868309479027107
ACH-000022,-0.30311191886552713
ACH-000025,-0.39168325895571054
ACH-000028,-0.5844946514827042
ACH-000030,-0.34752452046874954
ACH-000035,-0.4443298638571428
ACH-000036,-0.3905753479868966
ACH-000037,-0.5078283776350586
ACH-000039,-0.4750587154991309
ACH-000040,-0.4569634819477254
ACH-000041,-0.482067859360062
ACH-000042,-0.4124957153894793
ACH-000045,-0.41490823498243984
ACH-000047,-0.30809837229142484
ACH-000052,-0.6342898191637479
ACH-000053,-0.4525599258226099
ACH-000054,-0.28514840959274673
ACH-000055,-0.5748729971132066
ACH-000060,-0.38111511497337996
ACH-000067,-0.4427397608175501
ACH-000070,-0.3113683241816414
ACH-000075,-0.5111777761457909
ACH-000078,-0.4627652748268086
ACH-000082,-0.4602580800210891
ACH-000085,-0.3510606135973234
ACH-000086,-0.5779333910135196
ACH-000087,-0.4910724277345735
ACH-000092,-0.3554416460539643
ACH-000095,-0.41596790402807904
ACH-000097,-0.4848567208069989
ACH-000098,-0.3803064466059923
ACH-000099,-0.3107969425363409
ACH-000108,-0.3574831923126053
ACH-000113,-0.3759671208097005
ACH-000116,-0.2541492320495852
ACH-000118,-0.4104465390797656
ACH-000120,-0.365466091671989
ACH-000123,-0.16693136664730085
ACH-000127,-0.2988723675157548
ACH-000128,-0.12080249947674072
ACH-000132,-0.1875625154210883
ACH-000133,-0.5280172463369099
ACH-000137,-0.4481705819878319
ACH-000138,-0.4578230574291326
ACH-000142,-0.2973711813199998
ACH-000143,-0.33941862371385983
ACH-000146,-0.3554396731702174
ACH-000148,-0.2901643800678922
ACH-000150,-0.37020686267250935
ACH-000152,-0.3969202587127677
ACH-000153,-0.44526447184513096
ACH-000159,-0.3144631589834444
ACH-000160,0.038297022978777316
ACH-000163,-0.2895101802493011
ACH-000167,0.2956415951022183
ACH-000168,-0.4018201162717753
ACH-000169,-0.5373540390267466
ACH-000178,-0.3582757329770666
ACH-000183,-0.38857374444257897
ACH-000188,-0.3238260395214662
ACH-000189,-0.6016621529110071
ACH-000190,0.15669093552573712
ACH-000198,-0.4148062552903994
ACH-000203,0.14336334755910204
ACH-000204,-0.408271405659576
ACH-000206,-0.64191567878833
ACH-000207,-0.1960685205390208
ACH-000208,-0.7275002545758752
