,B4GALNT1 (2583)
ACH-000004,0.024945607236294468
ACH-000005,-0.1575192400562618
ACH-000007,-0.21167443257608048
ACH-000009,-0.026139635173500524
ACH-000011,-0.006951007300443631
ACH-000012,-0.3293498045457553
ACH-000013,-0.05580444134860129
ACH-000014,-0.1342226511046187
ACH-000015,-0.11369735637593835
ACH-000017,-0.0017706493946675235
ACH-000018,-0.04068365755967771
ACH-000019,-0.10029463723708508
ACH-000021,-0.1174300628083735
ACH-000022,-0.00239085255893356
ACH-000025,-0.18261118487362926
ACH-000028,-0.019395888290518217
ACH-000030,-0.06842807669335647
ACH-000035,-0.26157928656705065
ACH-000036,-0.0879341369557258
ACH-000037,-0.07305777859694698
ACH-000039,0.08666925390533115
ACH-000040,-0.2222210795195108
ACH-000041,-0.2711982718118496
ACH-000042,-0.10486356550351457
ACH-000045,-0.2493342642125721
ACH-000047,-0.07003066254480284
ACH-000052,0.0290992710776604
ACH-000053,-0.122367621448033
ACH-000054,-0.08698903659188635
ACH-000055,0.09846124647045107
ACH-000060,0.0038427539344668775
ACH-000067,-0.09397756456380943
ACH-000070,-0.08936236784911927
ACH-000075,-0.3492482000831046
ACH-000078,-0.04156540846622992
ACH-000082,-0.17937751406092653
ACH-000085,-0.06532443082675381
ACH-000086,-0.2193317280738012
ACH-000087,-0.07359635340899882
ACH-000092,0.05223653015849082
ACH-000095,-0.03414315775412515
ACH-000097,-0.12585768195036842
ACH-000098,0.11628298712378675
ACH-000099,0.016136369739909527
ACH-000108,0.057998648191236776
ACH-000113,-0.13644876972981254
ACH-000116,0.06822365580183892
ACH-000118,-0.0823352816996032
ACH-000120,0.00840517258805586
ACH-000123,-0.20534218253042374
ACH-000127,-0.002523211879173896
ACH-000128,-0.07858485941163
ACH-000132,0.035847812096608984
ACH-000133,-0.15510176972418116
ACH-000137,-0.22030787040322866
ACH-000138,-0.07374872394533245
ACH-000142,-0.09234844142675433
ACH-000143,-0.12496301934117746
ACH-000146,-0.06353148470498203
ACH-000148,-0.2124861805502752
ACH-000150,-0.0550259548382813
ACH-000152,-0.2998832095105556
