,FRMPD1 (22844)
ACH-000004,-0.19739659872021292
ACH-000005,-0.22334911026534346
ACH-000007,-0.04125133656334503
ACH-000009,-0.19436035901258444
ACH-000011,-0.08395447827908117
ACH-000012,0.04886737327591452
ACH-000013,-0.07919959734349903
ACH-000014,-0.09038942358877426
ACH-000015,-0.1994631103787624
ACH-000017,-0.149724948954171
ACH-000018,-0.20359241221019114
ACH-000019,0.2145327330811901
ACH-000021,-0.22174840578189065
ACH-000022,-0.15560446644382395
ACH-000025,-0.08273743306817434
ACH-000028,-0.0703258322865199
ACH-000030,-0.1078520772551944
ACH-000035,-0.004340403142573623
ACH-000036,-0.04354797306955662
ACH-000037,0.025666417102599173
ACH-000039,0.02582550713357688
ACH-000040,-0.1284214967127546
ACH-000041,-0.10323049023939666
ACH-000042,-0.1005532436461544
ACH-000045,-0.0013705490553281915
ACH-000047,0.04765623473204144
ACH-000052,-0.16400415478105398
ACH-000053,-0.0837708742813825
ACH-000054,-0.039132165290312285
ACH-000055,-0.2329519815489944
ACH-000060,0.041787722005394635
ACH-000067,-0.039029892449587884
ACH-000070,-0.10365751516705322
ACH-000075,0.013224550087159724
ACH-000078,-0.1179371666630935
ACH-000082,-0.1907764557887908
ACH-000085,-0.08769948171784754
ACH-000086,-0.058981360028468564
ACH-000087,-0.07532947473970117
ACH-000092,-0.220448394444844
ACH-000095,-0.011919640511985994
ACH-000097,-0.06038694768067325
ACH-000098,-0.09983668833606556
ACH-000099,0.007147007273829616
ACH-000108,-0.044066023278962405
ACH-000113,-0.038439879197974064
ACH-000116,0.00010853965396949909
ACH-000118,-0.10990773832051014
ACH-000120,0.0005416308839677291
ACH-000123,-0.021653980797602515
ACH-000127,-0.07236527008325415
ACH-000128,-0.08613944868255005
ACH-000132,-0.1167532283006774
ACH-000133,-0.00276212892275863
ACH-000137,-0.14246015300654946
ACH-000138,-0.14350900835874372
ACH-000142,0.11140688425441672
ACH-000143,-0.06608682192098023
ACH-000146,-0.10482954834358782
ACH-000148,-0.10920219799570016
ACH-000150,-0.22071772088985397
ACH-000152,-0.027528764460322326
ACH-000153,0.06436219694376508
ACH-000159,-0.08370987321433335
ACH-000160,-0.1299712952934546
ACH-000163,-0.23348433163815555
ACH-000167,-0.2840641701900857
ACH-000168,-0.11867321449945792
ACH-000169,-0.13768815702188786
ACH-000178,-0.1143932855230029
ACH-000183,-0.06794011134922592
ACH-000188,-0.08929451152618302
ACH-000189,-0.17098250685757227
ACH-000190,-0.2273608326981597
ACH-000198,-0.026886581268806692
ACH-000203,-0.2686315471228761
ACH-000204,0.19235428283616904
ACH-000206,-0.0953101853255353
ACH-000207,-0.06901521417871402
ACH-000208,0.03477370474760202
ACH-000210,-0.012871844690609462
ACH-000211,0.03199177957629374
ACH-000215,-0.08877029278864154
ACH-000221,-0.19008596214746526
ACH-000222,-0.11840131691677988
ACH-000223,-0.010798460722237887
ACH-000226,-0.17333374374409447
ACH-000227,-0.12267531852059893
ACH-000228,-0.2099156657261312
ACH-000231,-0.0909346953643878
ACH-000232,-0.0426052697396972
ACH-000233,-0.060425143590713964
ACH-000234,-0.2243672168728517
ACH-000235,-0.09251548216225663
ACH-000237,-0.1675541414386709
ACH-000238,-0.029274076658222237
ACH-000242,0.07279098500681268
ACH-000243,-0.0926288015459044
ACH-000244,-0.07278870778639608
ACH-000246,-0.10178264640987526
ACH-000248,0.21043087237425465
ACH-000250,-0.06676324484335916
ACH-000251,0.07170707385491913
ACH-000252,0.08770116490983726
ACH-000253,0.029397961886046323
ACH-000255,-0.1416996629374918
ACH-000256,-0.06448493281487114
ACH-000257,0.026776564081702297
ACH-000258,-0.05739921729665533
ACH-000259,-0.07722450743841179
ACH-000260,-0.02349417792270399
ACH-000261,-0.12535828494509807
ACH-000262,0.048523059436237616
ACH-000263,-0.19982815440081508
ACH-000264,-0.09187407262555268
ACH-000265,-0.25189437243207186
ACH-000266,-0.0571186410005599
ACH-000272,-0.05626998724875884
ACH-000274,-0.21701045666142674
ACH-000277,-0.013955896243455706
ACH-000278,-0.17329413743875133
ACH-000279,-0.07539583421129738
ACH-000280,-0.11950457568387934
ACH-000281,-0.025253298994867043
ACH-000288,-0.01898445310893181
ACH-000291,-0.20808093893517016
ACH-000293,-0.12463821026408947
ACH-000294,0.08125708331866888
ACH-000295,-0.050878766814467964
ACH-000296,-0.009165177027608842
ACH-000302,-0.04316879642684456
ACH-000304,-0.042905760508379215
ACH-000307,-0.08598624401669938
ACH-000308,-0.08266232916722932
ACH-000310,-0.07961702465865036
ACH-000311,-0.019328533063623254
ACH-000312,-0.009845198772659635
ACH-000315,-0.19849463795743771
ACH-000316,-0.2030604435996705
ACH-000317,-0.16584266589509855
ACH-000318,-0.07274956315558477
