,BRE (9577)
ACH-000004,0.019654477738706943
ACH-000005,-0.26528808804288395
ACH-000007,-0.1305276571078826
ACH-000009,-0.05078795805130572
ACH-000011,-0.05228097280593536
ACH-000012,0.020595653321737083
ACH-000013,0.0311474854935307
ACH-000014,-0.02403502946284547
ACH-000015,0.12417634124506975
ACH-000017,0.01832575346700821
ACH-000018,0.021680363143657816
ACH-000019,-0.07730228820478027
ACH-000021,0.02492007916822692
ACH-000022,-0.006741973938368887
ACH-000025,0.17933404280177825
ACH-000028,-0.07745549988390593
ACH-000030,0.0030819374381786486
ACH-000035,0.044900542198402255
ACH-000036,0.04925340332422623
ACH-000037,0.021202316990539816
ACH-000039,0.15600531328168066
ACH-000040,0.02936128997288278
ACH-000041,-0.02020670343467877
ACH-000042,0.10764780433641064
ACH-000045,0.03404943530820732
ACH-000047,-0.038024144066470464
ACH-000052,-0.2091027405590005
ACH-000053,0.03608583072161473
ACH-000054,0.06391140285736571
ACH-000055,0.07881268433270665
ACH-000060,0.3405867718462608
ACH-000067,-0.013731687472817576
ACH-000070,-0.004118606502558837
ACH-000075,-0.0975367059564428
ACH-000078,-0.1717642602317382
ACH-000082,0.19741873400162316
ACH-000085,-0.15170315918237773
ACH-000086,-0.01890165185760556
ACH-000087,-0.10824478023904048
ACH-000092,-0.028241951569117425
ACH-000095,0.03383242042918432
ACH-000097,0.045841411094808236
ACH-000098,0.1127620626220654
ACH-000099,-0.007780978274770558
ACH-000108,0.12309345024320392
ACH-000113,0.029606999922060888
ACH-000116,-0.044244744135349054
ACH-000118,-0.02427177087600589
ACH-000120,0.02014583090230332
ACH-000123,0.1485958983991752
ACH-000127,0.16288778392133088
ACH-000128,0.08220761337109997
ACH-000132,-0.035094512024280086
ACH-000133,-0.09819916182005692
ACH-000137,0.06669061489867548
ACH-000138,-0.01844891872200989
ACH-000142,0.03981092552918277
ACH-000143,0.09775804480347987
ACH-000146,0.06310093447586687
ACH-000148,0.0965479841808545
ACH-000150,0.04143053016104111
ACH-000152,-0.01601686582448343
ACH-000153,0.006051505344756596
ACH-000159,-0.057251146200686685
ACH-000160,0.16845434270421775
ACH-000163,0.1157420943950154
ACH-000167,0.4142941559961334
ACH-000168,-0.022776447079392626
ACH-000169,0.04559531112676425
ACH-000178,0.07624874484346737
ACH-000183,0.13309198024902735
ACH-000188,-0.049301332649170575
ACH-000189,0.11263463252965755
ACH-000190,0.08674889760530143
ACH-000198,0.1963509759831696
ACH-000203,0.08725755998399595
ACH-000204,0.04865881483975503
ACH-000206,-0.044910895452122485
ACH-000207,0.06353596942711512
ACH-000208,0.1002230755786968
ACH-000210,-0.15078815213320088
ACH-000211,-0.0421668210553638
ACH-000215,0.01752704107304566
ACH-000221,0.027350597596229355
ACH-000222,0.08896550045060267
ACH-000223,-0.07761395771274432
ACH-000226,0.06923227531815593
ACH-000227,-0.15553896929597605
