,RRN3 (54700)
ACH-000004,-1.0332423858868507
ACH-000005,-1.5713140224571918
ACH-000007,-0.6741877216456498
ACH-000009,-0.8465266762987809
ACH-000011,-0.9372366476425532
ACH-000012,-0.8245832309506009
ACH-000013,-1.0907912936980029
ACH-000014,-0.979590045577826
ACH-000015,-1.0491196103515823
ACH-000017,-0.9027138865126756
ACH-000018,-0.9136916441625808
ACH-000019,-0.9367046032495492
ACH-000021,-0.8416376459293153
ACH-000022,-0.9885368532504598
ACH-000025,-0.9229875276990404
ACH-000028,-0.6912094655922373
ACH-000030,-0.7894846406863109
ACH-000035,-0.7422071752750803
ACH-000036,-0.6509286454986785
ACH-000037,-0.8532513628502907
ACH-000039,-0.8627844375016888
ACH-000040,-0.717819578640765
ACH-000041,-0.929827999006073
ACH-000042,-0.8778341477041555
ACH-000045,-0.6960925842244912
ACH-000047,-0.8676860244830541
ACH-000052,-0.933072773121014
ACH-000053,-0.8152380043875801
ACH-000054,-0.9777934216126624
ACH-000055,-1.1077281678197817
ACH-000060,-0.7069222993521834
ACH-000067,-0.9426779485055092
ACH-000070,-1.0315951600722373
ACH-000075,-1.080208208184703
ACH-000078,-0.7695507839826868
ACH-000082,-1.0931897450478048
ACH-000085,-0.5738657273967666
ACH-000086,-0.8707367450945057
ACH-000087,-1.1003051354046036
ACH-000092,-0.9469389037324504
ACH-000095,-0.8962334135796296
ACH-000097,-0.8482508635239059
ACH-000098,-0.9155843157779484
ACH-000099,-0.6075314647231609
ACH-000108,-0.7776161658736997
ACH-000113,-0.7737786276757074
ACH-000116,-0.913535971273137
ACH-000118,-0.7897897738759504
ACH-000120,-0.7540632945900845
ACH-000123,-0.952964665625218
ACH-000127,-0.850371802375572
ACH-000128,-0.8889510356141279
ACH-000132,-0.8652062366302959
ACH-000133,-0.7891140491282489
ACH-000137,-0.9801922994195408
ACH-000138,-0.8311403501093968
ACH-000142,-0.9527026911839502
ACH-000143,-0.8008927639508348
ACH-000146,-1.0311241843339778
ACH-000148,-1.032813743880777
ACH-000150,-0.9064942479321924
ACH-000152,-0.7961290060155671
ACH-000153,-1.081883793047337
ACH-000159,-0.9328769895577808
ACH-000160,-0.8436593590299558
ACH-000163,-0.8950915627543141
ACH-000167,-1.79125523128202
ACH-000168,-0.8197693482203845
ACH-000169,-1.0079397823897485
ACH-000178,-0.7905620667518124
ACH-000183,-0.8878683556292494
ACH-000188,-0.8566881965506795
ACH-000189,-0.5794610195417357
ACH-000190,-0.9927540208180754
ACH-000198,-0.6761515223335861
ACH-000203,-0.6556915218693236
ACH-000204,-0.972509834898486
ACH-000206,-0.881032381556402
ACH-000207,-0.8026639438123888
ACH-000208,-0.6350003068029708
ACH-000210,-1.2331851583426952
ACH-000211,-0.8249330783876226
ACH-000215,-0.8829548804308136
ACH-000221,-1.0694208624694268
ACH-000222,-0.9823722797210309
ACH-000223,-0.9809104733558058
ACH-000226,-0.9403070781738933
ACH-000227,-0.7851107770131774
ACH-000228,-0.9177881799481208
ACH-000231,-0.9938375111162148
ACH-000232,-0.8947710374866452
ACH-000233,-0.8683852016833891
ACH-000234,-0.9113298829025102
ACH-000235,-0.8046600235506502
ACH-000237,-0.8441453205620815
ACH-000238,-0.871117904820807
ACH-000242,-0.6314592585084495
ACH-000243,-0.9161548352434868
ACH-000244,-1.2722615128049857
ACH-000246,-0.8159043413372732
ACH-000248,-0.956924969308258
ACH-000250,-0.9739877941720992
ACH-000251,-1.0273445040231313
ACH-000252,-0.7982949275330329
ACH-000253,-0.7768819828337362
ACH-000255,-0.9172016120355004
ACH-000256,-0.6923823457255829
ACH-000257,-0.7375172302779652
ACH-000258,-0.4682405722990852
ACH-000259,-0.9483226324175508
ACH-000260,-0.9108833982959792
ACH-000261,-1.0022750457119962
ACH-000262,-0.8158191147205243
ACH-000263,-1.0059548434272356
ACH-000264,-0.8565220716562715
ACH-000265,-0.9793451420218228
ACH-000266,-1.0804937723737775
ACH-000272,-0.7486195908130472
ACH-000274,-0.8878103477405973
ACH-000277,-0.6827254880667998
ACH-000278,-0.8586763120195228
ACH-000279,-0.5539034437597161
ACH-000280,-0.8799040666824944
ACH-000281,-0.9135772525942764
ACH-000288,-0.9404380140231952
ACH-000291,-0.8887843576645963
ACH-000293,-1.067234435539452
ACH-000294,-0.8468439740537947
ACH-000295,-1.195770432995766
ACH-000296,-1.0880691503916593
ACH-000302,-0.9603342394184624
ACH-000304,-0.9239104015493684
ACH-000307,-0.7999844628063578
ACH-000308,-0.7442435160360721
ACH-000310,-0.7756593574482159
ACH-000311,-0.9350392206120997
ACH-000312,-0.8694972998507595
ACH-000315,-0.926102118574527
ACH-000316,-1.0742087583598283
ACH-000317,-0.8158118845428127
ACH-000318,-0.9423270826144472
ACH-000319,-0.8342955136433926
ACH-000320,-0.747750878598607
ACH-000322,-0.8925184620463776
ACH-000323,-1.131975577730054
ACH-000324,-0.8094744966493951
ACH-000329,-0.8371453218255213
ACH-000330,-0.8749677764864187
ACH-000331,-0.8928768421101875
ACH-000332,-0.7523969634731538
ACH-000334,-1.1411052323988689
ACH-000335,-0.7946853313609277
ACH-000336,-0.8017061382687959
ACH-000337,-0.6903928895506835
ACH-000338,-1.0854741787063078
ACH-000339,-0.9728566757162352
ACH-000341,-0.8541521799944333
ACH-000348,-0.8879954330893738
ACH-000350,-0.8626945076262073
ACH-000352,-0.8587984201791463
ACH-000356,-1.173242022782751
ACH-000361,-1.3571126189044491
ACH-000362,-0.7714453894014117
ACH-000363,-0.9380932504417074
ACH-000364,-0.7280491513199392
ACH-000365,-0.7554260808866634
ACH-000366,-0.67774142727082
ACH-000368,-0.9763704384598044
ACH-000374,-0.8350678512753269
ACH-000375,-0.9927264543364324
ACH-000376,-0.7726051686346235
ACH-000381,-0.7132355579479791
ACH-000383,-0.7021146738945271
ACH-000387,-1.0939222694938262
ACH-000389,-0.9211717407683934
ACH-000390,-1.2375799644753611
ACH-000393,-0.9510118113884564
ACH-000395,-0.7767276472769045
ACH-000396,-0.37563780257524376
ACH-000397,-1.0891442481030946
ACH-000401,-0.9890974450820216
ACH-000402,-0.7593918338614629
ACH-000403,-0.9273029108460478
ACH-000404,-0.8976237532512084
ACH-000406,-0.9389627838925876
ACH-000407,-0.7552083729935207
ACH-000408,-0.6883228043530546
ACH-000410,-0.94477547218546
ACH-000411,-0.9146591072367359
ACH-000414,-1.1012825563045086
ACH-000415,-0.6990494529555626
ACH-000416,-0.968558267967269
ACH-000420,-0.7531779786621563
ACH-000421,-0.8205220234480202
ACH-000424,-0.8078737507011728
ACH-000425,-0.919774937867542
ACH-000426,-0.7115914301881792
ACH-000427,-0.9083743397093951
ACH-000433,-1.0606799103619429
ACH-000435,-0.5888546683575386
ACH-000436,-0.7189934341207221
ACH-000444,-0.9780449379021556
ACH-000445,-1.1191917965019396
ACH-000448,-1.020706011716168
ACH-000450,-0.9213124510768976
ACH-000452,-0.942238757874274
ACH-000454,-1.0269587172330077
ACH-000458,-0.9562117893403128
ACH-000459,-0.8858945157344364
ACH-000460,-0.9606500911963995
ACH-000461,-0.9932975898120232
ACH-000463,-0.8751731396533976
ACH-000464,-0.6990042714671412
ACH-000466,-0.7871180834792515
ACH-000467,-0.8336445009347093
ACH-000468,-1.0236785219671596
ACH-000469,-0.9534076363676356
ACH-000470,-0.8719429100061334
ACH-000471,-0.9765288476275812
ACH-000472,-0.8888444326990416
ACH-000473,-1.024030471616287
ACH-000475,-0.9796916831614164
ACH-000476,-0.8401921167684914
ACH-000477,-1.22389936238374
ACH-000479,-1.1651136059101097
ACH-000480,-1.1123195349495711
ACH-000481,-0.8864928593537684
ACH-000483,-1.2242742890494407
ACH-000484,-0.8781281256503378
