,ANHX (647589)
ACH-000252,0.0020274585665955715
ACH-000253,-0.2515106829412729
ACH-000255,-0.0859556141660486
ACH-000256,-0.2926362043980625
ACH-000257,-0.2694649515927353
ACH-000258,-0.2554646046786217
ACH-000259,-0.12557262194178964
ACH-000260,-0.17691128882349608
ACH-000261,-0.06660333173023837
ACH-000262,0.3559485978838206
ACH-000263,-0.09594708010024408
ACH-000264,-0.047311621320056
ACH-000265,0.04078049771058336
ACH-000266,-0.13131060126161442
ACH-000272,-0.16755757120395293
ACH-000274,-0.11089151886802273
ACH-000277,-0.19992971435215565
ACH-000278,-0.07559152989115481
ACH-000279,-0.2277115260200921
ACH-000280,-0.10979256943703156
ACH-000281,-0.11181068737865024
ACH-000288,-0.339800688014858
ACH-000291,-0.08552339299780963
ACH-000293,-0.2829551321874134
ACH-000294,-0.6121085229210018
ACH-000295,-0.3587178844256338
ACH-000296,-0.26109045308950746
ACH-000302,-0.11001223723093527
ACH-000304,-0.10879051247702536
ACH-000307,-0.10980220348365248
ACH-000308,-0.14483260655749355
ACH-000310,-0.026689574872014274
ACH-000311,-0.2010132974680098
ACH-000312,-0.12455726929154436
ACH-000315,-0.28628510567248083
ACH-000316,-0.13417502036278856
ACH-000317,-0.1061698407817483
ACH-000318,-0.1449209220579268
ACH-000319,0.014019879923342944
ACH-000320,-0.13510344233293284
ACH-000322,-0.1595452791814461
ACH-000323,-0.04067238574716646
ACH-000324,-0.10751514402267502
ACH-000329,-0.16030668384274482
ACH-000330,-0.2117516385700661
ACH-000331,-0.010605947439605828
ACH-000332,0.019430723325421045
ACH-000334,-0.14874509863801536
ACH-000335,0.06921560228637565
ACH-000336,-0.012613892947346958
ACH-000337,0.20089601264338824
ACH-000338,-0.4021381752690333
ACH-000339,-0.1331981772360672
ACH-000341,0.022022866349991985
ACH-000348,-0.024555389681406824
ACH-000350,-0.12773775628076448
ACH-000352,-0.2945538969345121
ACH-000356,0.11087068759997804
ACH-000361,0.07222004993455337
ACH-000362,0.03349851173733761
ACH-000363,-0.12192354556636142
ACH-000364,0.008253882641801841
ACH-000365,-0.16154082380940465
ACH-000366,-0.1592523470341894
ACH-000368,-0.17960738309936655
ACH-000374,-0.09400761807490217
ACH-000375,-0.26247618392633354
ACH-000376,-0.12108553574736225
ACH-000381,-0.08215355140622163
ACH-000383,-0.12365283905518128
ACH-000387,-0.12761837820592226
ACH-000389,-0.089089066095384
ACH-000390,-0.14941939205303978
ACH-000393,-0.10013349613362313
ACH-000395,0.02341898579125513
ACH-000396,0.18721023356445468
ACH-000397,0.033972441024073166
ACH-000401,-0.1839601276754637
ACH-000402,-0.521733456606656
ACH-000403,-0.02467954423700084
ACH-000404,0.09118444096007366
ACH-000406,-0.05546659430998629
ACH-000407,-0.1631180163331785
ACH-000408,0.007089615547084295
ACH-000410,-0.11264540449322515
ACH-000411,-0.09048926966596152
ACH-000414,-0.18659124721471945
ACH-000415,-0.0012340755140722553
ACH-000416,-0.15938204125222413
ACH-000420,-0.2485425101191305
ACH-000421,-0.1482287460586763
ACH-000424,-0.05480643363908445
ACH-000425,-0.196464874168173
ACH-000426,0.09214603388351553
ACH-000427,-0.18270800929356676
ACH-000433,0.01405933128322968
ACH-000435,0.06541635330630008
ACH-000436,0.13060431306092066
ACH-000444,-0.07851647864604397
ACH-000445,-0.12683889034270687
ACH-000448,-0.004626345695763379
ACH-000450,-0.17404279622084298
ACH-000452,-0.0443297875328378
ACH-000454,-0.03866155575236287
ACH-000458,-0.025152332939139332
ACH-000459,-0.21545141456035374
ACH-000460,-0.27153233146325056
ACH-000461,-0.10152525118068477
ACH-000463,-0.059053443436942764
ACH-000464,0.12785316002921573
ACH-000466,-0.2372262473359591
ACH-000467,-0.11910044552333628
ACH-000468,-0.2060148629657125
ACH-000469,-0.14752065835644293
ACH-000470,-0.12898806153003947
ACH-000471,-0.1416627624953548
ACH-000472,-0.015229946000762015
ACH-000473,0.012057641890424044
ACH-000475,-0.019346122522510698
ACH-000476,-0.1476875521609179
ACH-000477,-0.17626082895959358
ACH-000479,-0.21213166113981116
ACH-000480,-0.17315281861528206
ACH-000481,-0.036449298147670034
ACH-000483,0.027337542478530968
ACH-000484,-0.25636892087463115
ACH-000485,-0.2865636579864483
ACH-000486,0.04745529837326752
ACH-000487,-0.22158625729502604
ACH-000488,-0.1389579582718681
ACH-000490,-0.20645511284560247
ACH-000491,-0.056476799564507164
ACH-000495,-0.11141939817070004
ACH-000496,-0.2604488442646282
ACH-000499,-0.025259282960179763
ACH-000500,-0.2152375718192607
ACH-000502,-0.3955884433849656
ACH-000503,-0.20789686078068773
ACH-000505,-0.17869783484438773
ACH-000507,-0.1325364927264138
ACH-000510,-0.11345196003691554
ACH-000511,-0.18737293216906328
ACH-000512,-0.13995890586448906
ACH-000516,-0.0086424040533677
ACH-000517,-0.11453905529338705
ACH-000518,-0.035144278223943275
ACH-000520,-0.252682674304465
ACH-000521,-0.3220903117883516
ACH-000522,0.0753207123296549
ACH-000524,-0.10133232588685497
ACH-000527,-0.3134531952415523
ACH-000528,-0.1229656013889553
ACH-000537,-0.1417116907783555
ACH-000541,-0.3442341526223673
ACH-000542,-0.17256535988269428
ACH-000544,0.033903288422890296
ACH-000545,-0.08683677661101158
ACH-000547,0.1634605338976189
ACH-000548,-0.1405032020042179
ACH-000549,-0.1491909038074513
ACH-000550,-0.06887073164003517
ACH-000552,-0.09291976052120003
ACH-000556,-0.0964111087263217
ACH-000557,-0.1571017260501374
ACH-000569,0.030699577605184006
ACH-000570,-0.15842300599042455
ACH-000571,-0.09771031282699916
ACH-000573,-0.19256171762558466
ACH-000576,-0.06033135408396504
ACH-000579,-0.23282198073550445
ACH-000580,-0.2111473114770786
ACH-000584,-0.03080710005237712
ACH-000585,-0.2102957433241925
ACH-000588,-0.09286450245287613
ACH-000589,-0.13205646997526366
ACH-000591,-0.2891195148863101
ACH-000593,-0.17110239210778602
ACH-000600,-0.017374247929282504
ACH-000601,-0.2372631848753193
ACH-000605,-0.038354713262113864
ACH-000606,-0.042402187809591665
ACH-000608,-0.14458816989312082
ACH-000614,0.013017212624813309
ACH-000616,-0.03575203883301172
ACH-000618,-0.10683670272197343
ACH-000619,-0.14017682781762628
ACH-000620,-0.13681437210337652
ACH-000621,-0.06848111040319692
ACH-000622,-0.15019934023253814
ACH-000623,-0.23681328169671545
ACH-000624,-0.05629636243320293
ACH-000627,-0.16545729812434648
ACH-000630,-0.032516941713132096
ACH-000631,-0.2220951765467196
ACH-000632,0.008460398809247998
ACH-000633,-0.15542084480981735
ACH-000637,-0.08785294854677637
ACH-000638,-0.06022502226068049
ACH-000646,-0.2700144138812332
ACH-000647,-0.14137090320636114
ACH-000648,-0.1933557782464356
ACH-000649,-0.126508730169798
ACH-000651,0.1219142328017713
ACH-000652,-0.3091350016488864
ACH-000653,-0.09554070820367963
ACH-000657,-0.061698447560510065
ACH-000658,-0.06723044359116036
ACH-000661,-0.08878381706286602
ACH-000662,-0.11394863297337195
ACH-000663,-0.20838513107693496
ACH-000665,-0.15427312209637994
ACH-000671,-0.1324338036236497
ACH-000672,-0.2432855521778125
ACH-000673,-0.08115466591185286
ACH-000676,-0.12025521890127372
ACH-000677,-0.0407035274807046
ACH-000681,-0.0832511227684184
ACH-000683,-0.07429551277842493
ACH-000684,-0.20430063221516068
ACH-000688,-0.18784500338942556
ACH-000693,-0.02122942681226421
ACH-000694,-0.03619651683940557
ACH-000695,-0.20966134253272214
ACH-000696,-0.07581569169417779
ACH-000697,-0.008759654841887959
ACH-000699,-0.13332323119346765
ACH-000701,-0.19476148028207008
ACH-000706,-0.01947353154374944
ACH-000711,-0.015123324326840944
ACH-000713,-0.09889099355609512
ACH-000714,-0.05516626458161876
ACH-000718,-0.09524890893152912
ACH-000720,-0.06382112221004377
ACH-000721,-0.15569801696105348
ACH-000724,0.07251171928761074
ACH-000725,-0.10047868879490604
ACH-000732,-0.18107773000034688
ACH-000734,-0.09257117794272596
ACH-000735,-0.10526684050750487
ACH-000736,0.023822432264361898
ACH-000738,-0.05008990177927911
ACH-000746,-0.07965620865285944
ACH-000747,-0.15638702768836732
ACH-000748,-0.07419370937578057
ACH-000753,-0.13468552084239674
ACH-000756,-0.19066938841758466
ACH-000757,-0.1364683239257727
ACH-000758,-0.09692993065835152
ACH-000760,-0.06740517441701364
ACH-000762,-0.020032037057498703
ACH-000763,0.033056441893151586
ACH-000764,-0.1925251337584832
ACH-000765,-0.18138304642269126
ACH-000766,0.006050870971728834
ACH-000767,0.036342256951545096
ACH-000768,-0.023354687285065942
ACH-000769,-0.07182778448185381
ACH-000770,-0.16994884928677045
ACH-000771,-0.15364478584602806
ACH-000773,-0.11100985765256116
ACH-000776,-0.1728136579877047
ACH-000777,-0.2579844389554869
ACH-000778,-0.02485914447542233
ACH-000781,-0.09741488544073874
ACH-000782,-0.07031987912956006
ACH-000783,-0.5288816102336423
ACH-000784,-0.020652204309188262
ACH-000785,-0.07502272182624105
ACH-000787,-0.03514773076974942
ACH-000788,-0.03519402455275865
ACH-000791,-0.10622279526532816
ACH-000792,-0.07101262577934234
ACH-000794,-0.221651734105052
ACH-000796,-0.09916615732075383
ACH-000798,-0.1900838932065534
ACH-000799,-0.07893030331497193
ACH-000800,-0.12635244410655114
ACH-000802,-0.2813454058522408
ACH-000804,-0.11401310463958432
ACH-000805,-0.1807550464120643
ACH-000809,-0.0617675995779633
ACH-000810,-0.14387033993363724
ACH-000811,-0.14865104520987535
ACH-000817,0.007116474450800161
ACH-000819,-0.2347500448226233
ACH-000820,-0.3522937379088661
ACH-000821,-0.0762060791041552
ACH-000822,0.03158193971749628
ACH-000823,-0.13859377792594949
ACH-000824,-0.2581579267501399
ACH-000827,-0.1073193598305098
ACH-000829,-0.29350918322340674
ACH-000831,-0.00397131359194506
ACH-000832,0.022154042783780456
ACH-000833,-0.12406962949135295
ACH-000834,-0.2727061998644239
ACH-000835,0.02852736845450001
ACH-000836,-0.021625342293069075
ACH-000837,0.03402686140228309
ACH-000838,-0.0615638171514709
ACH-000839,-0.3014081991188308
ACH-000840,-0.13225474865335576
ACH-000841,-0.032809878929051906
ACH-000843,-0.08066466010280009
ACH-000846,-0.026620086517247846
ACH-000847,-0.13771027312150178
ACH-000848,0.03480512819576618
ACH-000849,-0.10284719198920013
ACH-000851,-0.16179912776145414
ACH-000855,-0.12186079015793268
ACH-000856,-0.2921589900086424
ACH-000858,-0.09266358680446143
ACH-000859,-0.19365124828695213
ACH-000861,-0.11453860265713672
ACH-000862,-0.09323847403165313
ACH-000865,-0.14091418603820496
ACH-000866,-0.09279999178943484
ACH-000867,-0.20022325754248374
ACH-000869,0.03398887422544178
ACH-000872,-0.12057426433198988
ACH-000873,0.07559217501788912
ACH-000876,-0.09606866232858698
ACH-000878,-0.1598017255723121
ACH-000880,-0.22282128007313384
ACH-000881,0.05140748708308683
ACH-000882,-0.13312633249176398
ACH-000884,-0.049257526471338464
ACH-000885,-0.2870741067569876
ACH-000887,-0.07144554143632878
ACH-000889,-0.06406690582865088
ACH-000896,-0.06754074379805268
ACH-000898,-0.11945761171483492
ACH-000900,-0.06817239830435616
ACH-000901,-0.03872085609416848
ACH-000905,-0.1943236887080031
ACH-000906,-0.06929020457833165
ACH-000907,-0.13633720486673032
ACH-000910,-0.0786141318448011
ACH-000911,-0.13348213328989872
ACH-000912,-0.18182784774781885
ACH-000913,-0.2283560094589792
ACH-000915,-0.07990532020682703
ACH-000916,0.10656689860277528
ACH-000917,-0.15457146956378126
ACH-000920,-0.3017957007009616
ACH-000921,-0.13409261128884084
ACH-000924,-0.030996548036106464
ACH-000926,-0.12396858024053482
ACH-000928,-0.3458918340215619
ACH-000929,-0.02351306750051445
ACH-000932,-0.1696331247878007
ACH-000935,-0.21696004397076432
ACH-000936,-0.07539164027864836
ACH-000937,-0.13913134307914918
ACH-000938,-0.19784077619285004
ACH-000939,-0.3529172580613457
ACH-000941,0.035691531546413566
ACH-000943,-0.1727239116108321
ACH-000946,-0.1847869772969228
ACH-000947,-0.3148232255313622
ACH-000948,-0.3815407093223426
ACH-000950,0.08754527366300187
ACH-000953,-0.23103276255317226
ACH-000954,-0.1198066218374422
ACH-000957,-0.0355500157534543
ACH-000958,-0.08146377251879572
ACH-000960,-0.2336784444137771
ACH-000963,-0.14869192407705634
ACH-000968,-0.2449043552579665
ACH-000969,-0.06619457437193381
ACH-000972,-0.08874315614999227
ACH-000973,0.05651828928709837
ACH-000974,-0.2454813342113046
ACH-000978,-0.264734567349286
ACH-000984,-0.03938541777114984
ACH-000986,-0.09446732381582512
ACH-000988,0.02795013044177237
ACH-000993,-0.3399471054634811
ACH-000994,-0.2466137063290301
ACH-000996,-0.19492254781033488
ACH-001001,-0.15057204289795614
ACH-001020,-0.3783031495583534
ACH-001028,-0.2619895911266229
ACH-001031,-0.21665712956268354
ACH-001038,-0.13808899318098308
ACH-001048,-0.1003353045145581
ACH-001050,-0.0070376670936570535
ACH-001053,0.042612706643349166
ACH-001054,-0.06688421675828918
ACH-001061,-0.06001833599615816
ACH-001067,-0.09184421195956967
ACH-001075,-0.15564151632162318
ACH-001096,-0.31865262906755504
ACH-001111,0.004130757085310446
ACH-001119,-0.08593592866607579
ACH-001128,-0.3289919910142719
ACH-001134,-0.16141192423032294
ACH-001151,-0.19115782134098025
ACH-001163,-0.2151217238765624
ACH-001164,0.15742016299140554
ACH-001183,-0.1027487916547445
ACH-001192,-0.14533455588951796
ACH-001193,-0.3773159129481858
ACH-001196,-0.36375302200923215
ACH-001197,0.0955553061123716
ACH-001205,0.14550730110859994
ACH-001211,-0.09875217110978196
ACH-001212,-0.16481982068727974
ACH-001228,-0.4603207363439714
ACH-001232,-0.14449444468273512
ACH-001239,-0.06882149993419899
ACH-001270,-0.4028847650076706
ACH-001274,-0.15014908574858127
ACH-001275,-0.07375299590371576
ACH-001277,-0.2554914036087606
ACH-001278,-0.1506232984829127
ACH-001280,-0.19531049936380412
ACH-001283,-0.23403747187204635
ACH-001289,-0.17689891350422698
ACH-001300,-0.1428653687911272
ACH-001301,0.10342240296394173
ACH-001302,-0.21901130652648448
ACH-001306,-0.02229998365439948
ACH-001318,-0.050898494124968566
ACH-001322,-0.09426100699496548
ACH-001328,-0.19170341072954267
ACH-001332,0.11594438894704807
ACH-001336,-0.050126900626129005
ACH-001346,-0.1235213420207834
ACH-001353,-0.206814825458724
ACH-001354,-0.3283186355358753
ACH-001367,-0.14192481302373933
ACH-001368,-0.010320533000926162
ACH-001374,-0.2449631409435986
ACH-001377,-0.32597044612827875
ACH-001380,-0.062315988206929476
ACH-001391,-0.0015185565574026257
ACH-001408,-0.07339571897714935
ACH-001430,0.2066135830620628
ACH-001431,-0.10686032888852208
ACH-001450,-0.0953456183747698
ACH-001496,-0.15037848632871928
ACH-001500,-0.20822663230481944
ACH-001523,-0.1158195484016444
ACH-001532,-0.023409799494113443
ACH-001550,0.01585690024728608
ACH-001552,-0.014004391337741857
ACH-001554,0.04848641626483874
ACH-001654,0.013582989785310213
ACH-001735,-0.2294578293297145
ACH-001736,-0.15512446048901948
ACH-001737,0.07541985212103643
ACH-001740,-0.15529053835538795
ACH-001745,-0.19885986235788072
ACH-001765,-0.1841103887975114
