,UBE2R2 (54926)
ACH-000004,0.050211017839100036
ACH-000005,-0.1684167418112151
ACH-000007,0.004923934372252996
ACH-000009,-0.17390600211192342
ACH-000011,0.0039145519245144715
ACH-000012,0.08943138431426588
ACH-000013,0.15549621593503465
ACH-000014,-0.17642289188447224
ACH-000015,-0.3215922681420745
ACH-000017,-0.464284360852663
ACH-000018,-0.08152017369470732
ACH-000019,-0.16530809362296478
ACH-000021,-0.1618326157319955
ACH-000022,-0.04655015684428265
ACH-000025,0.025373243632342782
ACH-000028,-0.016827719454693926
ACH-000030,-0.10954953552964222
ACH-000035,0.07771852581312952
ACH-000036,-0.4106859126433022
ACH-000037,0.03758812235148267
ACH-000039,0.051739832035244494
ACH-000040,0.035611262825279016
ACH-000041,-0.27178918967987825
ACH-000042,0.07377038166574215
ACH-000045,-0.0566648312907542
ACH-000047,0.23646831792894785
ACH-000052,-0.10630770276770816
ACH-000053,0.10077090927329302
ACH-000054,0.0007042031646467048
ACH-000055,-0.28470688612534
ACH-000060,0.18058903081942013
ACH-000067,-0.27986682019604064
ACH-000070,0.19059030586536835
ACH-000075,-0.245581913917
ACH-000078,-0.035346613159796814
ACH-000082,-0.2546903666874867
ACH-000085,0.05857830836106542
ACH-000086,-0.006876503414380947
ACH-000087,-0.07108498528446737
ACH-000092,-0.1965640261643278
ACH-000095,0.0923329542321605
ACH-000097,-0.35119865047118604
ACH-000098,0.06710100038916146
ACH-000099,-0.1551666013539835
ACH-000108,0.15025184953778825
ACH-000113,-0.06790803721151188
ACH-000116,-0.1809413203519256
ACH-000118,-0.050675829864878535
ACH-000120,-0.08016414869267706
ACH-000123,-0.13220765025547604
ACH-000127,-0.1248373853820999
ACH-000128,0.06595289318361873
ACH-000132,-0.03560394979980137
ACH-000133,-0.2451654105910192
ACH-000137,0.11332061448124835
ACH-000138,-0.3563560666908246
ACH-000142,-0.03460239292814564
ACH-000143,0.024410988698263924
ACH-000146,-0.0562721767534456
ACH-000148,-0.13908680491179956
ACH-000150,-0.10099906986639948
ACH-000152,-0.07512259960866725
ACH-000153,-0.4338116231786286
ACH-000159,-0.11651573908968375
ACH-000160,-0.1169834536269714
ACH-000163,0.004194205360973399
ACH-000167,-0.005139420199678339
ACH-000168,-0.11397246197517252
ACH-000169,0.008773392231923395
ACH-000178,-0.4192564782115248
ACH-000183,0.09462049398016306
ACH-000188,-0.05040698974980995
ACH-000189,-0.1589906150489391
ACH-000190,-0.14477178460040366
ACH-000198,0.2263056940419821
ACH-000203,-0.3049432271242033
ACH-000204,-0.2961586197133223
ACH-000206,0.006741105584322187
ACH-000207,-0.0001405078036415702
ACH-000208,0.022533423835335974
ACH-000210,-0.011744846978956924
ACH-000211,0.10117453539424648
ACH-000215,-0.12976863422322807
ACH-000221,-0.01145362175584558
ACH-000222,0.1916650380076098
ACH-000223,-0.10843129136757282
ACH-000226,-0.030394476190233933
ACH-000227,0.11145239023452176
ACH-000228,-0.045187439359531366
ACH-000231,-0.11179239349378636
ACH-000232,-0.01892282700279008
ACH-000233,0.07213859889760928
ACH-000234,-0.3214309242781022
ACH-000235,-0.02463635719186008
ACH-000237,-0.05798581654713161
ACH-000238,-0.2771914501983006
ACH-000242,-0.2685527141612306
ACH-000243,-0.2779144207831376
ACH-000244,-0.2684722033203402
ACH-000246,-0.10269487560711588
ACH-000248,-0.15770931374008776
ACH-000250,-0.011775224996664823
ACH-000251,0.1559131128606375
ACH-000252,-0.014338668563718987
ACH-000253,-0.016614318700672526
ACH-000255,-0.0007464957642878168
ACH-000256,-0.19090703783789809
ACH-000257,-0.1417510859454353
ACH-000258,0.01563804154823232
ACH-000259,0.1028901825409302
ACH-000260,0.062283797999080966
ACH-000261,-0.1868443081058856
ACH-000262,-0.14401161509887106
ACH-000263,-0.4831767498852536
ACH-000264,-0.03193703185036383
ACH-000265,-0.09722085619264956
ACH-000266,0.10463870695224677
ACH-000272,0.013395811522969809
ACH-000274,-0.09850566539377244
ACH-000277,-0.07443687279104988
ACH-000278,-0.12813138967807214
ACH-000279,0.005826429096077111
ACH-000280,0.2947490699452637
ACH-000281,0.06591237687207575
ACH-000288,-0.11129173525795263
ACH-000291,-0.06300383000865338
ACH-000293,-0.02171630922854597
ACH-000294,-0.24300784571238454
ACH-000295,-0.17007392603924526
ACH-000296,0.012470696895696869
ACH-000302,0.023091637036713655
ACH-000304,-0.4331274030894513
ACH-000307,0.04987378561047216
ACH-000308,-0.0061672994904023
ACH-000310,0.029752862009661145
ACH-000311,0.02453840666555011
ACH-000312,0.15377064732328846
ACH-000315,-0.02040470034402192
ACH-000316,-0.08629381013669851
ACH-000317,-0.02616290621501751
ACH-000318,-0.07971051954499693
ACH-000319,-0.13366457972764112
ACH-000320,0.007977755365660913
ACH-000322,-0.05666134689492309
ACH-000323,-0.012267887240881072
ACH-000324,0.08675842131287748
ACH-000329,-0.07348529061919246
ACH-000330,-0.23448675288520104
ACH-000331,-0.08209181525145419
ACH-000332,-0.14165825256634818
ACH-000334,-0.2360724963481407
ACH-000335,-0.15585599737978614
ACH-000336,-0.09643893929117267
ACH-000337,-0.08196792042388554
ACH-000338,-0.1115015193182581
ACH-000339,-0.11800003830795665
ACH-000341,-0.18263440258413674
ACH-000348,0.14305729621320185
ACH-000350,-0.15806455590652702
ACH-000352,-0.2352426812501192
ACH-000356,0.22264346236122587
ACH-000361,-0.1276575361282366
ACH-000362,-0.20997798342636773
ACH-000363,-0.2685528035002712
ACH-000364,-0.21086714889990665
ACH-000365,0.11234687858168248
ACH-000366,-0.1692148225596794
ACH-000368,-0.04688718481892862
ACH-000374,-0.18779964547501268
ACH-000375,-0.08393610287553706
ACH-000376,0.054840964079646615
ACH-000381,-0.03831226608822129
ACH-000383,-0.15922634937016308
ACH-000387,0.1144598922309834
ACH-000389,0.2934338366423171
ACH-000390,-0.521879539158556
ACH-000393,-0.13437103013744645
ACH-000395,0.17094968732086566
ACH-000396,0.3209913051249154
ACH-000397,-0.11561852056143933
ACH-000401,-0.22010969854147364
ACH-000402,0.017546582547233215
ACH-000403,-0.10961398453637307
ACH-000404,-0.4969121917802874
ACH-000406,-0.01926747925658025
ACH-000407,-0.10307480039422746
ACH-000408,-0.015153117797386347
ACH-000410,-0.029320024993613195
ACH-000411,-0.006438904873726451
ACH-000414,0.0271208029619506
ACH-000415,0.0101018701794515
ACH-000416,-0.02893258748269686
ACH-000420,0.007348183191641143
ACH-000421,0.0015278863032208
ACH-000424,-0.11565843011736768
ACH-000425,-0.0006682979181321309
ACH-000426,0.2131358175851425
ACH-000427,0.02902422416179213
ACH-000433,-0.011988509185555916
ACH-000435,-0.3623717453062512
ACH-000436,-0.09933185240123016
ACH-000444,-0.06258901400024637
ACH-000445,-0.2041149798459428
ACH-000448,-0.11153833703734907
ACH-000450,-0.008759059512325466
ACH-000452,0.1499242038287759
ACH-000454,0.12346870440517355
ACH-000458,0.05267853313658265
ACH-000459,0.41879078089972294
ACH-000460,-0.1018240051015914
ACH-000461,-0.07854152738729901
ACH-000463,0.16450890958017658
ACH-000464,-0.189944984079625
ACH-000466,0.22895612026788756
ACH-000467,0.10669611632978436
ACH-000468,0.08374208775005564
ACH-000469,-0.10230225286356814
ACH-000470,-0.3014827355163752
ACH-000471,-0.11840998519882225
ACH-000472,-0.1041611815743315
ACH-000473,0.034147277968875435
ACH-000475,-0.07030159462162791
ACH-000476,0.025618988907671808
ACH-000477,0.034400189273854485
ACH-000479,-0.1175778406566373
ACH-000480,0.0623960598130331
ACH-000481,-0.09942699782610376
ACH-000483,-0.06681366790405534
ACH-000484,-0.04842671394284225
ACH-000485,0.08109396919842107
ACH-000486,0.08029600306208279
ACH-000487,-0.010845683483061093
ACH-000488,-0.011752020205559748
ACH-000490,0.1125075415322059
ACH-000491,-0.017676182914821998
ACH-000495,0.005529442756615236
ACH-000496,0.07994062798767043
ACH-000499,-0.08817420507001875
ACH-000500,-0.30246390253053096
ACH-000502,0.08780643638243366
ACH-000503,-0.06450989915985875
ACH-000505,0.24192651670887755
ACH-000507,-0.041402597868963636
ACH-000510,-0.01731494354183652
ACH-000511,-0.09373425582259788
ACH-000512,0.19312986449255445
ACH-000516,0.034137411346725946
ACH-000517,-0.08524232656614092
ACH-000518,-0.01465604463309256
ACH-000520,-0.0482433747888304
ACH-000521,-0.1797828763929078
ACH-000522,-0.048413582176431005
ACH-000524,-0.07812269514543388
ACH-000527,-0.008705890154544356
ACH-000528,0.07695204218924265
ACH-000537,-0.0425116302338272
ACH-000541,-0.028299391423283818
ACH-000542,0.035788485621764975
ACH-000544,-0.044178524489992085
ACH-000545,0.033686374843436305
ACH-000547,-0.2502026171089566
ACH-000548,-0.09007812682064492
ACH-000549,0.061532919964869676
ACH-000550,-0.036831946075805984
ACH-000552,-0.237848723029316
ACH-000556,0.014337933577904737
ACH-000557,-0.04351557409913223
ACH-000569,-0.1565715111965881
ACH-000570,-0.07924726725579717
ACH-000571,0.005802205348854786
ACH-000573,-0.1510238367678499
ACH-000576,-0.07222877631415615
ACH-000579,-0.116865061690809
ACH-000580,-0.11885886360553473
ACH-000584,-0.10322649174050573
ACH-000585,0.14631457874075393
ACH-000588,-0.042658243697661205
ACH-000589,-0.016957947784070015
ACH-000591,-0.2628905855544606
ACH-000593,-0.09734686883485368
ACH-000600,0.02518209191941808
ACH-000601,0.04582788800991706
ACH-000605,-0.009745971095393359
ACH-000606,0.04440700261368023
ACH-000608,-0.2173693996241436
ACH-000614,0.0009803985894397897
ACH-000616,-0.11951679726881455
ACH-000618,0.09720195746114436
ACH-000619,-0.06513654937766349
ACH-000620,0.16110197283093247
ACH-000621,-0.0666348277611022
ACH-000622,-0.03062965544304225
ACH-000623,-0.1674891841794975
ACH-000624,-0.10171296170787948
ACH-000627,-0.06459205048155528
ACH-000630,0.17290067508362428
ACH-000631,-0.01870478491447828
ACH-000632,0.1950904046693216
ACH-000633,0.03864263264945785
ACH-000637,-0.28458851314970834
ACH-000638,-0.2724001314557196
ACH-000646,0.0842930213763956
ACH-000647,-0.10486197094974586
ACH-000648,-0.17926100342964954
ACH-000649,-0.023111718132684277
ACH-000651,-0.03659130560304148
ACH-000652,0.3115348171225722
ACH-000653,-0.032849646292850386
ACH-000657,0.05295736106707367
ACH-000658,-0.3089808287038412
ACH-000661,-0.06989584171837235
ACH-000662,0.13364498435723085
ACH-000663,0.1066931894312904
ACH-000665,0.017521255966935857
ACH-000671,-0.07466736248520581
ACH-000672,-0.03127829215424214
ACH-000673,-0.07144527885229096
ACH-000676,-0.22009069180988247
ACH-000677,0.1833799499221195
ACH-000681,-0.14647558212131226
ACH-000683,-0.08652926265653925
ACH-000684,-0.15753118390754706
ACH-000688,0.16977357829781742
ACH-000693,0.02933690455252305
ACH-000694,-0.1249230796783989
ACH-000695,-0.20343978153085696
ACH-000696,-0.05783079637581396
ACH-000697,-0.03931088691880767
ACH-000699,-0.04635654526324252
ACH-000701,0.006467939820311046
ACH-000706,-0.13750845778432766
ACH-000711,-0.11396622663325852
ACH-000713,-0.18486078264005992
ACH-000714,-0.3190098985781023
ACH-000718,0.02431207512946128
ACH-000720,0.04629146330915637
ACH-000721,0.043683949230765635
ACH-000724,0.0367154425534719
ACH-000725,-0.2635239304093667
ACH-000732,-0.2393445076515348
ACH-000734,-0.24364582092297574
ACH-000735,0.009159107096228835
ACH-000736,-0.014855211296336287
ACH-000738,-0.03608943817510615
ACH-000746,-0.10538871954885372
ACH-000747,-0.1243617778352292
ACH-000748,-0.14372734835699522
ACH-000753,0.04650272031289363
ACH-000756,0.2645414151994204
ACH-000757,-0.008856425232280762
ACH-000758,-0.19623371547111174
ACH-000760,-0.08881269835122364
ACH-000762,0.07473257050890622
ACH-000763,-0.05127540109844846
ACH-000764,0.1793568756504682
ACH-000765,-0.1286898704133343
ACH-000766,-0.10754727814797474
ACH-000767,-0.3795979278962817
ACH-000768,0.10149229903403313
ACH-000769,-0.031013501487463076
ACH-000770,-0.0879036205217737
ACH-000771,0.1118678614081536
ACH-000773,-0.1941190357737814
ACH-000776,-0.27213562243595113
ACH-000777,-0.09920856170910668
ACH-000778,0.02749975905135782
ACH-000781,-0.22559844850571506
ACH-000782,-0.03730853166721447
