,SCO1 (6341)
ACH-000004,-0.10184130225769199
ACH-000005,-0.32173975958956
ACH-000007,-0.4495246738445533
ACH-000009,-0.26014231641308266
ACH-000011,-0.06744481292249434
ACH-000012,-0.06438588714061053
ACH-000013,-0.17547705051222914
ACH-000014,-0.31493566905093
ACH-000015,-0.3889584793922531
ACH-000017,-0.2540610224804777
ACH-000018,-0.2864838963808071
ACH-000019,-0.42965359335376
ACH-000021,-0.264243402006957
ACH-000022,-0.2399344884208269
ACH-000025,-0.5286401720706296
ACH-000028,-0.5422272488217218
ACH-000030,-0.28003831153452485
ACH-000035,-0.3740129103906184
ACH-000036,0.07010495676025033
ACH-000037,-0.18551163523111075
ACH-000039,-0.08309088723116417
ACH-000040,-0.2260592198859441
ACH-000041,-0.6336101469341512
ACH-000042,-0.2702458669610348
ACH-000045,-0.6083966605376736
ACH-000047,-0.3256302716608697
ACH-000052,-0.33436804769687833
ACH-000053,-0.124060462129155
ACH-000054,-0.11226637538622704
ACH-000055,-0.06997315372937236
ACH-000060,-0.3654460816718553
ACH-000067,-0.28593565374273777
ACH-000070,-0.3477797446258557
ACH-000075,-0.3001379410019626
ACH-000078,-0.08085620162359884
ACH-000082,-0.20497206539112048
ACH-000085,-0.19175860153491384
ACH-000086,-0.2244058605929649
ACH-000087,-0.4562498248790493
ACH-000092,-0.20223687677821148
ACH-000095,-0.12585894675559356
ACH-000097,-0.2341631268314237
ACH-000098,-0.20453918252348305
ACH-000099,-0.3918980232190827
ACH-000108,-0.23135805923860997
ACH-000113,-0.3914454749628011
ACH-000116,-0.3013356664027407
ACH-000118,-0.5676046269780353
ACH-000120,-0.1893521744279711
ACH-000123,-0.35284588410792395
ACH-000127,-0.20605169301891946
ACH-000128,-0.11207137220414423
ACH-000132,-0.2699082321009705
ACH-000133,-0.2202433121798558
ACH-000137,-0.14560238823593208
ACH-000138,-0.4789943972144303
ACH-000142,-0.10045464903343862
ACH-000143,-0.3489231315517236
ACH-000146,-0.5301634868548003
ACH-000148,-0.4091142253776217
ACH-000150,-0.3756429956790484
ACH-000152,-0.35439713943424594
ACH-000153,-0.23709290866102964
ACH-000159,-0.30218228398462305
ACH-000160,-0.3123923554734006
ACH-000163,-0.34756826795045503
ACH-000167,-0.3688582861360976
ACH-000168,0.060741461246995684
ACH-000169,-0.202582557132428
ACH-000178,-0.19656623598242834
ACH-000183,-0.7046879453410563
ACH-000188,-0.2656687484039261
ACH-000189,-0.2440882691855004
ACH-000190,-0.7013993884464531
ACH-000198,-0.4040665923366381
ACH-000203,0.0011609541203515354
ACH-000204,-0.1818772780899584
ACH-000206,-0.5735670440245034
ACH-000207,-0.7346968906516976
ACH-000208,-0.2325384536518889
ACH-000210,-0.5091835797863491
ACH-000211,-0.23343326013581134
ACH-000215,-0.1900577063790544
ACH-000221,-0.4988997831520223
ACH-000222,-0.4319781655812869
ACH-000223,-0.3765565092529357
ACH-000226,-0.2880449529177392
ACH-000227,-0.237220603157014
ACH-000228,-0.2604095588522799
ACH-000231,-0.10838186557888964
ACH-000232,-0.0790413275430609
ACH-000233,-0.2651864117755087
ACH-000234,-0.281221817954912
ACH-000235,-0.238338487655451
ACH-000237,-0.1575037794560224
ACH-000238,-0.18362634680491702
ACH-000242,-0.4621753043740665
ACH-000243,-0.2474659196712557
ACH-000244,-0.3598637999804553
ACH-000246,-0.24624767806808576
ACH-000248,-0.2514374770383215
ACH-000250,-0.12172497219222575
ACH-000251,-0.2795032822405231
ACH-000252,-0.15563557889058385
ACH-000253,-0.22070330685461406
ACH-000255,-0.2497974839118699
ACH-000256,-0.4393688863806469
ACH-000257,-0.3344575396188949
ACH-000258,-0.2814959638888455
ACH-000259,-0.15238367457455373
ACH-000260,-0.16759403925489874
ACH-000261,-0.26738987637966044
ACH-000262,-0.1839553508235922
ACH-000263,-0.4654782550061783
ACH-000264,-0.3348885541455145
ACH-000265,-0.5189815624344838
ACH-000266,-0.24276867878612635
ACH-000272,-0.3348941960522812
ACH-000274,-0.3955478333719373
ACH-000277,-0.4502861326762043
ACH-000278,-0.22409909927628008
ACH-000279,-0.4003786702933303
ACH-000280,-0.3438382086755905
ACH-000281,-0.3345129057102622
ACH-000288,-0.3587517224299699
ACH-000291,-0.3500499294880401
ACH-000293,-0.3693598955678041
ACH-000294,-0.3488403456864545
ACH-000295,-0.4019165647253675
ACH-000296,-0.21083253064356666
ACH-000302,-0.1908310977202518
ACH-000304,-0.15171728547460475
ACH-000307,-0.2820383344070218
ACH-000308,-0.3156581974118232
ACH-000310,-0.02044361931946476
ACH-000311,-0.3023571016518558
ACH-000312,-0.650976740864828
ACH-000315,-0.4614888771460141
ACH-000316,-0.2534342615350438
ACH-000317,-0.3704921809224592
ACH-000318,-0.17087502003361515
ACH-000319,-0.11031192671414693
ACH-000320,-0.3067299836900044
ACH-000322,-0.4556369217640279
ACH-000323,-0.341891313809136
ACH-000324,-0.11463858982258415
ACH-000329,-0.5577465324699349
ACH-000330,-0.22446492466547172
ACH-000331,-0.3028036327186296
ACH-000332,-0.18051546658501894
ACH-000334,-0.40138467435814795
ACH-000335,-0.2469094223946552
ACH-000336,-0.6654433587912879
ACH-000337,-0.315902126977536
ACH-000338,0.2829637339130041
ACH-000339,-0.2863477011123792
ACH-000341,-0.11250878445287668
ACH-000348,-0.3366725573229992
ACH-000350,-0.4395060193946596
ACH-000352,-0.36331182848075627
ACH-000356,-0.3945905043794015
ACH-000361,-0.17497365151254038
ACH-000362,-0.2784833037510349
ACH-000363,-0.4117119773644831
ACH-000364,-0.3465853835474897
ACH-000365,-0.3935146558488196
ACH-000366,-0.14259977720758155
ACH-000368,-0.19000617449130694
ACH-000374,-0.3329871171838007
ACH-000375,-0.1819658764657124
ACH-000376,-0.28614032780915283
ACH-000381,-0.2786564655274167
ACH-000383,-0.32417819546980114
ACH-000387,-0.24766345853830365
ACH-000389,-0.2345651095091601
ACH-000390,-0.38929186687211
ACH-000393,-0.05638622153787753
ACH-000395,0.044339531392172886
ACH-000396,-0.3605600972862168
ACH-000397,-0.18476007533119507
ACH-000401,-0.08851275242394176
ACH-000402,-0.1647779209414665
ACH-000403,-0.4003292384340519
ACH-000404,-0.41778811363191576
ACH-000406,-0.3517419578864682
ACH-000407,-0.3784788364042891
ACH-000408,-0.5083184526789097
ACH-000410,-0.26619146742969896
ACH-000411,-0.08380812439605928
ACH-000414,-0.1517364274417053
ACH-000415,-0.31955581741665323
ACH-000416,-0.22359284938736015
ACH-000420,-0.203374540702964
ACH-000421,-0.13101775778716265
ACH-000424,-0.6229330959617654
ACH-000425,-0.029310367134796875
ACH-000426,-0.05675028701801245
ACH-000427,-0.34757781890399664
ACH-000433,-0.3877836631637451
ACH-000435,-0.06316441858625804
ACH-000436,-0.2961052784363745
ACH-000444,-0.3783835064411946
ACH-000445,-0.4353332650104904
ACH-000448,-0.3078890285250914
ACH-000450,-0.8456372190303767
ACH-000452,-0.2944413852012732
ACH-000454,-0.8937399805411713
ACH-000458,-0.3024379056218452
ACH-000459,-0.9089703097848356
ACH-000460,-0.2865238606689846
ACH-000461,-0.6870285882330591
ACH-000463,-0.2481204922078088
ACH-000464,-0.20560840571441985
ACH-000466,-0.1330832782379289
ACH-000467,-0.4125397518414853
ACH-000468,-0.31943142996264795
ACH-000469,-0.521012715690631
ACH-000470,-0.2569770547033813
ACH-000471,-0.1613179173900735
ACH-000472,-0.19847065708435144
ACH-000473,-0.3535087362967864
ACH-000475,-0.3445193353818456
ACH-000476,-0.4319474428918941
ACH-000477,-0.3388921272231076
ACH-000479,-0.4662983142724864
ACH-000480,-0.2561510190541748
ACH-000481,-0.2945668776903091
ACH-000483,-0.17598704935977644
ACH-000484,-0.4942255833019381
ACH-000485,-0.35781249568273793
ACH-000486,-0.3718109219718979
ACH-000487,-0.4212065558909141
ACH-000488,-0.6614038753602527
ACH-000490,-0.2770612664675473
ACH-000491,-0.3345104697652841
ACH-000495,0.04772860878775586
ACH-000496,-0.2531277928005075
ACH-000499,-0.6944205979555806
ACH-000500,-0.3484156332280632
ACH-000502,-0.2041768489874933
ACH-000503,0.01402229575813401
ACH-000505,-0.2585572664934725
ACH-000507,-0.4309873754169994
ACH-000510,-0.1719120573082313
ACH-000511,-0.30439325388266764
ACH-000512,-0.5575274755026992
ACH-000516,-0.2502504715586089
ACH-000517,-0.21697131284141646
ACH-000518,-0.1834010290493214
ACH-000520,-0.18937011456973826
ACH-000521,-0.15220182586454975
ACH-000522,-0.26182159286344275
ACH-000524,-0.2387708531137972
ACH-000527,-0.14337562952217325
ACH-000528,-0.23677874586848166
ACH-000537,-0.2909840429090016
ACH-000541,-0.04560006285476649
ACH-000542,-0.2275138115992133
ACH-000544,-0.39680017233246706
ACH-000545,-0.24620585236703785
ACH-000547,-0.5041743401841741
ACH-000548,-0.28143329699432
ACH-000549,-0.31042780342483794
ACH-000550,-0.3690111765337397
ACH-000552,-0.16479391458157314
ACH-000556,-0.2638199957130873
ACH-000557,-0.39824652574911096
ACH-000569,-0.050879055296117776
ACH-000570,-0.17653835638237397
ACH-000571,-0.3496951436221512
ACH-000573,-0.36671417893299535
ACH-000576,0.0331288297942966
ACH-000579,-0.3985890938103044
ACH-000580,-0.2784102800013486
ACH-000584,-0.3704213239166104
ACH-000585,-0.17448605754864294
ACH-000588,-0.4636552434647227
ACH-000589,-0.5135748940027524
ACH-000591,-0.3128267386538082
ACH-000593,-0.4673441023697618
ACH-000600,-0.2531379087965405
ACH-000601,-0.3523741470906883
ACH-000605,-0.4077733447104943
ACH-000606,-0.2720022827804539
ACH-000608,-0.186125132823018
ACH-000614,-0.3092704420728393
ACH-000616,-0.23601038819447054
ACH-000618,-0.5875086142345993
ACH-000619,-0.14006428388319445
ACH-000620,-0.4224311146403117
ACH-000621,-0.4161149355713705
ACH-000622,-0.25384038631750266
ACH-000623,-0.3373052307441715
ACH-000624,-0.25006696593112204
ACH-000627,-0.32126366339536344
ACH-000630,-0.15099313717001242
ACH-000631,-0.4272464819767293
ACH-000632,-0.4223129029833958
ACH-000633,-0.510524517733032
ACH-000637,-0.30952531767323105
ACH-000638,-0.35012123743629303
ACH-000646,-0.3848602910382101
ACH-000647,-0.3714321795342927
