,OR8I2 (120586)
ACH-000004,-0.13871000686604912
ACH-000005,-0.1475151752508108
ACH-000007,-0.19511735331552132
ACH-000009,-0.12719977141834993
ACH-000011,-0.2845119473296789
ACH-000012,-0.12349389223953637
ACH-000013,-0.10508517478994274
ACH-000014,-0.1696178430381615
ACH-000015,-0.10454243618774924
ACH-000017,-0.2983333497161222
ACH-000018,-0.3968554629662593
ACH-000019,-0.2234657499274592
ACH-000021,-0.2607337694901097
ACH-000022,-0.2644610098483935
ACH-000025,-0.130674734272078
ACH-000028,-0.1778759705725602
ACH-000030,-0.1236654771194378
ACH-000035,0.12844009872596182
ACH-000036,-0.2508224566759163
ACH-000037,-0.2434386346089446
ACH-000039,-0.06510923669120566
ACH-000040,-0.21775162596702435
ACH-000041,-0.2223860719192034
ACH-000042,-0.10528229286602947
ACH-000045,-0.09094454951472633
ACH-000047,-0.07830651204766949
ACH-000052,-0.22595652018268614
ACH-000053,-0.1743653333223928
ACH-000054,-0.12837222896092734
ACH-000055,-0.43054968727412896
ACH-000060,-0.11032664559825207
ACH-000067,-0.06858588234821429
ACH-000070,-0.3704814325502842
ACH-000075,-0.32998847238620005
ACH-000078,-0.31133017557786435
ACH-000082,-0.4179134521833796
ACH-000085,-0.17468418481836814
ACH-000086,-0.3875601464340879
ACH-000087,-0.10884740523936168
ACH-000092,-0.2011441485035736
ACH-000095,-0.2626033322904664
ACH-000097,-0.17876626783200775
ACH-000098,-0.125106101087792
ACH-000099,-0.1398001409287465
ACH-000108,-0.0713044344390015
ACH-000113,-0.23530452795181306
ACH-000116,-0.21082133048811308
ACH-000118,-0.21422953775304268
ACH-000120,-0.16076615138548875
ACH-000123,-0.2899807185984042
ACH-000127,-0.06101280803473288
ACH-000128,-0.0776652885003077
ACH-000132,-0.4086949924404466
ACH-000133,-0.2523464118742172
ACH-000137,-0.3379915370649076
ACH-000138,-0.18412520287947648
ACH-000142,-0.20886956845023275
ACH-000143,-0.09620954686814916
ACH-000146,-0.056872070179160274
ACH-000148,-0.18799973011840845
