,IGLL5 (100423062)
ACH-000004,-0.16747616064088802
ACH-000005,-0.36604945296877056
ACH-000007,0.0011464521092081088
ACH-000009,-0.09427979804530506
ACH-000011,-0.10187105938581008
ACH-000012,-0.1961423094506615
ACH-000013,-0.08304325668692468
ACH-000014,0.03240230562250677
ACH-000015,-0.3132360958249918
ACH-000017,-0.16539563719679448
ACH-000018,-0.1809610692689498
ACH-000019,-0.1534916284678942
ACH-000021,-0.18168143831218314
ACH-000022,-0.16540806893492724
ACH-000025,-0.17048310388809254
ACH-000028,-0.13536640100887726
ACH-000030,-0.10931638740172836
ACH-000035,0.06257273193704949
ACH-000036,-0.1424790045435782
ACH-000037,-0.14712349687576526
ACH-000039,-0.027359142618663082
ACH-000040,-0.14825118601250056
ACH-000041,0.015678992045588182
ACH-000042,-0.12307768046653647
ACH-000045,-0.21698868003648472
ACH-000047,0.007760946505562723
ACH-000052,-0.09457858872419037
ACH-000053,-0.07096510100180581
ACH-000054,0.02322525987552406
ACH-000055,0.04392415591457535
ACH-000060,-0.20995889464476786
ACH-000067,-0.16452016431078328
ACH-000070,-0.2984861920320868
ACH-000075,0.25290012399710465
ACH-000078,-0.08227373678684942
ACH-000082,-0.04964549109924075
ACH-000085,0.11601049427291076
ACH-000086,0.20209514835239908
ACH-000087,0.1926661819888548
ACH-000092,-0.14046312521297089
ACH-000095,0.10724286113280034
ACH-000097,-0.1480029393468784
ACH-000098,-0.11214015497344007
ACH-000099,0.08852922093509967
ACH-000108,0.0017206956342001346
ACH-000113,-0.027944355167009525
ACH-000116,-0.07346628449800671
ACH-000118,-0.02963806796354187
ACH-000120,-0.2349816868933629
ACH-000123,-0.011091085466184722
ACH-000127,-0.08313432382200285
ACH-000128,-0.16155421618749646
ACH-000132,-0.13538434624563994
ACH-000133,0.008204244405441947
ACH-000137,-0.06664293719681505
ACH-000138,-0.03332167940218776
ACH-000142,0.03987254733393427
ACH-000143,-0.09930833735708944
ACH-000146,-0.06082107757820347
ACH-000148,0.04852116519819293
ACH-000150,-0.02545945603201101
ACH-000152,0.024402930124751702
ACH-000153,-0.04070167153887394
ACH-000159,-0.008014580250130281
ACH-000160,-0.08967245612549063
ACH-000163,-0.03307539819364805
ACH-000167,-0.5512620946109428
ACH-000168,-0.025007541767357575
ACH-000169,-0.1822300596742684
ACH-000178,0.06640226654897702
ACH-000183,-0.19316885844338966
ACH-000188,0.05354830783228158
ACH-000189,-0.07240336731257765
ACH-000190,-0.02861058027528933
ACH-000198,-0.10149628743681366
ACH-000203,-0.3596895864174673
ACH-000204,-0.0005344546819856123
ACH-000206,-0.0261233858381956
ACH-000207,-0.12137826832537472
ACH-000208,0.2852443522893088
ACH-000210,0.22249545304963192
ACH-000211,-0.14426578703648335
ACH-000215,0.0226541292699035
ACH-000221,-0.01851960432357846
ACH-000222,0.0646240888747343
ACH-000223,-0.09440009501065584
ACH-000226,-0.09787635808176844
ACH-000227,-0.0799284762119767
ACH-000228,-0.2098725358868635
ACH-000231,-0.1244515109855582
ACH-000232,-0.18363946859731264
ACH-000233,-0.12375323202423615
ACH-000234,-0.037580852643182325
ACH-000235,-0.08460520882488086
ACH-000237,-0.06328840998133367
ACH-000238,-0.07686435254805962
ACH-000242,-0.14182224948642475
ACH-000243,-0.16211953243116042
ACH-000244,-0.06000218906751055
ACH-000246,0.07058993890926354
ACH-000248,-0.23844199458989745
ACH-000250,0.0037988912654770414
ACH-000251,-0.07292074486244687
ACH-000252,-0.12745741710788402
ACH-000253,0.01099838385527894
ACH-000255,-0.126845808393863
ACH-000256,-0.12033290596664008
ACH-000257,0.01750018379608124
ACH-000258,-0.10078693616913993
ACH-000259,0.034188619754536964
ACH-000260,-0.19696123694931197
ACH-000261,-0.034332199182926966
ACH-000262,0.03483959321951907
ACH-000263,-0.011958185022884888
ACH-000264,-0.17286519350389806
ACH-000265,-0.24450243463535934
ACH-000266,-0.05092109685900872
ACH-000272,-0.15713258924079151
ACH-000274,-0.15158088657976404
ACH-000277,0.028902664904703914
ACH-000278,-0.009653054406255359
ACH-000279,0.07825803593553014
ACH-000280,-0.13500329138265005
ACH-000281,0.1175185609825134
ACH-000288,-0.10643299879005476
ACH-000291,-0.2677907255935339
ACH-000293,-0.21672290060707916
ACH-000294,-0.19393599033450795
ACH-000295,-0.039235177379453284
ACH-000296,-0.1848395644832008
ACH-000302,-0.1978688149063055
ACH-000304,0.13803742881883918
ACH-000307,-0.057048896066440764
ACH-000308,-0.1477320039077082
ACH-000310,0.04815947270560807
ACH-000311,-0.07397149055397391
ACH-000312,-0.020980189915448876
ACH-000315,-0.09821032238595874
ACH-000316,-0.2189132168654012
ACH-000317,0.08640394214986945
ACH-000318,0.02720198019553381
ACH-000319,-0.08836696617023725
ACH-000320,-0.2883870323621673
ACH-000322,-0.1176363160439408
ACH-000323,-0.15297303847800792
ACH-000324,-0.015374753096957931
ACH-000329,0.034817585910487565
ACH-000330,-0.16516528152612306
ACH-000331,-0.047212431547897366
ACH-000332,-0.1694888790601928
ACH-000334,-0.0777967868660392
ACH-000335,0.060206549009490976
ACH-000336,-0.08697271630217845
ACH-000337,-0.1411229494736801
ACH-000338,-0.44240853734578617
ACH-000339,-0.11475414048478963
ACH-000341,-0.09083986835184328
ACH-000348,-0.04279014035481588
ACH-000350,-0.1860243973361954
ACH-000352,-0.025041188145760705
ACH-000356,0.06276062385577663
ACH-000361,-0.1226334964733842
ACH-000362,-0.07852197066257634
ACH-000363,-0.15237607622515933
ACH-000364,-0.3200916444865973
ACH-000365,-0.0221914854189292
ACH-000366,-0.008588389224693797
