,CKMT2 (1160)
ACH-000004,0.15109272331672674
ACH-000005,0.5161033234710718
ACH-000007,0.03297075255199172
ACH-000009,0.1671590566386973
ACH-000011,0.08201063747993363
ACH-000012,0.06566334074030969
ACH-000013,0.12863448531874647
ACH-000014,0.028595639453038963
ACH-000015,0.03657503188341989
ACH-000017,-0.02134765923210567
ACH-000018,0.012512164132594587
ACH-000019,0.17763207223433014
ACH-000021,-0.00019388474786665927
ACH-000022,0.23924712339826454
ACH-000025,0.22092698816087425
ACH-000028,0.1230315221814683
ACH-000030,0.20316796920501085
ACH-000035,0.1848094969200404
ACH-000036,0.0872587263380294
ACH-000037,-0.005101477911551368
ACH-000039,0.08946981278220144
ACH-000040,0.05081197030004135
ACH-000041,0.14043802928873156
ACH-000042,0.008830705658671797
ACH-000045,0.1068724091469663
ACH-000047,0.0049153451252305115
ACH-000052,0.085143646816948
ACH-000053,0.08693113276486501
ACH-000054,0.0821254358653395
ACH-000055,-0.07813325436405917
ACH-000060,0.15975223550198206
ACH-000067,-0.017122420605162
ACH-000070,-0.02459010861990539
ACH-000075,0.08355153965403803
ACH-000078,0.022897032043453797
ACH-000082,0.18386928323030588
ACH-000085,0.2111272126984005
ACH-000086,0.13351137485805742
ACH-000087,0.3818439003644264
ACH-000092,0.11094330736612333
ACH-000095,0.1611769874772772
ACH-000097,0.03483049980561529
ACH-000098,0.1036087853663416
ACH-000099,0.21426110407580892
ACH-000108,0.02177312907791451
ACH-000113,0.15252011257862333
ACH-000116,-0.06603992041156027
ACH-000118,0.0457008544979988
ACH-000120,-0.02412337069563346
ACH-000123,0.14582551050888756
ACH-000127,0.154146024824889
ACH-000128,0.09664238269848258
ACH-000132,0.06785322504775383
ACH-000133,0.1120423222127855
ACH-000137,0.25791114909974905
ACH-000138,0.11757593695567067
ACH-000142,0.2041322731854972
ACH-000143,0.11518387566632494
ACH-000146,0.18654539733050465
ACH-000148,0.16476653694538404
ACH-000150,0.20679851953757872
ACH-000152,0.06483902734251876
ACH-000153,0.02680250354223264
ACH-000159,0.1243557121534559
ACH-000160,0.03739248389941375
ACH-000163,0.15926474002851168
ACH-000167,0.16486061093061655
ACH-000168,0.08006244516492685
ACH-000169,0.12384152002834405
ACH-000178,0.08904965759036815
ACH-000183,0.08908751769202816
ACH-000188,0.1429188550551882
ACH-000189,0.0748791796022165
ACH-000190,0.17316262169557808
ACH-000198,0.13213684479023666
ACH-000203,-0.29618700181755303
ACH-000204,0.12433246915239768
ACH-000206,0.2432289126921411
ACH-000207,-0.024118124299122416
ACH-000208,0.07473723074627424
ACH-000210,-0.1289910768482901
ACH-000211,0.12736804266862908
ACH-000215,0.1666845757770075
ACH-000221,0.11069443196698232
ACH-000222,0.11570961629140725
ACH-000223,0.2079705514426979
ACH-000226,0.03377261361856173
ACH-000227,0.1866734613228048
ACH-000228,-0.00995164148102173
ACH-000231,0.13355064984622564
ACH-000232,0.13456941583255494
ACH-000233,0.09901690067544468
ACH-000234,0.07123002825414686
ACH-000235,0.04295709774195912
ACH-000237,0.14198417743023767
ACH-000238,0.16255104924080666
ACH-000242,0.031551919332124506
ACH-000243,0.07979437207244812
ACH-000244,0.10001844077373202
ACH-000246,0.21848363614003327
ACH-000248,0.1369806252860919
ACH-000250,0.1341423209866105
ACH-000251,0.09051475675538813
ACH-000252,0.3726416369429873
ACH-000253,0.18078527889053708
ACH-000255,0.08365173155289689
ACH-000256,0.014120696219057285
ACH-000257,0.028688768955740424
ACH-000258,0.2561249260468529
ACH-000259,-0.0017975955815155067
ACH-000260,0.0983428802983776
ACH-000261,0.06218267673889614
ACH-000262,0.11808000585749615
ACH-000263,0.2618792647350082
ACH-000264,0.06975956684529103
ACH-000265,0.2200824332066831
ACH-000266,-0.01016149376395727
ACH-000272,0.1841600319170954
ACH-000274,0.1509285318150084
ACH-000277,0.16632058882710427
ACH-000278,0.19460775118811574
ACH-000279,0.019648626357423867
ACH-000280,0.2274519477853703
ACH-000281,0.06859721388340524
ACH-000288,0.03830189832842352
